WP_002725873.1	lcl|NZ_RQGM01000062.1_cds_WP_135573185.1_205	97.561	82	106
WP_002733579.1	lcl|NZ_RQGM01000006.1_cds_WP_135750114.1_2620	63.782	312	314
WP_002733579.1	lcl|NZ_RQGM01000071.1_cds_WP_118954467.1_3386	24.000	325	314
WP_002733579.1	lcl|NZ_RQGM01000033.1_cds_WP_135572641.1_468	26.074	326	314
WP_002733579.1	lcl|NZ_RQGM01000006.1_cds_WP_135571467.1_2635	23.571	280	314
WP_002733579.1	lcl|NZ_RQGM01000030.1_cds_WP_118957901.1_2701	22.024	168	314
WP_002733579.1	lcl|NZ_RQGM01000010.1_cds_WP_135571314.1_3595	24.000	250	314
WP_002733646.1	lcl|NZ_RQGM01000035.1_cds_WP_135570167.1_2038	38.312	154	185
WP_002733534.1	lcl|NZ_RQGM01000006.1_cds_WP_135571467.1_2635	31.437	334	329
WP_002733534.1	lcl|NZ_RQGM01000071.1_cds_WP_118954467.1_3386	30.794	315	329
WP_002733534.1	lcl|NZ_RQGM01000030.1_cds_WP_118957901.1_2701	27.381	336	329
WP_002733534.1	lcl|NZ_RQGM01000033.1_cds_WP_135572641.1_468	29.518	332	329
WP_002733534.1	lcl|NZ_RQGM01000042.1_cds_WP_118954096.1_1323	28.571	322	329
WP_002733534.1	lcl|NZ_RQGM01000010.1_cds_WP_135571314.1_3595	28.270	237	329
WP_002733534.1	lcl|NZ_RQGM01000006.1_cds_WP_135750114.1_2620	26.266	316	329
WP_002733534.1	lcl|NZ_RQGM01000069.1_cds_WP_135571634.1_1246	28.395	243	329
WP_002733534.1	lcl|NZ_RQGM01000024.1_cds_WP_135574219.1_1621	27.236	246	329
WP_002733534.1	lcl|NZ_RQGM01000070.1_cds_WP_135572425.1_3107	37.255	102	329
WP_002733534.1	lcl|NZ_RQGM01000057.1_cds_WP_135573672.1_1502	26.718	262	329
WP_002733534.1	lcl|NZ_RQGM01000068.1_cds_WP_135572989.1_1828	26.364	330	329
WP_002733534.1	lcl|NZ_RQGM01000011.1_cds_WP_135570412.1_890	25.581	258	329
WP_002733534.1	lcl|NZ_RQGM01000042.1_cds_WP_135571063.1_1377	25.175	286	329
WP_002733627.1	lcl|NZ_RQGM01000006.1_cds_WP_135571464.1_2636	25.926	189	267
WP_002733627.1	lcl|NZ_RQGM01000004.1_cds_WP_135573916.1_2225	35.455	110	267
WP_002733627.1	lcl|NZ_RQGM01000024.1_cds_WP_135574095.1_1537	27.128	188	267
WP_002733627.1	lcl|NZ_RQGM01000030.1_cds_WP_135571791.1_2700	24.737	190	267
WP_002740779.1	lcl|NZ_RQGM01000008.1_cds_WP_135781590.1_610	27.626	257	509
WP_002740779.1	lcl|NZ_RQGM01000008.1_cds_WP_135570040.1_608	32.222	90	509
WP_002740779.1	lcl|NZ_RQGM01000008.1_cds_WP_135781590.1_610	27.626	257	509
WP_002740779.1	lcl|NZ_RQGM01000008.1_cds_WP_135570040.1_608	32.222	90	509
WP_002740721.1	lcl|NZ_RQGM01000071.1_cds_WP_118954467.1_3386	28.623	276	330
WP_002740721.1	lcl|NZ_RQGM01000006.1_cds_WP_135571467.1_2635	27.134	328	330
WP_002740721.1	lcl|NZ_RQGM01000068.1_cds_WP_135572989.1_1828	27.459	244	330
WP_002740721.1	lcl|NZ_RQGM01000069.1_cds_WP_135571634.1_1246	27.004	237	330
WP_002740721.1	lcl|NZ_RQGM01000024.1_cds_WP_135574219.1_1621	27.876	226	330
WP_002740721.1	lcl|NZ_RQGM01000010.1_cds_WP_135571314.1_3595	26.263	198	330
WP_002740721.1	lcl|NZ_RQGM01000062.1_cds_WP_135573493.1_203	28.346	127	330
WP_002740721.1	lcl|NZ_RQGM01000033.1_cds_WP_135572641.1_468	27.972	286	330
WP_002740721.1	lcl|NZ_RQGM01000070.1_cds_WP_135572425.1_3107	31.132	106	330
WP_002740721.1	lcl|NZ_RQGM01000030.1_cds_WP_118957901.1_2701	27.972	143	330
WP_002740826.1	lcl|NZ_RQGM01000006.1_cds_WP_135750113.1_2619	36.164	318	366
WP_002740826.1	lcl|NZ_RQGM01000004.1_cds_WP_135573907.1_2230	28.496	379	366
WP_002740826.1	lcl|NZ_RQGM01000062.1_cds_WP_135573181.1_202	31.854	383	366
WP_002740826.1	lcl|NZ_RQGM01000062.1_cds_WP_208724871.1_190	35.743	249	366
WP_002740826.1	lcl|NZ_RQGM01000059.1_cds_WP_135568715.1_2390	31.579	361	366
WP_002740826.1	lcl|NZ_RQGM01000024.1_cds_WP_167450712.1_1551	32.086	187	366
WP_002740861.1	lcl|NZ_RQGM01000006.1_cds_WP_135750113.1_2619	32.370	346	367
WP_002740861.1	lcl|NZ_RQGM01000059.1_cds_WP_135568715.1_2390	33.508	382	367
WP_002740861.1	lcl|NZ_RQGM01000062.1_cds_WP_135573181.1_202	31.818	396	367
WP_002740861.1	lcl|NZ_RQGM01000004.1_cds_WP_135573907.1_2230	30.688	378	367
WP_002740861.1	lcl|NZ_RQGM01000062.1_cds_WP_208724871.1_190	31.563	339	367
WP_002740861.1	lcl|NZ_RQGM01000024.1_cds_WP_167450712.1_1551	24.860	358	367
WP_002740998.1	lcl|NZ_RQGM01000038.1_cds_WP_135571935.1_3023	44.444	243	265
WP_032853071.1	lcl|NZ_RQGM01000076.1_cds_WP_135574902.1_84	36.949	295	310
WP_032853071.1	lcl|NZ_RQGM01000062.1_cds_WP_135573406.1_349	24.837	306	310
WP_032853071.1	lcl|NZ_RQGM01000035.1_cds_WP_135570244.1_2088	26.316	133	310
WP_032853071.1	lcl|NZ_RQGM01000076.1_cds_WP_135574902.1_84	36.949	295	310
WP_032853071.1	lcl|NZ_RQGM01000062.1_cds_WP_135573406.1_349	24.837	306	310
WP_032853071.1	lcl|NZ_RQGM01000035.1_cds_WP_135570244.1_2088	26.316	133	310
WP_002740917.1	lcl|NZ_RQGM01000060.1_cds_WP_135572809.1_3535	28.947	76	221
WP_230456811.1	lcl|NZ_RQGM01000060.1_cds_WP_135572809.1_3535	29.439	214	388
WP_230456811.1	lcl|NZ_RQGM01000076.1_cds_WP_135574878.1_68	30.282	142	388
WP_230456811.1	lcl|NZ_RQGM01000028.1_cds_WP_135569353.1_748	26.728	217	388
WP_230456811.1	lcl|NZ_RQGM01000002.1_cds_WP_135574608.1_3761	22.819	149	388
WP_002740724.1	lcl|NZ_RQGM01000042.1_cds_WP_167482383.1_1363	31.693	508	596
WP_002740724.1	lcl|NZ_RQGM01000024.1_cds_WP_167482463.1_1586	35.012	417	596
WP_002740724.1	lcl|NZ_RQGM01000033.1_cds_WP_135572717.1_418	42.060	233	596
WP_002740724.1	lcl|NZ_RQGM01000057.1_cds_WP_135573648.1_1487	36.145	249	596
WP_002740724.1	lcl|NZ_RQGM01000068.1_cds_WP_135573031.1_1807	31.356	236	596
WP_002740724.1	lcl|NZ_RQGM01000052.1_cds_WP_135572292.1_2368	29.707	239	596
WP_002740724.1	lcl|NZ_RQGM01000028.1_cds_WP_135569394.1_723	30.802	237	596
WP_002740724.1	lcl|NZ_RQGM01000062.1_cds_WP_135573323.1_302	32.301	226	596
WP_002740724.1	lcl|NZ_RQGM01000042.1_cds_WP_135571182.1_1295	28.750	240	596
WP_002740724.1	lcl|NZ_RQGM01000008.1_cds_WP_167450780.1_603	27.103	214	596
WP_002740724.1	lcl|NZ_RQGM01000035.1_cds_WP_135570220.1_2072	27.347	245	596
WP_002740724.1	lcl|NZ_RQGM01000042.1_cds_WP_135571044.1_1389	31.905	210	596
WP_002740724.1	lcl|NZ_RQGM01000035.1_cds_WP_135570164.1_2037	30.252	238	596
WP_002740724.1	lcl|NZ_RQGM01000052.1_cds_WP_135572218.1_2321	26.638	229	596
WP_002740724.1	lcl|NZ_RQGM01000035.1_cds_WP_135570143.1_2018	29.741	232	596
