WP_002725873.1	lcl|NZ_JADDWO010000005.1_cds_WP_002725873.1_2692	100.000	106	106
WP_002733579.1	lcl|NZ_JADDWO010000005.1_cds_WP_002733579.1_2693	100.000	314	314
WP_002733579.1	lcl|NZ_JADDWO010000019.1_cds_WP_002722638.1_754	24.615	325	314
WP_002733579.1	lcl|NZ_JADDWO010000005.1_cds_WP_002733534.1_2696	26.908	249	314
WP_002733579.1	lcl|NZ_JADDWO010000005.1_cds_WP_002740024.1_2787	23.132	281	314
WP_002733579.1	lcl|NZ_JADDWO010000006.1_cds_WP_002728309.1_2938	25.723	311	314
WP_002733579.1	lcl|NZ_JADDWO010000014.1_cds_WP_002743770.1_411	20.809	173	314
WP_002733579.1	lcl|NZ_JADDWO010000005.1_cds_WP_016749081.1_2725	24.503	151	314
WP_002733579.1	lcl|NZ_JADDWO010000005.1_cds_WP_002740721.1_2699	24.848	330	314
WP_026054882.1	lcl|NZ_JADDWO010000005.1_cds_WP_026054882.1_2694	99.726	365	365
WP_002733646.1	lcl|NZ_JADDWO010000005.1_cds_WP_002733646.1_2695	100.000	185	185
WP_002733646.1	lcl|NZ_JADDWO010000003.1_cds_WP_002721790.1_1950	36.364	154	185
WP_002733534.1	lcl|NZ_JADDWO010000005.1_cds_WP_002733534.1_2696	100.000	329	329
WP_002733534.1	lcl|NZ_JADDWO010000019.1_cds_WP_002722638.1_754	29.841	315	329
WP_002733534.1	lcl|NZ_JADDWO010000005.1_cds_WP_002740024.1_2787	31.045	335	329
WP_002733534.1	lcl|NZ_JADDWO010000006.1_cds_WP_002728309.1_2938	31.190	311	329
WP_002733534.1	lcl|NZ_JADDWO010000014.1_cds_WP_002743770.1_411	27.273	341	329
WP_002733534.1	lcl|NZ_JADDWO010000005.1_cds_WP_002733638.1_2733	27.647	340	329
WP_002733534.1	lcl|NZ_JADDWO010000006.1_cds_WP_002728316.1_2941	27.576	330	329
WP_002733534.1	lcl|NZ_JADDWO010000076.1_cds_WP_002741146.1_3102	28.846	312	329
WP_002733534.1	lcl|NZ_JADDWO010000005.1_cds_WP_002733546.1_2762	25.000	268	329
WP_002733534.1	lcl|NZ_JADDWO010000005.1_cds_WP_002740721.1_2699	28.990	307	329
WP_002733534.1	lcl|NZ_JADDWO010000007.1_cds_WP_002732331.1_3132	27.636	275	329
WP_002733534.1	lcl|NZ_JADDWO010000005.1_cds_WP_002744551.1_2727	28.339	307	329
WP_002733534.1	lcl|NZ_JADDWO010000005.1_cds_WP_002733579.1_2693	26.908	249	329
WP_002733534.1	lcl|NZ_JADDWO010000005.1_cds_WP_016749081.1_2725	23.659	317	329
WP_002733534.1	lcl|NZ_JADDWO010000005.1_cds_WP_002733698.1_2770	26.277	274	329
WP_002733534.1	lcl|NZ_JADDWO010000060.1_cds_WP_002740236.1_2795	26.592	267	329
WP_002733534.1	lcl|NZ_JADDWO010000004.1_cds_WP_002721725.1_2371	25.223	337	329
WP_002733534.1	lcl|NZ_JADDWO010000004.1_cds_WP_002739935.1_2459	27.309	249	329
WP_002733534.1	lcl|NZ_JADDWO010000005.1_cds_WP_002733757.1_2760	30.994	171	329
WP_002733627.1	lcl|NZ_JADDWO010000005.1_cds_WP_002733627.1_2697	99.625	267	267
WP_002733627.1	lcl|NZ_JADDWO010000005.1_cds_WP_002740926.1_2738	28.492	179	267
WP_002733627.1	lcl|NZ_JADDWO010000005.1_cds_WP_002738295.1_2759	26.699	206	267
WP_002733627.1	lcl|NZ_JADDWO010000005.1_cds_WP_002727921.1_2788	27.513	189	267
WP_002733627.1	lcl|NZ_JADDWO010000051.1_cds_WP_002729040.1_2505	33.636	110	267
WP_002733627.1	lcl|NZ_JADDWO010000002.1_cds_WP_002766579.1_1503	36.047	86	267
WP_002733627.1	lcl|NZ_JADDWO010000014.1_cds_WP_002729513.1_410	26.344	186	267
WP_002740779.1	lcl|NZ_JADDWO010000005.1_cds_WP_002740779.1_2698	100.000	509	509
