WP_002725873.1	lcl|NZ_AKWG02000038.1_cds_WP_000340713.1_1878	92.683	82	106
WP_002733579.1	lcl|NZ_AKWG02000038.1_cds_WP_004768487.1_1877	91.720	314	314
WP_002733579.1	lcl|NZ_AKWG02000043.1_cds_WP_004753565.1_1583	23.171	328	314
WP_002733579.1	lcl|NZ_AKWG02000038.1_cds_WP_004768436.1_1831	20.761	289	314
WP_002733579.1	lcl|NZ_AKWG02000038.1_cds_WP_004768474.1_1804	22.776	281	314
WP_002733579.1	lcl|NZ_AKWG02000038.1_cds_WP_004768472.1_1829	21.222	311	314
WP_002733646.1	lcl|NZ_AKWG02000001.1_cds_WP_004752075.1_3722	41.429	140	185
WP_002733646.1	lcl|NZ_AKWG02000038.1_cds_WP_002725884.1_1848	34.463	177	185
WP_002733534.1	lcl|NZ_AKWG02000038.1_cds_WP_004768436.1_1831	31.034	319	329
WP_002733534.1	lcl|NZ_AKWG02000043.1_cds_WP_004753565.1_1583	31.429	315	329
WP_002733534.1	lcl|NZ_AKWG02000038.1_cds_WP_004768474.1_1804	30.448	335	329
WP_002733534.1	lcl|NZ_AKWG02000058.1_cds_WP_004751543.1_1104	31.818	308	329
WP_002733534.1	lcl|NZ_AKWG02000066.1_cds_WP_004768899.1_851	30.816	331	329
WP_002733534.1	lcl|NZ_AKWG02000038.1_cds_WP_004768472.1_1829	28.387	310	329
WP_002733534.1	lcl|NZ_AKWG02000058.1_cds_WP_004762820.1_1115	28.701	331	329
WP_002733534.1	lcl|NZ_AKWG02000084.1_cds_WP_004769131.1_206	29.818	275	329
WP_002733534.1	lcl|NZ_AKWG02000038.1_cds_WP_004768487.1_1877	24.471	331	329
WP_002733534.1	lcl|NZ_AKWG02000038.1_cds_WP_002759862.1_1826	25.912	274	329
WP_002733534.1	lcl|NZ_AKWG02000012.1_cds_WP_004768084.1_2720	26.230	244	329
WP_002733534.1	lcl|NZ_AKWG02000001.1_cds_WP_004751780.1_3921	28.302	265	329
WP_002733534.1	lcl|NZ_AKWG02000069.1_cds_WP_004750263.1_748	25.573	262	329
WP_002733534.1	lcl|NZ_AKWG02000030.1_cds_WP_004768293.1_2225	27.572	243	329
WP_002733627.1	lcl|NZ_AKWG02000038.1_cds_WP_002725899.1_1830	27.706	231	267
WP_002733627.1	lcl|NZ_AKWG02000038.1_cds_WP_004754191.1_1803	27.513	189	267
WP_002733627.1	lcl|NZ_AKWG02000084.1_cds_WP_004758023.1_228	33.929	112	267
WP_002733627.1	lcl|NZ_AKWG02000008.1_cds_WP_004758210.1_3228	27.660	188	267
WP_002740779.1	lcl|NZ_AKWG02000001.1_cds_WP_004751764.1_3993	25.758	330	509
WP_002740779.1	lcl|NZ_AKWG02000001.1_cds_WP_004767754.1_3992	31.111	90	509
WP_002740779.1	lcl|NZ_AKWG02000001.1_cds_WP_004751764.1_3993	25.758	330	509
WP_002740779.1	lcl|NZ_AKWG02000001.1_cds_WP_004767754.1_3992	31.111	90	509
WP_002740721.1	lcl|NZ_AKWG02000058.1_cds_WP_004751543.1_1104	25.461	271	330
WP_002740721.1	lcl|NZ_AKWG02000038.1_cds_WP_004768436.1_1831	22.909	275	330
WP_002740721.1	lcl|NZ_AKWG02000038.1_cds_WP_004768474.1_1804	25.749	334	330
WP_002740721.1	lcl|NZ_AKWG02000043.1_cds_WP_004753565.1_1583	25.938	320	330
WP_002740721.1	lcl|NZ_AKWG02000012.1_cds_WP_004768084.1_2720	27.092	251	330
WP_002740721.1	lcl|NZ_AKWG02000066.1_cds_WP_004768899.1_851	29.249	253	330
WP_002740721.1	lcl|NZ_AKWG02000084.1_cds_WP_004769131.1_206	25.333	225	330
WP_002740826.1	lcl|NZ_AKWG02000038.1_cds_WP_004768410.1_1811	34.670	349	366
WP_002740826.1	lcl|NZ_AKWG02000084.1_cds_WP_004754030.1_222	28.760	379	366
WP_002740826.1	lcl|NZ_AKWG02000038.1_cds_WP_004768382.1_1867	33.876	307	366
WP_002740826.1	lcl|NZ_AKWG02000038.1_cds_WP_002759991.1_1854	29.412	391	366
WP_002740826.1	lcl|NZ_AKWG02000072.1_cds_WP_004752829.1_617	30.641	359	366
WP_002740826.1	lcl|NZ_AKWG02000038.1_cds_WP_004768391.1_1870	37.864	206	366
WP_002740826.1	lcl|NZ_AKWG02000072.1_cds_WP_025183818.1_544	31.579	190	366
WP_002740861.1	lcl|NZ_AKWG02000038.1_cds_WP_004768410.1_1811	35.165	364	367
WP_002740861.1	lcl|NZ_AKWG02000038.1_cds_WP_002759991.1_1854	31.989	372	367
