WP_002725873.1	lcl|NZ_RQHR01000022.1_cds_WP_135573185.1_3326	97.561	82	106
WP_002733579.1	lcl|NZ_RQHR01000005.1_cds_WP_118954467.1_477	24.000	325	314
WP_002733579.1	lcl|NZ_RQHR01000019.1_cds_WP_135781012.1_1815	23.571	280	314
WP_002733579.1	lcl|NZ_RQHR01000015.1_cds_WP_118957901.1_3514	22.024	168	314
WP_002733579.1	lcl|NZ_RQHR01000005.1_cds_WP_135778774.1_179	22.364	313	314
WP_002733646.1	lcl|NZ_RQHR01000019.1_cds_WP_135780860.1_1567	38.312	154	185
WP_002733534.1	lcl|NZ_RQHR01000019.1_cds_WP_135781012.1_1815	31.737	334	329
WP_002733534.1	lcl|NZ_RQHR01000005.1_cds_WP_118954467.1_477	30.794	315	329
WP_002733534.1	lcl|NZ_RQHR01000005.1_cds_WP_135778774.1_179	31.090	312	329
WP_002733534.1	lcl|NZ_RQHR01000015.1_cds_WP_118957901.1_3514	27.381	336	329
WP_002733534.1	lcl|NZ_RQHR01000005.1_cds_WP_135778864.1_320	29.819	332	329
WP_002733534.1	lcl|NZ_RQHR01000005.1_cds_WP_118964863.1_67	28.571	322	329
WP_002733534.1	lcl|NZ_RQHR01000005.1_cds_WP_135779112.1_677	28.395	243	329
WP_002733534.1	lcl|NZ_RQHR01000005.1_cds_WP_135779214.1_838	26.829	246	329
WP_002733534.1	lcl|NZ_RQHR01000010.1_cds_WP_135779724.1_1901	26.718	262	329
WP_002733534.1	lcl|NZ_RQHR01000005.1_cds_WP_135779030.1_568	27.010	311	329
WP_002733534.1	lcl|NZ_RQHR01000012.1_cds_WP_135780142.1_2351	25.194	258	329
WP_002733534.1	lcl|NZ_RQHR01000005.1_cds_WP_135778666.1_14	25.410	244	329
WP_002733627.1	lcl|NZ_RQHR01000019.1_cds_WP_135571464.1_1814	25.926	189	267
WP_002733627.1	lcl|NZ_RQHR01000005.1_cds_WP_135779348.1_1030	35.455	110	267
WP_002733627.1	lcl|NZ_RQHR01000005.1_cds_WP_135779268.1_921	27.128	188	267
WP_002733627.1	lcl|NZ_RQHR01000015.1_cds_WP_135780440.1_3515	24.737	190	267
WP_002740779.1	lcl|NZ_RQHR01000019.1_cds_WP_135780757.1_1411	25.959	339	509
WP_002740779.1	lcl|NZ_RQHR01000019.1_cds_WP_135780756.1_1410	33.333	90	509
WP_002740779.1	lcl|NZ_RQHR01000019.1_cds_WP_135780757.1_1411	25.959	339	509
WP_002740779.1	lcl|NZ_RQHR01000019.1_cds_WP_135780756.1_1410	33.333	90	509
WP_002740721.1	lcl|NZ_RQHR01000005.1_cds_WP_135778774.1_179	25.368	272	330
WP_002740721.1	lcl|NZ_RQHR01000005.1_cds_WP_118954467.1_477	28.623	276	330
WP_002740721.1	lcl|NZ_RQHR01000019.1_cds_WP_135781012.1_1815	27.576	330	330
WP_002740721.1	lcl|NZ_RQHR01000005.1_cds_WP_135779112.1_677	26.971	241	330
WP_002740721.1	lcl|NZ_RQHR01000005.1_cds_WP_135779214.1_838	27.111	225	330
WP_002740721.1	lcl|NZ_RQHR01000005.1_cds_WP_135779030.1_568	27.778	252	330
WP_002740721.1	lcl|NZ_RQHR01000022.1_cds_WP_135781211.1_3328	28.346	127	330
WP_002740721.1	lcl|NZ_RQHR01000005.1_cds_WP_135778864.1_320	29.762	252	330
