WP_002725873.1	lcl|NZ_AHPX01000291.1_cds_WP_000340713.1_59	92.683	82	106
WP_002733579.1	lcl|NZ_AHPX01000291.1_cds_WP_000412665.1_60	91.083	314	314
WP_002733579.1	lcl|NZ_AHPX01000291.1_cds_WP_000699347.1_64	22.442	303	314
WP_002733579.1	lcl|NZ_AHPX01000139.1_cds_WP_000744700.1_1752	23.171	328	314
WP_002733579.1	lcl|NZ_AHPX01000291.1_cds_WP_000723077.1_73	21.377	276	314
WP_002733579.1	lcl|NZ_AHPX01000049.1_cds_WP_000723094.1_3433	24.221	289	314
WP_002733646.1	lcl|NZ_AHPX01000176.1_cds_WP_000351733.1_1154	40.714	140	185
WP_002733534.1	lcl|NZ_AHPX01000291.1_cds_WP_000699347.1_64	31.014	345	329
WP_002733534.1	lcl|NZ_AHPX01000139.1_cds_WP_000744700.1_1752	32.063	315	329
WP_002733534.1	lcl|NZ_AHPX01000049.1_cds_WP_000723094.1_3433	31.045	335	329
WP_002733534.1	lcl|NZ_AHPX01000291.1_cds_WP_000723077.1_73	31.457	302	329
WP_002733534.1	lcl|NZ_AHPX01000052.1_cds_WP_001984071.1_3282	31.803	305	329
WP_002733534.1	lcl|NZ_AHPX01000048.1_cds_WP_000649923.1_3474	30.183	328	329
WP_002733534.1	lcl|NZ_AHPX01000169.1_cds_WP_000709511.1_1242	28.923	325	329
WP_002733534.1	lcl|NZ_AHPX01000052.1_cds_WP_000688695.1_3302	29.682	283	329
WP_002733534.1	lcl|NZ_AHPX01000291.1_cds_WP_000412665.1_60	26.022	269	329
WP_002733534.1	lcl|NZ_AHPX01000291.1_cds_WP_000377753.1_106	25.141	354	329
WP_002733534.1	lcl|NZ_AHPX01000135.1_cds_WP_001074783.1_1845	28.679	265	329
WP_002733534.1	lcl|NZ_AHPX01000291.1_cds_WP_000048849.1_83	25.714	245	329
WP_002733534.1	lcl|NZ_AHPX01000087.1_cds_WP_001003558.1_2443	26.772	254	329
WP_002733627.1	lcl|NZ_AHPX01000291.1_cds_WP_000432841.1_78	30.472	233	267
WP_002733627.1	lcl|NZ_AHPX01000049.1_cds_WP_000842260.1_3434	27.895	190	267
WP_002733627.1	lcl|NZ_AHPX01000291.1_cds_WP_000869621.1_105	22.311	251	267
WP_002733627.1	lcl|NZ_AHPX01000140.1_cds_WP_000667727.1_1723	31.818	110	267
WP_002733627.1	lcl|NZ_AHPX01000070.1_cds_WP_000805359.1_2678	27.660	188	267
WP_002740779.1	lcl|NZ_AHPX01000135.1_cds_WP_000291586.1_1917	26.852	324	509
WP_002740779.1	lcl|NZ_AHPX01000135.1_cds_WP_000364507.1_1916	31.111	90	509
WP_002740779.1	lcl|NZ_AHPX01000135.1_cds_WP_000291586.1_1917	26.852	324	509
WP_002740779.1	lcl|NZ_AHPX01000135.1_cds_WP_000364507.1_1916	31.111	90	509
WP_002740721.1	lcl|NZ_AHPX01000291.1_cds_WP_000723077.1_73	25.362	276	330
WP_002740721.1	lcl|NZ_AHPX01000052.1_cds_WP_001984071.1_3282	24.265	272	330
WP_002740721.1	lcl|NZ_AHPX01000139.1_cds_WP_000744700.1_1752	26.582	316	330
WP_002740721.1	lcl|NZ_AHPX01000049.1_cds_WP_000723094.1_3433	24.324	333	330
WP_002740721.1	lcl|NZ_AHPX01000087.1_cds_WP_001003558.1_2443	27.888	251	330
WP_002740721.1	lcl|NZ_AHPX01000291.1_cds_WP_000699347.1_64	24.609	256	330
WP_002740721.1	lcl|NZ_AHPX01000291.1_cds_WP_000048849.1_83	30.233	129	330
WP_002740721.1	lcl|NZ_AHPX01000048.1_cds_WP_000649923.1_3474	29.249	253	330
WP_002740721.1	lcl|NZ_AHPX01000052.1_cds_WP_000688695.1_3302	25.571	219	330
WP_002740721.1	lcl|NZ_AHPX01000291.1_cds_WP_000697617.1_108	24.803	254	330
WP_002740826.1	lcl|NZ_AHPX01000049.1_cds_WP_000575187.1_3427	35.244	349	366
WP_002740826.1	lcl|NZ_AHPX01000291.1_cds_WP_000738262.1_87	32.898	383	366
WP_002740826.1	lcl|NZ_AHPX01000182.1_cds_WP_001281957.1_1025	27.704	379	366
WP_002740826.1	lcl|NZ_AHPX01000291.1_cds_WP_001154829.1_86	27.778	342	366
