WP_002725873.1	lcl|NZ_AFKC01000104.1_cds_WP_000340715.1_1707	93.902	82	106
WP_002733579.1	lcl|NZ_AFKC01000104.1_cds_WP_000410273.1_1706	92.994	314	314
WP_002733579.1	lcl|NZ_AFKC01000104.1_cds_WP_000093099.1_1686	58.730	63	314
WP_002733579.1	lcl|NZ_AFKC01000104.1_cds_WP_000646250.1_1703	27.711	249	314
WP_002733579.1	lcl|NZ_AFKC01000121.1_cds_WP_000744700.1_1275	23.171	328	314
WP_002733579.1	lcl|NZ_AFKC01000104.1_cds_WP_000600889.1_1677	22.909	275	314
WP_002733579.1	lcl|NZ_AFKC01000104.1_cds_WP_000723090.1_1624	23.875	289	314
WP_002733579.1	lcl|NZ_AFKC01000104.1_cds_WP_001067557.1_1700	24.540	326	314
WP_026054882.1	lcl|NZ_AFKC01000104.1_cds_WP_000604524.1_1705	85.479	365	365
WP_002733646.1	lcl|NZ_AFKC01000104.1_cds_WP_000884059.1_1704	95.676	185	185
WP_002733646.1	lcl|NZ_AFKC01000014.1_cds_WP_000351733.1_3508	40.714	140	185
WP_002733534.1	lcl|NZ_AFKC01000104.1_cds_WP_000646250.1_1703	97.872	329	329
WP_002733534.1	lcl|NZ_AFKC01000121.1_cds_WP_000744700.1_1275	32.063	315	329
WP_002733534.1	lcl|NZ_AFKC01000104.1_cds_WP_000723090.1_1624	30.746	335	329
WP_002733534.1	lcl|NZ_AFKC01000104.1_cds_WP_000600889.1_1677	31.677	322	329
WP_002733534.1	lcl|NZ_AFKC01000126.1_cds_WP_001984071.1_1092	31.803	305	329
WP_002733534.1	lcl|NZ_AFKC01000163.1_cds_WP_000649925.1_488	30.183	328	329
WP_002733534.1	lcl|NZ_AFKC01000225.1_cds_WP_000709511.1_135	28.923	325	329
WP_002733534.1	lcl|NZ_AFKC01000104.1_cds_WP_000601375.1_1650	24.727	275	329
WP_002733534.1	lcl|NZ_AFKC01000104.1_cds_WP_001067557.1_1700	28.990	307	329
WP_002733534.1	lcl|NZ_AFKC01000126.1_cds_WP_000688695.1_1112	29.682	283	329
WP_002733534.1	lcl|NZ_AFKC01000104.1_cds_WP_000475904.1_1641	27.007	274	329
