WP_002725873.1	lcl|NZ_JADDUZ010000002.1_cds_WP_002725873.1_1517	100.000	106	106
WP_002733579.1	lcl|NZ_JADDUZ010000002.1_cds_WP_002733579.1_1516	100.000	314	314
WP_002733579.1	lcl|NZ_JADDUZ010000018.1_cds_WP_002722638.1_683	24.615	325	314
WP_002733579.1	lcl|NZ_JADDUZ010000002.1_cds_WP_002733534.1_1513	26.908	249	314
WP_002733579.1	lcl|NZ_JADDUZ010000002.1_cds_WP_002740024.1_1422	23.132	281	314
WP_002733579.1	lcl|NZ_JADDUZ010000007.1_cds_WP_002728309.1_3090	25.723	311	314
WP_002733579.1	lcl|NZ_JADDUZ010000014.1_cds_WP_002743770.1_380	20.809	173	314
WP_002733579.1	lcl|NZ_JADDUZ010000002.1_cds_WP_016749081.1_1484	24.503	151	314
WP_002733579.1	lcl|NZ_JADDUZ010000002.1_cds_WP_002740721.1_1510	24.848	330	314
WP_026054882.1	lcl|NZ_JADDUZ010000002.1_cds_WP_026054882.1_1515	99.726	365	365
WP_002733646.1	lcl|NZ_JADDUZ010000002.1_cds_WP_002733646.1_1514	100.000	185	185
WP_002733646.1	lcl|NZ_JADDUZ010000004.1_cds_WP_002721790.1_2448	36.364	154	185
WP_002733534.1	lcl|NZ_JADDUZ010000002.1_cds_WP_002733534.1_1513	100.000	329	329
WP_002733534.1	lcl|NZ_JADDUZ010000018.1_cds_WP_002722638.1_683	29.841	315	329
WP_002733534.1	lcl|NZ_JADDUZ010000002.1_cds_WP_002740024.1_1422	31.045	335	329
WP_002733534.1	lcl|NZ_JADDUZ010000007.1_cds_WP_002728309.1_3090	31.190	311	329
WP_002733534.1	lcl|NZ_JADDUZ010000014.1_cds_WP_002743770.1_380	27.273	341	329
WP_002733534.1	lcl|NZ_JADDUZ010000002.1_cds_WP_002733638.1_1476	27.647	340	329
WP_002733534.1	lcl|NZ_JADDUZ010000007.1_cds_WP_002728316.1_3093	27.576	330	329
WP_002733534.1	lcl|NZ_JADDUZ010000074.1_cds_WP_002741146.1_3073	28.846	312	329
WP_002733534.1	lcl|NZ_JADDUZ010000002.1_cds_WP_002733546.1_1447	25.000	268	329
WP_002733534.1	lcl|NZ_JADDUZ010000002.1_cds_WP_002740721.1_1510	28.990	307	329
WP_002733534.1	lcl|NZ_JADDUZ010000008.1_cds_WP_002732331.1_3294	27.636	275	329
WP_002733534.1	lcl|NZ_JADDUZ010000002.1_cds_WP_002744551.1_1482	28.339	307	329
WP_002733534.1	lcl|NZ_JADDUZ010000002.1_cds_WP_002733579.1_1516	26.908	249	329
WP_002733534.1	lcl|NZ_JADDUZ010000002.1_cds_WP_016749081.1_1484	23.659	317	329
WP_002733534.1	lcl|NZ_JADDUZ010000002.1_cds_WP_002733698.1_1439	26.277	274	329
WP_002733534.1	lcl|NZ_JADDUZ010000057.1_cds_WP_002740236.1_2602	26.592	267	329
WP_002733534.1	lcl|NZ_JADDUZ010000005.1_cds_WP_002721725.1_2756	25.223	337	329
