WP_002725873.1	lcl|NZ_AKXC02000054.1_cds_WP_000340715.1_739	93.902	82	106
WP_002733579.1	lcl|NZ_AKXC02000054.1_cds_WP_000410273.1_738	92.994	314	314
WP_002733579.1	lcl|NZ_AKXC02000018.1_cds_WP_000744704.1_3076	23.171	328	314
WP_002733579.1	lcl|NZ_AKXC02000054.1_cds_WP_000646251.1_735	27.309	249	314
WP_002733579.1	lcl|NZ_AKXC02000054.1_cds_WP_000723086.1_668	23.875	289	314
WP_002733579.1	lcl|NZ_AKXC02000054.1_cds_WP_001067557.1_732	24.540	326	314
WP_026054882.1	lcl|NZ_AKXC02000054.1_cds_WP_000604527.1_737	85.205	365	365
WP_002733646.1	lcl|NZ_AKXC02000054.1_cds_WP_000884059.1_736	95.676	185	185
WP_002733646.1	lcl|NZ_AKXC02000005.1_cds_WP_000351733.1_3969	40.714	140	185
WP_002733534.1	lcl|NZ_AKXC02000054.1_cds_WP_000646251.1_735	98.480	329	329
WP_002733534.1	lcl|NZ_AKXC02000018.1_cds_WP_000744704.1_3076	32.063	315	329
WP_002733534.1	lcl|NZ_AKXC02000054.1_cds_WP_000723086.1_668	30.746	335	329
WP_002733534.1	lcl|NZ_AKXC02000003.1_cds_WP_001984071.1_3988	31.803	305	329
WP_002733534.1	lcl|NZ_AKXC02000018.1_cds_WP_000649924.1_3236	30.183	328	329
WP_002733534.1	lcl|NZ_AKXC02000003.1_cds_WP_000709511.1_3976	28.923	325	329
WP_002733534.1	lcl|NZ_AKXC02000054.1_cds_WP_001067557.1_732	28.990	307	329
WP_002733534.1	lcl|NZ_AKXC02000003.1_cds_WP_000688696.1_4008	29.682	283	329
WP_002733534.1	lcl|NZ_AKXC02000054.1_cds_WP_000475901.1_685	27.007	274	329
WP_002733534.1	lcl|NZ_AKXC02000054.1_cds_WP_000410273.1_738	25.078	319	329
WP_002733534.1	lcl|NZ_AKXC02000005.1_cds_WP_001074785.1_3762	29.434	265	329
WP_002733534.1	lcl|NZ_AKXC02000018.1_cds_WP_001003557.1_2897	26.772	254	329
WP_002733534.1	lcl|NZ_AKXC02000054.1_cds_WP_000378097.1_715	24.419	172	329
WP_002733627.1	lcl|NZ_AKXC02000054.1_cds_WP_000774262.1_734	92.884	267	267
WP_002733627.1	lcl|NZ_AKXC02000054.1_cds_WP_000842260.1_667	27.895	190	267
WP_002733627.1	lcl|NZ_AKXC02000003.1_cds_WP_000667727.1_4031	31.818	110	267
WP_002733627.1	lcl|NZ_AKXC02000018.1_cds_WP_000805357.1_3456	27.660	188	267
WP_002740779.1	lcl|NZ_AKXC02000054.1_cds_WP_000602734.1_733	96.660	509	509
WP_002740779.1	lcl|NZ_AKXC02000005.1_cds_WP_000291581.1_3685	26.852	324	509
WP_002740779.1	lcl|NZ_AKXC02000005.1_cds_WP_000364504.1_3686	31.111	90	509
WP_002740779.1	lcl|NZ_AKXC02000054.1_cds_WP_000602734.1_733	96.660	509	509
WP_002740779.1	lcl|NZ_AKXC02000005.1_cds_WP_000291581.1_3685	26.852	324	509
WP_002740779.1	lcl|NZ_AKXC02000005.1_cds_WP_000364504.1_3686	31.111	90	509
WP_002740721.1	lcl|NZ_AKXC02000054.1_cds_WP_001067557.1_732	95.455	330	330
WP_002740721.1	lcl|NZ_AKXC02000054.1_cds_WP_000646251.1_735	28.990	307	330
WP_002740721.1	lcl|NZ_AKXC02000003.1_cds_WP_001984071.1_3988	24.265	272	330
WP_002740721.1	lcl|NZ_AKXC02000018.1_cds_WP_000744704.1_3076	26.582	316	330
WP_002740721.1	lcl|NZ_AKXC02000054.1_cds_WP_000723086.1_668	24.625	333	330
WP_002740721.1	lcl|NZ_AKXC02000018.1_cds_WP_001003557.1_2897	27.888	251	330
WP_002740721.1	lcl|NZ_AKXC02000018.1_cds_WP_000649924.1_3236	29.249	253	330
WP_002740721.1	lcl|NZ_AKXC02000003.1_cds_WP_000688696.1_4008	25.571	219	330
WP_002740826.1	lcl|NZ_AKXC02000054.1_cds_WP_001198107.1_731	95.628	366	366
WP_002740826.1	lcl|NZ_AKXC02000054.1_cds_WP_000608295.1_730	40.000	365	366
WP_002740826.1	lcl|NZ_AKXC02000054.1_cds_WP_000575178.1_674	34.262	359	366
WP_002740826.1	lcl|NZ_AKXC02000003.1_cds_WP_001281953.1_4025	28.232	379	366
WP_002740826.1	lcl|NZ_AKXC02000054.1_cds_WP_000172657.1_714	31.937	382	366
WP_002740826.1	lcl|NZ_AKXC02000045.1_cds_WP_000538753.1_1574	30.084	359	366
WP_002740826.1	lcl|NZ_AKXC02000036.1_cds_WP_002183909.1_1953	32.105	190	366
WP_002740861.1	lcl|NZ_AKXC02000054.1_cds_WP_000608295.1_730	95.368	367	367
WP_002740861.1	lcl|NZ_AKXC02000054.1_cds_WP_001198107.1_731	39.452	365	367
WP_002740861.1	lcl|NZ_AKXC02000054.1_cds_WP_000575178.1_674	36.314	369	367
WP_002740861.1	lcl|NZ_AKXC02000054.1_cds_WP_000172657.1_714	31.781	365	367
WP_002740861.1	lcl|NZ_AKXC02000045.1_cds_WP_000538753.1_1574	31.383	376	367
WP_002740861.1	lcl|NZ_AKXC02000003.1_cds_WP_001281953.1_4025	30.159	378	367
WP_002740861.1	lcl|NZ_AKXC02000036.1_cds_WP_002183909.1_1953	24.581	358	367
WP_002740729.1	lcl|NZ_AKXC02000054.1_cds_WP_000689746.1_729	91.728	544	544
WP_002740729.1	lcl|NZ_AKXC02000054.1_cds_WP_000689746.1_729	91.728	544	544
WP_002740998.1	lcl|NZ_AKXC02000054.1_cds_WP_000342716.1_728	94.717	265	265
WP_002740998.1	lcl|NZ_AKXC02000057.1_cds_WP_001002666.1_495	45.679	243	265
WP_032853071.1	lcl|NZ_AKXC02000054.1_cds_WP_001246621.1_727	92.903	310	310
WP_032853071.1	lcl|NZ_AKXC02000023.1_cds_WP_000501205.1_2515	36.513	304	310
WP_032853071.1	lcl|NZ_AKXC02000051.1_cds_WP_001183723.1_1200	26.471	306	310
WP_032853071.1	lcl|NZ_AKXC02000022.1_cds_WP_000279894.1_2696	23.282	262	310
WP_032853071.1	lcl|NZ_AKXC02000054.1_cds_WP_001246621.1_727	92.903	310	310
WP_032853071.1	lcl|NZ_AKXC02000023.1_cds_WP_000501205.1_2515	36.513	304	310
WP_032853071.1	lcl|NZ_AKXC02000051.1_cds_WP_001183723.1_1200	26.471	306	310
WP_032853071.1	lcl|NZ_AKXC02000022.1_cds_WP_000279894.1_2696	23.282	262	310
WP_002740848.1	lcl|NZ_AKXC02000054.1_cds_WP_000479982.1_726	93.182	264	264
WP_032853450.1	lcl|NZ_AKXC02000054.1_cds_WP_000715956.1_725	95.349	129	130
WP_004777167.1	lcl|NZ_AKXC02000054.1_cds_WP_001088861.1_724	98.611	144	144
WP_002740917.1	lcl|NZ_AKXC02000054.1_cds_WP_000517242.1_723	95.475	221	221
WP_002740917.1	lcl|NZ_AKXC02000018.1_cds_WP_001082178.1_3105	29.487	78	221
WP_002740917.1	lcl|NZ_AKXC02000023.1_cds_WP_001069828.1_2495	28.440	109	221
WP_002740692.1	lcl|NZ_AKXC02000054.1_cds_WP_000378097.1_715	26.207	290	283
WP_230456811.1	lcl|NZ_AKXC02000018.1_cds_WP_001082178.1_3105	30.588	170	388
WP_230456811.1	lcl|NZ_AKXC02000054.1_cds_WP_001283954.1_696	28.980	245	388
WP_230456811.1	lcl|NZ_AKXC02000023.1_cds_WP_000347685.1_2494	32.168	143	388
WP_230456811.1	lcl|NZ_AKXC02000051.1_cds_WP_000402846.1_914	27.211	147	388
WP_230456811.1	lcl|NZ_AKXC02000054.1_cds_WP_001217659.1_689	28.800	125	388
WP_230456811.1	lcl|NZ_AKXC02000051.1_cds_WP_000283289.1_1323	22.353	170	388
WP_002740695.1	lcl|NZ_AKXC02000054.1_cds_WP_000405259.1_719	78.167	371	371
WP_002740804.1	lcl|NZ_AKXC02000054.1_cds_WP_000481873.1_718	28.075	374	411
WP_002740804.1	lcl|NZ_AKXC02000054.1_cds_WP_001011328.1_717	26.190	252	411
WP_002740724.1	lcl|NZ_AKXC02000022.1_cds_WP_000172210.1_2625	31.299	508	596
WP_002740724.1	lcl|NZ_AKXC02000045.1_cds_WP_000667646.1_1599	35.154	421	596
WP_002740724.1	lcl|NZ_AKXC02000018.1_cds_WP_000828456.1_3166	41.202	233	596
WP_002740724.1	lcl|NZ_AKXC02000054.1_cds_WP_002106376.1_716	29.353	402	596
WP_002740724.1	lcl|NZ_AKXC02000018.1_cds_WP_001052496.1_2918	31.933	238	596
WP_002740724.1	lcl|NZ_AKXC02000051.1_cds_WP_000510774.1_1059	30.472	233	596
