WP_002725873.1	lcl|NZ_JADDVD010000025.1_cds_WP_002725873.1_1197	100.000	106	106
WP_002733579.1	lcl|NZ_JADDVD010000025.1_cds_WP_002733579.1_1198	100.000	314	314
WP_002733579.1	lcl|NZ_JADDVD010000018.1_cds_WP_002722638.1_677	24.615	325	314
WP_002733579.1	lcl|NZ_JADDVD010000025.1_cds_WP_002733534.1_1201	26.908	249	314
WP_002733579.1	lcl|NZ_JADDVD010000023.1_cds_WP_002740024.1_1128	23.132	281	314
WP_002733579.1	lcl|NZ_JADDVD010000005.1_cds_WP_002728309.1_2785	25.723	311	314
WP_002733579.1	lcl|NZ_JADDVD010000013.1_cds_WP_002743770.1_309	20.809	173	314
WP_002733579.1	lcl|NZ_JADDVD010000025.1_cds_WP_016749081.1_1230	24.503	151	314
WP_002733579.1	lcl|NZ_JADDVD010000025.1_cds_WP_002740721.1_1204	24.848	330	314
WP_026054882.1	lcl|NZ_JADDVD010000025.1_cds_WP_026054882.1_1199	99.726	365	365
WP_002733646.1	lcl|NZ_JADDVD010000025.1_cds_WP_002733646.1_1200	100.000	185	185
WP_002733646.1	lcl|NZ_JADDVD010000003.1_cds_WP_002721790.1_1940	36.364	154	185
WP_002733534.1	lcl|NZ_JADDVD010000025.1_cds_WP_002733534.1_1201	100.000	329	329
WP_002733534.1	lcl|NZ_JADDVD010000018.1_cds_WP_002722638.1_677	29.841	315	329
WP_002733534.1	lcl|NZ_JADDVD010000023.1_cds_WP_002740024.1_1128	31.045	335	329
WP_002733534.1	lcl|NZ_JADDVD010000005.1_cds_WP_002728309.1_2785	31.190	311	329
WP_002733534.1	lcl|NZ_JADDVD010000013.1_cds_WP_002743770.1_309	27.273	341	329
WP_002733534.1	lcl|NZ_JADDVD010000025.1_cds_WP_002733638.1_1238	27.647	340	329
WP_002733534.1	lcl|NZ_JADDVD010000005.1_cds_WP_002728316.1_2782	27.576	330	329
WP_002733534.1	lcl|NZ_JADDVD010000077.1_cds_WP_002741146.1_3110	28.846	312	329
WP_002733534.1	lcl|NZ_JADDVD010000023.1_cds_WP_002733546.1_1103	25.000	268	329
WP_002733534.1	lcl|NZ_JADDVD010000025.1_cds_WP_002740721.1_1204	28.990	307	329
WP_002733534.1	lcl|NZ_JADDVD010000006.1_cds_WP_002732331.1_2951	27.636	275	329
WP_002733534.1	lcl|NZ_JADDVD010000025.1_cds_WP_002744551.1_1232	28.339	307	329
WP_002733534.1	lcl|NZ_JADDVD010000025.1_cds_WP_002733579.1_1198	26.908	249	329
WP_002733534.1	lcl|NZ_JADDVD010000025.1_cds_WP_016749081.1_1230	23.659	317	329
WP_002733534.1	lcl|NZ_JADDVD010000023.1_cds_WP_002733698.1_1111	26.277	274	329
WP_002733534.1	lcl|NZ_JADDVD010000060.1_cds_WP_002740236.1_2803	26.592	267	329
WP_002733534.1	lcl|NZ_JADDVD010000004.1_cds_WP_002721725.1_2453	25.223	337	329
WP_002733534.1	lcl|NZ_JADDVD010000004.1_cds_WP_002739935.1_2365	27.309	249	329
WP_002733534.1	lcl|NZ_JADDVD010000023.1_cds_WP_002733757.1_1101	30.994	171	329
WP_002733627.1	lcl|NZ_JADDVD010000025.1_cds_WP_002733627.1_1202	99.625	267	267
WP_002733627.1	lcl|NZ_JADDVD010000025.1_cds_WP_002740926.1_1243	28.492	179	267
