WP_002725873.1	lcl|NZ_AKWJ02000014.1_cds_WP_002725873.1_3109	100.000	106	106
WP_002733579.1	lcl|NZ_AKWJ02000014.1_cds_WP_002725867.1_3110	99.045	314	314
WP_002733579.1	lcl|NZ_AKWJ02000028.1_cds_WP_002722638.1_1320	24.615	325	314
WP_002733579.1	lcl|NZ_AKWJ02000034.1_cds_WP_002759839.1_599	20.761	289	314
WP_002733579.1	lcl|NZ_AKWJ02000034.1_cds_WP_002727919.1_574	23.132	281	314
WP_002733579.1	lcl|NZ_AKWJ02000028.1_cds_WP_002728309.1_879	25.723	311	314
WP_002733579.1	lcl|NZ_AKWJ02000034.1_cds_WP_002725944.1_597	20.900	311	314
WP_002733579.1	lcl|NZ_AKWJ02000017.1_cds_WP_002729504.1_2537	20.809	173	314
WP_002733646.1	lcl|NZ_AKWJ02000021.1_cds_WP_002721790.1_2130	36.364	154	185
WP_002733646.1	lcl|NZ_AKWJ02000034.1_cds_WP_002759930.1_616	33.898	177	185
WP_002733534.1	lcl|NZ_AKWJ02000034.1_cds_WP_002759839.1_599	30.530	321	329
WP_002733534.1	lcl|NZ_AKWJ02000028.1_cds_WP_002722638.1_1320	29.841	315	329
WP_002733534.1	lcl|NZ_AKWJ02000034.1_cds_WP_002727919.1_574	30.448	335	329
WP_002733534.1	lcl|NZ_AKWJ02000028.1_cds_WP_002728309.1_879	31.190	311	329
WP_002733534.1	lcl|NZ_AKWJ02000017.1_cds_WP_002729504.1_2537	27.273	341	329
WP_002733534.1	lcl|NZ_AKWJ02000034.1_cds_WP_002725944.1_597	28.710	310	329
WP_002733534.1	lcl|NZ_AKWJ02000028.1_cds_WP_002759122.1_1193	29.393	313	329
WP_002733534.1	lcl|NZ_AKWJ02000028.1_cds_WP_002728316.1_876	27.576	330	329
WP_002733534.1	lcl|NZ_AKWJ02000028.1_cds_WP_002732331.1_1048	27.636	275	329
WP_002733534.1	lcl|NZ_AKWJ02000014.1_cds_WP_002725867.1_3110	26.908	249	329
WP_002733534.1	lcl|NZ_AKWJ02000034.1_cds_WP_002759862.1_595	25.912	274	329
WP_002733534.1	lcl|NZ_AKWJ02000034.1_cds_WP_002728462.1_373	26.592	267	329
WP_002733534.1	lcl|NZ_AKWJ02000028.1_cds_WP_002721725.1_1411	25.223	337	329
WP_002733534.1	lcl|NZ_AKWJ02000028.1_cds_WP_002728696.1_1491	26.908	249	329
WP_002733627.1	lcl|NZ_AKWJ02000034.1_cds_WP_002725899.1_598	27.706	231	267
WP_002733627.1	lcl|NZ_AKWJ02000034.1_cds_WP_002727921.1_573	27.513	189	267
WP_002733627.1	lcl|NZ_AKWJ02000020.1_cds_WP_002758629.1_2211	33.636	110	267
WP_002733627.1	lcl|NZ_AKWJ02000017.1_cds_WP_002766579.1_2727	36.047	86	267
WP_002733627.1	lcl|NZ_AKWJ02000017.1_cds_WP_002729513.1_2536	26.344	186	267
WP_002740779.1	lcl|NZ_AKWJ02000034.1_cds_WP_002728536.1_446	28.223	287	509
WP_002740779.1	lcl|NZ_AKWJ02000034.1_cds_WP_002728534.1_445	31.111	90	509
WP_002740779.1	lcl|NZ_AKWJ02000034.1_cds_WP_002728536.1_446	28.223	287	509
WP_002740779.1	lcl|NZ_AKWJ02000034.1_cds_WP_002728534.1_445	31.111	90	509
WP_002740721.1	lcl|NZ_AKWJ02000028.1_cds_WP_002728309.1_879	25.275	273	330
WP_002740721.1	lcl|NZ_AKWJ02000034.1_cds_WP_002759839.1_599	22.545	275	330
WP_002740721.1	lcl|NZ_AKWJ02000034.1_cds_WP_002727919.1_574	25.526	333	330
WP_002740721.1	lcl|NZ_AKWJ02000028.1_cds_WP_002722638.1_1320	28.369	282	330
WP_002740721.1	lcl|NZ_AKWJ02000028.1_cds_WP_002732331.1_1048	26.754	228	330
WP_002740721.1	lcl|NZ_AKWJ02000028.1_cds_WP_002721725.1_1411	24.898	245	330
WP_002740721.1	lcl|NZ_AKWJ02000028.1_cds_WP_002759122.1_1193	27.329	322	330
WP_002740721.1	lcl|NZ_AKWJ02000017.1_cds_WP_002729504.1_2537	26.761	142	330
WP_002740721.1	lcl|NZ_AKWJ02000034.1_cds_WP_002728462.1_373	24.803	254	330
WP_002740826.1	lcl|NZ_AKWJ02000034.1_cds_WP_002727932.1_580	34.278	353	366
WP_002740826.1	lcl|NZ_AKWJ02000020.1_cds_WP_002728994.1_2217	28.307	378	366
WP_002740826.1	lcl|NZ_AKWJ02000014.1_cds_WP_002725894.1_3120	33.876	307	366
WP_002740826.1	lcl|NZ_AKWJ02000034.1_cds_WP_002759991.1_622	29.412	391	366
WP_002740826.1	lcl|NZ_AKWJ02000020.1_cds_WP_002724694.1_2342	29.444	360	366
WP_002740826.1	lcl|NZ_AKWJ02000014.1_cds_WP_002725930.1_3117	37.864	206	366
WP_002740826.1	lcl|NZ_AKWJ02000028.1_cds_WP_002724641.1_1049	32.086	187	366
WP_002740861.1	lcl|NZ_AKWJ02000034.1_cds_WP_002727932.1_580	36.261	353	367
WP_002740861.1	lcl|NZ_AKWJ02000020.1_cds_WP_002724694.1_2342	33.596	381	367
WP_002740861.1	lcl|NZ_AKWJ02000034.1_cds_WP_002759991.1_622	31.989	372	367
WP_002740861.1	lcl|NZ_AKWJ02000020.1_cds_WP_002728994.1_2217	30.053	376	367
WP_002740861.1	lcl|NZ_AKWJ02000014.1_cds_WP_002725894.1_3120	31.157	337	367
WP_002740861.1	lcl|NZ_AKWJ02000014.1_cds_WP_002725930.1_3117	33.898	236	367
WP_002740861.1	lcl|NZ_AKWJ02000028.1_cds_WP_002724641.1_1049	25.140	358	367
WP_002740998.1	lcl|NZ_AKWJ02000017.1_cds_WP_002722928.1_2758	46.502	243	265
WP_032853071.1	lcl|NZ_AKWJ02000013.1_cds_WP_002730863.1_3129	37.500	304	310
WP_032853071.1	lcl|NZ_AKWJ02000033.1_cds_WP_002727287.1_727	27.063	303	310
WP_032853071.1	lcl|NZ_AKWJ02000031.1_cds_WP_002727177.1_805	24.887	221	310
WP_032853071.1	lcl|NZ_AKWJ02000013.1_cds_WP_002730863.1_3129	37.500	304	310
WP_032853071.1	lcl|NZ_AKWJ02000033.1_cds_WP_002727287.1_727	27.063	303	310
WP_032853071.1	lcl|NZ_AKWJ02000031.1_cds_WP_002727177.1_805	24.887	221	310
WP_002740917.1	lcl|NZ_AKWJ02000028.1_cds_WP_011671435.1_1291	28.205	78	221
WP_002740917.1	lcl|NZ_AKWJ02000012.1_cds_WP_002727076.1_3220	28.037	107	221
WP_230456811.1	lcl|NZ_AKWJ02000028.1_cds_WP_011671435.1_1291	32.000	150	388
WP_230456811.1	lcl|NZ_AKWJ02000012.1_cds_WP_002732829.1_3221	27.184	206	388
WP_230456811.1	lcl|NZ_AKWJ02000009.1_cds_WP_016749152.1_3302	26.556	241	388
WP_230456811.1	lcl|NZ_AKWJ02000017.1_cds_WP_002766450.1_2718	22.857	175	388
WP_002740724.1	lcl|NZ_AKWJ02000017.1_cds_WP_002735243.1_2811	36.658	371	596
WP_002740724.1	lcl|NZ_AKWJ02000028.1_cds_WP_002723347.1_1516	34.679	421	596
WP_002740724.1	lcl|NZ_AKWJ02000028.1_cds_WP_002741286.1_1235	42.489	233	596
WP_002740724.1	lcl|NZ_AKWJ02000034.1_cds_WP_002759923.1_621	33.493	209	596
WP_002740724.1	lcl|NZ_AKWJ02000034.1_cds_WP_002722794.1_456	34.821	224	596
WP_002740724.1	lcl|NZ_AKWJ02000028.1_cds_WP_002730493.1_1442	32.127	221	596
WP_002740724.1	lcl|NZ_AKWJ02000014.1_cds_WP_002726143.1_2961	30.631	222	596
WP_002740724.1	lcl|NZ_AKWJ02000017.1_cds_WP_002758480.1_2685	30.165	242	596
WP_002740724.1	lcl|NZ_AKWJ02000025.1_cds_WP_002723679.1_1741	31.760	233	596
WP_002740724.1	lcl|NZ_AKWJ02000034.1_cds_WP_002728388.1_440	26.168	214	596
WP_002740724.1	lcl|NZ_AKWJ02000021.1_cds_WP_002721827.1_2129	28.395	243	596
WP_002740724.1	lcl|NZ_AKWJ02000021.1_cds_WP_002729296.1_2110	28.821	229	596
WP_002740724.1	lcl|NZ_AKWJ02000021.1_cds_WP_002721914.1_2162	27.381	252	596
WP_002740724.1	lcl|NZ_AKWJ02000025.1_cds_WP_002725984.1_1772	26.432	227	596
WP_002740724.1	lcl|NZ_AKWJ02000028.1_cds_WP_002724740.1_1474	28.000	225	596
WP_002740724.1	lcl|NZ_AKWJ02000017.1_cds_WP_002752475.1_2481	27.556	225	596
WP_002740724.1	lcl|NZ_AKWJ02000017.1_cds_WP_002758372.1_2488	29.508	244	596
WP_002740724.1	lcl|NZ_AKWJ02000028.1_cds_WP_002724311.1_1455	28.761	226	596
WP_002740724.1	lcl|NZ_AKWJ02000028.1_cds_WP_002724285.1_1454	29.302	215	596
WP_002740724.1	lcl|NZ_AKWJ02000013.1_cds_WP_002733837.1_3165	26.337	243	596
WP_002740724.1	lcl|NZ_AKWJ02000033.1_cds_WP_002732862.1_766	29.665	209	596
WP_002740724.1	lcl|NZ_AKWJ02000017.1_cds_WP_032851236.1_2569	27.189	217	596
WP_002740724.1	lcl|NZ_AKWJ02000017.1_cds_WP_032851236.1_2569	24.342	152	596
WP_002740724.1	lcl|NZ_AKWJ02000017.1_cds_WP_002723659.1_2578	25.234	214	596
WP_002740724.1	lcl|NZ_AKWJ02000014.1_cds_WP_002758005.1_2889	22.897	214	596
WP_002740724.1	lcl|NZ_AKWJ02000028.1_cds_WP_002729218.1_1601	28.293	205	596
WP_002740724.1	lcl|NZ_AKWJ02000017.1_cds_WP_002729758.1_2472	26.271	236	596
WP_002740724.1	lcl|NZ_AKWJ02000028.1_cds_WP_002734915.1_1505	25.294	170	596
WP_002740724.1	lcl|NZ_AKWJ02000034.1_cds_WP_002733736.1_530	23.889	180	596
WP_002740724.1	lcl|NZ_AKWJ02000017.1_cds_WP_002735243.1_2811	36.658	371	596
WP_002740724.1	lcl|NZ_AKWJ02000028.1_cds_WP_002723347.1_1516	34.679	421	596
WP_002740724.1	lcl|NZ_AKWJ02000028.1_cds_WP_002741286.1_1235	42.489	233	596
WP_002740724.1	lcl|NZ_AKWJ02000034.1_cds_WP_002759923.1_621	33.493	209	596
WP_002740724.1	lcl|NZ_AKWJ02000034.1_cds_WP_002722794.1_456	34.821	224	596
WP_002740724.1	lcl|NZ_AKWJ02000028.1_cds_WP_002730493.1_1442	32.127	221	596
WP_002740724.1	lcl|NZ_AKWJ02000014.1_cds_WP_002726143.1_2961	30.631	222	596
WP_002740724.1	lcl|NZ_AKWJ02000017.1_cds_WP_002758480.1_2685	30.165	242	596
WP_002740724.1	lcl|NZ_AKWJ02000025.1_cds_WP_002723679.1_1741	31.760	233	596
WP_002740724.1	lcl|NZ_AKWJ02000034.1_cds_WP_002728388.1_440	26.168	214	596
WP_002740724.1	lcl|NZ_AKWJ02000021.1_cds_WP_002721827.1_2129	28.395	243	596
WP_002740724.1	lcl|NZ_AKWJ02000021.1_cds_WP_002729296.1_2110	28.821	229	596
WP_002740724.1	lcl|NZ_AKWJ02000021.1_cds_WP_002721914.1_2162	27.381	252	596
WP_002740724.1	lcl|NZ_AKWJ02000025.1_cds_WP_002725984.1_1772	26.432	227	596
WP_002740724.1	lcl|NZ_AKWJ02000028.1_cds_WP_002724740.1_1474	28.000	225	596
WP_002740724.1	lcl|NZ_AKWJ02000017.1_cds_WP_002752475.1_2481	27.556	225	596
WP_002740724.1	lcl|NZ_AKWJ02000017.1_cds_WP_002758372.1_2488	29.508	244	596
WP_002740724.1	lcl|NZ_AKWJ02000028.1_cds_WP_002724311.1_1455	28.761	226	596
WP_002740724.1	lcl|NZ_AKWJ02000028.1_cds_WP_002724285.1_1454	29.302	215	596
WP_002740724.1	lcl|NZ_AKWJ02000013.1_cds_WP_002733837.1_3165	26.337	243	596
WP_002740724.1	lcl|NZ_AKWJ02000033.1_cds_WP_002732862.1_766	29.665	209	596
WP_002740724.1	lcl|NZ_AKWJ02000017.1_cds_WP_032851236.1_2569	27.189	217	596
WP_002740724.1	lcl|NZ_AKWJ02000017.1_cds_WP_032851236.1_2569	24.342	152	596
WP_002740724.1	lcl|NZ_AKWJ02000017.1_cds_WP_002723659.1_2578	25.234	214	596
WP_002740724.1	lcl|NZ_AKWJ02000014.1_cds_WP_002758005.1_2889	22.897	214	596
WP_002740724.1	lcl|NZ_AKWJ02000028.1_cds_WP_002729218.1_1601	28.293	205	596
WP_002740724.1	lcl|NZ_AKWJ02000017.1_cds_WP_002729758.1_2472	26.271	236	596
WP_002740724.1	lcl|NZ_AKWJ02000028.1_cds_WP_002734915.1_1505	25.294	170	596
WP_002740724.1	lcl|NZ_AKWJ02000034.1_cds_WP_002733736.1_530	23.889	180	596
WP_002733737.1	lcl|NZ_AKWJ02000034.1_cds_WP_002727932.1_580	36.872	358	363
WP_002733737.1	lcl|NZ_AKWJ02000020.1_cds_WP_002724694.1_2342	33.807	352	363
WP_002733737.1	lcl|NZ_AKWJ02000020.1_cds_WP_002728994.1_2217	28.686	373	363
WP_002733737.1	lcl|NZ_AKWJ02000034.1_cds_WP_002759991.1_622	29.459	370	363
WP_002733737.1	lcl|NZ_AKWJ02000014.1_cds_WP_002725894.1_3120	31.061	264	363
WP_002733737.1	lcl|NZ_AKWJ02000014.1_cds_WP_002725930.1_3117	31.050	219	363
WP_002733737.1	lcl|NZ_AKWJ02000028.1_cds_WP_002724641.1_1049	25.501	349	363
WP_002733611.1	lcl|NZ_AKWJ02000034.1_cds_WP_002727916.1_576	40.000	180	176
WP_016749081.1	lcl|NZ_AKWJ02000028.1_cds_WP_002759122.1_1193	29.080	337	313
WP_016749081.1	lcl|NZ_AKWJ02000034.1_cds_WP_002725944.1_597	28.710	310	313
WP_016749081.1	lcl|NZ_AKWJ02000028.1_cds_WP_002728309.1_879	26.224	286	313
WP_016749081.1	lcl|NZ_AKWJ02000028.1_cds_WP_002722638.1_1320	25.079	315	313
WP_016749081.1	lcl|NZ_AKWJ02000034.1_cds_WP_002759839.1_599	26.295	251	313
WP_016749081.1	lcl|NZ_AKWJ02000034.1_cds_WP_002727919.1_574	22.630	327	313
WP_016749081.1	lcl|NZ_AKWJ02000017.1_cds_WP_002729504.1_2537	24.254	268	313
WP_016749081.1	lcl|NZ_AKWJ02000034.1_cds_WP_002728462.1_373	25.784	287	313
WP_016749081.1	lcl|NZ_AKWJ02000038.1_cds_WP_002739707.1_288	25.000	188	313
WP_016749081.1	lcl|NZ_AKWJ02000034.1_cds_WP_002759936.1_594	25.498	251	313
WP_016749081.1	lcl|NZ_AKWJ02000014.1_cds_WP_002725867.1_3110	24.503	151	313
WP_002738232.1	lcl|NZ_AKWJ02000034.1_cds_WP_002727923.1_581	33.621	116	134
WP_002744551.1	lcl|NZ_AKWJ02000028.1_cds_WP_002728309.1_879	29.730	185	311
WP_002744551.1	lcl|NZ_AKWJ02000034.1_cds_WP_002727919.1_574	23.457	324	311
WP_002744551.1	lcl|NZ_AKWJ02000034.1_cds_WP_002759839.1_599	28.736	174	311
WP_002744551.1	lcl|NZ_AKWJ02000034.1_cds_WP_002728462.1_373	24.478	335	311
WP_002744551.1	lcl|NZ_AKWJ02000028.1_cds_WP_002722638.1_1320	22.901	262	311
WP_002744551.1	lcl|NZ_AKWJ02000038.1_cds_WP_002739707.1_288	24.034	233	311
WP_002744551.1	lcl|NZ_AKWJ02000034.1_cds_WP_002733754.1_575	25.362	138	311
WP_002744551.1	lcl|NZ_AKWJ02000028.1_cds_WP_002732331.1_1048	28.235	170	311
WP_002741093.1	lcl|NZ_AKWJ02000034.1_cds_WP_002733776.1_578	22.464	138	361
WP_002741093.1	lcl|NZ_AKWJ02000034.1_cds_WP_002766684.1_577	22.015	268	361
WP_002733672.1	lcl|NZ_AKWJ02000028.1_cds_WP_002723863.1_957	33.333	105	227
WP_002733638.1	lcl|NZ_AKWJ02000028.1_cds_WP_002722638.1_1320	29.305	331	330
WP_002733638.1	lcl|NZ_AKWJ02000034.1_cds_WP_002759839.1_599	23.410	346	330
WP_002733638.1	lcl|NZ_AKWJ02000028.1_cds_WP_002759122.1_1193	25.460	326	330
WP_002733638.1	lcl|NZ_AKWJ02000017.1_cds_WP_002729504.1_2537	23.324	343	330
WP_002733638.1	lcl|NZ_AKWJ02000034.1_cds_WP_002727919.1_574	23.478	345	330
WP_002733638.1	lcl|NZ_AKWJ02000028.1_cds_WP_002728309.1_879	28.767	146	330
WP_002733638.1	lcl|NZ_AKWJ02000034.1_cds_WP_002725944.1_597	22.468	316	330
WP_002733599.1	lcl|NZ_AKWJ02000020.1_cds_WP_002728994.1_2217	30.435	391	381
WP_002733599.1	lcl|NZ_AKWJ02000034.1_cds_WP_002759991.1_622	29.771	393	381
WP_002733599.1	lcl|NZ_AKWJ02000020.1_cds_WP_002724694.1_2342	30.141	355	381
WP_002733599.1	lcl|NZ_AKWJ02000014.1_cds_WP_002725930.1_3117	31.939	263	381
WP_002733599.1	lcl|NZ_AKWJ02000034.1_cds_WP_002727932.1_580	27.747	364	381
WP_002733599.1	lcl|NZ_AKWJ02000014.1_cds_WP_002725894.1_3120	29.876	241	381
WP_002733696.1	lcl|NZ_AKWJ02000034.1_cds_WP_002725699.1_534	31.731	104	206
WP_002740722.1	lcl|NZ_AKWJ02000014.1_cds_WP_002757987.1_3113	36.310	336	344
WP_002740722.1	lcl|NZ_AKWJ02000034.1_cds_WP_002759901.1_625	37.500	272	344
WP_002740722.1	lcl|NZ_AKWJ02000013.1_cds_WP_002757902.1_3194	38.078	281	344
WP_002740722.1	lcl|NZ_AKWJ02000014.1_cds_WP_002757987.1_3113	36.310	336	344
WP_002740722.1	lcl|NZ_AKWJ02000034.1_cds_WP_002759901.1_625	37.500	272	344
WP_002740722.1	lcl|NZ_AKWJ02000013.1_cds_WP_002757902.1_3194	38.078	281	344
WP_032853440.1	lcl|NZ_AKWJ02000034.1_cds_WP_002759917.1_593	26.341	205	385
WP_002740926.1	lcl|NZ_AKWJ02000034.1_cds_WP_002725899.1_598	33.784	222	351
WP_002740926.1	lcl|NZ_AKWJ02000034.1_cds_WP_002727921.1_573	37.975	79	351
WP_002740926.1	lcl|NZ_AKWJ02000020.1_cds_WP_002758629.1_2211	35.484	62	351
WP_002740926.1	lcl|NZ_AKWJ02000028.1_cds_WP_002732576.1_1325	26.891	119	351
WP_002740926.1	lcl|NZ_AKWJ02000034.1_cds_WP_002725899.1_598	33.784	222	351
WP_002740926.1	lcl|NZ_AKWJ02000034.1_cds_WP_002727921.1_573	37.975	79	351
WP_002740926.1	lcl|NZ_AKWJ02000020.1_cds_WP_002758629.1_2211	35.484	62	351
WP_002740926.1	lcl|NZ_AKWJ02000028.1_cds_WP_002732576.1_1325	26.891	119	351
WP_002740726.1	lcl|NZ_AKWJ02000014.1_cds_WP_002757987.1_3113	33.136	338	753
