WP_002725873.1	lcl|NZ_JQQL01000090.1_cds_WP_000340715.1_1995	93.902	82	106
WP_002733579.1	lcl|NZ_JQQL01000090.1_cds_WP_017852651.1_1994	91.290	310	314
WP_002733579.1	lcl|NZ_JQQL01000005.1_cds_WP_061285444.1_139	23.476	328	314
WP_002733579.1	lcl|NZ_JQQL01000079.1_cds_WP_017850690.1_1770	21.329	286	314
WP_002733579.1	lcl|NZ_JQQL01000016.1_cds_WP_000723094.1_428	24.221	289	314
WP_002733579.1	lcl|NZ_JQQL01000079.1_cds_WP_061285904.1_1772	21.887	265	314
WP_002733646.1	lcl|NZ_JQQL01000053.1_cds_WP_000351733.1_1326	40.714	140	185
WP_002733646.1	lcl|NZ_JQQL01000079.1_cds_WP_017850671.1_1753	33.898	177	185
WP_002733534.1	lcl|NZ_JQQL01000005.1_cds_WP_061285444.1_139	32.063	315	329
WP_002733534.1	lcl|NZ_JQQL01000079.1_cds_WP_017850690.1_1770	30.841	321	329
WP_002733534.1	lcl|NZ_JQQL01000016.1_cds_WP_000723094.1_428	31.045	335	329
WP_002733534.1	lcl|NZ_JQQL01000054.1_cds_WP_001984071.1_1354	31.803	305	329
WP_002733534.1	lcl|NZ_JQQL01000079.1_cds_WP_061285904.1_1772	29.836	305	329
WP_002733534.1	lcl|NZ_JQQL01000036.1_cds_WP_017852211.1_829	30.275	327	329
WP_002733534.1	lcl|NZ_JQQL01000311.1_cds_WP_061286539.1_3924	28.615	325	329
WP_002733534.1	lcl|NZ_JQQL01000054.1_cds_WP_000688696.1_1374	29.682	283	329
WP_002733534.1	lcl|NZ_JQQL01000090.1_cds_WP_017852651.1_1994	24.545	330	329
WP_002733534.1	lcl|NZ_JQQL01000079.1_cds_WP_061285905.1_1774	25.912	274	329
WP_002733534.1	lcl|NZ_JQQL01000092.1_cds_WP_061285996.1_2017	29.434	265	329
WP_002733534.1	lcl|NZ_JQQL01000070.1_cds_WP_061285867.1_1631	26.284	331	329
