WP_002725873.1	lcl|NZ_JAUOTH010000018.1_cds_WP_004462903.1_3491	97.561	82	106
WP_002733579.1	lcl|NZ_JAUOTH010000018.1_cds_WP_004464977.1_3492	91.935	310	314
WP_002733579.1	lcl|NZ_JAUOTH010000001.1_cds_WP_008393339.1_3461	23.692	325	314
WP_002733579.1	lcl|NZ_JAUOTH010000018.1_cds_WP_004464967.1_3545	22.302	278	314
WP_002733579.1	lcl|NZ_JAUOTH010000018.1_cds_WP_282964026.1_3547	25.543	184	314
WP_002733579.1	lcl|NZ_JAUOTH010000022.1_cds_WP_008394652.1_367	23.132	281	314
WP_002733579.1	lcl|NZ_JAUOTH010000013.1_cds_WP_004461234.1_447	25.087	287	314
WP_002733579.1	lcl|NZ_JAUOTH010000024.1_cds_WP_004468319.1_3150	20.710	169	314
WP_002733646.1	lcl|NZ_JAUOTH010000002.1_cds_WP_004460143.1_2208	35.714	154	185
WP_002733646.1	lcl|NZ_JAUOTH010000018.1_cds_WP_075918475.1_3528	35.028	177	185
WP_002733534.1	lcl|NZ_JAUOTH010000018.1_cds_WP_004464967.1_3545	31.776	321	329
WP_002733534.1	lcl|NZ_JAUOTH010000022.1_cds_WP_008394652.1_367	31.045	335	329
WP_002733534.1	lcl|NZ_JAUOTH010000001.1_cds_WP_008393339.1_3461	29.524	315	329
WP_002733534.1	lcl|NZ_JAUOTH010000013.1_cds_WP_004461234.1_447	32.797	311	329
WP_002733534.1	lcl|NZ_JAUOTH010000018.1_cds_WP_282964026.1_3547	30.492	305	329
WP_002733534.1	lcl|NZ_JAUOTH010000024.1_cds_WP_004468319.1_3150	27.381	336	329
WP_002733534.1	lcl|NZ_JAUOTH010000001.1_cds_WP_032928188.1_3345	28.882	322	329
WP_002733534.1	lcl|NZ_JAUOTH010000013.1_cds_WP_004467290.1_444	27.950	322	329
WP_002733534.1	lcl|NZ_JAUOTH010000012.1_cds_WP_046943555.1_2762	25.547	274	329
WP_002733534.1	lcl|NZ_JAUOTH010000018.1_cds_WP_004464977.1_3492	25.926	270	329
WP_002733534.1	lcl|NZ_JAUOTH010000009.1_cds_WP_008398679.1_778	27.099	262	329
WP_002733534.1	lcl|NZ_JAUOTH010000018.1_cds_WP_004465101.1_3549	25.632	277	329
WP_002733534.1	lcl|NZ_JAUOTH010000014.1_cds_WP_282963968.1_202	24.773	331	329
WP_002733534.1	lcl|NZ_JAUOTH010000017.1_cds_WP_004472818.1_1475	26.923	286	329
WP_002733627.1	lcl|NZ_JAUOTH010000018.1_cds_WP_004475169.1_3546	26.531	245	267
WP_002733627.1	lcl|NZ_JAUOTH010000024.1_cds_WP_004477560.1_3118	31.313	198	267
WP_002733627.1	lcl|NZ_JAUOTH010000022.1_cds_WP_004475142.1_366	27.895	190	267
WP_002733627.1	lcl|NZ_JAUOTH010000013.1_cds_WP_016754360.1_476	26.344	186	267
WP_002733627.1	lcl|NZ_JAUOTH010000024.1_cds_WP_004477855.1_3151	26.344	186	267
WP_002740779.1	lcl|NZ_JAUOTH010000006.1_cds_WP_004473482.1_2464	26.994	326	509
WP_002740779.1	lcl|NZ_JAUOTH010000006.1_cds_WP_004460640.1_2465	33.333	90	509
WP_002740779.1	lcl|NZ_JAUOTH010000006.1_cds_WP_004473482.1_2464	26.994	326	509
WP_002740779.1	lcl|NZ_JAUOTH010000006.1_cds_WP_004460640.1_2465	33.333	90	509
WP_002740721.1	lcl|NZ_JAUOTH010000013.1_cds_WP_004461234.1_447	24.542	273	330
WP_002740721.1	lcl|NZ_JAUOTH010000018.1_cds_WP_004464967.1_3545	22.909	275	330
WP_002740721.1	lcl|NZ_JAUOTH010000001.1_cds_WP_008393339.1_3461	28.058	278	330
