WP_002725873.1	lcl|NZ_JMDJ01000088.1_cds_WP_000340715.1_1430	93.902	82	106
WP_002733579.1	lcl|NZ_JMDJ01000088.1_cds_WP_000410268.1_1431	93.548	310	314
WP_002733579.1	lcl|NZ_JMDJ01000067.1_cds_WP_000744695.1_896	23.171	328	314
WP_002733579.1	lcl|NZ_JMDJ01000088.1_cds_WP_000723079.1_1484	22.302	278	314
WP_002733579.1	lcl|NZ_JMDJ01000088.1_cds_WP_000723082.1_1506	23.875	289	314
WP_002733579.1	lcl|NZ_JMDJ01000088.1_cds_WP_000567886.1_1486	23.009	226	314
WP_002733646.1	lcl|NZ_JMDJ01000072.1_cds_WP_000351733.1_961	40.714	140	185
WP_002733646.1	lcl|NZ_JMDJ01000088.1_cds_WP_001047906.1_1464	33.898	177	185
WP_002733534.1	lcl|NZ_JMDJ01000067.1_cds_WP_000744695.1_896	32.063	315	329
WP_002733534.1	lcl|NZ_JMDJ01000088.1_cds_WP_000723079.1_1484	30.530	321	329
WP_002733534.1	lcl|NZ_JMDJ01000088.1_cds_WP_000723082.1_1506	30.746	335	329
WP_002733534.1	lcl|NZ_JMDJ01000224.1_cds_WP_002123515.1_3755	31.803	305	329
WP_002733534.1	lcl|NZ_JMDJ01000176.1_cds_WP_000649924.1_3040	30.183	328	329
WP_002733534.1	lcl|NZ_JMDJ01000088.1_cds_WP_000567886.1_1486	29.508	305	329
WP_002733534.1	lcl|NZ_JMDJ01000172.1_cds_WP_000709511.1_2853	28.923	325	329
WP_002733534.1	lcl|NZ_JMDJ01000224.1_cds_WP_000688698.1_3775	29.682	283	329
WP_002733534.1	lcl|NZ_JMDJ01000088.1_cds_WP_000410268.1_1431	25.076	331	329
WP_002733534.1	lcl|NZ_JMDJ01000088.1_cds_WP_000475907.1_1489	26.250	240	329
WP_002733534.1	lcl|NZ_JMDJ01000155.1_cds_WP_001074779.1_2509	29.057	265	329
WP_002733534.1	lcl|NZ_JMDJ01000161.1_cds_WP_002102317.1_2638	26.378	254	329
WP_002733627.1	lcl|NZ_JMDJ01000088.1_cds_WP_002108504.1_1485	26.122	245	267
WP_002733627.1	lcl|NZ_JMDJ01000088.1_cds_WP_000842260.1_1507	27.895	190	267
