WP_002725873.1	lcl|NZ_AFJT02000301.1_cds_WP_000340715.1_1529	93.902	82	106
WP_002733579.1	lcl|NZ_AFJT02000301.1_cds_WP_000410273.1_1530	92.994	314	314
WP_002733579.1	lcl|NZ_AFJT02000301.1_cds_WP_000093099.1_1550	58.730	63	314
WP_002733579.1	lcl|NZ_AFJT02000301.1_cds_WP_000646250.1_1533	27.711	249	314
WP_002733579.1	lcl|NZ_AFJT02000369.1_cds_WP_000744700.1_516	23.171	328	314
WP_002733579.1	lcl|NZ_AFJT02000301.1_cds_WP_000600889.1_1559	22.909	275	314
WP_002733579.1	lcl|NZ_AFJT02000301.1_cds_WP_000723090.1_1612	23.875	289	314
WP_002733579.1	lcl|NZ_AFJT02000301.1_cds_WP_001067557.1_1536	24.540	326	314
WP_026054882.1	lcl|NZ_AFJT02000301.1_cds_WP_000604524.1_1531	85.479	365	365
WP_002733646.1	lcl|NZ_AFJT02000301.1_cds_WP_000884059.1_1532	95.676	185	185
WP_002733646.1	lcl|NZ_AFJT02000010.1_cds_WP_000351733.1_3943	40.714	140	185
WP_002733646.1	lcl|NZ_AFJT02000096.1_cds_WP_000351733.1_3351	40.714	140	185
WP_002733534.1	lcl|NZ_AFJT02000301.1_cds_WP_000646250.1_1533	97.872	329	329
WP_002733534.1	lcl|NZ_AFJT02000369.1_cds_WP_000744700.1_516	32.063	315	329
WP_002733534.1	lcl|NZ_AFJT02000301.1_cds_WP_000723090.1_1612	30.746	335	329
WP_002733534.1	lcl|NZ_AFJT02000301.1_cds_WP_000600889.1_1559	31.677	322	329
WP_002733534.1	lcl|NZ_AFJT02000182.1_cds_WP_001984071.1_2743	31.803	305	329
WP_002733534.1	lcl|NZ_AFJT02000202.1_cds_WP_000649925.1_2636	30.183	328	329
WP_002733534.1	lcl|NZ_AFJT02000175.1_cds_WP_000709511.1_2843	28.923	325	329
WP_002733534.1	lcl|NZ_AFJT02000301.1_cds_WP_000601375.1_1586	24.727	275	329
WP_002733534.1	lcl|NZ_AFJT02000301.1_cds_WP_001067557.1_1536	28.990	307	329
WP_002733534.1	lcl|NZ_AFJT02000386.1_cds_WP_000688695.1_273	29.682	283	329
WP_002733534.1	lcl|NZ_AFJT02000301.1_cds_WP_000475904.1_1595	27.007	274	329
WP_002733534.1	lcl|NZ_AFJT02000301.1_cds_WP_000410273.1_1530	25.078	319	329
WP_002733534.1	lcl|NZ_AFJT02000083.1_cds_WP_001074785.1_3433	29.434	265	329
WP_002733534.1	lcl|NZ_AFJT02000394.1_cds_WP_001003555.1_145	26.772	254	329
WP_002733534.1	lcl|NZ_AFJT02000301.1_cds_WP_000487322.1_1584	26.852	324	329
WP_002733627.1	lcl|NZ_AFJT02000301.1_cds_WP_000774262.1_1534	92.884	267	267
WP_002733627.1	lcl|NZ_AFJT02000301.1_cds_WP_000859505.1_1583	28.155	206	267
WP_002733627.1	lcl|NZ_AFJT02000301.1_cds_WP_000800438.1_1564	28.492	179	267
WP_002733627.1	lcl|NZ_AFJT02000301.1_cds_WP_000842260.1_1613	27.895	190	267
WP_002733627.1	lcl|NZ_AFJT02000335.1_cds_WP_000667727.1_1089	31.818	110	267
WP_002740779.1	lcl|NZ_AFJT02000301.1_cds_WP_000612797.1_1535	96.071	509	509
WP_002740779.1	lcl|NZ_AFJT02000365.1_cds_WP_000291591.1_606	26.852	324	509
WP_002740779.1	lcl|NZ_AFJT02000365.1_cds_WP_000364507.1_607	31.111	90	509
WP_002740779.1	lcl|NZ_AFJT02000301.1_cds_WP_000612797.1_1535	96.071	509	509
WP_002740779.1	lcl|NZ_AFJT02000365.1_cds_WP_000291591.1_606	26.852	324	509
WP_002740779.1	lcl|NZ_AFJT02000365.1_cds_WP_000364507.1_607	31.111	90	509
WP_002740721.1	lcl|NZ_AFJT02000301.1_cds_WP_001067557.1_1536	95.455	330	330
WP_002740721.1	lcl|NZ_AFJT02000301.1_cds_WP_000646250.1_1533	28.664	307	330
WP_002740721.1	lcl|NZ_AFJT02000301.1_cds_WP_000600889.1_1559	27.068	266	330
WP_002740721.1	lcl|NZ_AFJT02000182.1_cds_WP_001984071.1_2743	24.265	272	330
WP_002740721.1	lcl|NZ_AFJT02000369.1_cds_WP_000744700.1_516	26.582	316	330
WP_002740721.1	lcl|NZ_AFJT02000301.1_cds_WP_000723090.1_1612	24.625	333	330
WP_002740721.1	lcl|NZ_AFJT02000394.1_cds_WP_001003555.1_145	27.888	251	330
WP_002740721.1	lcl|NZ_AFJT02000202.1_cds_WP_000649925.1_2636	29.249	253	330
WP_002740721.1	lcl|NZ_AFJT02000386.1_cds_WP_000688695.1_273	25.571	219	330
WP_002740721.1	lcl|NZ_AFJT02000301.1_cds_WP_000487322.1_1584	27.208	283	330
WP_002740721.1	lcl|NZ_AFJT02000301.1_cds_WP_000601375.1_1586	26.374	273	330
WP_002740826.1	lcl|NZ_AFJT02000301.1_cds_WP_001198107.1_1537	95.628	366	366
WP_002740826.1	lcl|NZ_AFJT02000301.1_cds_WP_000608295.1_1538	40.000	365	366
WP_002740826.1	lcl|NZ_AFJT02000301.1_cds_WP_000575178.1_1606	34.262	359	366
WP_002740826.1	lcl|NZ_AFJT02000390.1_cds_WP_001281953.1_230	28.232	379	366
WP_002740826.1	lcl|NZ_AFJT02000301.1_cds_WP_000346036.1_1567	28.090	356	366
WP_002740826.1	lcl|NZ_AFJT02000301.1_cds_WP_000582222.1_1548	32.113	355	366
WP_002740826.1	lcl|NZ_AFJT02000215.1_cds_WP_000538752.1_2528	30.084	359	366
WP_002740826.1	lcl|NZ_AFJT02000301.1_cds_WP_000947844.1_1560	26.957	345	366
WP_002740826.1	lcl|NZ_AFJT02000200.1_cds_WP_001982414.1_2640	31.579	190	366
WP_002740861.1	lcl|NZ_AFJT02000301.1_cds_WP_000608295.1_1538	95.368	367	367
WP_002740861.1	lcl|NZ_AFJT02000301.1_cds_WP_001198107.1_1537	39.452	365	367
WP_002740861.1	lcl|NZ_AFJT02000301.1_cds_WP_000575178.1_1606	36.314	369	367
WP_002740861.1	lcl|NZ_AFJT02000215.1_cds_WP_000538752.1_2528	31.383	376	367
WP_002740861.1	lcl|NZ_AFJT02000301.1_cds_WP_000582222.1_1548	36.000	325	367
WP_002740861.1	lcl|NZ_AFJT02000390.1_cds_WP_001281953.1_230	30.159	378	367
WP_002740861.1	lcl|NZ_AFJT02000301.1_cds_WP_000346036.1_1567	24.665	373	367
WP_002740861.1	lcl|NZ_AFJT02000301.1_cds_WP_000947844.1_1560	26.404	356	367
WP_002740861.1	lcl|NZ_AFJT02000200.1_cds_WP_001982414.1_2640	24.581	358	367
WP_002740729.1	lcl|NZ_AFJT02000301.1_cds_WP_000689743.1_1539	91.912	544	544
WP_002740729.1	lcl|NZ_AFJT02000301.1_cds_WP_000689743.1_1539	91.912	544	544
WP_002740998.1	lcl|NZ_AFJT02000301.1_cds_WP_000342713.1_1540	94.340	265	265
WP_002740998.1	lcl|NZ_AFJT02000323.1_cds_WP_001002663.1_1318	46.091	243	265
WP_032853071.1	lcl|NZ_AFJT02000301.1_cds_WP_001246618.1_1541	92.258	310	310
WP_032853071.1	lcl|NZ_AFJT02000069.1_cds_WP_000501205.1_3555	36.513	304	310
WP_032853071.1	lcl|NZ_AFJT02000136.1_cds_WP_001183723.1_3148	26.471	306	310
WP_032853071.1	lcl|NZ_AFJT02000173.1_cds_WP_000279894.1_2875	23.282	262	310
WP_032853071.1	lcl|NZ_AFJT02000301.1_cds_WP_001246618.1_1541	92.258	310	310
WP_032853071.1	lcl|NZ_AFJT02000069.1_cds_WP_000501205.1_3555	36.513	304	310
WP_032853071.1	lcl|NZ_AFJT02000136.1_cds_WP_001183723.1_3148	26.471	306	310
WP_032853071.1	lcl|NZ_AFJT02000173.1_cds_WP_000279894.1_2875	23.282	262	310
WP_002740848.1	lcl|NZ_AFJT02000301.1_cds_WP_000479982.1_1542	93.182	264	264
WP_032853450.1	lcl|NZ_AFJT02000301.1_cds_WP_000715958.1_1543	95.349	129	130
WP_004777167.1	lcl|NZ_AFJT02000301.1_cds_WP_001088866.1_1544	97.222	144	144
WP_002740917.1	lcl|NZ_AFJT02000301.1_cds_WP_000517242.1_1545	95.475	221	221
WP_002740917.1	lcl|NZ_AFJT02000236.1_cds_WP_001082180.1_2355	29.487	78	221
WP_002740917.1	lcl|NZ_AFJT02000301.1_cds_WP_001206409.1_1555	30.097	103	221
WP_002740917.1	lcl|NZ_AFJT02000091.1_cds_WP_001069834.1_3399	28.440	109	221
WP_002740692.1	lcl|NZ_AFJT02000301.1_cds_WP_000601375.1_1586	27.152	151	283
WP_230456811.1	lcl|NZ_AFJT02000236.1_cds_WP_001082180.1_2355	30.588	170	388
WP_230456811.1	lcl|NZ_AFJT02000091.1_cds_WP_000347681.1_3398	32.168	143	388
WP_230456811.1	lcl|NZ_AFJT02000301.1_cds_WP_002082140.1_1571	34.746	118	388
WP_230456811.1	lcl|NZ_AFJT02000301.1_cds_WP_001206409.1_1555	30.201	149	388
WP_230456811.1	lcl|NZ_AFJT02000240.1_cds_WP_000402845.1_2282	27.891	147	388
WP_230456811.1	lcl|NZ_AFJT02000040.1_cds_WP_000283287.1_3733	22.353	170	388
WP_230456811.1	lcl|NZ_AFJT02000325.1_cds_WP_000283287.1_1282	22.353	170	388
WP_230456811.1	lcl|NZ_AFJT02000301.1_cds_WP_000661932.1_1580	22.277	202	388
WP_002740804.1	lcl|NZ_AFJT02000301.1_cds_WP_001106774.1_1552	44.022	368	411
WP_002740724.1	lcl|NZ_AFJT02000301.1_cds_WP_000834715.1_1553	65.017	586	596
WP_002740724.1	lcl|NZ_AFJT02000094.1_cds_WP_000172202.1_3384	31.102	508	596
WP_002740724.1	lcl|NZ_AFJT02000368.1_cds_WP_000667646.1_553	35.154	421	596
WP_002740724.1	lcl|NZ_AFJT02000237.1_cds_WP_000828455.1_2325	41.202	233	596
WP_002740724.1	lcl|NZ_AFJT02000394.1_cds_WP_001052498.1_166	32.773	238	596
WP_002740724.1	lcl|NZ_AFJT02000254.1_cds_WP_000536762.1_2072	32.536	209	596
WP_002740724.1	lcl|NZ_AFJT02000329.1_cds_WP_001161019.1_1164	28.270	237	596
WP_002740724.1	lcl|NZ_AFJT02000258.1_cds_WP_000510777.1_2037	30.472	233	596
WP_002740724.1	lcl|NZ_AFJT02000094.1_cds_WP_000942282.1_3370	27.935	247	596
WP_002740724.1	lcl|NZ_AFJT02000365.1_cds_WP_000047473.1_612	27.103	214	596
WP_002740724.1	lcl|NZ_AFJT02000392.1_cds_WP_000666552.1_216	30.172	232	596
WP_002740724.1	lcl|NZ_AFJT02000360.1_cds_WP_000433117.1_758	27.731	238	596
WP_002740724.1	lcl|NZ_AFJT02000010.1_cds_WP_001089500.1_3944	28.033	239	596
