WP_002725873.1	lcl|NZ_JAMQPO010000004.1_cds_WP_265352101.1_2746	62.162	74	106
WP_002733579.1	lcl|NZ_JAMQPO010000004.1_cds_WP_265352100.1_2745	83.226	310	314
WP_002733579.1	lcl|NZ_JAMQPO010000001.1_cds_WP_265350398.1_757	26.923	312	314
WP_002733579.1	lcl|NZ_JAMQPO010000001.1_cds_WP_265350373.1_730	23.030	330	314
WP_002733579.1	lcl|NZ_JAMQPO010000004.1_cds_WP_265352082.1_2724	20.818	269	314
WP_002733579.1	lcl|NZ_JAMQPO010000003.1_cds_WP_265351842.1_2437	21.505	186	314
WP_002733579.1	lcl|NZ_JAMQPO010000001.1_cds_WP_265350875.1_1300	23.438	320	314
WP_002733646.1	lcl|NZ_JAMQPO010000002.1_cds_WP_265351247.1_1744	35.345	116	185
WP_002733534.1	lcl|NZ_JAMQPO010000001.1_cds_WP_265350373.1_730	31.210	314	329
WP_002733534.1	lcl|NZ_JAMQPO010000001.1_cds_WP_265350875.1_1300	29.316	307	329
WP_002733534.1	lcl|NZ_JAMQPO010000003.1_cds_WP_265351842.1_2437	28.529	340	329
WP_002733534.1	lcl|NZ_JAMQPO010000001.1_cds_WP_265350398.1_757	29.568	301	329
WP_002733534.1	lcl|NZ_JAMQPO010000001.1_cds_WP_265350726.1_1133	27.327	333	329
WP_002733534.1	lcl|NZ_JAMQPO010000004.1_cds_WP_265352082.1_2724	26.349	315	329
WP_002733534.1	lcl|NZ_JAMQPO010000004.1_cds_WP_265352100.1_2745	25.705	319	329
WP_002733534.1	lcl|NZ_JAMQPO010000001.1_cds_WP_265350671.1_1068	28.016	257	329
WP_002733534.1	lcl|NZ_JAMQPO010000004.1_cds_WP_265352071.1_2712	25.079	315	329
WP_002733534.1	lcl|NZ_JAMQPO010000012.1_cds_WP_265353373.1_286	26.111	180	329
WP_002733534.1	lcl|NZ_JAMQPO010000003.1_cds_WP_265351852.1_2448	26.407	231	329
WP_002733534.1	lcl|NZ_JAMQPO010000004.1_cds_WP_265352040.1_2681	25.856	263	329
WP_002733534.1	lcl|NZ_JAMQPO010000001.1_cds_WP_265350327.1_676	28.287	251	329
WP_002733534.1	lcl|NZ_JAMQPO010000001.1_cds_WP_265350679.1_1076	22.383	277	329
WP_002733534.1	lcl|NZ_JAMQPO010000004.1_cds_WP_265352209.1_2717	32.432	111	329
WP_002733627.1	lcl|NZ_JAMQPO010000004.1_cds_WP_265352008.1_2620	25.670	261	267
WP_002733627.1	lcl|NZ_JAMQPO010000004.1_cds_WP_265352074.1_2715	25.481	208	267
WP_002733627.1	lcl|NZ_JAMQPO010000001.1_cds_WP_265350644.1_1040	37.391	115	267
WP_002733627.1	lcl|NZ_JAMQPO010000001.1_cds_WP_265350781.1_1194	27.746	173	267
WP_002733627.1	lcl|NZ_JAMQPO010000003.1_cds_WP_265351841.1_2436	26.316	190	267
WP_002740779.1	lcl|NZ_JAMQPO010000002.1_cds_WP_265351228.1_1722	25.776	322	509
WP_002740779.1	lcl|NZ_JAMQPO010000002.1_cds_WP_265351227.1_1721	27.358	106	509
WP_002740779.1	lcl|NZ_JAMQPO010000002.1_cds_WP_265351228.1_1722	25.776	322	509
WP_002740779.1	lcl|NZ_JAMQPO010000002.1_cds_WP_265351227.1_1721	27.358	106	509
WP_002740721.1	lcl|NZ_JAMQPO010000001.1_cds_WP_265350671.1_1068	29.545	264	330
WP_002740721.1	lcl|NZ_JAMQPO010000001.1_cds_WP_265350875.1_1300	24.460	278	330
WP_002740721.1	lcl|NZ_JAMQPO010000001.1_cds_WP_265350373.1_730	26.812	276	330
WP_002740721.1	lcl|NZ_JAMQPO010000001.1_cds_WP_265350398.1_757	26.300	327	330
WP_002740721.1	lcl|NZ_JAMQPO010000001.1_cds_WP_265350679.1_1076	26.792	265	330
WP_002740721.1	lcl|NZ_JAMQPO010000004.1_cds_WP_265352082.1_2724	25.764	229	330
WP_002740721.1	lcl|NZ_JAMQPO010000001.1_cds_WP_265350736.1_1145	27.647	170	330
WP_002740721.1	lcl|NZ_JAMQPO010000003.1_cds_WP_265351842.1_2437	23.841	302	330
WP_002740721.1	lcl|NZ_JAMQPO010000012.1_cds_WP_265353373.1_286	26.667	180	330
WP_002740721.1	lcl|NZ_JAMQPO010000001.1_cds_WP_265350327.1_676	25.121	207	330
WP_002740721.1	lcl|NZ_JAMQPO010000001.1_cds_WP_265350726.1_1133	29.139	151	330
WP_002740826.1	lcl|NZ_JAMQPO010000004.1_cds_WP_265352096.1_2741	32.021	381	366
WP_002740826.1	lcl|NZ_JAMQPO010000001.1_cds_WP_265350976.1_1005	29.787	376	366
WP_002740826.1	lcl|NZ_JAMQPO010000007.1_cds_WP_265352689.1_3420	28.933	356	366
WP_002740826.1	lcl|NZ_JAMQPO010000010.1_cds_WP_265353155.1_47	22.647	340	366
WP_002740861.1	lcl|NZ_JAMQPO010000004.1_cds_WP_265352096.1_2741	31.250	368	367
WP_002740861.1	lcl|NZ_JAMQPO010000007.1_cds_WP_265352689.1_3420	29.144	374	367
WP_002740861.1	lcl|NZ_JAMQPO010000001.1_cds_WP_265350976.1_1005	28.307	378	367
WP_002740861.1	lcl|NZ_JAMQPO010000010.1_cds_WP_265353155.1_47	26.404	356	367
WP_002740861.1	lcl|NZ_JAMQPO010000005.1_cds_WP_265352439.1_3126	33.019	106	367
WP_002740998.1	lcl|NZ_JAMQPO010000010.1_cds_WP_265353203.1_98	42.798	243	265
WP_032853071.1	lcl|NZ_JAMQPO010000001.1_cds_WP_265350158.1_492	36.129	310	310
WP_032853071.1	lcl|NZ_JAMQPO010000005.1_cds_WP_265352377.1_3053	29.032	310	310
WP_032853071.1	lcl|NZ_JAMQPO010000002.1_cds_WP_265351305.1_1810	21.756	262	310
WP_032853071.1	lcl|NZ_JAMQPO010000001.1_cds_WP_265350158.1_492	36.129	310	310
WP_032853071.1	lcl|NZ_JAMQPO010000005.1_cds_WP_265352377.1_3053	29.032	310	310
WP_032853071.1	lcl|NZ_JAMQPO010000002.1_cds_WP_265351305.1_1810	21.756	262	310
WP_002740917.1	lcl|NZ_JAMQPO010000002.1_cds_WP_265351322.1_1831	31.959	97	221
WP_230456811.1	lcl|NZ_JAMQPO010000008.1_cds_WP_265352964.1_3729	29.439	214	388
WP_230456811.1	lcl|NZ_JAMQPO010000002.1_cds_WP_265351323.1_1832	30.216	139	388
