WP_002725873.1	lcl|NZ_JADDWP010000038.1_cds_WP_000340715.1_2332	93.902	82	106
WP_002733579.1	lcl|NZ_JADDWP010000038.1_cds_WP_000410266.1_2331	92.994	314	314
WP_002733579.1	lcl|NZ_JADDWP010000013.1_cds_WP_000744698.1_357	23.171	328	314
WP_002733579.1	lcl|NZ_JADDWP010000038.1_cds_WP_000646254.1_2328	27.309	249	314
WP_002733579.1	lcl|NZ_JADDWP010000016.1_cds_WP_000723091.1_636	24.221	289	314
WP_002733579.1	lcl|NZ_JADDWP010000038.1_cds_WP_001067557.1_2325	24.540	326	314
WP_002733579.1	lcl|NZ_JADDWP010000313.1_cds_WP_193825806.1_1956	28.431	102	314
WP_026054882.1	lcl|NZ_JADDWP010000038.1_cds_WP_000604525.1_2330	84.932	365	365
WP_002733646.1	lcl|NZ_JADDWP010000038.1_cds_WP_000884059.1_2329	95.676	185	185
WP_002733646.1	lcl|NZ_JADDWP010000007.1_cds_WP_000351733.1_3683	40.714	140	185
WP_002733534.1	lcl|NZ_JADDWP010000038.1_cds_WP_000646254.1_2328	97.872	329	329
WP_002733534.1	lcl|NZ_JADDWP010000013.1_cds_WP_000744698.1_357	32.063	315	329
WP_002733534.1	lcl|NZ_JADDWP010000016.1_cds_WP_000723091.1_636	31.045	335	329
WP_002733534.1	lcl|NZ_JADDWP010000004.1_cds_WP_002072074.1_2957	31.475	305	329
WP_002733534.1	lcl|NZ_JADDWP010000011.1_cds_WP_000649924.1_177	30.183	328	329
WP_002733534.1	lcl|NZ_JADDWP010000004.1_cds_WP_000709508.1_2947	28.615	325	329
WP_002733534.1	lcl|NZ_JADDWP010000038.1_cds_WP_001067557.1_2325	28.990	307	329
WP_002733534.1	lcl|NZ_JADDWP010000004.1_cds_WP_000688696.1_2978	29.682	283	329
WP_002733534.1	lcl|NZ_JADDWP010000028.1_cds_WP_000475901.1_1630	27.007	274	329
WP_002733534.1	lcl|NZ_JADDWP010000038.1_cds_WP_000410266.1_2331	24.765	319	329
WP_002733534.1	lcl|NZ_JADDWP010000313.1_cds_WP_193825806.1_1956	32.075	106	329
WP_002733534.1	lcl|NZ_JADDWP010000005.1_cds_WP_001074779.1_3270	29.057	265	329
WP_002733534.1	lcl|NZ_JADDWP010000003.1_cds_WP_001003560.1_2455	26.378	254	329
WP_002733534.1	lcl|NZ_JADDWP010000028.1_cds_WP_000378097.1_1596	24.419	172	329
WP_002733627.1	lcl|NZ_JADDWP010000038.1_cds_WP_000774259.1_2327	92.884	267	267
WP_002733627.1	lcl|NZ_JADDWP010000016.1_cds_WP_000842260.1_635	27.895	190	267
WP_002733627.1	lcl|NZ_JADDWP010000004.1_cds_WP_000667727.1_3000	31.818	110	267
WP_002733627.1	lcl|NZ_JADDWP010000032.1_cds_WP_000805357.1_2019	27.660	188	267
WP_002740779.1	lcl|NZ_JADDWP010000038.1_cds_WP_002072162.1_2326	97.053	509	509
WP_002740779.1	lcl|NZ_JADDWP010000005.1_cds_WP_000291581.1_3342	26.852	324	509
WP_002740779.1	lcl|NZ_JADDWP010000005.1_cds_WP_000364504.1_3341	31.111	90	509
WP_002740779.1	lcl|NZ_JADDWP010000038.1_cds_WP_002072162.1_2326	97.053	509	509
WP_002740779.1	lcl|NZ_JADDWP010000005.1_cds_WP_000291581.1_3342	26.852	324	509
WP_002740779.1	lcl|NZ_JADDWP010000005.1_cds_WP_000364504.1_3341	31.111	90	509
WP_002740721.1	lcl|NZ_JADDWP010000038.1_cds_WP_001067557.1_2325	95.455	330	330
WP_002740721.1	lcl|NZ_JADDWP010000038.1_cds_WP_000646254.1_2328	28.990	307	330
WP_002740721.1	lcl|NZ_JADDWP010000004.1_cds_WP_002072074.1_2957	24.632	272	330
WP_002740721.1	lcl|NZ_JADDWP010000013.1_cds_WP_000744698.1_357	26.899	316	330
WP_002740721.1	lcl|NZ_JADDWP010000016.1_cds_WP_000723091.1_636	24.324	333	330
WP_002740721.1	lcl|NZ_JADDWP010000003.1_cds_WP_001003560.1_2455	27.490	251	330
WP_002740721.1	lcl|NZ_JADDWP010000011.1_cds_WP_000649924.1_177	29.249	253	330
WP_002740721.1	lcl|NZ_JADDWP010000004.1_cds_WP_000688696.1_2978	25.571	219	330
WP_002740826.1	lcl|NZ_JADDWP010000038.1_cds_WP_001198107.1_2324	95.628	366	366
WP_002740826.1	lcl|NZ_JADDWP010000038.1_cds_WP_000608294.1_2323	39.726	365	366
WP_002740826.1	lcl|NZ_JADDWP010000028.1_cds_WP_000575181.1_1641	33.705	359	366
WP_002740826.1	lcl|NZ_JADDWP010000004.1_cds_WP_001281953.1_2994	28.232	379	366
WP_002740826.1	lcl|NZ_JADDWP010000028.1_cds_WP_000172659.1_1597	31.937	382	366
WP_002740826.1	lcl|NZ_JADDWP010000038.1_cds_WP_000228801.1_2307	32.544	338	366
WP_002740826.1	lcl|NZ_JADDWP010000055.1_cds_WP_000538754.1_3132	30.084	359	366
WP_002740826.1	lcl|NZ_JADDWP010000022.1_cds_WP_001982414.1_1235	31.579	190	366
WP_002740861.1	lcl|NZ_JADDWP010000038.1_cds_WP_000608294.1_2323	95.640	367	367
WP_002740861.1	lcl|NZ_JADDWP010000038.1_cds_WP_001198107.1_2324	39.452	365	367
WP_002740861.1	lcl|NZ_JADDWP010000028.1_cds_WP_000575181.1_1641	36.043	369	367
WP_002740861.1	lcl|NZ_JADDWP010000028.1_cds_WP_000172659.1_1597	32.240	366	367
WP_002740861.1	lcl|NZ_JADDWP010000055.1_cds_WP_000538754.1_3132	31.383	376	367
WP_002740861.1	lcl|NZ_JADDWP010000038.1_cds_WP_000228801.1_2307	33.787	367	367
WP_002740861.1	lcl|NZ_JADDWP010000004.1_cds_WP_001281953.1_2994	30.159	378	367
WP_002740861.1	lcl|NZ_JADDWP010000022.1_cds_WP_001982414.1_1235	24.581	358	367
WP_002740729.1	lcl|NZ_JADDWP010000038.1_cds_WP_000689740.1_2322	92.096	544	544
WP_002740729.1	lcl|NZ_JADDWP010000038.1_cds_WP_000689740.1_2322	92.096	544	544
WP_002740998.1	lcl|NZ_JADDWP010000038.1_cds_WP_000342716.1_2321	94.717	265	265
WP_002740998.1	lcl|NZ_JADDWP010000026.1_cds_WP_001002662.1_1506	46.091	243	265
WP_032853071.1	lcl|NZ_JADDWP010000038.1_cds_WP_001246619.1_2320	93.871	310	310
WP_032853071.1	lcl|NZ_JADDWP010000035.1_cds_WP_000501205.1_2170	36.513	304	310
WP_032853071.1	lcl|NZ_JADDWP010000017.1_cds_WP_001183721.1_687	26.471	306	310
WP_032853071.1	lcl|NZ_JADDWP010000002.1_cds_WP_000279896.1_1769	22.901	262	310
WP_032853071.1	lcl|NZ_JADDWP010000038.1_cds_WP_001246619.1_2320	93.871	310	310
WP_032853071.1	lcl|NZ_JADDWP010000035.1_cds_WP_000501205.1_2170	36.513	304	310
WP_032853071.1	lcl|NZ_JADDWP010000017.1_cds_WP_001183721.1_687	26.471	306	310
WP_032853071.1	lcl|NZ_JADDWP010000002.1_cds_WP_000279896.1_1769	22.901	262	310
WP_002740848.1	lcl|NZ_JADDWP010000038.1_cds_WP_000479980.1_2319	93.561	264	264
WP_032853450.1	lcl|NZ_JADDWP010000038.1_cds_WP_000715958.1_2318	95.349	129	130
WP_004777167.1	lcl|NZ_JADDWP010000038.1_cds_WP_001088861.1_2317	98.611	144	144
WP_004777167.1	lcl|NZ_JADDWP010000391.1_cds_WP_228003882.1_2341	100.000	99	144
WP_002740917.1	lcl|NZ_JADDWP010000038.1_cds_WP_000517242.1_2316	95.475	221	221
WP_002740917.1	lcl|NZ_JADDWP010000013.1_cds_WP_001082181.1_328	29.487	78	221
WP_002740917.1	lcl|NZ_JADDWP010000037.1_cds_WP_001069832.1_2283	28.440	109	221
WP_002740692.1	lcl|NZ_JADDWP010000028.1_cds_WP_000378097.1_1596	26.207	290	283
WP_230456811.1	lcl|NZ_JADDWP010000013.1_cds_WP_001082181.1_328	30.588	170	388
WP_230456811.1	lcl|NZ_JADDWP010000028.1_cds_WP_002097509.1_1619	29.388	245	388
WP_230456811.1	lcl|NZ_JADDWP010000037.1_cds_WP_000347675.1_2282	32.168	143	388
WP_230456811.1	lcl|NZ_JADDWP010000038.1_cds_WP_001046777.1_2310	26.857	175	388
WP_230456811.1	lcl|NZ_JADDWP010000048.1_cds_WP_000402849.1_2795	26.531	147	388
WP_230456811.1	lcl|NZ_JADDWP010000028.1_cds_WP_001217660.1_1626	28.800	125	388
WP_230456811.1	lcl|NZ_JADDWP010000006.1_cds_WP_000283290.1_3533	22.353	170	388
WP_002740804.1	lcl|NZ_JADDWP010000090.1_cds_WP_002072243.1_3890	31.118	331	411
WP_002740804.1	lcl|NZ_JADDWP010000038.1_cds_WP_001009616.1_2303	27.626	257	411
WP_002740724.1	lcl|NZ_JADDWP010000175.1_cds_IQA88_RS18935_645	100.000	135	596
WP_002740724.1	lcl|NZ_JADDWP010000031.1_cds_WP_000172209.1_1979	31.299	508	596
WP_002740724.1	lcl|NZ_JADDWP010000029.1_cds_WP_000667646.1_1680	35.154	421	596
WP_002740724.1	lcl|NZ_JADDWP010000051.1_cds_WP_000828456.1_3046	41.202	233	596
WP_002740724.1	lcl|NZ_JADDWP010000028.1_cds_WP_002072224.1_1595	29.250	400	596
WP_002740724.1	lcl|NZ_JADDWP010000003.1_cds_WP_001052496.1_2434	31.933	238	596
WP_002740724.1	lcl|NZ_JADDWP010000040.1_cds_WP_000536753.1_2577	32.536	209	596
WP_002740724.1	lcl|NZ_JADDWP010000023.1_cds_WP_001161019.1_1294	28.270	237	596
WP_002740724.1	lcl|NZ_JADDWP010000019.1_cds_WP_000510770.1_848	30.043	233	596
WP_002740724.1	lcl|NZ_JADDWP010000031.1_cds_WP_002071818.1_1993	27.530	247	596
