WP_002725873.1	lcl|NZ_JADDVE010000005.1_cds_WP_002725873.1_2799	100.000	106	106
WP_002733579.1	lcl|NZ_JADDVE010000005.1_cds_WP_002733579.1_2798	100.000	314	314
WP_002733579.1	lcl|NZ_JADDVE010000018.1_cds_WP_002722638.1_706	24.615	325	314
WP_002733579.1	lcl|NZ_JADDVE010000005.1_cds_WP_002733534.1_2795	26.908	249	314
WP_002733579.1	lcl|NZ_JADDVE010000005.1_cds_WP_002740024.1_2704	23.132	281	314
WP_002733579.1	lcl|NZ_JADDVE010000006.1_cds_IQA72_RS03900_3053	25.649	308	314
WP_002733579.1	lcl|NZ_JADDVE010000014.1_cds_WP_002743770.1_451	20.809	173	314
WP_002733579.1	lcl|NZ_JADDVE010000005.1_cds_WP_016749081.1_2766	24.503	151	314
WP_002733579.1	lcl|NZ_JADDVE010000005.1_cds_IQA72_RS03310_2792	24.848	330	314
WP_026054882.1	lcl|NZ_JADDVE010000005.1_cds_WP_026054882.1_2797	99.726	365	365
WP_002733646.1	lcl|NZ_JADDVE010000005.1_cds_WP_002733646.1_2796	100.000	185	185
WP_002733646.1	lcl|NZ_JADDVE010000003.1_cds_WP_002721790.1_2088	36.364	154	185
WP_002733534.1	lcl|NZ_JADDVE010000005.1_cds_WP_002733534.1_2795	100.000	329	329
WP_002733534.1	lcl|NZ_JADDVE010000018.1_cds_WP_002722638.1_706	29.841	315	329
WP_002733534.1	lcl|NZ_JADDVE010000005.1_cds_WP_002740024.1_2704	31.045	335	329
WP_002733534.1	lcl|NZ_JADDVE010000006.1_cds_IQA72_RS03900_3053	31.494	308	329
WP_002733534.1	lcl|NZ_JADDVE010000014.1_cds_WP_002743770.1_451	27.273	341	329
WP_002733534.1	lcl|NZ_JADDVE010000005.1_cds_WP_002733638.1_2758	27.647	340	329
WP_002733534.1	lcl|NZ_JADDVE010000006.1_cds_WP_002728316.1_3050	27.576	330	329
WP_002733534.1	lcl|NZ_JADDVE010000076.1_cds_WP_002741146.1_3109	28.846	312	329
