WP_002725873.1	lcl|NZ_LSSS01000031.1_cds_WP_004753574.1_1293	91.463	82	106
WP_002733579.1	lcl|NZ_LSSS01000031.1_cds_WP_020765346.1_1292	93.312	314	314
WP_002733579.1	lcl|NZ_LSSS01000031.1_cds_WP_020765358.1_1289	27.309	249	314
WP_002733579.1	lcl|NZ_LSSS01000041.1_cds_WP_004753565.1_1953	23.171	328	314
WP_002733579.1	lcl|NZ_LSSS01000031.1_cds_WP_020765339.1_1262	22.909	275	314
WP_002733579.1	lcl|NZ_LSSS01000001.1_cds_WP_020766826.1_82	22.776	281	314
WP_002733579.1	lcl|NZ_LSSS01000031.1_cds_WP_004762989.1_1286	25.152	330	314
WP_026054882.1	lcl|NZ_LSSS01000031.1_cds_WP_020778491.1_1291	87.123	365	365
WP_002733646.1	lcl|NZ_LSSS01000031.1_cds_WP_004766667.1_1290	96.757	185	185
WP_002733646.1	lcl|NZ_LSSS01000107.1_cds_WP_004752075.1_3653	41.429	140	185
WP_002733534.1	lcl|NZ_LSSS01000031.1_cds_WP_020765358.1_1289	97.568	329	329
WP_002733534.1	lcl|NZ_LSSS01000041.1_cds_WP_004753565.1_1953	31.429	315	329
WP_002733534.1	lcl|NZ_LSSS01000031.1_cds_WP_020765339.1_1262	30.721	319	329
WP_002733534.1	lcl|NZ_LSSS01000001.1_cds_WP_020766826.1_82	30.746	335	329
WP_002733534.1	lcl|NZ_LSSS01000042.1_cds_WP_004766600.1_2067	32.143	308	329
WP_002733534.1	lcl|NZ_LSSS01000030.1_cds_WP_020766960.1_1186	30.816	331	329
WP_002733534.1	lcl|NZ_LSSS01000042.1_cds_WP_004751412.1_2055	29.231	325	329
WP_002733534.1	lcl|NZ_LSSS01000030.1_cds_WP_020765851.1_1047	29.603	277	329
WP_002733534.1	lcl|NZ_LSSS01000031.1_cds_WP_004762989.1_1286	29.316	307	329
WP_002733534.1	lcl|NZ_LSSS01000001.1_cds_WP_020766871.1_107	23.881	268	329
WP_002733534.1	lcl|NZ_LSSS01000001.1_cds_WP_002733698.1_99	26.277	274	329
WP_002733534.1	lcl|NZ_LSSS01000031.1_cds_WP_020765346.1_1292	25.746	268	329
WP_002733534.1	lcl|NZ_LSSS01000052.1_cds_WP_016750792.1_2451	29.213	267	329
WP_002733534.1	lcl|NZ_LSSS01000041.1_cds_WP_020765261.1_1824	30.000	180	329
WP_002733534.1	lcl|NZ_LSSS01000012.1_cds_WP_004766563.1_202	25.573	262	329
WP_002733534.1	lcl|NZ_LSSS01000001.1_cds_WP_020766840.1_109	26.935	323	329
WP_002733534.1	lcl|NZ_LSSS01000067.1_cds_WP_020765537.1_2967	27.309	249	329
WP_002733627.1	lcl|NZ_LSSS01000031.1_cds_WP_004762941.1_1288	97.378	267	267
WP_002733627.1	lcl|NZ_LSSS01000031.1_cds_WP_000800438.1_1257	28.492	179	267
WP_002733627.1	lcl|NZ_LSSS01000001.1_cds_WP_020766834.1_110	27.670	206	267
WP_002733627.1	lcl|NZ_LSSS01000001.1_cds_WP_020766865.1_81	27.513	189	267
WP_002733627.1	lcl|NZ_LSSS01000030.1_cds_WP_020778860.1_1025	28.342	187	267
WP_002733627.1	lcl|NZ_LSSS01000027.1_cds_WP_004758210.1_766	27.660	188	267
WP_002740779.1	lcl|NZ_LSSS01000031.1_cds_WP_016753424.1_1287	99.607	509	509
WP_002740779.1	lcl|NZ_LSSS01000052.1_cds_WP_004751764.1_2379	25.758	330	509
