WP_002725873.1	lcl|NZ_JQPT01000060.1_cds_WP_000340715.1_1405	93.902	82	106
WP_002733579.1	lcl|NZ_JQPT01000060.1_cds_WP_000712241.1_1404	92.994	314	314
WP_002733579.1	lcl|NZ_JQPT01000060.1_cds_WP_000646253.1_1401	27.711	249	314
WP_002733579.1	lcl|NZ_JQPT01000012.1_cds_WP_000744700.1_220	23.171	328	314
WP_002733579.1	lcl|NZ_JQPT01000060.1_cds_WP_000600891.1_1376	22.909	275	314
WP_002733579.1	lcl|NZ_JQPT01000060.1_cds_WP_000723090.1_1314	23.875	289	314
WP_002733579.1	lcl|NZ_JQPT01000060.1_cds_WP_001067556.1_1398	24.540	326	314
WP_026054882.1	lcl|NZ_JQPT01000060.1_cds_WP_000604524.1_1403	85.479	365	365
WP_002733646.1	lcl|NZ_JQPT01000060.1_cds_WP_000884059.1_1402	95.676	185	185
WP_002733646.1	lcl|NZ_JQPT01000172.1_cds_WP_000351733.1_3193	40.714	140	185
WP_002733534.1	lcl|NZ_JQPT01000060.1_cds_WP_000646253.1_1401	98.176	329	329
WP_002733534.1	lcl|NZ_JQPT01000012.1_cds_WP_000744700.1_220	32.063	315	329
WP_002733534.1	lcl|NZ_JQPT01000060.1_cds_WP_000600891.1_1376	31.988	322	329
WP_002733534.1	lcl|NZ_JQPT01000060.1_cds_WP_000723090.1_1314	30.746	335	329
WP_002733534.1	lcl|NZ_JQPT01000087.1_cds_WP_001984071.1_1947	31.803	305	329
WP_002733534.1	lcl|NZ_JQPT01000017.1_cds_WP_000649925.1_345	30.183	328	329
WP_002733534.1	lcl|NZ_JQPT01000254.1_cds_WP_000709513.1_3874	29.129	333	329
WP_002733534.1	lcl|NZ_JQPT01000060.1_cds_WP_061234286.1_1340	25.091	275	329
WP_002733534.1	lcl|NZ_JQPT01000060.1_cds_WP_001067556.1_1398	28.990	307	329
WP_002733534.1	lcl|NZ_JQPT01000087.1_cds_WP_000688695.1_1967	29.682	283	329
WP_002733534.1	lcl|NZ_JQPT01000060.1_cds_WP_000475904.1_1331	27.007	274	329
WP_002733534.1	lcl|NZ_JQPT01000060.1_cds_WP_000712241.1_1404	24.765	319	329
WP_002733534.1	lcl|NZ_JQPT01000080.1_cds_WP_001074779.1_1794	29.057	265	329
WP_002733534.1	lcl|NZ_JQPT01000132.1_cds_WP_001003557.1_2723	26.772	254	329
WP_002733534.1	lcl|NZ_JQPT01000060.1_cds_WP_000487319.1_1342	27.160	324	329
WP_002733627.1	lcl|NZ_JQPT01000060.1_cds_WP_061251935.1_1400	92.884	267	267
WP_002733627.1	lcl|NZ_JQPT01000060.1_cds_WP_000859505.1_1343	28.155	206	267
WP_002733627.1	lcl|NZ_JQPT01000060.1_cds_WP_000800438.1_1371	28.492	179	267
WP_002733627.1	lcl|NZ_JQPT01000060.1_cds_WP_000842260.1_1313	27.895	190	267
WP_002733627.1	lcl|NZ_JQPT01000198.1_cds_WP_000667727.1_3484	31.818	110	267
WP_002733627.1	lcl|NZ_JQPT01000065.1_cds_WP_000805357.1_1495	27.660	188	267
WP_002740779.1	lcl|NZ_JQPT01000060.1_cds_WP_061251934.1_1399	96.464	509	509
WP_002740779.1	lcl|NZ_JQPT01000034.1_cds_WP_000291581.1_745	26.852	324	509
WP_002740779.1	lcl|NZ_JQPT01000034.1_cds_WP_000364504.1_744	31.111	90	509
WP_002740779.1	lcl|NZ_JQPT01000060.1_cds_WP_061251934.1_1399	96.464	509	509
WP_002740779.1	lcl|NZ_JQPT01000034.1_cds_WP_000291581.1_745	26.852	324	509
WP_002740779.1	lcl|NZ_JQPT01000034.1_cds_WP_000364504.1_744	31.111	90	509
WP_002740721.1	lcl|NZ_JQPT01000060.1_cds_WP_001067556.1_1398	95.152	330	330
WP_002740721.1	lcl|NZ_JQPT01000060.1_cds_WP_000646253.1_1401	28.664	307	330
WP_002740721.1	lcl|NZ_JQPT01000060.1_cds_WP_000600891.1_1376	27.444	266	330
WP_002740721.1	lcl|NZ_JQPT01000087.1_cds_WP_001984071.1_1947	24.265	272	330
WP_002740721.1	lcl|NZ_JQPT01000012.1_cds_WP_000744700.1_220	26.582	316	330
WP_002740721.1	lcl|NZ_JQPT01000060.1_cds_WP_000723090.1_1314	24.625	333	330
WP_002740721.1	lcl|NZ_JQPT01000132.1_cds_WP_001003557.1_2723	27.888	251	330
WP_002740721.1	lcl|NZ_JQPT01000017.1_cds_WP_000649925.1_345	29.249	253	330
WP_002740721.1	lcl|NZ_JQPT01000087.1_cds_WP_000688695.1_1967	25.571	219	330
WP_002740721.1	lcl|NZ_JQPT01000060.1_cds_WP_000487319.1_1342	27.208	283	330
WP_002740721.1	lcl|NZ_JQPT01000060.1_cds_WP_061234286.1_1340	25.926	270	330
WP_002740826.1	lcl|NZ_JQPT01000060.1_cds_WP_000575178.1_1320	34.262	359	366
WP_002740826.1	lcl|NZ_JQPT01000087.1_cds_WP_001281953.1_1984	28.232	379	366
WP_002740826.1	lcl|NZ_JQPT01000060.1_cds_WP_000346036.1_1368	28.090	356	366
WP_002740826.1	lcl|NZ_JQPT01000073.1_cds_WP_000538749.1_1664	30.084	359	366
WP_002740826.1	lcl|NZ_JQPT01000060.1_cds_WP_061234275.1_1375	26.667	345	366
WP_002740826.1	lcl|NZ_JQPT01000078.1_cds_WP_001982414.1_1734	31.579	190	366
WP_002740861.1	lcl|NZ_JQPT01000060.1_cds_WP_000575178.1_1320	36.314	369	367
WP_002740861.1	lcl|NZ_JQPT01000073.1_cds_WP_000538749.1_1664	31.383	376	367
WP_002740861.1	lcl|NZ_JQPT01000087.1_cds_WP_001281953.1_1984	30.159	378	367
WP_002740861.1	lcl|NZ_JQPT01000060.1_cds_WP_000346036.1_1368	24.665	373	367
WP_002740861.1	lcl|NZ_JQPT01000060.1_cds_WP_061234275.1_1375	26.404	356	367
WP_002740861.1	lcl|NZ_JQPT01000078.1_cds_WP_001982414.1_1734	24.581	358	367
WP_002740729.1	lcl|NZ_JQPT01000060.1_cds_WP_000776640.1_1397	38.278	546	544
WP_002740729.1	lcl|NZ_JQPT01000060.1_cds_WP_000776640.1_1397	38.278	546	544
WP_002740998.1	lcl|NZ_JQPT01000060.1_cds_WP_061270449.1_1396	67.045	264	265
WP_002740998.1	lcl|NZ_JQPT01000085.1_cds_WP_001002663.1_1921	46.091	243	265
WP_032853071.1	lcl|NZ_JQPT01000060.1_cds_WP_061270452.1_1395	88.387	310	310
WP_032853071.1	lcl|NZ_JQPT01000126.1_cds_WP_000501205.1_2628	36.513	304	310
WP_032853071.1	lcl|NZ_JQPT01000153.1_cds_WP_001183721.1_2977	26.471	306	310
WP_032853071.1	lcl|NZ_JQPT01000051.1_cds_WP_000279894.1_1180	23.282	262	310
WP_032853071.1	lcl|NZ_JQPT01000060.1_cds_WP_061270452.1_1395	88.387	310	310
WP_032853071.1	lcl|NZ_JQPT01000126.1_cds_WP_000501205.1_2628	36.513	304	310
WP_032853071.1	lcl|NZ_JQPT01000153.1_cds_WP_001183721.1_2977	26.471	306	310
WP_032853071.1	lcl|NZ_JQPT01000051.1_cds_WP_000279894.1_1180	23.282	262	310
WP_002740848.1	lcl|NZ_JQPT01000060.1_cds_WP_000479982.1_1394	93.182	264	264
WP_032853450.1	lcl|NZ_JQPT01000060.1_cds_WP_000715956.1_1393	95.349	129	130
WP_004777167.1	lcl|NZ_JQPT01000060.1_cds_WP_001088861.1_1392	98.611	144	144
WP_002740917.1	lcl|NZ_JQPT01000060.1_cds_WP_000517242.1_1391	95.475	221	221
WP_002740917.1	lcl|NZ_JQPT01000012.1_cds_WP_001082180.1_249	29.487	78	221
WP_002740917.1	lcl|NZ_JQPT01000060.1_cds_WP_001206409.1_1380	30.097	103	221
WP_002740917.1	lcl|NZ_JQPT01000160.1_cds_WP_001069832.1_3059	28.440	109	221
WP_002740692.1	lcl|NZ_JQPT01000060.1_cds_WP_000721882.1_1389	82.624	282	283
WP_002740692.1	lcl|NZ_JQPT01000060.1_cds_WP_061234286.1_1340	27.152	151	283
WP_230456811.1	lcl|NZ_JQPT01000060.1_cds_WP_232422862.1_1388	87.113	388	388
WP_230456811.1	lcl|NZ_JQPT01000012.1_cds_WP_001082180.1_249	30.588	170	388
WP_230456811.1	lcl|NZ_JQPT01000160.1_cds_WP_000347685.1_3060	32.168	143	388
WP_230456811.1	lcl|NZ_JQPT01000060.1_cds_WP_020784358.1_1364	34.746	118	388
WP_230456811.1	lcl|NZ_JQPT01000060.1_cds_WP_082269897.1_1352	24.521	261	388
WP_230456811.1	lcl|NZ_JQPT01000060.1_cds_WP_001206409.1_1380	30.201	149	388
WP_230456811.1	lcl|NZ_JQPT01000096.1_cds_WP_061234349.1_2160	27.891	147	388
WP_230456811.1	lcl|NZ_JQPT01000020.1_cds_WP_000283289.1_397	22.353	170	388
