WP_002725873.1	lcl|NZ_BOPY01000005.1_cds_WP_002733653.1_1345	99.057	106	106
WP_002733579.1	lcl|NZ_BOPY01000005.1_cds_WP_002733579.1_1344	100.000	314	314
WP_002733579.1	lcl|NZ_BOPY01000001.1_cds_WP_002722638.1_68	24.615	325	314
WP_002733579.1	lcl|NZ_BOPY01000005.1_cds_WP_002733534.1_1341	26.908	249	314
WP_002733579.1	lcl|NZ_BOPY01000005.1_cds_WP_002727919.1_1250	23.132	281	314
WP_002733579.1	lcl|NZ_BOPY01000002.1_cds_WP_002728309.1_446	25.723	311	314
WP_002733579.1	lcl|NZ_BOPY01000004.1_cds_WP_002729504.1_958	20.809	173	314
WP_002733579.1	lcl|NZ_BOPY01000005.1_cds_WP_016749081.1_1317	24.503	151	314
WP_026054882.1	lcl|NZ_BOPY01000005.1_cds_WP_026054882.1_1343	99.726	365	365
WP_002733646.1	lcl|NZ_BOPY01000005.1_cds_WP_002733646.1_1342	100.000	185	185
WP_002733646.1	lcl|NZ_BOPY01000003.1_cds_WP_002721790.1_836	36.364	154	185
WP_002733534.1	lcl|NZ_BOPY01000005.1_cds_WP_002733534.1_1341	100.000	329	329
WP_002733534.1	lcl|NZ_BOPY01000001.1_cds_WP_002722638.1_68	29.841	315	329
WP_002733534.1	lcl|NZ_BOPY01000005.1_cds_WP_002727919.1_1250	30.448	335	329
WP_002733534.1	lcl|NZ_BOPY01000002.1_cds_WP_002728309.1_446	31.190	311	329
WP_002733534.1	lcl|NZ_BOPY01000004.1_cds_WP_002729504.1_958	27.273	341	329
WP_002733534.1	lcl|NZ_BOPY01000005.1_cds_WP_002733638.1_1309	27.647	340	329
WP_002733534.1	lcl|NZ_BOPY01000002.1_cds_WP_002735602.1_449	27.576	330	329
WP_002733534.1	lcl|NZ_BOPY01000001.1_cds_WP_002732362.1_194	28.846	312	329
WP_002733534.1	lcl|NZ_BOPY01000005.1_cds_WP_002733546.1_1275	25.000	268	329
WP_002733534.1	lcl|NZ_BOPY01000005.1_cds_WP_016749079.1_1338	28.990	307	329
WP_002733534.1	lcl|NZ_BOPY01000001.1_cds_WP_002732331.1_283	27.636	275	329
WP_002733534.1	lcl|NZ_BOPY01000005.1_cds_WP_002744551.1_1315	28.339	307	329
WP_002733534.1	lcl|NZ_BOPY01000005.1_cds_WP_002733579.1_1344	26.908	249	329
WP_002733534.1	lcl|NZ_BOPY01000005.1_cds_WP_016749081.1_1317	23.659	317	329
WP_002733534.1	lcl|NZ_BOPY01000005.1_cds_WP_002733698.1_1267	26.277	274	329
WP_002733534.1	lcl|NZ_BOPY01000006.1_cds_WP_002728462.1_1540	26.592	267	329
WP_002733534.1	lcl|NZ_BOPY01000031.1_cds_WP_002732574.1_3255	25.076	331	329
WP_002733534.1	lcl|NZ_BOPY01000018.1_cds_WP_002728696.1_2781	26.908	249	329
WP_002733534.1	lcl|NZ_BOPY01000005.1_cds_WP_002733757.1_1277	30.994	171	329
WP_002733627.1	lcl|NZ_BOPY01000005.1_cds_WP_002733627.1_1340	99.625	267	267
WP_002733627.1	lcl|NZ_BOPY01000005.1_cds_WP_002733554.1_1278	26.699	206	267
WP_002733627.1	lcl|NZ_BOPY01000005.1_cds_WP_002733775.1_1304	27.933	179	267
WP_002733627.1	lcl|NZ_BOPY01000005.1_cds_WP_002727921.1_1249	27.513	189	267
WP_002733627.1	lcl|NZ_BOPY01000002.1_cds_WP_002729040.1_627	33.636	110	267
WP_002733627.1	lcl|NZ_BOPY01000004.1_cds_WP_002766579.1_1148	36.047	86	267
WP_002733627.1	lcl|NZ_BOPY01000004.1_cds_WP_002729513.1_957	26.344	186	267
WP_002740779.1	lcl|NZ_BOPY01000005.1_cds_WP_002738292.1_1339	99.804	509	509
WP_002740779.1	lcl|NZ_BOPY01000006.1_cds_WP_002728536.1_1467	28.223	287	509
WP_002740779.1	lcl|NZ_BOPY01000006.1_cds_WP_002728534.1_1468	31.111	90	509
WP_002740779.1	lcl|NZ_BOPY01000005.1_cds_WP_002738292.1_1339	99.804	509	509
WP_002740779.1	lcl|NZ_BOPY01000006.1_cds_WP_002728536.1_1467	28.223	287	509
