WP_002725873.1	lcl|NZ_AOVT01000122.1_cds_WP_000340715.1_2575	93.902	82	106
WP_002733579.1	lcl|NZ_AOVT01000122.1_cds_WP_000410273.1_2574	92.994	314	314
WP_002733579.1	lcl|NZ_AOVT01000122.1_cds_WP_000093099.1_2554	58.730	63	314
WP_002733579.1	lcl|NZ_AOVT01000122.1_cds_WP_000646250.1_2571	27.711	249	314
WP_002733579.1	lcl|NZ_AOVT01000131.1_cds_WP_000744700.1_2955	23.171	328	314
WP_002733579.1	lcl|NZ_AOVT01000122.1_cds_WP_000600889.1_2545	22.909	275	314
WP_002733579.1	lcl|NZ_AOVT01000120.1_cds_WP_000723090.1_2481	23.875	289	314
WP_002733579.1	lcl|NZ_AOVT01000122.1_cds_WP_001067557.1_2568	24.540	326	314
WP_026054882.1	lcl|NZ_AOVT01000122.1_cds_WP_000604524.1_2573	85.479	365	365
WP_002733646.1	lcl|NZ_AOVT01000122.1_cds_WP_000884059.1_2572	95.676	185	185
WP_002733646.1	lcl|NZ_AOVT01000061.1_cds_WP_000351733.1_891	40.714	140	185
WP_002733534.1	lcl|NZ_AOVT01000122.1_cds_WP_000646250.1_2571	97.872	329	329
WP_002733534.1	lcl|NZ_AOVT01000131.1_cds_WP_000744700.1_2955	32.063	315	329
WP_002733534.1	lcl|NZ_AOVT01000120.1_cds_WP_000723090.1_2481	30.746	335	329
WP_002733534.1	lcl|NZ_AOVT01000122.1_cds_WP_000600889.1_2545	31.677	322	329
WP_002733534.1	lcl|NZ_AOVT01000073.1_cds_WP_001984071.1_1262	31.803	305	329
WP_002733534.1	lcl|NZ_AOVT01000080.1_cds_WP_000649925.1_1413	30.183	328	329
WP_002733534.1	lcl|NZ_AOVT01000003.1_cds_WP_000709511.1_10	28.923	325	329
WP_002733534.1	lcl|NZ_AOVT01000122.1_cds_WP_000601375.1_2518	24.727	275	329
WP_002733534.1	lcl|NZ_AOVT01000122.1_cds_WP_001067557.1_2568	28.990	307	329
WP_002733534.1	lcl|NZ_AOVT01000073.1_cds_WP_000688695.1_1282	29.682	283	329
WP_002733534.1	lcl|NZ_AOVT01000122.1_cds_WP_000475904.1_2509	27.007	274	329
WP_002733534.1	lcl|NZ_AOVT01000122.1_cds_WP_000410273.1_2574	25.078	319	329
WP_002733534.1	lcl|NZ_AOVT01000069.1_cds_WP_001074785.1_1122	29.434	265	329
WP_002733534.1	lcl|NZ_AOVT01000088.1_cds_WP_001003555.1_1698	26.772	254	329
WP_002733534.1	lcl|NZ_AOVT01000122.1_cds_WP_000487322.1_2520	26.852	324	329
WP_002733627.1	lcl|NZ_AOVT01000122.1_cds_WP_000774262.1_2570	92.884	267	267
WP_002733627.1	lcl|NZ_AOVT01000122.1_cds_WP_000859505.1_2521	28.155	206	267
WP_002733627.1	lcl|NZ_AOVT01000122.1_cds_WP_000800438.1_2540	28.492	179	267
WP_002733627.1	lcl|NZ_AOVT01000120.1_cds_WP_000842260.1_2480	27.895	190	267
WP_002733627.1	lcl|NZ_AOVT01000027.1_cds_WP_000667727.1_361	31.818	110	267
WP_002733627.1	lcl|NZ_AOVT01000144.1_cds_WP_000805357.1_3397	27.660	188	267
WP_002740779.1	lcl|NZ_AOVT01000122.1_cds_WP_000612797.1_2569	96.071	509	509
WP_002740779.1	lcl|NZ_AOVT01000109.1_cds_WP_000291591.1_2161	26.852	324	509
WP_002740779.1	lcl|NZ_AOVT01000109.1_cds_WP_000364507.1_2162	31.111	90	509
WP_002740779.1	lcl|NZ_AOVT01000122.1_cds_WP_000612797.1_2569	96.071	509	509
WP_002740779.1	lcl|NZ_AOVT01000109.1_cds_WP_000291591.1_2161	26.852	324	509
WP_002740779.1	lcl|NZ_AOVT01000109.1_cds_WP_000364507.1_2162	31.111	90	509
WP_002740721.1	lcl|NZ_AOVT01000122.1_cds_WP_001067557.1_2568	95.455	330	330
WP_002740721.1	lcl|NZ_AOVT01000122.1_cds_WP_000646250.1_2571	28.664	307	330
WP_002740721.1	lcl|NZ_AOVT01000122.1_cds_WP_000600889.1_2545	27.068	266	330
WP_002740721.1	lcl|NZ_AOVT01000073.1_cds_WP_001984071.1_1262	24.265	272	330
WP_002740721.1	lcl|NZ_AOVT01000131.1_cds_WP_000744700.1_2955	26.582	316	330
WP_002740721.1	lcl|NZ_AOVT01000120.1_cds_WP_000723090.1_2481	24.625	333	330
WP_002740721.1	lcl|NZ_AOVT01000088.1_cds_WP_001003555.1_1698	27.888	251	330
WP_002740721.1	lcl|NZ_AOVT01000080.1_cds_WP_000649925.1_1413	29.249	253	330
WP_002740721.1	lcl|NZ_AOVT01000073.1_cds_WP_000688695.1_1282	25.571	219	330
WP_002740721.1	lcl|NZ_AOVT01000122.1_cds_WP_000487322.1_2520	27.208	283	330
WP_002740721.1	lcl|NZ_AOVT01000122.1_cds_WP_000601375.1_2518	26.374	273	330
WP_002740826.1	lcl|NZ_AOVT01000122.1_cds_WP_001198107.1_2567	95.628	366	366
WP_002740826.1	lcl|NZ_AOVT01000122.1_cds_WP_000608295.1_2566	40.000	365	366
WP_002740826.1	lcl|NZ_AOVT01000122.1_cds_WP_000575178.1_2498	34.262	359	366
WP_002740826.1	lcl|NZ_AOVT01000116.1_cds_WP_001281953.1_2442	28.232	379	366
WP_002740826.1	lcl|NZ_AOVT01000122.1_cds_WP_000346036.1_2537	28.090	356	366
WP_002740826.1	lcl|NZ_AOVT01000122.1_cds_WP_000582222.1_2556	32.113	355	366
WP_002740826.1	lcl|NZ_AOVT01000128.1_cds_WP_000538752.1_2829	30.084	359	366
WP_002740826.1	lcl|NZ_AOVT01000122.1_cds_WP_000947844.1_2544	26.957	345	366
WP_002740826.1	lcl|NZ_AOVT01000038.1_cds_WP_001982414.1_519	31.579	190	366
WP_002740861.1	lcl|NZ_AOVT01000122.1_cds_WP_000608295.1_2566	95.368	367	367
WP_002740861.1	lcl|NZ_AOVT01000122.1_cds_WP_001198107.1_2567	39.452	365	367
WP_002740861.1	lcl|NZ_AOVT01000122.1_cds_WP_000575178.1_2498	36.314	369	367
WP_002740861.1	lcl|NZ_AOVT01000128.1_cds_WP_000538752.1_2829	31.383	376	367
WP_002740861.1	lcl|NZ_AOVT01000122.1_cds_WP_000582222.1_2556	36.000	325	367
WP_002740861.1	lcl|NZ_AOVT01000116.1_cds_WP_001281953.1_2442	30.159	378	367
WP_002740861.1	lcl|NZ_AOVT01000122.1_cds_WP_000346036.1_2537	24.665	373	367
WP_002740861.1	lcl|NZ_AOVT01000122.1_cds_WP_000947844.1_2544	26.404	356	367
WP_002740861.1	lcl|NZ_AOVT01000038.1_cds_WP_001982414.1_519	24.581	358	367
WP_002740729.1	lcl|NZ_AOVT01000122.1_cds_WP_000689743.1_2565	91.912	544	544
WP_002740729.1	lcl|NZ_AOVT01000122.1_cds_WP_000689743.1_2565	91.912	544	544
WP_002740998.1	lcl|NZ_AOVT01000122.1_cds_WP_000342713.1_2564	94.340	265	265
WP_002740998.1	lcl|NZ_AOVT01000050.1_cds_WP_001002663.1_668	46.091	243	265
WP_032853071.1	lcl|NZ_AOVT01000122.1_cds_WP_001246618.1_2563	92.258	310	310
WP_032853071.1	lcl|NZ_AOVT01000032.1_cds_WP_000501205.1_420	36.513	304	310
WP_032853071.1	lcl|NZ_AOVT01000082.1_cds_WP_001183723.1_1516	26.471	306	310
WP_032853071.1	lcl|NZ_AOVT01000130.1_cds_WP_000279894.1_2918	23.282	262	310
WP_032853071.1	lcl|NZ_AOVT01000122.1_cds_WP_001246618.1_2563	92.258	310	310
WP_032853071.1	lcl|NZ_AOVT01000032.1_cds_WP_000501205.1_420	36.513	304	310
WP_032853071.1	lcl|NZ_AOVT01000082.1_cds_WP_001183723.1_1516	26.471	306	310
WP_032853071.1	lcl|NZ_AOVT01000130.1_cds_WP_000279894.1_2918	23.282	262	310
WP_002740848.1	lcl|NZ_AOVT01000122.1_cds_WP_000479982.1_2562	93.182	264	264
WP_032853450.1	lcl|NZ_AOVT01000122.1_cds_WP_000715958.1_2561	95.349	129	130
WP_004777167.1	lcl|NZ_AOVT01000122.1_cds_WP_001088866.1_2560	97.222	144	144
WP_002740917.1	lcl|NZ_AOVT01000122.1_cds_WP_000517242.1_2559	95.475	221	221
WP_002740917.1	lcl|NZ_AOVT01000131.1_cds_WP_001082180.1_2984	29.487	78	221
WP_002740917.1	lcl|NZ_AOVT01000122.1_cds_WP_001206409.1_2549	30.097	103	221
WP_002740917.1	lcl|NZ_AOVT01000107.1_cds_WP_001069834.1_2123	28.440	109	221
WP_002740692.1	lcl|NZ_AOVT01000122.1_cds_WP_000601375.1_2518	27.152	151	283
WP_230456811.1	lcl|NZ_AOVT01000131.1_cds_WP_001082180.1_2984	30.588	170	388
WP_230456811.1	lcl|NZ_AOVT01000107.1_cds_WP_000347681.1_2122	32.168	143	388
WP_230456811.1	lcl|NZ_AOVT01000122.1_cds_WP_002082140.1_2533	34.746	118	388
WP_230456811.1	lcl|NZ_AOVT01000122.1_cds_WP_001206409.1_2549	30.201	149	388
WP_230456811.1	lcl|NZ_AOVT01000125.1_cds_WP_000402845.1_2712	27.891	147	388
WP_230456811.1	lcl|NZ_AOVT01000108.1_cds_WP_000283287.1_2147	22.353	170	388
WP_230456811.1	lcl|NZ_AOVT01000122.1_cds_WP_000661932.1_2524	22.277	202	388
WP_002740804.1	lcl|NZ_AOVT01000122.1_cds_WP_001106774.1_2552	44.022	368	411
WP_002740724.1	lcl|NZ_AOVT01000122.1_cds_WP_000834715.1_2551	65.017	586	596
WP_002740724.1	lcl|NZ_AOVT01000022.1_cds_WP_000172202.1_222	31.102	508	596
WP_002740724.1	lcl|NZ_AOVT01000128.1_cds_WP_000667646.1_2854	35.154	421	596
WP_002740724.1	lcl|NZ_AOVT01000131.1_cds_WP_000828455.1_3044	41.202	233	596
WP_002740724.1	lcl|NZ_AOVT01000088.1_cds_WP_001052498.1_1677	32.773	238	596
WP_002740724.1	lcl|NZ_AOVT01000044.1_cds_WP_000536762.1_573	32.536	209	596
WP_002740724.1	lcl|NZ_AOVT01000125.1_cds_WP_001161019.1_2662	28.270	237	596
WP_002740724.1	lcl|NZ_AOVT01000035.1_cds_WP_000510777.1_467	30.472	233	596
WP_002740724.1	lcl|NZ_AOVT01000022.1_cds_WP_000942282.1_236	27.935	247	596
WP_002740724.1	lcl|NZ_AOVT01000109.1_cds_WP_000047473.1_2167	27.103	214	596
WP_002740724.1	lcl|NZ_AOVT01000065.1_cds_WP_000666552.1_928	30.172	232	596
WP_002740724.1	lcl|NZ_AOVT01000061.1_cds_WP_000433117.1_860	27.731	238	596
WP_002740724.1	lcl|NZ_AOVT01000061.1_cds_WP_001089500.1_892	28.033	239	596
WP_002740724.1	lcl|NZ_AOVT01000060.1_cds_WP_000603361.1_821	26.786	224	596
WP_002740724.1	lcl|NZ_AOVT01000104.1_cds_WP_000619175.1_2038	29.876	241	596
WP_002740724.1	lcl|NZ_AOVT01000095.1_cds_WP_000598571.1_1845	28.125	224	596
WP_002740724.1	lcl|NZ_AOVT01000112.1_cds_WP_001288326.1_2308	31.250	240	596
WP_002740724.1	lcl|NZ_AOVT01000136.1_cds_WP_001982953.1_3184	27.805	205	596
WP_002740724.1	lcl|NZ_AOVT01000104.1_cds_WP_000218838.1_2037	28.829	222	596
WP_002740724.1	lcl|NZ_AOVT01000060.1_cds_WP_000054169.1_805	25.116	215	596
WP_002740724.1	lcl|NZ_AOVT01000016.1_cds_WP_000184524.1_147	26.512	215	596
WP_002740724.1	lcl|NZ_AOVT01000143.1_cds_WP_001141158.1_3366	26.829	246	596
WP_002740724.1	lcl|NZ_AOVT01000128.1_cds_WP_000136057.1_2805	24.664	223	596
WP_002740724.1	lcl|NZ_AOVT01000014.1_cds_WP_001049206.1_116	25.000	224	596
WP_002740724.1	lcl|NZ_AOVT01000075.1_cds_WP_000590867.1_1310	27.907	215	596
WP_002740724.1	lcl|NZ_AOVT01000154.1_cds_WP_000675807.1_3755	23.643	258	596
WP_002740724.1	lcl|NZ_AOVT01000140.1_cds_WP_000052667.1_3310	25.854	205	596
WP_002740724.1	lcl|NZ_AOVT01000122.1_cds_WP_000834715.1_2551	65.017	586	596
WP_002740724.1	lcl|NZ_AOVT01000022.1_cds_WP_000172202.1_222	31.102	508	596
WP_002740724.1	lcl|NZ_AOVT01000128.1_cds_WP_000667646.1_2854	35.154	421	596
WP_002740724.1	lcl|NZ_AOVT01000131.1_cds_WP_000828455.1_3044	41.202	233	596
WP_002740724.1	lcl|NZ_AOVT01000088.1_cds_WP_001052498.1_1677	32.773	238	596
WP_002740724.1	lcl|NZ_AOVT01000044.1_cds_WP_000536762.1_573	32.536	209	596
WP_002740724.1	lcl|NZ_AOVT01000125.1_cds_WP_001161019.1_2662	28.270	237	596
WP_002740724.1	lcl|NZ_AOVT01000035.1_cds_WP_000510777.1_467	30.472	233	596
WP_002740724.1	lcl|NZ_AOVT01000022.1_cds_WP_000942282.1_236	27.935	247	596
WP_002740724.1	lcl|NZ_AOVT01000109.1_cds_WP_000047473.1_2167	27.103	214	596
WP_002740724.1	lcl|NZ_AOVT01000065.1_cds_WP_000666552.1_928	30.172	232	596
WP_002740724.1	lcl|NZ_AOVT01000061.1_cds_WP_000433117.1_860	27.731	238	596
WP_002740724.1	lcl|NZ_AOVT01000061.1_cds_WP_001089500.1_892	28.033	239	596
WP_002740724.1	lcl|NZ_AOVT01000060.1_cds_WP_000603361.1_821	26.786	224	596
WP_002740724.1	lcl|NZ_AOVT01000104.1_cds_WP_000619175.1_2038	29.876	241	596
