WP_002725873.1	lcl|NZ_JADDUU010000005.1_cds_WP_002725873.1_2823	100.000	106	106
WP_002733579.1	lcl|NZ_JADDUU010000005.1_cds_WP_002733579.1_2822	100.000	314	314
WP_002733579.1	lcl|NZ_JADDUU010000018.1_cds_WP_002722638.1_679	24.615	325	314
WP_002733579.1	lcl|NZ_JADDUU010000005.1_cds_WP_002733534.1_2819	26.908	249	314
WP_002733579.1	lcl|NZ_JADDUU010000005.1_cds_WP_002740024.1_2728	23.132	281	314
WP_002733579.1	lcl|NZ_JADDUU010000006.1_cds_IQA83_RS04190_3080	25.649	308	314
WP_002733579.1	lcl|NZ_JADDUU010000013.1_cds_WP_002743770.1_303	20.809	173	314
WP_002733579.1	lcl|NZ_JADDUU010000005.1_cds_WP_016749081.1_2790	24.503	151	314
WP_002733579.1	lcl|NZ_JADDUU010000005.1_cds_IQA83_RS03600_2816	24.848	330	314
WP_026054882.1	lcl|NZ_JADDUU010000005.1_cds_WP_026054882.1_2821	99.726	365	365
WP_002733646.1	lcl|NZ_JADDUU010000005.1_cds_WP_002733646.1_2820	100.000	185	185
WP_002733646.1	lcl|NZ_JADDUU010000004.1_cds_WP_002721790.1_2516	36.364	154	185
WP_002733534.1	lcl|NZ_JADDUU010000005.1_cds_WP_002733534.1_2819	100.000	329	329
WP_002733534.1	lcl|NZ_JADDUU010000018.1_cds_WP_002722638.1_679	29.841	315	329
WP_002733534.1	lcl|NZ_JADDUU010000005.1_cds_WP_002740024.1_2728	31.045	335	329
WP_002733534.1	lcl|NZ_JADDUU010000006.1_cds_IQA83_RS04190_3080	31.494	308	329
WP_002733534.1	lcl|NZ_JADDUU010000013.1_cds_WP_002743770.1_303	27.273	341	329
WP_002733534.1	lcl|NZ_JADDUU010000005.1_cds_WP_002733638.1_2782	27.647	340	329
WP_002733534.1	lcl|NZ_JADDUU010000006.1_cds_WP_002728316.1_3077	27.576	330	329
WP_002733534.1	lcl|NZ_JADDUU010000074.1_cds_WP_002741146.1_3111	28.846	312	329
WP_002733534.1	lcl|NZ_JADDUU010000005.1_cds_WP_002733546.1_2753	25.000	268	329
WP_002733534.1	lcl|NZ_JADDUU010000005.1_cds_IQA83_RS03600_2816	28.990	307	329
WP_002733534.1	lcl|NZ_JADDUU010000007.1_cds_WP_002732331.1_3143	27.636	275	329
WP_002733534.1	lcl|NZ_JADDUU010000005.1_cds_WP_002744551.1_2788	28.339	307	329
WP_002733534.1	lcl|NZ_JADDUU010000005.1_cds_WP_002733579.1_2822	26.908	249	329
WP_002733534.1	lcl|NZ_JADDUU010000005.1_cds_WP_016749081.1_2790	23.659	317	329
WP_002733534.1	lcl|NZ_JADDUU010000005.1_cds_WP_002733698.1_2745	26.277	274	329
WP_002733534.1	lcl|NZ_JADDUU010000058.1_cds_WP_002740236.1_2708	26.592	267	329
WP_002733534.1	lcl|NZ_JADDUU010000001.1_cds_WP_002721725.1_851	25.223	337	329
WP_002733534.1	lcl|NZ_JADDUU010000001.1_cds_WP_002739935.1_764	27.309	249	329
WP_002733534.1	lcl|NZ_JADDUU010000005.1_cds_WP_002733757.1_2755	30.994	171	329
WP_002733627.1	lcl|NZ_JADDUU010000005.1_cds_WP_002733627.1_2818	99.625	267	267
WP_002733627.1	lcl|NZ_JADDUU010000005.1_cds_WP_002740926.1_2777	28.492	179	267
WP_002733627.1	lcl|NZ_JADDUU010000005.1_cds_WP_002738295.1_2756	26.699	206	267
WP_002733627.1	lcl|NZ_JADDUU010000005.1_cds_WP_002727921.1_2727	27.513	189	267
WP_002733627.1	lcl|NZ_JADDUU010000025.1_cds_WP_002729040.1_1235	33.636	110	267
WP_002733627.1	lcl|NZ_JADDUU010000003.1_cds_WP_002766579.1_2077	36.047	86	267
WP_002733627.1	lcl|NZ_JADDUU010000013.1_cds_IQA83_RS06985_302	26.344	186	267
WP_002740779.1	lcl|NZ_JADDUU010000005.1_cds_WP_002740779.1_2817	100.000	509	509
WP_002740779.1	lcl|NZ_JADDUU010000010.1_cds_WP_002728536.1_36	28.223	287	509
WP_002740779.1	lcl|NZ_JADDUU010000010.1_cds_WP_002728534.1_37	31.111	90	509
WP_002740779.1	lcl|NZ_JADDUU010000005.1_cds_WP_002740779.1_2817	100.000	509	509
WP_002740779.1	lcl|NZ_JADDUU010000010.1_cds_WP_002728536.1_36	28.223	287	509
WP_002740779.1	lcl|NZ_JADDUU010000010.1_cds_WP_002728534.1_37	31.111	90	509
