WP_002725873.1	lcl|NZ_AOWF01000155.1_cds_WP_000340715.1_3478	93.902	82	106
WP_002733579.1	lcl|NZ_AOWF01000155.1_cds_WP_000410273.1_3479	92.994	314	314
WP_002733579.1	lcl|NZ_AOWF01000155.1_cds_WP_000093099.1_3499	58.730	63	314
WP_002733579.1	lcl|NZ_AOWF01000155.1_cds_WP_000646250.1_3482	27.711	249	314
WP_002733579.1	lcl|NZ_AOWF01000050.1_cds_WP_000744700.1_941	23.171	328	314
WP_002733579.1	lcl|NZ_AOWF01000155.1_cds_WP_017857197.1_3508	23.656	186	314
WP_002733579.1	lcl|NZ_AOWF01000155.1_cds_WP_000723090.1_3561	23.875	289	314
WP_002733579.1	lcl|NZ_AOWF01000155.1_cds_WP_001067557.1_3485	24.540	326	314
WP_026054882.1	lcl|NZ_AOWF01000155.1_cds_WP_000604524.1_3480	85.479	365	365
WP_002733646.1	lcl|NZ_AOWF01000155.1_cds_WP_000884059.1_3481	95.676	185	185
WP_002733646.1	lcl|NZ_AOWF01000102.1_cds_WP_000351733.1_1914	40.714	140	185
WP_002733534.1	lcl|NZ_AOWF01000155.1_cds_WP_000646250.1_3482	97.872	329	329
WP_002733534.1	lcl|NZ_AOWF01000050.1_cds_WP_000744700.1_941	32.063	315	329
WP_002733534.1	lcl|NZ_AOWF01000155.1_cds_WP_000723090.1_3561	30.746	335	329
WP_002733534.1	lcl|NZ_AOWF01000155.1_cds_WP_017857197.1_3508	31.366	322	329
WP_002733534.1	lcl|NZ_AOWF01000083.1_cds_WP_001984071.1_1522	31.803	305	329
WP_002733534.1	lcl|NZ_AOWF01000031.1_cds_WP_000649925.1_672	30.183	328	329
WP_002733534.1	lcl|NZ_AOWF01000025.1_cds_WP_000709511.1_415	28.923	325	329
WP_002733534.1	lcl|NZ_AOWF01000155.1_cds_WP_000601375.1_3535	24.727	275	329
WP_002733534.1	lcl|NZ_AOWF01000155.1_cds_WP_001067557.1_3485	28.990	307	329
WP_002733534.1	lcl|NZ_AOWF01000064.1_cds_WP_000688695.1_1218	29.682	283	329
WP_002733534.1	lcl|NZ_AOWF01000155.1_cds_WP_000475904.1_3544	27.007	274	329
WP_002733534.1	lcl|NZ_AOWF01000155.1_cds_WP_000410273.1_3479	25.078	319	329
WP_002733534.1	lcl|NZ_AOWF01000063.1_cds_WP_001074785.1_1184	29.434	265	329
WP_002733534.1	lcl|NZ_AOWF01000111.1_cds_WP_001003555.1_2182	26.772	254	329
WP_002733534.1	lcl|NZ_AOWF01000155.1_cds_WP_000487322.1_3533	26.852	324	329
WP_002733627.1	lcl|NZ_AOWF01000155.1_cds_WP_000774262.1_3483	92.884	267	267
WP_002733627.1	lcl|NZ_AOWF01000155.1_cds_WP_000859505.1_3532	28.155	206	267
WP_002733627.1	lcl|NZ_AOWF01000155.1_cds_WP_000800438.1_3513	28.492	179	267
WP_002733627.1	lcl|NZ_AOWF01000155.1_cds_WP_000842260.1_3562	27.895	190	267
WP_002733627.1	lcl|NZ_AOWF01000160.1_cds_WP_000667727.1_3715	31.818	110	267
WP_002733627.1	lcl|NZ_AOWF01000105.1_cds_WP_000805357.1_2030	27.660	188	267
WP_002740779.1	lcl|NZ_AOWF01000155.1_cds_WP_000612797.1_3484	96.071	509	509
WP_002740779.1	lcl|NZ_AOWF01000121.1_cds_WP_000291591.1_2538	26.852	324	509
WP_002740779.1	lcl|NZ_AOWF01000121.1_cds_WP_000364507.1_2539	31.111	90	509
WP_002740779.1	lcl|NZ_AOWF01000155.1_cds_WP_000612797.1_3484	96.071	509	509
WP_002740779.1	lcl|NZ_AOWF01000121.1_cds_WP_000291591.1_2538	26.852	324	509
WP_002740779.1	lcl|NZ_AOWF01000121.1_cds_WP_000364507.1_2539	31.111	90	509
WP_002740721.1	lcl|NZ_AOWF01000155.1_cds_WP_001067557.1_3485	95.455	330	330
WP_002740721.1	lcl|NZ_AOWF01000155.1_cds_WP_000646250.1_3482	28.664	307	330
WP_002740721.1	lcl|NZ_AOWF01000155.1_cds_WP_017857197.1_3508	27.068	266	330
WP_002740721.1	lcl|NZ_AOWF01000083.1_cds_WP_001984071.1_1522	24.265	272	330
WP_002740721.1	lcl|NZ_AOWF01000050.1_cds_WP_000744700.1_941	26.582	316	330
WP_002740721.1	lcl|NZ_AOWF01000155.1_cds_WP_000723090.1_3561	24.625	333	330
WP_002740721.1	lcl|NZ_AOWF01000111.1_cds_WP_001003555.1_2182	27.888	251	330
WP_002740721.1	lcl|NZ_AOWF01000031.1_cds_WP_000649925.1_672	29.249	253	330
WP_002740721.1	lcl|NZ_AOWF01000064.1_cds_WP_000688695.1_1218	25.571	219	330
WP_002740721.1	lcl|NZ_AOWF01000155.1_cds_WP_000487322.1_3533	27.208	283	330
WP_002740721.1	lcl|NZ_AOWF01000155.1_cds_WP_000601375.1_3535	26.374	273	330
WP_002740826.1	lcl|NZ_AOWF01000155.1_cds_WP_001198107.1_3486	95.628	366	366
WP_002740826.1	lcl|NZ_AOWF01000155.1_cds_WP_000608295.1_3487	40.000	365	366
WP_002740826.1	lcl|NZ_AOWF01000155.1_cds_WP_000575178.1_3555	34.262	359	366
WP_002740826.1	lcl|NZ_AOWF01000080.1_cds_WP_001281953.1_1463	28.232	379	366
WP_002740826.1	lcl|NZ_AOWF01000155.1_cds_WP_000346036.1_3516	28.090	356	366
WP_002740826.1	lcl|NZ_AOWF01000155.1_cds_WP_000582222.1_3497	32.113	355	366
WP_002740826.1	lcl|NZ_AOWF01000023.1_cds_WP_000538752.1_350	30.084	359	366
WP_002740826.1	lcl|NZ_AOWF01000155.1_cds_WP_000947844.1_3509	26.957	345	366
WP_002740826.1	lcl|NZ_AOWF01000134.1_cds_WP_001982414.1_2846	31.579	190	366
WP_002740861.1	lcl|NZ_AOWF01000155.1_cds_WP_000608295.1_3487	95.368	367	367
WP_002740861.1	lcl|NZ_AOWF01000155.1_cds_WP_001198107.1_3486	39.452	365	367
WP_002740861.1	lcl|NZ_AOWF01000155.1_cds_WP_000575178.1_3555	36.314	369	367
WP_002740861.1	lcl|NZ_AOWF01000023.1_cds_WP_000538752.1_350	31.383	376	367
WP_002740861.1	lcl|NZ_AOWF01000155.1_cds_WP_000582222.1_3497	36.000	325	367
WP_002740861.1	lcl|NZ_AOWF01000080.1_cds_WP_001281953.1_1463	30.159	378	367
WP_002740861.1	lcl|NZ_AOWF01000155.1_cds_WP_000346036.1_3516	24.665	373	367
WP_002740861.1	lcl|NZ_AOWF01000155.1_cds_WP_000947844.1_3509	26.404	356	367
WP_002740861.1	lcl|NZ_AOWF01000134.1_cds_WP_001982414.1_2846	24.581	358	367
WP_002740729.1	lcl|NZ_AOWF01000155.1_cds_WP_000689743.1_3488	91.912	544	544
WP_002740729.1	lcl|NZ_AOWF01000155.1_cds_WP_000689743.1_3488	91.912	544	544
WP_002740998.1	lcl|NZ_AOWF01000155.1_cds_WP_000342713.1_3489	94.340	265	265
WP_002740998.1	lcl|NZ_AOWF01000154.1_cds_WP_001002663.1_3457	46.091	243	265
WP_032853071.1	lcl|NZ_AOWF01000155.1_cds_WP_001246618.1_3490	92.258	310	310
WP_032853071.1	lcl|NZ_AOWF01000087.1_cds_WP_000501205.1_1555	36.513	304	310
WP_032853071.1	lcl|NZ_AOWF01000147.1_cds_WP_001183723.1_3271	26.471	306	310
WP_032853071.1	lcl|NZ_AOWF01000093.1_cds_WP_000279894.1_1708	23.282	262	310
WP_032853071.1	lcl|NZ_AOWF01000155.1_cds_WP_001246618.1_3490	92.258	310	310
WP_032853071.1	lcl|NZ_AOWF01000087.1_cds_WP_000501205.1_1555	36.513	304	310
WP_032853071.1	lcl|NZ_AOWF01000147.1_cds_WP_001183723.1_3271	26.471	306	310
WP_032853071.1	lcl|NZ_AOWF01000093.1_cds_WP_000279894.1_1708	23.282	262	310
WP_002740848.1	lcl|NZ_AOWF01000155.1_cds_WP_000479982.1_3491	93.182	264	264
WP_032853450.1	lcl|NZ_AOWF01000155.1_cds_WP_000715958.1_3492	95.349	129	130
WP_004777167.1	lcl|NZ_AOWF01000155.1_cds_WP_001088866.1_3493	97.222	144	144
WP_002740917.1	lcl|NZ_AOWF01000155.1_cds_WP_000517242.1_3494	95.475	221	221
WP_002740917.1	lcl|NZ_AOWF01000050.1_cds_WP_001082180.1_912	29.487	78	221
WP_002740917.1	lcl|NZ_AOWF01000155.1_cds_WP_001206409.1_3504	30.097	103	221
WP_002740917.1	lcl|NZ_AOWF01000118.1_cds_WP_001069834.1_2449	28.440	109	221
WP_002740692.1	lcl|NZ_AOWF01000155.1_cds_WP_000601375.1_3535	27.152	151	283
WP_230456811.1	lcl|NZ_AOWF01000050.1_cds_WP_001082180.1_912	30.588	170	388
WP_230456811.1	lcl|NZ_AOWF01000118.1_cds_WP_000347681.1_2448	32.168	143	388
WP_230456811.1	lcl|NZ_AOWF01000155.1_cds_WP_002082140.1_3520	34.746	118	388
WP_230456811.1	lcl|NZ_AOWF01000155.1_cds_WP_001206409.1_3504	30.201	149	388
WP_230456811.1	lcl|NZ_AOWF01000068.1_cds_WP_000402845.1_1281	27.891	147	388
WP_230456811.1	lcl|NZ_AOWF01000107.1_cds_WP_000283287.1_2111	22.353	170	388
WP_230456811.1	lcl|NZ_AOWF01000155.1_cds_WP_000661932.1_3529	22.277	202	388
WP_002740804.1	lcl|NZ_AOWF01000155.1_cds_WP_001106774.1_3501	44.022	368	411
WP_002740724.1	lcl|NZ_AOWF01000155.1_cds_WP_000834715.1_3502	65.017	586	596
WP_002740724.1	lcl|NZ_AOWF01000028.1_cds_WP_000172202.1_565	31.102	508	596
WP_002740724.1	lcl|NZ_AOWF01000023.1_cds_WP_000667646.1_375	35.154	421	596
WP_002740724.1	lcl|NZ_AOWF01000018.1_cds_WP_000828455.1_168	41.202	233	596
WP_002740724.1	lcl|NZ_AOWF01000111.1_cds_WP_001052498.1_2203	32.773	238	596
WP_002740724.1	lcl|NZ_AOWF01000007.1_cds_WP_000536762.1_42	32.536	209	596
WP_002740724.1	lcl|NZ_AOWF01000062.1_cds_WP_001161019.1_1171	28.270	237	596
WP_002740724.1	lcl|NZ_AOWF01000142.1_cds_WP_000510777.1_3029	30.472	233	596
WP_002740724.1	lcl|NZ_AOWF01000029.1_cds_WP_000942282.1_588	27.935	247	596
WP_002740724.1	lcl|NZ_AOWF01000121.1_cds_WP_000047473.1_2544	27.103	214	596
WP_002740724.1	lcl|NZ_AOWF01000115.1_cds_WP_000666552.1_2380	30.172	232	596
WP_002740724.1	lcl|NZ_AOWF01000102.1_cds_WP_000433117.1_1945	27.731	238	596
WP_002740724.1	lcl|NZ_AOWF01000102.1_cds_WP_001089500.1_1913	28.033	239	596
WP_002740724.1	lcl|NZ_AOWF01000048.1_cds_WP_000603361.1_863	26.786	224	596
WP_002740724.1	lcl|NZ_AOWF01000124.1_cds_WP_000619175.1_2681	29.876	241	596
WP_002740724.1	lcl|NZ_AOWF01000143.1_cds_WP_000598571.1_3038	28.125	224	596
WP_002740724.1	lcl|NZ_AOWF01000137.1_cds_WP_001288326.1_2920	31.250	240	596
WP_002740724.1	lcl|NZ_AOWF01000091.1_cds_WP_001982953.1_1653	27.805	205	596
WP_002740724.1	lcl|NZ_AOWF01000124.1_cds_WP_000218838.1_2682	28.829	222	596
WP_002740724.1	lcl|NZ_AOWF01000048.1_cds_WP_000054169.1_879	25.116	215	596
WP_002740724.1	lcl|NZ_AOWF01000020.1_cds_WP_000184524.1_198	26.512	215	596
WP_002740724.1	lcl|NZ_AOWF01000084.1_cds_WP_001141158.1_1529	26.829	246	596
WP_002740724.1	lcl|NZ_AOWF01000158.1_cds_WP_001049205.1_3695	25.000	224	596
WP_002740724.1	lcl|NZ_AOWF01000114.1_cds_WP_000136057.1_2244	24.664	223	596
WP_002740724.1	lcl|NZ_AOWF01000157.1_cds_WP_000590867.1_3638	27.907	215	596
WP_002740724.1	lcl|NZ_AOWF01000155.1_cds_WP_000675807.1_3604	23.643	258	596
WP_002740724.1	lcl|NZ_AOWF01000046.1_cds_WP_000052667.1_828	25.854	205	596
WP_002740724.1	lcl|NZ_AOWF01000155.1_cds_WP_000834715.1_3502	65.017	586	596
WP_002740724.1	lcl|NZ_AOWF01000028.1_cds_WP_000172202.1_565	31.102	508	596
WP_002740724.1	lcl|NZ_AOWF01000023.1_cds_WP_000667646.1_375	35.154	421	596
WP_002740724.1	lcl|NZ_AOWF01000018.1_cds_WP_000828455.1_168	41.202	233	596
WP_002740724.1	lcl|NZ_AOWF01000111.1_cds_WP_001052498.1_2203	32.773	238	596
WP_002740724.1	lcl|NZ_AOWF01000007.1_cds_WP_000536762.1_42	32.536	209	596
WP_002740724.1	lcl|NZ_AOWF01000062.1_cds_WP_001161019.1_1171	28.270	237	596
WP_002740724.1	lcl|NZ_AOWF01000142.1_cds_WP_000510777.1_3029	30.472	233	596
WP_002740724.1	lcl|NZ_AOWF01000029.1_cds_WP_000942282.1_588	27.935	247	596
WP_002740724.1	lcl|NZ_AOWF01000121.1_cds_WP_000047473.1_2544	27.103	214	596
WP_002740724.1	lcl|NZ_AOWF01000115.1_cds_WP_000666552.1_2380	30.172	232	596
WP_002740724.1	lcl|NZ_AOWF01000102.1_cds_WP_000433117.1_1945	27.731	238	596
WP_002740724.1	lcl|NZ_AOWF01000102.1_cds_WP_001089500.1_1913	28.033	239	596
WP_002740724.1	lcl|NZ_AOWF01000048.1_cds_WP_000603361.1_863	26.786	224	596
WP_002740724.1	lcl|NZ_AOWF01000124.1_cds_WP_000619175.1_2681	29.876	241	596
WP_002740724.1	lcl|NZ_AOWF01000143.1_cds_WP_000598571.1_3038	28.125	224	596
WP_002740724.1	lcl|NZ_AOWF01000137.1_cds_WP_001288326.1_2920	31.250	240	596
WP_002740724.1	lcl|NZ_AOWF01000091.1_cds_WP_001982953.1_1653	27.805	205	596
WP_002740724.1	lcl|NZ_AOWF01000124.1_cds_WP_000218838.1_2682	28.829	222	596
WP_002740724.1	lcl|NZ_AOWF01000048.1_cds_WP_000054169.1_879	25.116	215	596
WP_002740724.1	lcl|NZ_AOWF01000020.1_cds_WP_000184524.1_198	26.512	215	596
WP_002740724.1	lcl|NZ_AOWF01000084.1_cds_WP_001141158.1_1529	26.829	246	596
WP_002740724.1	lcl|NZ_AOWF01000158.1_cds_WP_001049205.1_3695	25.000	224	596
WP_002740724.1	lcl|NZ_AOWF01000114.1_cds_WP_000136057.1_2244	24.664	223	596
WP_002740724.1	lcl|NZ_AOWF01000157.1_cds_WP_000590867.1_3638	27.907	215	596
WP_002740724.1	lcl|NZ_AOWF01000155.1_cds_WP_000675807.1_3604	23.643	258	596
WP_002740724.1	lcl|NZ_AOWF01000046.1_cds_WP_000052667.1_828	25.854	205	596
WP_002740977.1	lcl|NZ_AOWF01000155.1_cds_WP_001015422.1_3496	34.146	410	409
