WP_002725873.1	lcl|NZ_RQFM01000027.1_cds_WP_035983633.1_2262	62.162	74	106
WP_002733579.1	lcl|NZ_RQFM01000027.1_cds_WP_135748742.1_2265	80.323	310	314
WP_002733579.1	lcl|NZ_RQFM01000008.1_cds_WP_135748927.1_3331	24.149	323	314
WP_002733579.1	lcl|NZ_RQFM01000006.1_cds_WP_135748906.1_3047	26.087	322	314
WP_002733579.1	lcl|NZ_RQFM01000027.1_cds_WP_135748743.1_2264	21.569	255	314
WP_002733579.1	lcl|NZ_RQFM01000023.1_cds_WP_135749866.1_3074	22.043	186	314
WP_002733579.1	lcl|NZ_RQFM01000022.1_cds_WP_135748100.1_1325	22.630	327	314
WP_002733646.1	lcl|NZ_RQFM01000022.1_cds_WP_135749621.1_72	31.214	173	185
WP_002733534.1	lcl|NZ_RQFM01000008.1_cds_WP_135748927.1_3331	31.210	314	329
WP_002733534.1	lcl|NZ_RQFM01000022.1_cds_WP_135748100.1_1325	30.990	313	329
WP_002733534.1	lcl|NZ_RQFM01000027.1_cds_WP_135748743.1_2264	28.446	341	329
WP_002733534.1	lcl|NZ_RQFM01000023.1_cds_WP_135749866.1_3074	28.869	336	329
WP_002733534.1	lcl|NZ_RQFM01000006.1_cds_WP_135748906.1_3047	27.476	313	329
WP_002733534.1	lcl|NZ_RQFM01000006.1_cds_WP_135696004.1_2663	26.480	321	329
WP_002733534.1	lcl|NZ_RQFM01000006.1_cds_WP_135749550.1_2731	28.740	254	329
WP_002733534.1	lcl|NZ_RQFM01000027.1_cds_WP_135748742.1_2265	24.528	318	329
WP_002733534.1	lcl|NZ_RQFM01000008.1_cds_WP_135747765.1_3384	30.769	247	329
WP_002733534.1	lcl|NZ_RQFM01000023.1_cds_WP_208727372.1_3063	26.407	231	329
WP_002733534.1	lcl|NZ_RQFM01000027.1_cds_WP_135747942.1_2322	24.335	263	329
WP_002733534.1	lcl|NZ_RQFM01000019.1_cds_WP_135749799.1_3656	26.816	179	329
WP_002733534.1	lcl|NZ_RQFM01000027.1_cds_WP_135750024.1_2282	22.945	292	329
WP_002733534.1	lcl|NZ_RQFM01000006.1_cds_WP_135749044.1_2723	24.000	250	329
WP_002733534.1	lcl|NZ_RQFM01000027.1_cds_WP_135748741.1_2266	24.820	278	329
WP_002733534.1	lcl|NZ_RQFM01000027.1_cds_WP_135747429.1_2275	21.509	265	329
WP_002733627.1	lcl|NZ_RQFM01000027.1_cds_WP_135693628.1_2383	25.670	261	267
WP_002733627.1	lcl|NZ_RQFM01000022.1_cds_WP_135747821.1_1437	28.655	171	267
WP_002733627.1	lcl|NZ_RQFM01000006.1_cds_WP_135749127.1_2759	30.645	124	267
WP_002733627.1	lcl|NZ_RQFM01000027.1_cds_WP_135747430.1_2274	23.188	207	267
WP_002733627.1	lcl|NZ_RQFM01000027.1_cds_WP_135748744.1_2263	25.397	189	267
WP_002733627.1	lcl|NZ_RQFM01000023.1_cds_WP_135749867.1_3075	26.984	189	267
WP_002740779.1	lcl|NZ_RQFM01000022.1_cds_WP_135749640.1_50	24.845	322	509
WP_002740779.1	lcl|NZ_RQFM01000022.1_cds_WP_135693237.1_49	27.358	106	509
WP_002740779.1	lcl|NZ_RQFM01000022.1_cds_WP_135749640.1_50	24.845	322	509
WP_002740779.1	lcl|NZ_RQFM01000022.1_cds_WP_135693237.1_49	27.358	106	509
WP_002740721.1	lcl|NZ_RQFM01000022.1_cds_WP_135748100.1_1325	24.918	305	330
WP_002740721.1	lcl|NZ_RQFM01000008.1_cds_WP_135748927.1_3331	27.899	276	330
WP_002740721.1	lcl|NZ_RQFM01000006.1_cds_WP_135749550.1_2731	29.060	234	330
WP_002740721.1	lcl|NZ_RQFM01000027.1_cds_WP_135748743.1_2264	27.863	262	330
WP_002740721.1	lcl|NZ_RQFM01000006.1_cds_WP_135749044.1_2723	27.734	256	330
WP_002740721.1	lcl|NZ_RQFM01000006.1_cds_WP_135748906.1_3047	25.301	332	330
WP_002740721.1	lcl|NZ_RQFM01000027.1_cds_WP_135748741.1_2266	29.457	129	330
WP_002740721.1	lcl|NZ_RQFM01000006.1_cds_WP_135749161.1_2650	27.059	170	330
