WP_002725873.1	lcl|NZ_JADDUS010000005.1_cds_WP_002725873.1_2765	100.000	106	106
WP_002733579.1	lcl|NZ_JADDUS010000005.1_cds_WP_002733579.1_2764	100.000	314	314
WP_002733579.1	lcl|NZ_JADDUS010000017.1_cds_WP_002722638.1_589	24.615	325	314
WP_002733579.1	lcl|NZ_JADDUS010000005.1_cds_WP_002733534.1_2761	26.908	249	314
WP_002733579.1	lcl|NZ_JADDUS010000005.1_cds_WP_002740024.1_2670	23.132	281	314
WP_002733579.1	lcl|NZ_JADDUS010000006.1_cds_WP_002728309.1_3028	25.723	311	314
WP_002733579.1	lcl|NZ_JADDUS010000020.1_cds_WP_002743770.1_892	20.809	173	314
WP_002733579.1	lcl|NZ_JADDUS010000005.1_cds_WP_016749081.1_2732	24.503	151	314
WP_002733579.1	lcl|NZ_JADDUS010000005.1_cds_WP_002740721.1_2758	24.848	330	314
WP_026054882.1	lcl|NZ_JADDUS010000005.1_cds_WP_026054882.1_2763	99.726	365	365
WP_002733646.1	lcl|NZ_JADDUS010000005.1_cds_WP_002733646.1_2762	100.000	185	185
WP_002733646.1	lcl|NZ_JADDUS010000003.1_cds_WP_002721790.1_1911	36.364	154	185
WP_002733534.1	lcl|NZ_JADDUS010000005.1_cds_WP_002733534.1_2761	100.000	329	329
WP_002733534.1	lcl|NZ_JADDUS010000017.1_cds_WP_002722638.1_589	29.841	315	329
WP_002733534.1	lcl|NZ_JADDUS010000005.1_cds_WP_002740024.1_2670	31.045	335	329
WP_002733534.1	lcl|NZ_JADDUS010000006.1_cds_WP_002728309.1_3028	31.190	311	329
WP_002733534.1	lcl|NZ_JADDUS010000020.1_cds_WP_002743770.1_892	27.273	341	329
WP_002733534.1	lcl|NZ_JADDUS010000005.1_cds_WP_002733638.1_2724	27.647	340	329
WP_002733534.1	lcl|NZ_JADDUS010000006.1_cds_WP_002728316.1_3025	27.576	330	329
WP_002733534.1	lcl|NZ_JADDUS010000076.1_cds_WP_002741146.1_3081	28.846	312	329
WP_002733534.1	lcl|NZ_JADDUS010000005.1_cds_WP_002733546.1_2695	25.000	268	329
WP_002733534.1	lcl|NZ_JADDUS010000005.1_cds_WP_002740721.1_2758	28.990	307	329
WP_002733534.1	lcl|NZ_JADDUS010000007.1_cds_WP_002732331.1_3188	27.636	275	329
WP_002733534.1	lcl|NZ_JADDUS010000005.1_cds_WP_002744551.1_2730	28.339	307	329
WP_002733534.1	lcl|NZ_JADDUS010000005.1_cds_WP_002733579.1_2764	26.908	249	329
WP_002733534.1	lcl|NZ_JADDUS010000005.1_cds_WP_016749081.1_2732	23.659	317	329
WP_002733534.1	lcl|NZ_JADDUS010000005.1_cds_WP_002733698.1_2687	26.277	274	329
WP_002733534.1	lcl|NZ_JADDUS010000059.1_cds_WP_002740236.1_2649	26.592	267	329
WP_002733534.1	lcl|NZ_JADDUS010000004.1_cds_WP_002721725.1_2426	25.223	337	329
