WP_002725873.1	lcl|NZ_JADHZR010000023.1_cds_WP_002725873.1_1124	100.000	106	106
WP_002733579.1	lcl|NZ_JADHZR010000023.1_cds_WP_011669917.1_1125	98.726	314	314
WP_002733579.1	lcl|NZ_JADHZR010000025.1_cds_WP_011671202.1_1208	24.308	325	314
WP_002733579.1	lcl|NZ_JADHZR010000012.1_cds_WP_011669955.1_324	22.277	202	314
WP_002733579.1	lcl|NZ_JADHZR010000012.1_cds_WP_011669957.1_322	25.137	183	314
WP_002733579.1	lcl|NZ_JADHZR010000058.1_cds_WP_011669973.1_2490	23.868	243	314
WP_002733579.1	lcl|NZ_JADHZR010000035.1_cds_WP_011670961.1_1669	25.723	311	314
WP_002733579.1	lcl|NZ_JADHZR010000091.1_cds_WP_011670813.1_3283	20.809	173	314
WP_002733646.1	lcl|NZ_JADHZR010000001.1_cds_WP_002750963.1_882	36.364	154	185
WP_002733646.1	lcl|NZ_JADHZR010000023.1_cds_WP_011669938.1_1156	33.898	177	185
WP_002733534.1	lcl|NZ_JADHZR010000012.1_cds_WP_011669955.1_324	31.153	321	329
WP_002733534.1	lcl|NZ_JADHZR010000025.1_cds_WP_011671202.1_1208	30.476	315	329
WP_002733534.1	lcl|NZ_JADHZR010000058.1_cds_WP_011669973.1_2490	31.343	335	329
WP_002733534.1	lcl|NZ_JADHZR010000035.1_cds_WP_011670961.1_1669	31.511	311	329
WP_002733534.1	lcl|NZ_JADHZR010000012.1_cds_WP_011669957.1_322	29.180	305	329
WP_002733534.1	lcl|NZ_JADHZR010000091.1_cds_WP_011670813.1_3283	27.273	341	329
WP_002733534.1	lcl|NZ_JADHZR010000022.1_cds_WP_011671143.1_1078	29.712	313	329
WP_002733534.1	lcl|NZ_JADHZR010000035.1_cds_WP_002754065.1_1666	27.576	330	329
WP_002733534.1	lcl|NZ_JADHZR010000002.1_cds_WP_011671074.1_1452	26.277	274	329
WP_002733534.1	lcl|NZ_JADHZR010000023.1_cds_WP_011669917.1_1125	27.309	249	329
WP_002733534.1	lcl|NZ_JADHZR010000014.1_cds_WP_017859386.1_449	26.592	267	329
WP_002733534.1	lcl|NZ_JADHZR010000012.1_cds_WP_011669959.1_320	25.632	277	329
WP_002733534.1	lcl|NZ_JADHZR010000056.1_cds_WP_011669202.1_2445	24.629	337	329
