WP_002725873.1	lcl|NZ_JQRS01000042.1_cds_WP_061249343.1_1944	96.341	82	106
WP_002733579.1	lcl|NZ_JQRS01000042.1_cds_WP_061249344.1_1945	90.645	310	314
WP_002733579.1	lcl|NZ_JQRS01000042.1_cds_WP_061249358.1_1968	24.060	266	314
WP_002733579.1	lcl|NZ_JQRS01000002.1_cds_WP_020771927.1_131	24.000	325	314
WP_002733579.1	lcl|NZ_JQRS01000042.1_cds_WP_061249345.1_1948	26.316	247	314
WP_002733579.1	lcl|NZ_JQRS01000042.1_cds_WP_061249410.1_2034	23.770	244	314
WP_002733579.1	lcl|NZ_JQRS01000097.1_cds_WP_020775260.1_3318	20.238	168	314
WP_002733579.1	lcl|NZ_JQRS01000020.1_cds_WP_017808832.1_1304	24.424	217	314
WP_002733579.1	lcl|NZ_JQRS01000042.1_cds_WP_061249347.1_1951	24.024	333	314
WP_026054882.1	lcl|NZ_JQRS01000042.1_cds_WP_020774721.1_1946	82.192	365	365
WP_002733646.1	lcl|NZ_JQRS01000042.1_cds_WP_020774732.1_1947	91.351	185	185
WP_002733646.1	lcl|NZ_JQRS01000009.1_cds_WP_020772754.1_641	37.662	154	185
WP_002733534.1	lcl|NZ_JQRS01000042.1_cds_WP_061249345.1_1948	91.185	329	329
WP_002733534.1	lcl|NZ_JQRS01000002.1_cds_WP_020771927.1_131	30.794	315	329
WP_002733534.1	lcl|NZ_JQRS01000042.1_cds_WP_061249410.1_2034	28.955	335	329
WP_002733534.1	lcl|NZ_JQRS01000042.1_cds_WP_061249356.1_1962	30.861	337	329
WP_002733534.1	lcl|NZ_JQRS01000020.1_cds_WP_017808832.1_1304	32.372	312	329
WP_002733534.1	lcl|NZ_JQRS01000097.1_cds_WP_020775260.1_3318	27.679	336	329
WP_002733534.1	lcl|NZ_JQRS01000037.1_cds_WP_061249289.1_1827	29.503	322	329
WP_002733534.1	lcl|NZ_JQRS01000020.1_cds_WP_036042477.1_1294	28.261	322	329
WP_002733534.1	lcl|NZ_JQRS01000042.1_cds_WP_061249347.1_1951	28.525	305	329
WP_002733534.1	lcl|NZ_JQRS01000008.1_cds_WP_061248231.1_444	27.007	274	329
WP_002733534.1	lcl|NZ_JQRS01000042.1_cds_WP_061249344.1_1945	26.978	278	329
WP_002733534.1	lcl|NZ_JQRS01000042.1_cds_WP_020772548.1_2017	25.210	238	329
WP_002733534.1	lcl|NZ_JQRS01000012.1_cds_WP_020773134.1_829	27.273	264	329
WP_002733534.1	lcl|NZ_JQRS01000042.1_cds_WP_061249358.1_1968	27.344	256	329
WP_002733534.1	lcl|NZ_JQRS01000063.1_cds_WP_061249631.1_2539	25.075	335	329
WP_002733534.1	lcl|NZ_JQRS01000005.1_cds_WP_020772455.1_264	25.379	264	329
