WP_002725873.1	lcl|NZ_JQPA01000005.1_cds_WP_000340715.1_140	93.902	82	106
WP_002733579.1	lcl|NZ_JQPA01000005.1_cds_WP_000410273.1_141	92.994	314	314
WP_002733579.1	lcl|NZ_JQPA01000005.1_cds_WP_000646253.1_144	27.711	249	314
WP_002733579.1	lcl|NZ_JQPA01000042.1_cds_WP_000744698.1_1592	23.171	328	314
WP_002733579.1	lcl|NZ_JQPA01000005.1_cds_WP_000723082.1_211	23.875	289	314
WP_002733579.1	lcl|NZ_JQPA01000005.1_cds_WP_001067557.1_147	24.540	326	314
WP_002733579.1	lcl|NZ_JQPA01000020.1_cds_WP_025184291.1_860	23.944	284	314
WP_026054882.1	lcl|NZ_JQPA01000005.1_cds_WP_000604524.1_142	85.479	365	365
WP_002733646.1	lcl|NZ_JQPA01000005.1_cds_WP_000884059.1_143	95.676	185	185
WP_002733646.1	lcl|NZ_JQPA01000116.1_cds_WP_000351733.1_2854	40.714	140	185
WP_002733534.1	lcl|NZ_JQPA01000005.1_cds_WP_000646253.1_144	98.176	329	329
WP_002733534.1	lcl|NZ_JQPA01000042.1_cds_WP_000744698.1_1592	32.063	315	329
WP_002733534.1	lcl|NZ_JQPA01000005.1_cds_WP_000723082.1_211	30.746	335	329
WP_002733534.1	lcl|NZ_JQPA01000020.1_cds_WP_025184291.1_860	31.803	305	329
WP_002733534.1	lcl|NZ_JQPA01000029.1_cds_WP_061230270.1_1168	30.488	328	329
WP_002733534.1	lcl|NZ_JQPA01000162.1_cds_WP_000709511.1_3420	28.923	325	329
WP_002733534.1	lcl|NZ_JQPA01000005.1_cds_WP_001067557.1_147	28.990	307	329
WP_002733534.1	lcl|NZ_JQPA01000020.1_cds_WP_000688696.1_840	29.682	283	329
WP_002733534.1	lcl|NZ_JQPA01000005.1_cds_WP_000475901.1_194	27.007	274	329
WP_002733534.1	lcl|NZ_JQPA01000005.1_cds_WP_000410273.1_141	25.078	319	329
WP_002733534.1	lcl|NZ_JQPA01000008.1_cds_WP_001074779.1_365	29.057	265	329
WP_002733534.1	lcl|NZ_JQPA01000026.1_cds_WP_061260495.1_1129	26.378	254	329
WP_002733534.1	lcl|NZ_JQPA01000005.1_cds_WP_000378097.1_164	24.419	172	329
WP_002733627.1	lcl|NZ_JQPA01000005.1_cds_WP_000774261.1_145	93.258	267	267
WP_002733627.1	lcl|NZ_JQPA01000005.1_cds_WP_000842260.1_212	27.895	190	267
WP_002733627.1	lcl|NZ_JQPA01000113.1_cds_WP_000667727.1_2780	31.818	110	267
WP_002733627.1	lcl|NZ_JQPA01000015.1_cds_WP_000805357.1_672	27.660	188	267
WP_002740779.1	lcl|NZ_JQPA01000005.1_cds_WP_025180802.1_146	96.857	509	509
WP_002740779.1	lcl|NZ_JQPA01000032.1_cds_WP_000291581.1_1389	26.852	324	509
WP_002740779.1	lcl|NZ_JQPA01000032.1_cds_WP_000364504.1_1390	31.111	90	509
WP_002740779.1	lcl|NZ_JQPA01000005.1_cds_WP_025180802.1_146	96.857	509	509
WP_002740779.1	lcl|NZ_JQPA01000032.1_cds_WP_000291581.1_1389	26.852	324	509
WP_002740779.1	lcl|NZ_JQPA01000032.1_cds_WP_000364504.1_1390	31.111	90	509
WP_002740721.1	lcl|NZ_JQPA01000005.1_cds_WP_001067557.1_147	95.455	330	330
WP_002740721.1	lcl|NZ_JQPA01000005.1_cds_WP_000646253.1_144	28.664	307	330
WP_002740721.1	lcl|NZ_JQPA01000020.1_cds_WP_025184291.1_860	24.265	272	330
WP_002740721.1	lcl|NZ_JQPA01000042.1_cds_WP_000744698.1_1592	26.899	316	330
WP_002740721.1	lcl|NZ_JQPA01000005.1_cds_WP_000723082.1_211	24.625	333	330
WP_002740721.1	lcl|NZ_JQPA01000026.1_cds_WP_061260495.1_1129	27.092	251	330
WP_002740721.1	lcl|NZ_JQPA01000029.1_cds_WP_061230270.1_1168	29.249	253	330
WP_002740721.1	lcl|NZ_JQPA01000020.1_cds_WP_000688696.1_840	25.571	219	330
WP_002740826.1	lcl|NZ_JQPA01000005.1_cds_WP_001198107.1_148	95.628	366	366
WP_002740826.1	lcl|NZ_JQPA01000005.1_cds_WP_000608292.1_149	39.726	365	366
WP_002740826.1	lcl|NZ_JQPA01000005.1_cds_WP_000575181.1_205	33.705	359	366
WP_002740826.1	lcl|NZ_JQPA01000005.1_cds_WP_000172657.1_165	31.937	382	366
WP_002740826.1	lcl|NZ_JQPA01000020.1_cds_WP_061250291.1_823	27.968	379	366
WP_002740826.1	lcl|NZ_JQPA01000005.1_cds_WP_061266117.1_159	32.123	358	366
WP_002740826.1	lcl|NZ_JQPA01000031.1_cds_WP_000538749.1_1341	30.084	359	366
WP_002740826.1	lcl|NZ_JQPA01000011.1_cds_WP_001982414.1_578	31.579	190	366
WP_002740861.1	lcl|NZ_JQPA01000005.1_cds_WP_000608292.1_149	95.368	367	367
WP_002740861.1	lcl|NZ_JQPA01000005.1_cds_WP_001198107.1_148	39.452	365	367
WP_002740861.1	lcl|NZ_JQPA01000005.1_cds_WP_000575181.1_205	36.043	369	367
WP_002740861.1	lcl|NZ_JQPA01000005.1_cds_WP_000172657.1_165	31.781	365	367
WP_002740861.1	lcl|NZ_JQPA01000031.1_cds_WP_000538749.1_1341	31.383	376	367
WP_002740861.1	lcl|NZ_JQPA01000005.1_cds_WP_061266117.1_159	34.393	346	367
WP_002740861.1	lcl|NZ_JQPA01000020.1_cds_WP_061250291.1_823	30.159	378	367
WP_002740861.1	lcl|NZ_JQPA01000011.1_cds_WP_001982414.1_578	24.581	358	367
WP_002740729.1	lcl|NZ_JQPA01000005.1_cds_WP_000689743.1_150	91.912	544	544
WP_002740729.1	lcl|NZ_JQPA01000192.1_cds_WP_061266477.1_3686	30.108	93	544
WP_002740729.1	lcl|NZ_JQPA01000005.1_cds_WP_000689743.1_150	91.912	544	544
WP_002740729.1	lcl|NZ_JQPA01000192.1_cds_WP_061266477.1_3686	30.108	93	544
WP_002740998.1	lcl|NZ_JQPA01000005.1_cds_WP_000342716.1_151	94.717	265	265
WP_002740998.1	lcl|NZ_JQPA01000009.1_cds_WP_001002663.1_399	46.091	243	265
WP_032853071.1	lcl|NZ_JQPA01000005.1_cds_WP_001246618.1_152	92.258	310	310
WP_032853071.1	lcl|NZ_JQPA01000189.1_cds_WP_000501205.1_3660	36.513	304	310
WP_032853071.1	lcl|NZ_JQPA01000093.1_cds_WP_001183723.1_2568	26.471	306	310
WP_032853071.1	lcl|NZ_JQPA01000121.1_cds_WP_000279894.1_2895	23.282	262	310
WP_032853071.1	lcl|NZ_JQPA01000005.1_cds_WP_001246618.1_152	92.258	310	310
WP_032853071.1	lcl|NZ_JQPA01000189.1_cds_WP_000501205.1_3660	36.513	304	310
WP_032853071.1	lcl|NZ_JQPA01000093.1_cds_WP_001183723.1_2568	26.471	306	310
WP_032853071.1	lcl|NZ_JQPA01000121.1_cds_WP_000279894.1_2895	23.282	262	310
WP_002740848.1	lcl|NZ_JQPA01000005.1_cds_WP_061260327.1_153	92.424	264	264
WP_032853450.1	lcl|NZ_JQPA01000005.1_cds_WP_000715958.1_154	95.349	129	130
WP_004777167.1	lcl|NZ_JQPA01000005.1_cds_WP_001088861.1_155	98.611	144	144
WP_002740917.1	lcl|NZ_JQPA01000005.1_cds_WP_000517241.1_156	95.928	221	221
WP_002740917.1	lcl|NZ_JQPA01000042.1_cds_WP_001082179.1_1621	29.487	78	221
WP_002740917.1	lcl|NZ_JQPA01000279.1_cds_WP_001069832.1_4092	28.440	109	221
WP_002740692.1	lcl|NZ_JQPA01000005.1_cds_WP_000378097.1_164	26.207	290	283
WP_230456811.1	lcl|NZ_JQPA01000042.1_cds_WP_001082179.1_1621	30.588	170	388
WP_230456811.1	lcl|NZ_JQPA01000005.1_cds_WP_001283954.1_183	28.980	245	388
WP_230456811.1	lcl|NZ_JQPA01000279.1_cds_WP_000347675.1_4093	32.168	143	388
WP_230456811.1	lcl|NZ_JQPA01000024.1_cds_WP_000402849.1_973	26.531	147	388
WP_230456811.1	lcl|NZ_JQPA01000005.1_cds_WP_001217659.1_190	28.800	125	388
WP_230456811.1	lcl|NZ_JQPA01000040.1_cds_WP_000283287.1_1541	22.353	170	388
WP_002740804.1	lcl|NZ_JQPA01000005.1_cds_WP_002106356.1_161	29.545	352	411
WP_002740804.1	lcl|NZ_JQPA01000005.1_cds_WP_001102880.1_162	25.000	268	411
WP_002740724.1	lcl|NZ_JQPA01000108.1_cds_WP_000172203.1_2727	31.299	508	596
WP_002740724.1	lcl|NZ_JQPA01000031.1_cds_WP_000667646.1_1366	35.154	421	596
WP_002740724.1	lcl|NZ_JQPA01000029.1_cds_WP_000828456.1_1237	41.202	233	596
WP_002740724.1	lcl|NZ_JQPA01000005.1_cds_WP_002106376.1_163	29.353	402	596
WP_002740724.1	lcl|NZ_JQPA01000026.1_cds_WP_001052496.1_1108	31.933	238	596
WP_002740724.1	lcl|NZ_JQPA01000050.1_cds_WP_000536754.1_1825	32.536	209	596
WP_002740724.1	lcl|NZ_JQPA01000024.1_cds_WP_001161019.1_1019	28.270	237	596
WP_002740724.1	lcl|NZ_JQPA01000092.1_cds_WP_000510770.1_2557	30.043	233	596
WP_002740724.1	lcl|NZ_JQPA01000062.1_cds_WP_000942282.1_2061	27.935	247	596
WP_002740724.1	lcl|NZ_JQPA01000032.1_cds_WP_000047473.1_1395	27.103	214	596
WP_002740724.1	lcl|NZ_JQPA01000069.1_cds_WP_000666552.1_2207	30.172	232	596
WP_002740724.1	lcl|NZ_JQPA01000116.1_cds_WP_001089503.1_2855	28.452	239	596
WP_002740724.1	lcl|NZ_JQPA01000116.1_cds_WP_000433117.1_2823	27.731	238	596
WP_002740724.1	lcl|NZ_JQPA01000046.1_cds_WP_000619182.1_1717	30.290	241	596
WP_002740724.1	lcl|NZ_JQPA01000203.1_cds_WP_000603361.1_3770	26.786	224	596
WP_002740724.1	lcl|NZ_JQPA01000176.1_cds_WP_000598571.1_3565	28.125	224	596
WP_002740724.1	lcl|NZ_JQPA01000085.1_cds_WP_001288326.1_2476	31.250	240	596
WP_002740724.1	lcl|NZ_JQPA01000030.1_cds_WP_001982953.1_1302	27.805	205	596
WP_002740724.1	lcl|NZ_JQPA01000046.1_cds_WP_000218838.1_1716	28.829	222	596
WP_002740724.1	lcl|NZ_JQPA01000077.1_cds_WP_000054169.1_2327	25.116	215	596
WP_002740724.1	lcl|NZ_JQPA01000048.1_cds_WP_001141162.1_1783	26.613	248	596
WP_002740724.1	lcl|NZ_JQPA01000123.1_cds_WP_000184524.1_2942	26.512	215	596
