WP_002725873.1	lcl|NZ_AFLP01000207.1_cds_WP_000340715.1_1625	93.902	82	106
WP_002733579.1	lcl|NZ_AFLP01000207.1_cds_WP_000410273.1_1624	92.994	314	314
WP_002733579.1	lcl|NZ_AFLP01000207.1_cds_WP_000646255.1_1621	27.711	249	314
WP_002733579.1	lcl|NZ_AFLP01000070.1_cds_WP_000744695.1_3217	23.171	328	314
WP_002733579.1	lcl|NZ_AFLP01000076.1_cds_WP_000600891.1_3076	22.909	275	314
WP_002733579.1	lcl|NZ_AFLP01000076.1_cds_WP_000723081.1_3024	23.875	289	314
WP_002733579.1	lcl|NZ_AFLP01000056.1_cds_WP_000649929.1_3532	25.688	327	314
WP_002733579.1	lcl|NZ_AFLP01000207.1_cds_WP_001067557.1_1618	24.540	326	314
WP_026054882.1	lcl|NZ_AFLP01000207.1_cds_WP_000604524.1_1623	85.479	365	365
WP_002733646.1	lcl|NZ_AFLP01000207.1_cds_WP_000884059.1_1622	95.676	185	185
WP_002733646.1	lcl|NZ_AFLP01000193.1_cds_WP_000351733.1_1762	40.714	140	185
WP_002733534.1	lcl|NZ_AFLP01000207.1_cds_WP_000646255.1_1621	97.568	329	329
WP_002733534.1	lcl|NZ_AFLP01000070.1_cds_WP_000744695.1_3217	32.063	315	329
WP_002733534.1	lcl|NZ_AFLP01000076.1_cds_WP_000600891.1_3076	31.988	322	329
WP_002733534.1	lcl|NZ_AFLP01000076.1_cds_WP_000723081.1_3024	30.746	335	329
WP_002733534.1	lcl|NZ_AFLP01000289.1_cds_WP_002064390.1_738	31.475	305	329
WP_002733534.1	lcl|NZ_AFLP01000056.1_cds_WP_000649929.1_3532	30.183	328	329
WP_002733534.1	lcl|NZ_AFLP01000297.1_cds_WP_000709511.1_712	28.923	325	329
WP_002733534.1	lcl|NZ_AFLP01000076.1_cds_WP_000601375.1_3049	24.727	275	329
WP_002733534.1	lcl|NZ_AFLP01000207.1_cds_WP_001067557.1_1618	28.990	307	329
WP_002733534.1	lcl|NZ_AFLP01000117.1_cds_WP_000688698.1_2469	29.682	283	329
