WP_002725873.1	lcl|NZ_JQOS01000060.1_cds_WP_000340715.1_1548	93.902	82	106
WP_002733579.1	lcl|NZ_JQOS01000060.1_cds_WP_000410267.1_1547	93.312	314	314
WP_002733579.1	lcl|NZ_JQOS01000007.1_cds_WP_000744698.1_305	23.171	328	314
WP_002733579.1	lcl|NZ_JQOS01000060.1_cds_WP_042752260.1_1544	27.309	249	314
WP_002733579.1	lcl|NZ_JQOS01000074.1_cds_WP_000723082.1_1768	23.875	289	314
WP_002733579.1	lcl|NZ_JQOS01000060.1_cds_WP_001067557.1_1541	24.540	326	314
WP_026054882.1	lcl|NZ_JQOS01000060.1_cds_WP_000604524.1_1546	85.479	365	365
WP_002733646.1	lcl|NZ_JQOS01000060.1_cds_WP_000884059.1_1545	95.676	185	185
WP_002733646.1	lcl|NZ_JQOS01000155.1_cds_WP_000351733.1_2973	40.714	140	185
WP_002733534.1	lcl|NZ_JQOS01000060.1_cds_WP_042752260.1_1544	98.176	329	329
WP_002733534.1	lcl|NZ_JQOS01000007.1_cds_WP_000744698.1_305	32.063	315	329
WP_002733534.1	lcl|NZ_JQOS01000074.1_cds_WP_000723082.1_1768	30.746	335	329
WP_002733534.1	lcl|NZ_JQOS01000009.1_cds_WP_002072074.1_412	31.475	305	329
WP_002733534.1	lcl|NZ_JQOS01000001.1_cds_WP_000649924.1_8	30.183	328	329
WP_002733534.1	lcl|NZ_JQOS01000235.1_cds_WP_000709511.1_3618	28.923	325	329
WP_002733534.1	lcl|NZ_JQOS01000060.1_cds_WP_001067557.1_1541	28.990	307	329
WP_002733534.1	lcl|NZ_JQOS01000009.1_cds_WP_000688698.1_392	29.682	283	329
WP_002733534.1	lcl|NZ_JQOS01000074.1_cds_WP_000475901.1_1751	27.007	274	329
WP_002733534.1	lcl|NZ_JQOS01000060.1_cds_WP_000410267.1_1547	24.765	319	329
WP_002733534.1	lcl|NZ_JQOS01000005.1_cds_WP_001074779.1_267	29.057	265	329
WP_002733534.1	lcl|NZ_JQOS01000057.1_cds_WP_001003560.1_1486	26.378	254	329
WP_002733627.1	lcl|NZ_JQOS01000060.1_cds_WP_000774259.1_1543	92.884	267	267
WP_002733627.1	lcl|NZ_JQOS01000074.1_cds_WP_000842260.1_1769	27.895	190	267
WP_002733627.1	lcl|NZ_JQOS01000015.1_cds_WP_000667727.1_529	31.818	110	267
WP_002733627.1	lcl|NZ_JQOS01000021.1_cds_WP_000805357.1_718	27.660	188	267
WP_002740779.1	lcl|NZ_JQOS01000060.1_cds_WP_000612798.1_1542	97.250	509	509
WP_002740779.1	lcl|NZ_JQOS01000039.1_cds_WP_000291581.1_1036	26.852	324	509
WP_002740779.1	lcl|NZ_JQOS01000039.1_cds_WP_000364504.1_1037	31.111	90	509
WP_002740779.1	lcl|NZ_JQOS01000060.1_cds_WP_000612798.1_1542	97.250	509	509
WP_002740779.1	lcl|NZ_JQOS01000039.1_cds_WP_000291581.1_1036	26.852	324	509
WP_002740779.1	lcl|NZ_JQOS01000039.1_cds_WP_000364504.1_1037	31.111	90	509
WP_002740721.1	lcl|NZ_JQOS01000060.1_cds_WP_001067557.1_1541	95.455	330	330
WP_002740721.1	lcl|NZ_JQOS01000060.1_cds_WP_042752260.1_1544	28.990	307	330
WP_002740721.1	lcl|NZ_JQOS01000009.1_cds_WP_002072074.1_412	24.632	272	330
WP_002740721.1	lcl|NZ_JQOS01000007.1_cds_WP_000744698.1_305	26.899	316	330
WP_002740721.1	lcl|NZ_JQOS01000074.1_cds_WP_000723082.1_1768	24.625	333	330
WP_002740721.1	lcl|NZ_JQOS01000057.1_cds_WP_001003560.1_1486	27.490	251	330
WP_002740721.1	lcl|NZ_JQOS01000001.1_cds_WP_000649924.1_8	29.249	253	330
WP_002740721.1	lcl|NZ_JQOS01000009.1_cds_WP_000688698.1_392	24.658	219	330
WP_002740826.1	lcl|NZ_JQOS01000060.1_cds_WP_001198107.1_1540	95.628	366	366
WP_002740826.1	lcl|NZ_JQOS01000060.1_cds_WP_000608294.1_1539	39.726	365	366
WP_002740826.1	lcl|NZ_JQOS01000074.1_cds_WP_000575181.1_1762	33.705	359	366
WP_002740826.1	lcl|NZ_JQOS01000009.1_cds_WP_001281953.1_376	28.232	379	366
WP_002740826.1	lcl|NZ_JQOS01000060.1_cds_WP_000172660.1_1523	31.675	382	366
WP_002740826.1	lcl|NZ_JQOS01000060.1_cds_WP_002118554.1_1529	32.213	357	366
WP_002740826.1	lcl|NZ_JQOS01000125.1_cds_WP_000538755.1_2545	30.084	359	366
WP_002740826.1	lcl|NZ_JQOS01000032.1_cds_WP_001982414.1_863	31.579	190	366
WP_002740861.1	lcl|NZ_JQOS01000060.1_cds_WP_000608294.1_1539	95.640	367	367
WP_002740861.1	lcl|NZ_JQOS01000060.1_cds_WP_001198107.1_1540	39.452	365	367
WP_002740861.1	lcl|NZ_JQOS01000074.1_cds_WP_000575181.1_1762	36.043	369	367
