WP_002725873.1	lcl|NZ_JQQN01000011.1_cds_WP_000340715.1_221	93.902	82	106
WP_002733579.1	lcl|NZ_JQQN01000011.1_cds_WP_000410273.1_222	92.994	314	314
WP_002733579.1	lcl|NZ_JQQN01000011.1_cds_WP_000093099.1_242	58.730	63	314
WP_002733579.1	lcl|NZ_JQQN01000022.1_cds_WP_000744700.1_649	23.171	328	314
WP_002733579.1	lcl|NZ_JQQN01000011.1_cds_WP_000646256.1_225	27.309	249	314
WP_002733579.1	lcl|NZ_JQQN01000011.1_cds_WP_000600889.1_251	22.909	275	314
WP_002733579.1	lcl|NZ_JQQN01000011.1_cds_WP_000723092.1_306	23.875	289	314
WP_002733579.1	lcl|NZ_JQQN01000011.1_cds_WP_001067556.1_228	24.540	326	314
WP_026054882.1	lcl|NZ_JQQN01000011.1_cds_WP_000604524.1_223	85.479	365	365
WP_002733646.1	lcl|NZ_JQQN01000011.1_cds_WP_000884059.1_224	95.676	185	185
WP_002733646.1	lcl|NZ_JQQN01000036.1_cds_WP_000351733.1_1339	40.714	140	185
WP_002733534.1	lcl|NZ_JQQN01000011.1_cds_WP_000646256.1_225	98.176	329	329
WP_002733534.1	lcl|NZ_JQQN01000022.1_cds_WP_000744700.1_649	32.063	315	329
WP_002733534.1	lcl|NZ_JQQN01000011.1_cds_WP_000723092.1_306	30.746	335	329
WP_002733534.1	lcl|NZ_JQQN01000011.1_cds_WP_000600889.1_251	31.677	322	329
WP_002733534.1	lcl|NZ_JQQN01000098.1_cds_WP_001984071.1_2774	31.803	305	329
WP_002733534.1	lcl|NZ_JQQN01000027.1_cds_WP_000649925.1_892	30.183	328	329
WP_002733534.1	lcl|NZ_JQQN01000125.1_cds_WP_000709513.1_3265	29.129	333	329
WP_002733534.1	lcl|NZ_JQQN01000011.1_cds_WP_000601375.1_278	24.727	275	329
WP_002733534.1	lcl|NZ_JQQN01000011.1_cds_WP_001067556.1_228	28.990	307	329
WP_002733534.1	lcl|NZ_JQQN01000098.1_cds_WP_000688696.1_2794	29.682	283	329
WP_002733534.1	lcl|NZ_JQQN01000011.1_cds_WP_000475901.1_288	27.007	274	329
WP_002733534.1	lcl|NZ_JQQN01000011.1_cds_WP_000410273.1_222	25.078	319	329
WP_002733534.1	lcl|NZ_JQQN01000015.1_cds_WP_001074785.1_430	29.434	265	329
WP_002733534.1	lcl|NZ_JQQN01000023.1_cds_WP_001003556.1_700	26.772	254	329
WP_002733534.1	lcl|NZ_JQQN01000011.1_cds_WP_000487322.1_276	26.852	324	329
WP_002733627.1	lcl|NZ_JQQN01000011.1_cds_WP_000774263.1_226	92.884	267	267
WP_002733627.1	lcl|NZ_JQQN01000011.1_cds_WP_000859505.1_275	28.155	206	267
WP_002733627.1	lcl|NZ_JQQN01000011.1_cds_WP_000800438.1_256	28.492	179	267
WP_002733627.1	lcl|NZ_JQQN01000011.1_cds_WP_000842260.1_307	27.895	190	267
WP_002733627.1	lcl|NZ_JQQN01000093.1_cds_WP_000667727.1_2704	31.818	110	267
WP_002733627.1	lcl|NZ_JQQN01000010.1_cds_WP_000805357.1_184	27.660	188	267
WP_002740779.1	lcl|NZ_JQQN01000011.1_cds_WP_002163445.1_227	96.071	509	509
