WP_002725873.1	lcl|NZ_JQPF01000084.1_cds_WP_000340715.1_2369	93.902	82	106
WP_002733579.1	lcl|NZ_JQPF01000084.1_cds_WP_000410273.1_2370	92.994	314	314
WP_002733579.1	lcl|NZ_JQPF01000084.1_cds_WP_000093099.1_2390	58.730	63	314
WP_002733579.1	lcl|NZ_JQPF01000009.1_cds_WP_000744700.1_306	23.171	328	314
WP_002733579.1	lcl|NZ_JQPF01000084.1_cds_WP_000646251.1_2373	27.309	249	314
WP_002733579.1	lcl|NZ_JQPF01000084.1_cds_WP_000600889.1_2399	22.909	275	314
WP_002733579.1	lcl|NZ_JQPF01000084.1_cds_WP_000723086.1_2452	23.875	289	314
WP_002733579.1	lcl|NZ_JQPF01000084.1_cds_WP_001067557.1_2376	24.540	326	314
WP_026054882.1	lcl|NZ_JQPF01000084.1_cds_WP_061250446.1_2371	85.205	365	365
WP_002733646.1	lcl|NZ_JQPF01000084.1_cds_WP_000884059.1_2372	95.676	185	185
WP_002733646.1	lcl|NZ_JQPF01000028.1_cds_WP_000351733.1_1067	40.714	140	185
WP_002733646.1	lcl|NZ_JQPF01000084.1_cds_JG73_RS12265_2414	42.623	61	185
WP_002733646.1	lcl|NZ_JQPF01000084.1_cds_JG73_RS12265_2414	50.000	40	185
WP_002733534.1	lcl|NZ_JQPF01000084.1_cds_WP_000646251.1_2373	98.480	329	329
WP_002733534.1	lcl|NZ_JQPF01000009.1_cds_WP_000744700.1_306	32.063	315	329
WP_002733534.1	lcl|NZ_JQPF01000084.1_cds_WP_000723086.1_2452	30.746	335	329
WP_002733534.1	lcl|NZ_JQPF01000084.1_cds_WP_000600889.1_2399	31.677	322	329
WP_002733534.1	lcl|NZ_JQPF01000026.1_cds_WP_001984071.1_967	31.803	305	329
WP_002733534.1	lcl|NZ_JQPF01000155.1_cds_WP_000649923.1_3376	30.183	328	329
WP_002733534.1	lcl|NZ_JQPF01000026.1_cds_WP_061280490.1_957	28.923	325	329
WP_002733534.1	lcl|NZ_JQPF01000084.1_cds_WP_000601375.1_2425	24.727	275	329
WP_002733534.1	lcl|NZ_JQPF01000084.1_cds_WP_001067557.1_2376	28.990	307	329
WP_002733534.1	lcl|NZ_JQPF01000026.1_cds_WP_061280493.1_987	30.282	284	329
WP_002733534.1	lcl|NZ_JQPF01000084.1_cds_WP_000475904.1_2435	27.007	274	329
WP_002733534.1	lcl|NZ_JQPF01000084.1_cds_WP_000410273.1_2370	25.078	319	329
WP_002733534.1	lcl|NZ_JQPF01000034.1_cds_WP_001074781.1_1204	29.699	266	329
WP_002733534.1	lcl|NZ_JQPF01000020.1_cds_WP_001003558.1_761	26.772	254	329
WP_002733534.1	lcl|NZ_JQPF01000084.1_cds_WP_000487322.1_2423	26.852	324	329
WP_002733627.1	lcl|NZ_JQPF01000084.1_cds_WP_000774261.1_2374	93.258	267	267
WP_002733627.1	lcl|NZ_JQPF01000084.1_cds_WP_000859505.1_2422	28.155	206	267
WP_002733627.1	lcl|NZ_JQPF01000084.1_cds_WP_000800438.1_2404	28.492	179	267
WP_002733627.1	lcl|NZ_JQPF01000084.1_cds_WP_000842260.1_2453	27.895	190	267
WP_002733627.1	lcl|NZ_JQPF01000032.1_cds_WP_000667727.1_1145	31.818	110	267
WP_002733627.1	lcl|NZ_JQPF01000053.1_cds_WP_000805357.1_1827	27.660	188	267
WP_002740779.1	lcl|NZ_JQPF01000084.1_cds_WP_000612797.1_2375	96.071	509	509
WP_002740779.1	lcl|NZ_JQPF01000024.1_cds_WP_000291584.1_924	26.852	324	509
WP_002740779.1	lcl|NZ_JQPF01000024.1_cds_WP_000364507.1_923	31.111	90	509
WP_002740779.1	lcl|NZ_JQPF01000084.1_cds_WP_000612797.1_2375	96.071	509	509
WP_002740779.1	lcl|NZ_JQPF01000024.1_cds_WP_000291584.1_924	26.852	324	509
WP_002740779.1	lcl|NZ_JQPF01000024.1_cds_WP_000364507.1_923	31.111	90	509
WP_002740721.1	lcl|NZ_JQPF01000084.1_cds_WP_001067557.1_2376	95.455	330	330
WP_002740721.1	lcl|NZ_JQPF01000084.1_cds_WP_000646251.1_2373	28.990	307	330
WP_002740721.1	lcl|NZ_JQPF01000084.1_cds_WP_000600889.1_2399	27.068	266	330
WP_002740721.1	lcl|NZ_JQPF01000026.1_cds_WP_001984071.1_967	24.265	272	330
WP_002740721.1	lcl|NZ_JQPF01000009.1_cds_WP_000744700.1_306	26.582	316	330
WP_002740721.1	lcl|NZ_JQPF01000084.1_cds_WP_000723086.1_2452	24.625	333	330
WP_002740721.1	lcl|NZ_JQPF01000020.1_cds_WP_001003558.1_761	27.888	251	330
WP_002740721.1	lcl|NZ_JQPF01000155.1_cds_WP_000649923.1_3376	29.249	253	330
WP_002740721.1	lcl|NZ_JQPF01000026.1_cds_WP_061280493.1_987	25.571	219	330
WP_002740721.1	lcl|NZ_JQPF01000084.1_cds_WP_000487322.1_2423	27.208	283	330
WP_002740721.1	lcl|NZ_JQPF01000084.1_cds_WP_000601375.1_2425	26.374	273	330
WP_002740826.1	lcl|NZ_JQPF01000084.1_cds_WP_001198107.1_2377	95.628	366	366
WP_002740826.1	lcl|NZ_JQPF01000084.1_cds_WP_000608295.1_2378	40.000	365	366
