WP_002725873.1	lcl|NZ_JAGGCC010000003.1_cds_WP_000340715.1_506	93.902	82	106
WP_002733579.1	lcl|NZ_JAGGCC010000003.1_cds_WP_000410273.1_507	92.994	314	314
WP_002733579.1	lcl|NZ_JAGGCC010000003.1_cds_WP_000093099.1_527	58.730	63	314
WP_002733579.1	lcl|NZ_JAGGCC010000003.1_cds_WP_000646250.1_510	27.711	249	314
WP_002733579.1	lcl|NZ_JAGGCC010000005.1_cds_WP_000744700.1_831	23.171	328	314
WP_002733579.1	lcl|NZ_JAGGCC010000003.1_cds_WP_000600889.1_536	22.909	275	314
WP_002733579.1	lcl|NZ_JAGGCC010000003.1_cds_WP_000723090.1_589	23.875	289	314
WP_002733579.1	lcl|NZ_JAGGCC010000003.1_cds_WP_001067557.1_513	24.540	326	314
WP_026054882.1	lcl|NZ_JAGGCC010000003.1_cds_WP_000604524.1_508	85.479	365	365
WP_002733646.1	lcl|NZ_JAGGCC010000003.1_cds_WP_000884059.1_509	95.676	185	185
WP_002733646.1	lcl|NZ_JAGGCC010000027.1_cds_WP_000351733.1_2588	40.714	140	185
WP_002733534.1	lcl|NZ_JAGGCC010000003.1_cds_WP_000646250.1_510	97.872	329	329
WP_002733534.1	lcl|NZ_JAGGCC010000005.1_cds_WP_000744700.1_831	32.063	315	329
WP_002733534.1	lcl|NZ_JAGGCC010000003.1_cds_WP_000723090.1_589	30.746	335	329
WP_002733534.1	lcl|NZ_JAGGCC010000003.1_cds_WP_000600889.1_536	31.677	322	329
WP_002733534.1	lcl|NZ_JAGGCC010000053.1_cds_WP_001984071.1_3430	31.803	305	329
WP_002733534.1	lcl|NZ_JAGGCC010000008.1_cds_WP_000649925.1_1218	30.183	328	329
WP_002733534.1	lcl|NZ_JAGGCC010000067.1_cds_WP_000709511.1_3641	28.923	325	329
WP_002733534.1	lcl|NZ_JAGGCC010000003.1_cds_WP_000601375.1_563	24.727	275	329
WP_002733534.1	lcl|NZ_JAGGCC010000003.1_cds_WP_001067557.1_513	28.990	307	329
WP_002733534.1	lcl|NZ_JAGGCC010000051.1_cds_WP_000688695.1_3394	29.682	283	329
WP_002733534.1	lcl|NZ_JAGGCC010000003.1_cds_WP_000475904.1_572	27.007	274	329
WP_002733534.1	lcl|NZ_JAGGCC010000003.1_cds_WP_000410273.1_507	25.078	319	329
WP_002733534.1	lcl|NZ_JAGGCC010000013.1_cds_WP_001074785.1_1689	29.434	265	329
WP_002733534.1	lcl|NZ_JAGGCC010000017.1_cds_WP_001003555.1_2006	26.772	254	329
WP_002733534.1	lcl|NZ_JAGGCC010000003.1_cds_WP_000487322.1_561	26.852	324	329
WP_002733627.1	lcl|NZ_JAGGCC010000003.1_cds_WP_000774262.1_511	92.884	267	267
WP_002733627.1	lcl|NZ_JAGGCC010000003.1_cds_WP_000859505.1_560	28.155	206	267
WP_002733627.1	lcl|NZ_JAGGCC010000003.1_cds_WP_000800438.1_541	28.492	179	267
WP_002733627.1	lcl|NZ_JAGGCC010000003.1_cds_WP_000842260.1_590	27.895	190	267
WP_002733627.1	lcl|NZ_JAGGCC010000024.1_cds_WP_000667727.1_2431	31.818	110	267
WP_002733627.1	lcl|NZ_JAGGCC010000023.1_cds_WP_000805357.1_2362	27.660	188	267
