WP_002725873.1	lcl|NZ_AFKX01000088.1_cds_WP_000340715.1_2855	93.902	82	106
WP_002733579.1	lcl|NZ_AFKX01000088.1_cds_WP_000410273.1_2854	92.994	314	314
WP_002733579.1	lcl|NZ_AFKX01000088.1_cds_WP_000093099.1_2834	58.730	63	314
WP_002733579.1	lcl|NZ_AFKX01000088.1_cds_WP_000646250.1_2851	27.711	249	314
WP_002733579.1	lcl|NZ_AFKX01000078.1_cds_WP_000744700.1_3113	23.171	328	314
WP_002733579.1	lcl|NZ_AFKX01000088.1_cds_WP_000600889.1_2825	22.909	275	314
WP_002733579.1	lcl|NZ_AFKX01000048.1_cds_WP_000723090.1_3461	23.875	289	314
WP_002733579.1	lcl|NZ_AFKX01000088.1_cds_WP_001067557.1_2848	24.540	326	314
WP_026054882.1	lcl|NZ_AFKX01000088.1_cds_WP_000604524.1_2853	85.479	365	365
WP_002733646.1	lcl|NZ_AFKX01000088.1_cds_WP_000884059.1_2852	95.676	185	185
WP_002733646.1	lcl|NZ_AFKX01000080.1_cds_WP_000351733.1_3047	40.714	140	185
WP_002733534.1	lcl|NZ_AFKX01000088.1_cds_WP_000646250.1_2851	97.872	329	329
WP_002733534.1	lcl|NZ_AFKX01000078.1_cds_WP_000744700.1_3113	32.063	315	329
WP_002733534.1	lcl|NZ_AFKX01000048.1_cds_WP_000723090.1_3461	30.746	335	329
WP_002733534.1	lcl|NZ_AFKX01000088.1_cds_WP_000600889.1_2825	31.677	322	329
WP_002733534.1	lcl|NZ_AFKX01000256.1_cds_WP_001984071.1_876	31.803	305	329
WP_002733534.1	lcl|NZ_AFKX01000142.1_cds_WP_000649925.1_1859	30.183	328	329
WP_002733534.1	lcl|NZ_AFKX01000384.1_cds_WP_000709511.1_146	28.923	325	329
WP_002733534.1	lcl|NZ_AFKX01000088.1_cds_WP_000601375.1_2798	24.727	275	329
WP_002733534.1	lcl|NZ_AFKX01000088.1_cds_WP_001067557.1_2848	28.990	307	329
WP_002733534.1	lcl|NZ_AFKX01000163.1_cds_WP_000688695.1_1620	29.682	283	329
WP_002733534.1	lcl|NZ_AFKX01000088.1_cds_WP_000475904.1_2789	27.007	274	329
WP_002733534.1	lcl|NZ_AFKX01000088.1_cds_WP_000410273.1_2854	25.078	319	329
WP_002733534.1	lcl|NZ_AFKX01000007.1_cds_WP_001074785.1_3706	29.434	265	329
WP_002733534.1	lcl|NZ_AFKX01000173.1_cds_WP_001003555.1_1570	26.772	254	329
WP_002733534.1	lcl|NZ_AFKX01000088.1_cds_WP_000487322.1_2800	26.852	324	329
WP_002733627.1	lcl|NZ_AFKX01000088.1_cds_WP_000774262.1_2850	92.884	267	267
WP_002733627.1	lcl|NZ_AFKX01000088.1_cds_WP_000859505.1_2801	28.155	206	267
WP_002733627.1	lcl|NZ_AFKX01000088.1_cds_WP_000800438.1_2820	28.492	179	267
WP_002733627.1	lcl|NZ_AFKX01000130.1_cds_WP_000667727.1_2006	31.818	110	267
WP_002733627.1	lcl|NZ_AFKX01000048.1_cds_WP_002036367.1_3460	28.402	169	267
WP_002733627.1	lcl|NZ_AFKX01000116.1_cds_WP_000805357.1_2262	27.660	188	267
WP_002740779.1	lcl|NZ_AFKX01000088.1_cds_WP_000612797.1_2849	96.071	509	509
WP_002740779.1	lcl|NZ_AFKX01000233.1_cds_WP_000291591.1_1128	26.852	324	509
WP_002740779.1	lcl|NZ_AFKX01000233.1_cds_WP_000364507.1_1127	31.111	90	509
WP_002740779.1	lcl|NZ_AFKX01000088.1_cds_WP_000612797.1_2849	96.071	509	509
WP_002740779.1	lcl|NZ_AFKX01000233.1_cds_WP_000291591.1_1128	26.852	324	509
WP_002740779.1	lcl|NZ_AFKX01000233.1_cds_WP_000364507.1_1127	31.111	90	509
WP_002740721.1	lcl|NZ_AFKX01000088.1_cds_WP_001067557.1_2848	95.455	330	330
WP_002740721.1	lcl|NZ_AFKX01000088.1_cds_WP_000646250.1_2851	28.664	307	330
WP_002740721.1	lcl|NZ_AFKX01000088.1_cds_WP_000600889.1_2825	27.068	266	330
WP_002740721.1	lcl|NZ_AFKX01000256.1_cds_WP_001984071.1_876	24.265	272	330
WP_002740721.1	lcl|NZ_AFKX01000078.1_cds_WP_000744700.1_3113	26.582	316	330
WP_002740721.1	lcl|NZ_AFKX01000048.1_cds_WP_000723090.1_3461	24.625	333	330
WP_002740721.1	lcl|NZ_AFKX01000173.1_cds_WP_001003555.1_1570	27.888	251	330
WP_002740721.1	lcl|NZ_AFKX01000142.1_cds_WP_000649925.1_1859	29.249	253	330
WP_002740721.1	lcl|NZ_AFKX01000163.1_cds_WP_000688695.1_1620	25.571	219	330
WP_002740721.1	lcl|NZ_AFKX01000088.1_cds_WP_000487322.1_2800	27.208	283	330
WP_002740721.1	lcl|NZ_AFKX01000088.1_cds_WP_000601375.1_2798	26.374	273	330
WP_002740826.1	lcl|NZ_AFKX01000088.1_cds_WP_001198107.1_2847	95.628	366	366
WP_002740826.1	lcl|NZ_AFKX01000088.1_cds_WP_000608295.1_2846	40.000	365	366
WP_002740826.1	lcl|NZ_AFKX01000019.1_cds_WP_000575178.1_3555	34.262	359	366
WP_002740826.1	lcl|NZ_AFKX01000306.1_cds_WP_001281953.1_524	28.232	379	366
WP_002740826.1	lcl|NZ_AFKX01000088.1_cds_WP_000346036.1_2817	28.090	356	366
WP_002740826.1	lcl|NZ_AFKX01000088.1_cds_WP_000582222.1_2836	32.113	355	366
WP_002740826.1	lcl|NZ_AFKX01000367.1_cds_WP_000538752.1_360	30.084	359	366
WP_002740826.1	lcl|NZ_AFKX01000088.1_cds_WP_000947844.1_2824	26.957	345	366
WP_002740826.1	lcl|NZ_AFKX01000081.1_cds_WP_001982414.1_2992	31.579	190	366
WP_002740861.1	lcl|NZ_AFKX01000088.1_cds_WP_000608295.1_2846	95.368	367	367
WP_002740861.1	lcl|NZ_AFKX01000088.1_cds_WP_001198107.1_2847	39.452	365	367
WP_002740861.1	lcl|NZ_AFKX01000019.1_cds_WP_000575178.1_3555	36.314	369	367
WP_002740861.1	lcl|NZ_AFKX01000367.1_cds_WP_000538752.1_360	31.383	376	367
WP_002740861.1	lcl|NZ_AFKX01000088.1_cds_WP_000582222.1_2836	36.000	325	367
WP_002740861.1	lcl|NZ_AFKX01000306.1_cds_WP_001281953.1_524	30.159	378	367
WP_002740861.1	lcl|NZ_AFKX01000088.1_cds_WP_000346036.1_2817	24.665	373	367
WP_002740861.1	lcl|NZ_AFKX01000088.1_cds_WP_000947844.1_2824	26.404	356	367
WP_002740861.1	lcl|NZ_AFKX01000081.1_cds_WP_001982414.1_2992	24.581	358	367
WP_002740729.1	lcl|NZ_AFKX01000088.1_cds_WP_000689743.1_2845	91.912	544	544
WP_002740729.1	lcl|NZ_AFKX01000088.1_cds_WP_000689743.1_2845	91.912	544	544
WP_002740998.1	lcl|NZ_AFKX01000088.1_cds_WP_000342713.1_2844	94.340	265	265
WP_002740998.1	lcl|NZ_AFKX01000380.1_cds_WP_001002663.1_178	46.091	243	265
WP_032853071.1	lcl|NZ_AFKX01000088.1_cds_WP_001246618.1_2843	92.258	310	310
WP_032853071.1	lcl|NZ_AFKX01000122.1_cds_WP_000501205.1_2144	36.513	304	310
WP_032853071.1	lcl|NZ_AFKX01000095.1_cds_WP_001183723.1_2625	26.471	306	310
WP_032853071.1	lcl|NZ_AFKX01000069.1_cds_WP_000279894.1_3369	23.282	262	310
WP_032853071.1	lcl|NZ_AFKX01000088.1_cds_WP_001246618.1_2843	92.258	310	310
WP_032853071.1	lcl|NZ_AFKX01000122.1_cds_WP_000501205.1_2144	36.513	304	310
WP_032853071.1	lcl|NZ_AFKX01000095.1_cds_WP_001183723.1_2625	26.471	306	310
WP_032853071.1	lcl|NZ_AFKX01000069.1_cds_WP_000279894.1_3369	23.282	262	310
WP_002740848.1	lcl|NZ_AFKX01000088.1_cds_WP_000479982.1_2842	93.182	264	264
WP_032853450.1	lcl|NZ_AFKX01000088.1_cds_WP_000715958.1_2841	95.349	129	130
WP_004777167.1	lcl|NZ_AFKX01000088.1_cds_WP_001088866.1_2840	97.222	144	144
WP_002740917.1	lcl|NZ_AFKX01000088.1_cds_WP_000517242.1_2839	95.475	221	221
WP_002740917.1	lcl|NZ_AFKX01000078.1_cds_WP_001082180.1_3141	29.487	78	221
WP_002740917.1	lcl|NZ_AFKX01000088.1_cds_WP_001206409.1_2829	30.097	103	221
WP_002740917.1	lcl|NZ_AFKX01000226.1_cds_WP_001069834.1_1183	28.440	109	221
WP_002740692.1	lcl|NZ_AFKX01000088.1_cds_WP_000601375.1_2798	27.152	151	283
WP_230456811.1	lcl|NZ_AFKX01000078.1_cds_WP_001082180.1_3141	30.588	170	388
WP_230456811.1	lcl|NZ_AFKX01000226.1_cds_WP_000347681.1_1184	32.168	143	388
WP_230456811.1	lcl|NZ_AFKX01000088.1_cds_WP_002082140.1_2813	34.746	118	388
WP_230456811.1	lcl|NZ_AFKX01000088.1_cds_WP_001206409.1_2829	30.201	149	388
