WP_002725873.1	lcl|NZ_RQEW01000029.1_cds_WP_123180187.1_134	97.561	82	106
WP_002733579.1	lcl|NZ_RQEW01000029.1_cds_WP_135607540.1_133	64.516	310	314
WP_002733579.1	lcl|NZ_RQEW01000029.1_cds_WP_123180180.1_140	25.483	259	314
WP_002733579.1	lcl|NZ_RQEW01000012.1_cds_WP_010573102.1_910	23.926	326	314
WP_002733579.1	lcl|NZ_RQEW01000029.1_cds_WP_010575169.1_91	24.199	281	314
WP_002733579.1	lcl|NZ_RQEW01000043.1_cds_WP_010576029.1_3150	20.710	169	314
WP_002733646.1	lcl|NZ_RQEW01000029.1_cds_WP_123180202.1_119	38.764	178	185
WP_002733646.1	lcl|NZ_RQEW01000031.1_cds_WP_135607445.1_1992	38.312	154	185
WP_002733534.1	lcl|NZ_RQEW01000012.1_cds_WP_010573102.1_910	30.476	315	329
WP_002733534.1	lcl|NZ_RQEW01000029.1_cds_WP_010575169.1_91	29.341	334	329
WP_002733534.1	lcl|NZ_RQEW01000012.1_cds_WP_205872855.1_623	33.007	306	329
WP_002733534.1	lcl|NZ_RQEW01000029.1_cds_WP_123180180.1_140	28.213	319	329
WP_002733534.1	lcl|NZ_RQEW01000043.1_cds_WP_010576029.1_3150	27.083	336	329
WP_002733534.1	lcl|NZ_RQEW01000012.1_cds_WP_135608001.1_753	28.302	318	329
WP_002733534.1	lcl|NZ_RQEW01000043.1_cds_WP_040913715.1_3059	28.485	330	329
WP_002733534.1	lcl|NZ_RQEW01000007.1_cds_WP_100737905.1_1775	28.395	243	329
WP_002733534.1	lcl|NZ_RQEW01000007.1_cds_WP_100737667.1_1607	26.316	247	329
WP_002733534.1	lcl|NZ_RQEW01000025.1_cds_WP_135608729.1_2783	26.592	267	329
WP_002733534.1	lcl|NZ_RQEW01000029.1_cds_WP_135607540.1_133	24.116	311	329
WP_002733534.1	lcl|NZ_RQEW01000012.1_cds_WP_135608099.1_1000	23.565	331	329
WP_002733534.1	lcl|NZ_RQEW01000029.1_cds_WP_123180213.1_107	25.610	246	329
