WP_002725873.1	lcl|NZ_MVAF01000021.1_cds_WP_000340715.1_2191	93.902	82	106
WP_002733579.1	lcl|NZ_MVAF01000021.1_cds_WP_000410273.1_2190	92.994	314	314
WP_002733579.1	lcl|NZ_MVAF01000021.1_cds_WP_000646250.1_2187	27.711	249	314
WP_002733579.1	lcl|NZ_MVAF01000026.1_cds_WP_000744700.1_730	23.171	328	314
WP_002733579.1	lcl|NZ_MVAF01000063.1_cds_WP_001033107.1_3650	22.180	266	314
WP_002733579.1	lcl|NZ_MVAF01000055.1_cds_WP_000723092.1_3010	23.875	289	314
WP_002733579.1	lcl|NZ_MVAF01000021.1_cds_WP_001067556.1_2184	24.540	326	314
WP_026054882.1	lcl|NZ_MVAF01000021.1_cds_WP_001967810.1_2189	85.205	365	365
WP_002733646.1	lcl|NZ_MVAF01000021.1_cds_WP_082267446.1_2188	95.135	185	185
WP_002733646.1	lcl|NZ_MVAF01000005.1_cds_WP_000351733.1_2887	40.714	140	185
WP_002733534.1	lcl|NZ_MVAF01000021.1_cds_WP_000646250.1_2187	97.872	329	329
WP_002733534.1	lcl|NZ_MVAF01000026.1_cds_WP_000744700.1_730	32.063	315	329
WP_002733534.1	lcl|NZ_MVAF01000055.1_cds_WP_000723092.1_3010	30.746	335	329
WP_002733534.1	lcl|NZ_MVAF01000013.1_cds_WP_001984071.1_3967	31.803	305	329
WP_002733534.1	lcl|NZ_MVAF01000059.1_cds_WP_000699346.1_3035	30.060	336	329
WP_002733534.1	lcl|NZ_MVAF01000029.1_cds_WP_000649923.1_824	30.183	328	329
WP_002733534.1	lcl|NZ_MVAF01000013.1_cds_WP_000709513.1_3977	29.129	333	329
WP_002733534.1	lcl|NZ_MVAF01000021.1_cds_WP_001067556.1_2184	28.990	307	329
WP_002733534.1	lcl|NZ_MVAF01000040.1_cds_WP_000688696.1_2499	29.682	283	329
WP_002733534.1	lcl|NZ_MVAF01000084.1_cds_WP_000475904.1_286	27.007	274	329
WP_002733534.1	lcl|NZ_MVAF01000021.1_cds_WP_000410273.1_2190	25.078	319	329
WP_002733534.1	lcl|NZ_MVAF01000060.1_cds_WP_001074785.1_3893	29.434	265	329
