WP_002725873.1	lcl|NZ_JADDVA010000006.1_cds_WP_002725873.1_3025	100.000	106	106
WP_002733579.1	lcl|NZ_JADDVA010000006.1_cds_WP_002733579.1_3024	100.000	314	314
WP_002733579.1	lcl|NZ_JADDVA010000016.1_cds_WP_002722638.1_515	24.615	325	314
WP_002733579.1	lcl|NZ_JADDVA010000006.1_cds_WP_002733534.1_3021	26.908	249	314
WP_002733579.1	lcl|NZ_JADDVA010000006.1_cds_WP_002740024.1_2930	23.132	281	314
WP_002733579.1	lcl|NZ_JADDVA010000007.1_cds_WP_002728309.1_3087	25.723	311	314
WP_002733579.1	lcl|NZ_JADDVA010000028.1_cds_WP_002743770.1_1300	20.809	173	314
WP_002733579.1	lcl|NZ_JADDVA010000006.1_cds_WP_016749081.1_2992	24.503	151	314
WP_002733579.1	lcl|NZ_JADDVA010000006.1_cds_WP_002740721.1_3018	24.848	330	314
WP_026054882.1	lcl|NZ_JADDVA010000006.1_cds_WP_026054882.1_3023	99.726	365	365
WP_002733646.1	lcl|NZ_JADDVA010000006.1_cds_WP_002733646.1_3022	100.000	185	185
WP_002733646.1	lcl|NZ_JADDVA010000003.1_cds_WP_002721790.1_1888	36.364	154	185
WP_002733534.1	lcl|NZ_JADDVA010000006.1_cds_WP_002733534.1_3021	100.000	329	329
WP_002733534.1	lcl|NZ_JADDVA010000016.1_cds_WP_002722638.1_515	29.841	315	329
WP_002733534.1	lcl|NZ_JADDVA010000006.1_cds_WP_002740024.1_2930	31.045	335	329
WP_002733534.1	lcl|NZ_JADDVA010000007.1_cds_WP_002728309.1_3087	31.190	311	329
WP_002733534.1	lcl|NZ_JADDVA010000028.1_cds_WP_002743770.1_1300	27.273	341	329
WP_002733534.1	lcl|NZ_JADDVA010000006.1_cds_WP_002733638.1_2984	27.647	340	329
WP_002733534.1	lcl|NZ_JADDVA010000007.1_cds_WP_002728316.1_3090	27.576	330	329
WP_002733534.1	lcl|NZ_JADDVA010000075.1_cds_WP_002741146.1_3067	28.846	312	329
WP_002733534.1	lcl|NZ_JADDVA010000006.1_cds_WP_002733546.1_2955	25.000	268	329
WP_002733534.1	lcl|NZ_JADDVA010000006.1_cds_WP_002740721.1_3018	28.990	307	329
WP_002733534.1	lcl|NZ_JADDVA010000008.1_cds_WP_002732331.1_3293	27.636	275	329
WP_002733534.1	lcl|NZ_JADDVA010000006.1_cds_WP_002744551.1_2990	28.339	307	329
WP_002733534.1	lcl|NZ_JADDVA010000006.1_cds_WP_002733579.1_3024	26.908	249	329
WP_002733534.1	lcl|NZ_JADDVA010000006.1_cds_WP_016749081.1_2992	23.659	317	329
WP_002733534.1	lcl|NZ_JADDVA010000006.1_cds_WP_002733698.1_2947	26.277	274	329
WP_002733534.1	lcl|NZ_JADDVA010000060.1_cds_WP_002740236.1_2789	26.592	267	329
WP_002733534.1	lcl|NZ_JADDVA010000004.1_cds_WP_002721725.1_2320	25.223	337	329
WP_002733534.1	lcl|NZ_JADDVA010000004.1_cds_WP_002739935.1_2408	27.309	249	329
WP_002733534.1	lcl|NZ_JADDVA010000006.1_cds_WP_002733757.1_2957	30.994	171	329
WP_002733627.1	lcl|NZ_JADDVA010000006.1_cds_WP_002733627.1_3020	99.625	267	267
WP_002733627.1	lcl|NZ_JADDVA010000006.1_cds_WP_002740926.1_2979	28.492	179	267
WP_002733627.1	lcl|NZ_JADDVA010000006.1_cds_WP_002738295.1_2958	26.699	206	267
WP_002733627.1	lcl|NZ_JADDVA010000006.1_cds_WP_002727921.1_2929	27.513	189	267
WP_002733627.1	lcl|NZ_JADDVA010000024.1_cds_WP_002729040.1_1116	33.636	110	267
WP_002733627.1	lcl|NZ_JADDVA010000002.1_cds_WP_002766579.1_1473	36.047	86	267
WP_002733627.1	lcl|NZ_JADDVA010000028.1_cds_WP_002729513.1_1299	26.344	186	267
WP_002740779.1	lcl|NZ_JADDVA010000006.1_cds_WP_002740779.1_3019	100.000	509	509
WP_002740779.1	lcl|NZ_JADDVA010000005.1_cds_WP_002728536.1_2703	28.223	287	509
WP_002740779.1	lcl|NZ_JADDVA010000005.1_cds_WP_002728534.1_2704	31.111	90	509
WP_002740779.1	lcl|NZ_JADDVA010000006.1_cds_WP_002740779.1_3019	100.000	509	509
WP_002740779.1	lcl|NZ_JADDVA010000005.1_cds_WP_002728536.1_2703	28.223	287	509
WP_002740779.1	lcl|NZ_JADDVA010000005.1_cds_WP_002728534.1_2704	31.111	90	509
WP_002740721.1	lcl|NZ_JADDVA010000006.1_cds_WP_002740721.1_3018	99.697	330	330
WP_002740721.1	lcl|NZ_JADDVA010000006.1_cds_WP_002744551.1_2990	27.213	305	330
