WP_002725873.1	lcl|NZ_JAFFPT010000072.1_cds_WP_069609185.1_1443	95.122	82	106
WP_002733579.1	lcl|NZ_JAFFPT010000072.1_cds_WP_205276184.1_1444	90.000	310	314
WP_002733579.1	lcl|NZ_JAFFPT010000019.1_cds_WP_205273907.1_3351	23.692	325	314
WP_002733579.1	lcl|NZ_JAFFPT010000072.1_cds_WP_205276197.1_1457	23.118	186	314
WP_002733579.1	lcl|NZ_JAFFPT010000072.1_cds_WP_205276245.1_1509	23.843	281	314
WP_002733579.1	lcl|NZ_JAFFPT010000072.1_cds_WP_205276188.1_1448	21.300	277	314
WP_002733579.1	lcl|NZ_JAFFPT010000072.1_cds_WP_205276226.1_1487	23.729	177	314
WP_002733579.1	lcl|NZ_JAFFPT010000025.1_cds_WP_205274238.1_1265	22.222	279	314
WP_002733579.1	lcl|NZ_JAFFPT010000062.1_cds_WP_205275767.1_3083	20.710	169	314
WP_002733646.1	lcl|NZ_JAFFPT010000071.1_cds_WP_205276084.1_2465	39.189	148	185
WP_002733534.1	lcl|NZ_JAFFPT010000072.1_cds_WP_205276188.1_1448	30.725	345	329
WP_002733534.1	lcl|NZ_JAFFPT010000019.1_cds_WP_205273907.1_3351	29.841	315	329
WP_002733534.1	lcl|NZ_JAFFPT010000072.1_cds_WP_205276197.1_1457	32.075	265	329
WP_002733534.1	lcl|NZ_JAFFPT010000072.1_cds_WP_205276245.1_1509	29.819	332	329
WP_002733534.1	lcl|NZ_JAFFPT010000025.1_cds_WP_205274238.1_1265	31.613	310	329
WP_002733534.1	lcl|NZ_JAFFPT010000062.1_cds_WP_205275767.1_3083	27.381	336	329
WP_002733534.1	lcl|NZ_JAFFPT010000025.1_cds_WP_205274111.1_1113	30.031	323	329
WP_002733534.1	lcl|NZ_JAFFPT010000072.1_cds_WP_205276228.1_1489	23.871	310	329
WP_002733534.1	lcl|NZ_JAFFPT010000025.1_cds_WP_205274341.1_1379	28.829	333	329
WP_002733534.1	lcl|NZ_JAFFPT010000072.1_cds_WP_205276184.1_1444	26.415	318	329
WP_002733534.1	lcl|NZ_JAFFPT010000045.1_cds_WP_205275151.1_1833	28.364	275	329
WP_002733534.1	lcl|NZ_JAFFPT010000072.1_cds_WP_205276226.1_1487	29.891	184	329
WP_002733534.1	lcl|NZ_JAFFPT010000038.1_cds_WP_205274955.1_2647	25.581	258	329
WP_002733534.1	lcl|NZ_JAFFPT010000072.1_cds_WP_205276232.1_1493	24.542	273	329
WP_002733534.1	lcl|NZ_JAFFPT010000014.1_cds_WP_205273729.1_2749	24.681	235	329
WP_002733534.1	lcl|NZ_JAFFPT010000062.1_cds_WP_205275747.1_3056	29.457	129	329
WP_002733627.1	lcl|NZ_JAFFPT010000072.1_cds_WP_205276202.1_1462	30.603	232	267
WP_002733627.1	lcl|NZ_JAFFPT010000072.1_cds_WP_205276246.1_1510	26.455	189	267
WP_002733627.1	lcl|NZ_JAFFPT010000072.1_cds_WP_205276225.1_1486	22.596	208	267
