WP_002725873.1	lcl|NZ_RQHM01000008.1_cds_WP_135594790.1_126	62.162	74	106
WP_002733579.1	lcl|NZ_RQHM01000008.1_cds_WP_135594788.1_127	82.803	314	314
WP_002733579.1	lcl|NZ_RQHM01000008.1_cds_WP_135605693.1_2335	22.727	330	314
WP_002733579.1	lcl|NZ_RQHM01000008.1_cds_WP_135594691.1_178	22.500	280	314
WP_002733579.1	lcl|NZ_RQHM01000008.1_cds_WP_135594687.1_180	21.569	306	314
WP_002733579.1	lcl|NZ_RQHM01000008.1_cds_WP_135592297.1_198	27.778	180	314
WP_002733579.1	lcl|NZ_RQHM01000002.1_cds_WP_100715920.1_3401	22.485	169	314
WP_002733579.1	lcl|NZ_RQHM01000008.1_cds_WP_135605246.1_1775	24.204	314	314
WP_002733646.1	lcl|NZ_RQHM01000008.1_cds_WP_135594725.1_158	31.606	193	185
WP_002733646.1	lcl|NZ_RQHM01000008.1_cds_WP_100717084.1_571	32.558	129	185
WP_002733534.1	lcl|NZ_RQHM01000008.1_cds_WP_135594691.1_178	31.894	301	329
WP_002733534.1	lcl|NZ_RQHM01000008.1_cds_WP_135594687.1_180	30.164	305	329
WP_002733534.1	lcl|NZ_RQHM01000008.1_cds_WP_135605693.1_2335	29.936	314	329
WP_002733534.1	lcl|NZ_RQHM01000008.1_cds_WP_135605246.1_1775	30.945	307	329
WP_002733534.1	lcl|NZ_RQHM01000002.1_cds_WP_100715920.1_3401	29.032	341	329
WP_002733534.1	lcl|NZ_RQHM01000008.1_cds_WP_135592297.1_198	28.358	335	329
WP_002733534.1	lcl|NZ_RQHM01000008.1_cds_WP_135605665.1_2308	28.981	314	329
WP_002733534.1	lcl|NZ_RQHM01000008.1_cds_WP_100725525.1_1953	28.000	325	329
WP_002733534.1	lcl|NZ_RQHM01000008.1_cds_WP_135594788.1_127	27.987	318	329
WP_002733534.1	lcl|NZ_RQHM01000008.1_cds_WP_135605429.1_2004	26.693	251	329
WP_002733534.1	lcl|NZ_RQHM01000008.1_cds_WP_135604041.1_168	35.484	155	329
WP_002733534.1	lcl|NZ_RQHM01000008.1_cds_WP_135604042.1_171	21.723	267	329
WP_002733534.1	lcl|NZ_RQHM01000008.1_cds_WP_135594683.1_182	25.769	260	329
WP_002733534.1	lcl|NZ_RQHM01000008.1_cds_WP_135605415.1_1996	24.164	269	329
WP_002733534.1	lcl|NZ_RQHM01000002.1_cds_WP_210409557.1_3412	24.595	309	329
WP_002733534.1	lcl|NZ_RQHM01000008.1_cds_WP_135605717.1_2388	28.514	249	329
WP_002733534.1	lcl|NZ_RQHM01000008.1_cds_WP_135604102.1_215	24.820	278	329
WP_002733534.1	lcl|NZ_RQHM01000004.1_cds_WP_100720563.1_3136	26.816	179	329
WP_002733627.1	lcl|NZ_RQHM01000008.1_cds_WP_135594689.1_179	27.350	234	267
WP_002733627.1	lcl|NZ_RQHM01000008.1_cds_WP_135594704.1_170	28.111	217	267
WP_002733627.1	lcl|NZ_RQHM01000008.1_cds_WP_100727872.1_276	25.670	261	267
WP_002733627.1	lcl|NZ_RQHM01000008.1_cds_WP_100719234.1_1885	27.381	168	267
WP_002733627.1	lcl|NZ_RQHM01000008.1_cds_WP_135604079.1_199	25.641	195	267
WP_002733627.1	lcl|NZ_RQHM01000002.1_cds_WP_100727919.1_3400	27.368	190	267
WP_002740779.1	lcl|NZ_RQHM01000008.1_cds_WP_100726724.1_549	25.836	329	509
WP_002740779.1	lcl|NZ_RQHM01000008.1_cds_WP_135604374.1_548	32.759	58	509
WP_002740779.1	lcl|NZ_RQHM01000008.1_cds_WP_100726724.1_549	25.836	329	509
WP_002740779.1	lcl|NZ_RQHM01000008.1_cds_WP_135604374.1_548	32.759	58	509
WP_002740721.1	lcl|NZ_RQHM01000008.1_cds_WP_135605429.1_2004	27.547	265	330
WP_002740721.1	lcl|NZ_RQHM01000008.1_cds_WP_135605246.1_1775	23.381	278	330
WP_002740721.1	lcl|NZ_RQHM01000008.1_cds_WP_135594691.1_178	23.333	270	330
WP_002740721.1	lcl|NZ_RQHM01000008.1_cds_WP_135605693.1_2335	27.899	276	330
WP_002740721.1	lcl|NZ_RQHM01000008.1_cds_WP_135605665.1_2308	26.415	318	330
WP_002740721.1	lcl|NZ_RQHM01000008.1_cds_WP_135592297.1_198	23.529	323	330
WP_002740721.1	lcl|NZ_RQHM01000008.1_cds_WP_135605415.1_1996	23.372	261	330
WP_002740721.1	lcl|NZ_RQHM01000008.1_cds_WP_135594687.1_180	23.106	264	330
WP_002740721.1	lcl|NZ_RQHM01000002.1_cds_WP_100715920.1_3401	23.841	302	330
WP_002740721.1	lcl|NZ_RQHM01000008.1_cds_WP_135604042.1_171	26.515	132	330
WP_002740721.1	lcl|NZ_RQHM01000008.1_cds_WP_135605717.1_2388	24.645	211	330
WP_002740721.1	lcl|NZ_RQHM01000004.1_cds_WP_100720563.1_3136	25.207	242	330
WP_002740721.1	lcl|NZ_RQHM01000008.1_cds_WP_135594788.1_127	23.032	343	330
WP_002740826.1	lcl|NZ_RQHM01000008.1_cds_WP_100716152.1_2066	30.208	384	366
WP_002740826.1	lcl|NZ_RQHM01000008.1_cds_WP_135604024.1_153	29.494	356	366
WP_002740826.1	lcl|NZ_RQHM01000008.1_cds_WP_135594781.1_130	30.362	359	366
WP_002740826.1	lcl|NZ_RQHM01000008.1_cds_WP_135603999.1_139	28.967	397	366
WP_002740826.1	lcl|NZ_RQHM01000008.1_cds_WP_100718929.1_1116	29.577	355	366
WP_002740826.1	lcl|NZ_RQHM01000008.1_cds_WP_100715612.1_1460	22.419	339	366
WP_002740861.1	lcl|NZ_RQHM01000008.1_cds_WP_135594781.1_130	36.752	351	367
WP_002740861.1	lcl|NZ_RQHM01000008.1_cds_WP_135603999.1_139	32.698	315	367
WP_002740861.1	lcl|NZ_RQHM01000008.1_cds_WP_100718929.1_1116	28.647	377	367
WP_002740861.1	lcl|NZ_RQHM01000008.1_cds_WP_100716152.1_2066	28.042	378	367
WP_002740861.1	lcl|NZ_RQHM01000008.1_cds_WP_135604024.1_153	23.607	377	367
WP_002740861.1	lcl|NZ_RQHM01000008.1_cds_WP_100715612.1_1460	26.611	357	367
WP_002740861.1	lcl|NZ_RQHM01000004.1_cds_WP_100720384.1_2820	33.019	106	367
WP_002740998.1	lcl|NZ_RQHM01000008.1_cds_WP_100715657.1_1513	42.798	243	265
WP_032853071.1	lcl|NZ_RQHM01000004.1_cds_WP_135603758.1_3230	36.129	310	310
