WP_002725873.1	lcl|NZ_JQON01000026.1_cds_WP_000340715.1_878	93.902	82	106
WP_002733579.1	lcl|NZ_JQON01000026.1_cds_WP_000410273.1_879	92.994	314	314
WP_002733579.1	lcl|NZ_JQON01000026.1_cds_WP_000093099.1_898	58.730	63	314
WP_002733579.1	lcl|NZ_JQON01000012.1_cds_WP_000744700.1_476	23.171	328	314
WP_002733579.1	lcl|NZ_JQON01000026.1_cds_WP_000646256.1_882	27.309	249	314
WP_002733579.1	lcl|NZ_JQON01000026.1_cds_WP_000600889.1_907	22.909	275	314
WP_002733579.1	lcl|NZ_JQON01000026.1_cds_WP_000723092.1_960	23.875	289	314
WP_002733579.1	lcl|NZ_JQON01000026.1_cds_WP_001067556.1_885	24.540	326	314
WP_026054882.1	lcl|NZ_JQON01000026.1_cds_WP_000604524.1_880	85.479	365	365
WP_002733646.1	lcl|NZ_JQON01000026.1_cds_WP_000884059.1_881	95.676	185	185
WP_002733646.1	lcl|NZ_JQON01000006.1_cds_WP_000351733.1_152	40.714	140	185
WP_002733534.1	lcl|NZ_JQON01000026.1_cds_WP_000646256.1_882	98.176	329	329
WP_002733534.1	lcl|NZ_JQON01000012.1_cds_WP_000744700.1_476	32.063	315	329
WP_002733534.1	lcl|NZ_JQON01000026.1_cds_WP_000723092.1_960	30.746	335	329
WP_002733534.1	lcl|NZ_JQON01000026.1_cds_WP_000600889.1_907	31.677	322	329
WP_002733534.1	lcl|NZ_JQON01000009.1_cds_WP_001984071.1_357	31.803	305	329
WP_002733534.1	lcl|NZ_JQON01000027.1_cds_WP_000649925.1_1053	30.183	328	329
WP_002733534.1	lcl|NZ_JQON01000003.1_cds_WP_000709513.1_71	29.129	333	329
WP_002733534.1	lcl|NZ_JQON01000026.1_cds_WP_000601375.1_934	24.727	275	329
WP_002733534.1	lcl|NZ_JQON01000026.1_cds_WP_001067556.1_885	28.990	307	329
WP_002733534.1	lcl|NZ_JQON01000009.1_cds_WP_000688696.1_337	29.682	283	329
WP_002733534.1	lcl|NZ_JQON01000026.1_cds_WP_000475901.1_943	27.007	274	329
WP_002733534.1	lcl|NZ_JQON01000026.1_cds_WP_000410273.1_879	25.078	319	329
WP_002733534.1	lcl|NZ_JQON01000068.1_cds_WP_001074785.1_2252	29.434	265	329
WP_002733534.1	lcl|NZ_JQON01000024.1_cds_WP_001003556.1_846	26.772	254	329
WP_002733534.1	lcl|NZ_JQON01000026.1_cds_WP_000487322.1_932	26.852	324	329
WP_002733627.1	lcl|NZ_JQON01000026.1_cds_WP_000774263.1_883	92.884	267	267
WP_002733627.1	lcl|NZ_JQON01000026.1_cds_WP_000859505.1_931	28.155	206	267
WP_002733627.1	lcl|NZ_JQON01000026.1_cds_WP_000800438.1_912	28.492	179	267
WP_002733627.1	lcl|NZ_JQON01000026.1_cds_WP_000842260.1_961	27.895	190	267
WP_002733627.1	lcl|NZ_JQON01000118.1_cds_WP_000667727.1_3187	31.818	110	267
WP_002733627.1	lcl|NZ_JQON01000014.1_cds_WP_000805357.1_569	27.660	188	267
WP_002740779.1	lcl|NZ_JQON01000026.1_cds_WP_002163445.1_884	96.071	509	509
WP_002740779.1	lcl|NZ_JQON01000060.1_cds_WP_000291586.1_2021	26.852	324	509
WP_002740779.1	lcl|NZ_JQON01000060.1_cds_WP_000364507.1_2020	31.111	90	509
WP_002740779.1	lcl|NZ_JQON01000026.1_cds_WP_002163445.1_884	96.071	509	509
WP_002740779.1	lcl|NZ_JQON01000060.1_cds_WP_000291586.1_2021	26.852	324	509
WP_002740779.1	lcl|NZ_JQON01000060.1_cds_WP_000364507.1_2020	31.111	90	509
WP_002740721.1	lcl|NZ_JQON01000026.1_cds_WP_001067556.1_885	95.152	330	330
WP_002740721.1	lcl|NZ_JQON01000026.1_cds_WP_000646256.1_882	29.316	307	330
WP_002740721.1	lcl|NZ_JQON01000026.1_cds_WP_000600889.1_907	27.068	266	330
WP_002740721.1	lcl|NZ_JQON01000009.1_cds_WP_001984071.1_357	24.265	272	330
WP_002740721.1	lcl|NZ_JQON01000012.1_cds_WP_000744700.1_476	26.582	316	330
WP_002740721.1	lcl|NZ_JQON01000026.1_cds_WP_000723092.1_960	24.625	333	330
WP_002740721.1	lcl|NZ_JQON01000024.1_cds_WP_001003556.1_846	27.888	251	330
WP_002740721.1	lcl|NZ_JQON01000027.1_cds_WP_000649925.1_1053	29.249	253	330
WP_002740721.1	lcl|NZ_JQON01000009.1_cds_WP_000688696.1_337	25.571	219	330
WP_002740721.1	lcl|NZ_JQON01000026.1_cds_WP_000487322.1_932	27.208	283	330
WP_002740721.1	lcl|NZ_JQON01000026.1_cds_WP_000601375.1_934	26.374	273	330
WP_002740826.1	lcl|NZ_JQON01000026.1_cds_WP_000575178.1_954	34.262	359	366
WP_002740826.1	lcl|NZ_JQON01000143.1_cds_WP_001281953.1_3444	28.232	379	366
WP_002740826.1	lcl|NZ_JQON01000026.1_cds_WP_000346036.1_915	28.090	356	366
WP_002740826.1	lcl|NZ_JQON01000112.1_cds_WP_000538757.1_3114	30.084	359	366
WP_002740826.1	lcl|NZ_JQON01000026.1_cds_JG93_RS04600_896	38.222	225	366
WP_002740826.1	lcl|NZ_JQON01000026.1_cds_WP_000947844.1_908	26.957	345	366
WP_002740826.1	lcl|NZ_JQON01000104.1_cds_WP_001982414.1_2951	31.579	190	366
WP_002740861.1	lcl|NZ_JQON01000026.1_cds_WP_000575178.1_954	36.314	369	367
WP_002740861.1	lcl|NZ_JQON01000112.1_cds_WP_000538757.1_3114	31.383	376	367
WP_002740861.1	lcl|NZ_JQON01000026.1_cds_JG93_RS04600_896	40.598	234	367
WP_002740861.1	lcl|NZ_JQON01000143.1_cds_WP_001281953.1_3444	30.159	378	367
WP_002740861.1	lcl|NZ_JQON01000026.1_cds_WP_000346036.1_915	24.665	373	367
WP_002740861.1	lcl|NZ_JQON01000026.1_cds_WP_000947844.1_908	26.404	356	367
WP_002740861.1	lcl|NZ_JQON01000104.1_cds_WP_001982414.1_2951	24.581	358	367
WP_002740729.1	lcl|NZ_JQON01000026.1_cds_WP_000776640.1_886	38.278	546	544
WP_002740729.1	lcl|NZ_JQON01000026.1_cds_WP_000776640.1_886	38.278	546	544
WP_002740998.1	lcl|NZ_JQON01000026.1_cds_WP_000424609.1_887	67.045	264	265
WP_002740998.1	lcl|NZ_JQON01000127.1_cds_WP_001002663.1_3261	46.091	243	265
WP_032853071.1	lcl|NZ_JQON01000026.1_cds_WP_002074065.1_888	88.710	310	310
WP_032853071.1	lcl|NZ_JQON01000157.1_cds_WP_000501205.1_3592	36.513	304	310
WP_032853071.1	lcl|NZ_JQON01000106.1_cds_WP_001183723.1_2981	26.471	306	310
WP_032853071.1	lcl|NZ_JQON01000022.1_cds_WP_000279894.1_768	23.282	262	310
WP_032853071.1	lcl|NZ_JQON01000026.1_cds_WP_002074065.1_888	88.710	310	310
WP_032853071.1	lcl|NZ_JQON01000157.1_cds_WP_000501205.1_3592	36.513	304	310
WP_032853071.1	lcl|NZ_JQON01000106.1_cds_WP_001183723.1_2981	26.471	306	310
WP_032853071.1	lcl|NZ_JQON01000022.1_cds_WP_000279894.1_768	23.282	262	310
WP_002740848.1	lcl|NZ_JQON01000026.1_cds_WP_000479984.1_889	93.939	264	264
WP_032853450.1	lcl|NZ_JQON01000026.1_cds_WP_000715958.1_890	95.349	129	130
WP_004777167.1	lcl|NZ_JQON01000026.1_cds_WP_001088863.1_891	97.222	144	144
WP_002740917.1	lcl|NZ_JQON01000026.1_cds_WP_000517243.1_892	95.023	221	221
WP_002740917.1	lcl|NZ_JQON01000012.1_cds_WP_001082180.1_505	29.487	78	221
WP_002740917.1	lcl|NZ_JQON01000026.1_cds_WP_001206409.1_903	30.097	103	221
WP_002740917.1	lcl|NZ_JQON01000136.1_cds_WP_001069832.1_3373	28.440	109	221
WP_002740692.1	lcl|NZ_JQON01000026.1_cds_WP_000601375.1_934	27.152	151	283
WP_230456811.1	lcl|NZ_JQON01000012.1_cds_WP_001082180.1_505	30.588	170	388
WP_230456811.1	lcl|NZ_JQON01000136.1_cds_WP_000347675.1_3372	32.168	143	388
WP_230456811.1	lcl|NZ_JQON01000026.1_cds_WP_002082140.1_919	34.746	118	388
WP_230456811.1	lcl|NZ_JQON01000026.1_cds_WP_001206409.1_903	30.201	149	388
WP_230456811.1	lcl|NZ_JQON01000026.1_cds_WP_001149938.1_893	26.897	145	388
WP_230456811.1	lcl|NZ_JQON01000126.1_cds_WP_000402846.1_3232	27.211	147	388
WP_230456811.1	lcl|NZ_JQON01000075.1_cds_WP_000283287.1_2383	22.353	170	388
WP_230456811.1	lcl|NZ_JQON01000026.1_cds_WP_000661932.1_928	22.277	202	388
WP_002740804.1	lcl|NZ_JQON01000026.1_cds_WP_001106774.1_900	44.022	368	411
WP_002740724.1	lcl|NZ_JQON01000026.1_cds_WP_000834715.1_901	65.017	586	596
WP_002740724.1	lcl|NZ_JQON01000119.1_cds_WP_000172203.1_3200	31.299	508	596
WP_002740724.1	lcl|NZ_JQON01000054.1_cds_WP_000667645.1_1907	35.154	421	596
WP_002740724.1	lcl|NZ_JQON01000027.1_cds_WP_000828456.1_986	41.202	233	596
WP_002740724.1	lcl|NZ_JQON01000083.1_cds_JG93_RS13195_2583	32.353	238	596
WP_002740724.1	lcl|NZ_JQON01000063.1_cds_WP_000536752.1_2150	32.536	209	596
WP_002740724.1	lcl|NZ_JQON01000010.1_cds_WP_001161020.1_395	28.270	237	596
WP_002740724.1	lcl|NZ_JQON01000059.1_cds_WP_000510777.1_1969	30.472	233	596
WP_002740724.1	lcl|NZ_JQON01000032.1_cds_WP_000942282.1_1211	27.935	247	596
WP_002740724.1	lcl|NZ_JQON01000060.1_cds_WP_000047473.1_2015	27.103	214	596
WP_002740724.1	lcl|NZ_JQON01000006.1_cds_WP_000666552.1_173	30.172	232	596
WP_002740724.1	lcl|NZ_JQON01000006.1_cds_WP_001089498.1_153	28.033	239	596
WP_002740724.1	lcl|NZ_JQON01000006.1_cds_WP_000433117.1_121	27.731	238	596
WP_002740724.1	lcl|NZ_JQON01000089.1_cds_WP_000603361.1_2665	26.786	224	596
WP_002740724.1	lcl|NZ_JQON01000008.1_cds_WP_000619172.1_317	29.876	241	596
WP_002740724.1	lcl|NZ_JQON01000099.1_cds_WP_000598572.1_2887	28.125	224	596
WP_002740724.1	lcl|NZ_JQON01000049.1_cds_WP_001288326.1_1747	31.250	240	596
WP_002740724.1	lcl|NZ_JQON01000062.1_cds_WP_001982953.1_2098	27.805	205	596
WP_002740724.1	lcl|NZ_JQON01000008.1_cds_WP_000127309.1_318	28.829	222	596
WP_002740724.1	lcl|NZ_JQON01000149.1_cds_WP_000054169.1_3529	25.116	215	596
WP_002740724.1	lcl|NZ_JQON01000193.1_cds_WP_001141162.1_3758	26.613	248	596
WP_002740724.1	lcl|NZ_JQON01000091.1_cds_WP_000184524.1_2707	26.512	215	596
WP_002740724.1	lcl|NZ_JQON01000138.1_cds_WP_000590871.1_3401	28.372	215	596
WP_002740724.1	lcl|NZ_JQON01000029.1_cds_WP_001049207.1_1127	25.000	224	596
WP_002740724.1	lcl|NZ_JQON01000018.1_cds_WP_000136057.1_669	24.664	223	596
WP_002740724.1	lcl|NZ_JQON01000088.1_cds_WP_000651460.1_2655	23.596	267	596
WP_002740724.1	lcl|NZ_JQON01000052.1_cds_WP_000052667.1_1849	25.854	205	596
WP_002740724.1	lcl|NZ_JQON01000026.1_cds_WP_000834715.1_901	65.017	586	596
WP_002740724.1	lcl|NZ_JQON01000119.1_cds_WP_000172203.1_3200	31.299	508	596
WP_002740724.1	lcl|NZ_JQON01000054.1_cds_WP_000667645.1_1907	35.154	421	596
WP_002740724.1	lcl|NZ_JQON01000027.1_cds_WP_000828456.1_986	41.202	233	596
WP_002740724.1	lcl|NZ_JQON01000083.1_cds_JG93_RS13195_2583	32.353	238	596
WP_002740724.1	lcl|NZ_JQON01000063.1_cds_WP_000536752.1_2150	32.536	209	596
WP_002740724.1	lcl|NZ_JQON01000010.1_cds_WP_001161020.1_395	28.270	237	596
WP_002740724.1	lcl|NZ_JQON01000059.1_cds_WP_000510777.1_1969	30.472	233	596
WP_002740724.1	lcl|NZ_JQON01000032.1_cds_WP_000942282.1_1211	27.935	247	596
WP_002740724.1	lcl|NZ_JQON01000060.1_cds_WP_000047473.1_2015	27.103	214	596
WP_002740724.1	lcl|NZ_JQON01000006.1_cds_WP_000666552.1_173	30.172	232	596
WP_002740724.1	lcl|NZ_JQON01000006.1_cds_WP_001089498.1_153	28.033	239	596
WP_002740724.1	lcl|NZ_JQON01000006.1_cds_WP_000433117.1_121	27.731	238	596
WP_002740724.1	lcl|NZ_JQON01000089.1_cds_WP_000603361.1_2665	26.786	224	596
WP_002740724.1	lcl|NZ_JQON01000008.1_cds_WP_000619172.1_317	29.876	241	596
WP_002740724.1	lcl|NZ_JQON01000099.1_cds_WP_000598572.1_2887	28.125	224	596
WP_002740724.1	lcl|NZ_JQON01000049.1_cds_WP_001288326.1_1747	31.250	240	596
WP_002740724.1	lcl|NZ_JQON01000062.1_cds_WP_001982953.1_2098	27.805	205	596
WP_002740724.1	lcl|NZ_JQON01000008.1_cds_WP_000127309.1_318	28.829	222	596
WP_002740724.1	lcl|NZ_JQON01000149.1_cds_WP_000054169.1_3529	25.116	215	596
WP_002740724.1	lcl|NZ_JQON01000193.1_cds_WP_001141162.1_3758	26.613	248	596
WP_002740724.1	lcl|NZ_JQON01000091.1_cds_WP_000184524.1_2707	26.512	215	596
WP_002740724.1	lcl|NZ_JQON01000138.1_cds_WP_000590871.1_3401	28.372	215	596
WP_002740724.1	lcl|NZ_JQON01000029.1_cds_WP_001049207.1_1127	25.000	224	596
WP_002740724.1	lcl|NZ_JQON01000018.1_cds_WP_000136057.1_669	24.664	223	596
WP_002740724.1	lcl|NZ_JQON01000088.1_cds_WP_000651460.1_2655	23.596	267	596
WP_002740724.1	lcl|NZ_JQON01000052.1_cds_WP_000052667.1_1849	25.854	205	596
WP_002740977.1	lcl|NZ_JQON01000026.1_cds_WP_001015425.1_895	34.146	410	409
WP_002740977.1	lcl|NZ_JQON01000026.1_cds_WP_001149938.1_893	25.208	361	409
WP_002740977.1	lcl|NZ_JQON01000012.1_cds_WP_001082180.1_505	24.691	162	409
WP_002740977.1	lcl|NZ_JQON01000136.1_cds_WP_000347675.1_3372	22.297	148	409
WP_002733737.1	lcl|NZ_JQON01000026.1_cds_WP_000575178.1_954	37.989	358	363
WP_002733737.1	lcl|NZ_JQON01000112.1_cds_WP_000538757.1_3114	34.328	335	363
WP_002733737.1	lcl|NZ_JQON01000143.1_cds_WP_001281953.1_3444	27.882	373	363
WP_002733737.1	lcl|NZ_JQON01000026.1_cds_WP_000346036.1_915	27.273	374	363
WP_002733737.1	lcl|NZ_JQON01000026.1_cds_JG93_RS04600_896	32.806	253	363
WP_002733737.1	lcl|NZ_JQON01000026.1_cds_WP_000947844.1_908	25.246	305	363
WP_002733737.1	lcl|NZ_JQON01000104.1_cds_WP_001982414.1_2951	24.638	345	363
WP_002733737.1	lcl|NZ_JQON01000026.1_cds_WP_000549978.1_938	37.333	75	363
WP_002733611.1	lcl|NZ_JQON01000026.1_cds_WP_001159758.1_958	40.556	180	176
WP_016749081.1	lcl|NZ_JQON01000027.1_cds_WP_000649925.1_1053	28.528	326	313
WP_016749081.1	lcl|NZ_JQON01000026.1_cds_WP_001067556.1_885	30.317	221	313
WP_016749081.1	lcl|NZ_JQON01000012.1_cds_WP_000744700.1_476	25.312	320	313
WP_016749081.1	lcl|NZ_JQON01000026.1_cds_WP_000646256.1_882	23.344	317	313
WP_016749081.1	lcl|NZ_JQON01000009.1_cds_WP_001984071.1_357	26.715	277	313
WP_016749081.1	lcl|NZ_JQON01000026.1_cds_WP_000600889.1_907	22.930	314	313
WP_016749081.1	lcl|NZ_JQON01000026.1_cds_WP_000723092.1_960	20.807	322	313
WP_016749081.1	lcl|NZ_JQON01000026.1_cds_WP_000487322.1_932	26.364	110	313
WP_016749081.1	lcl|NZ_JQON01000026.1_cds_WP_001024126.1_944	24.314	255	313
WP_016749081.1	lcl|NZ_JQON01000068.1_cds_WP_001074785.1_2252	24.653	288	313
WP_016749081.1	lcl|NZ_JQON01000024.1_cds_WP_001003556.1_846	24.314	255	313
WP_016749081.1	lcl|NZ_JQON01000026.1_cds_WP_000410273.1_879	22.086	326	313
WP_002738232.1	lcl|NZ_JQON01000026.1_cds_WP_000799638.1_902	44.444	117	134
WP_002738232.1	lcl|NZ_JQON01000026.1_cds_WP_000343395.1_953	31.034	116	134
WP_002744551.1	lcl|NZ_JQON01000026.1_cds_WP_000646256.1_882	29.259	270	311
WP_002744551.1	lcl|NZ_JQON01000009.1_cds_WP_001984071.1_357	28.685	251	311
WP_002744551.1	lcl|NZ_JQON01000026.1_cds_WP_000600889.1_907	25.475	263	311
WP_002744551.1	lcl|NZ_JQON01000068.1_cds_WP_001074785.1_2252	26.426	333	311
WP_002744551.1	lcl|NZ_JQON01000026.1_cds_WP_000723092.1_960	21.672	323	311
WP_002744551.1	lcl|NZ_JQON01000012.1_cds_WP_000744700.1_476	22.053	263	311
WP_002744551.1	lcl|NZ_JQON01000027.1_cds_WP_000649925.1_1053	23.596	267	311
WP_002744551.1	lcl|NZ_JQON01000009.1_cds_WP_000688696.1_337	30.625	160	311
WP_002744551.1	lcl|NZ_JQON01000026.1_cds_WP_000642163.1_959	25.253	99	311
WP_002741093.1	lcl|NZ_JQON01000026.1_cds_WP_000282880.1_956	29.412	119	361
WP_002741093.1	lcl|NZ_JQON01000026.1_cds_WP_000853994.1_957	23.684	266	361
WP_002741093.1	lcl|NZ_JQON01000026.1_cds_WP_001068986.1_935	28.829	111	361
WP_002741093.1	lcl|NZ_JQON01000026.1_cds_WP_000125497.1_955	31.193	109	361
WP_002741093.1	lcl|NZ_JQON01000080.1_cds_WP_001099029.1_2445	21.875	192	361
WP_002733672.1	lcl|NZ_JQON01000026.1_cds_WP_000132016.1_906	86.404	228	227
WP_002733672.1	lcl|NZ_JQON01000026.1_cds_WP_061215403.1_916	35.616	219	227
WP_002733672.1	lcl|NZ_JQON01000018.1_cds_WP_000721859.1_676	33.019	106	227
WP_002733548.1	lcl|NZ_JQON01000149.1_cds_WP_000861675.1_3530	23.457	486	485
WP_002733548.1	lcl|NZ_JQON01000149.1_cds_WP_000861675.1_3530	23.457	486	485
WP_002733548.1	lcl|NZ_JQON01000149.1_cds_WP_000861675.1_3530	23.457	486	485
WP_002733638.1	lcl|NZ_JQON01000012.1_cds_WP_000744700.1_476	29.341	334	330
WP_002733638.1	lcl|NZ_JQON01000026.1_cds_WP_000646256.1_882	27.586	348	330
WP_002733638.1	lcl|NZ_JQON01000026.1_cds_WP_000600889.1_907	23.460	341	330
