WP_002725873.1	lcl|NZ_RQGE01000007.1_cds_WP_035983633.1_2821	62.162	74	106
WP_002733579.1	lcl|NZ_RQGE01000007.1_cds_WP_004783745.1_2824	80.323	310	314
WP_002733579.1	lcl|NZ_RQGE01000006.1_cds_WP_004786772.1_1307	24.149	323	314
WP_002733579.1	lcl|NZ_RQGE01000006.1_cds_WP_004785219.1_1280	26.752	314	314
WP_002733579.1	lcl|NZ_RQGE01000007.1_cds_WP_135596083.1_2823	21.176	255	314
WP_002733579.1	lcl|NZ_RQGE01000020.1_cds_WP_004788049.1_2112	22.043	186	314
WP_002733579.1	lcl|NZ_RQGE01000010.1_cds_WP_135596231.1_554	22.324	327	314
WP_002733646.1	lcl|NZ_RQGE01000023.1_cds_WP_004788859.1_422	33.871	124	185
WP_002733534.1	lcl|NZ_RQGE01000006.1_cds_WP_004786772.1_1307	30.892	314	329
WP_002733534.1	lcl|NZ_RQGE01000007.1_cds_WP_135596083.1_2823	28.235	340	329
WP_002733534.1	lcl|NZ_RQGE01000010.1_cds_WP_135596231.1_554	30.990	313	329
WP_002733534.1	lcl|NZ_RQGE01000020.1_cds_WP_004788049.1_2112	28.739	341	329
WP_002733534.1	lcl|NZ_RQGE01000006.1_cds_WP_004785219.1_1280	27.987	318	329
WP_002733534.1	lcl|NZ_RQGE01000010.1_cds_WP_004787140.1_739	26.480	321	329
WP_002733534.1	lcl|NZ_RQGE01000010.1_cds_WP_135596306.1_805	30.315	254	329
WP_002733534.1	lcl|NZ_RQGE01000007.1_cds_WP_004783745.1_2824	25.157	318	329
WP_002733534.1	lcl|NZ_RQGE01000020.1_cds_WP_208325413.1_2101	26.407	231	329
WP_002733534.1	lcl|NZ_RQGE01000003.1_cds_WP_135595835.1_3605	25.283	265	329
WP_002733534.1	lcl|NZ_RQGE01000035.1_cds_WP_135597277.1_2655	25.824	182	329
WP_002733534.1	lcl|NZ_RQGE01000006.1_cds_WP_035983311.1_1360	28.112	249	329
WP_002733534.1	lcl|NZ_RQGE01000010.1_cds_WP_004786178.1_797	23.048	269	329
WP_002733534.1	lcl|NZ_RQGE01000007.1_cds_WP_004783983.1_2825	25.103	243	329
WP_002733627.1	lcl|NZ_RQGE01000021.1_cds_WP_020777677.1_2900	25.670	261	267
WP_002733627.1	lcl|NZ_RQGE01000010.1_cds_WP_081581548.1_665	28.070	171	267
WP_002733627.1	lcl|NZ_RQGE01000010.1_cds_WP_135596319.1_833	32.174	115	267
WP_002733627.1	lcl|NZ_RQGE01000007.1_cds_WP_135596082.1_2822	24.868	189	267
WP_002733627.1	lcl|NZ_RQGE01000020.1_cds_WP_004787917.1_2113	26.842	190	267
WP_002740779.1	lcl|NZ_RQGE01000023.1_cds_WP_135596906.1_444	24.224	322	509
WP_002740779.1	lcl|NZ_RQGE01000023.1_cds_WP_004788552.1_445	30.233	86	509
WP_002740779.1	lcl|NZ_RQGE01000023.1_cds_WP_135596906.1_444	24.224	322	509
WP_002740779.1	lcl|NZ_RQGE01000023.1_cds_WP_004788552.1_445	30.233	86	509
WP_002740721.1	lcl|NZ_RQGE01000010.1_cds_WP_135596231.1_554	24.262	305	330
WP_002740721.1	lcl|NZ_RQGE01000006.1_cds_WP_004786772.1_1307	27.536	276	330
WP_002740721.1	lcl|NZ_RQGE01000010.1_cds_WP_135596306.1_805	28.632	234	330
WP_002740721.1	lcl|NZ_RQGE01000006.1_cds_WP_004785219.1_1280	25.680	331	330
WP_002740721.1	lcl|NZ_RQGE01000010.1_cds_WP_004786178.1_797	26.154	260	330
WP_002740721.1	lcl|NZ_RQGE01000007.1_cds_WP_135596083.1_2823	26.336	262	330
WP_002740721.1	lcl|NZ_RQGE01000007.1_cds_WP_004783983.1_2825	31.008	129	330
WP_002740721.1	lcl|NZ_RQGE01000020.1_cds_WP_004788049.1_2112	24.172	302	330
WP_002740721.1	lcl|NZ_RQGE01000006.1_cds_WP_035983311.1_1360	25.604	207	330
WP_002740721.1	lcl|NZ_RQGE01000035.1_cds_WP_135597277.1_2655	29.114	158	330
WP_002740721.1	lcl|NZ_RQGE01000010.1_cds_WP_004787140.1_739	29.139	151	330
WP_002740826.1	lcl|NZ_RQGE01000007.1_cds_WP_135596090.1_2849	34.899	298	366
WP_002740826.1	lcl|NZ_RQGE01000014.1_cds_WP_004785484.1_3235	28.609	381	366
WP_002740826.1	lcl|NZ_RQGE01000007.1_cds_WP_135596086.1_2837	31.389	360	366
WP_002740826.1	lcl|NZ_RQGE01000007.1_cds_WP_020777538.1_2826	31.414	382	366
WP_002740826.1	lcl|NZ_RQGE01000030.1_cds_WP_135597190.1_1154	29.330	358	366
WP_002740826.1	lcl|NZ_RQGE01000025.1_cds_WP_135597019.1_1759	22.714	339	366
WP_002740861.1	lcl|NZ_RQGE01000007.1_cds_WP_135596090.1_2849	37.793	299	367
WP_002740861.1	lcl|NZ_RQGE01000007.1_cds_WP_020777538.1_2826	32.249	369	367
WP_002740861.1	lcl|NZ_RQGE01000007.1_cds_WP_135596086.1_2837	33.239	355	367
WP_002740861.1	lcl|NZ_RQGE01000030.1_cds_WP_135597190.1_1154	28.877	374	367
WP_002740861.1	lcl|NZ_RQGE01000014.1_cds_WP_004785484.1_3235	27.249	378	367
WP_002740861.1	lcl|NZ_RQGE01000025.1_cds_WP_135597019.1_1759	26.050	357	367
WP_002740998.1	lcl|NZ_RQGE01000025.1_cds_WP_004785686.1_1704	42.798	243	265
WP_032853071.1	lcl|NZ_RQGE01000035.1_cds_WP_004785161.1_2561	35.484	310	310
