WP_002725873.1	lcl|NZ_JQRF01000103.1_cds_WP_017214669.1_2902	92.683	82	106
WP_002733579.1	lcl|NZ_JQRF01000103.1_cds_WP_017214670.1_2903	92.038	314	314
WP_002733579.1	lcl|NZ_JQRF01000031.1_cds_WP_017214696.1_1153	24.164	269	314
WP_002733579.1	lcl|NZ_JQRF01000013.1_cds_WP_017215072.1_482	24.085	328	314
WP_002733579.1	lcl|NZ_JQRF01000103.1_cds_WP_017214673.1_2906	27.530	247	314
WP_002733579.1	lcl|NZ_JQRF01000049.1_cds_WP_017214755.1_1587	22.759	290	314
WP_002733579.1	lcl|NZ_JQRF01000103.1_cds_WP_017214676.1_2909	23.547	327	314
WP_002733579.1	lcl|NZ_JQRF01000041.1_cds_WP_002179265.1_1330	25.362	276	314
WP_026054882.1	lcl|NZ_JQRF01000103.1_cds_WP_017214671.1_2904	87.945	365	365
WP_002733646.1	lcl|NZ_JQRF01000103.1_cds_WP_017214672.1_2905	96.216	185	185
WP_002733646.1	lcl|NZ_JQRF01000020.1_cds_WP_002178322.1_758	40.714	140	185
WP_002733534.1	lcl|NZ_JQRF01000103.1_cds_WP_017214673.1_2906	94.225	329	329
WP_002733534.1	lcl|NZ_JQRF01000013.1_cds_WP_017215072.1_482	31.429	315	329
WP_002733534.1	lcl|NZ_JQRF01000049.1_cds_WP_017214755.1_1587	31.045	335	329
WP_002733534.1	lcl|NZ_JQRF01000041.1_cds_WP_002179265.1_1330	31.392	309	329
WP_002733534.1	lcl|NZ_JQRF01000038.1_cds_WP_017215166.1_1252	30.818	318	329
WP_002733534.1	lcl|NZ_JQRF01000041.1_cds_WP_002179271.1_1340	29.231	325	329
WP_002733534.1	lcl|NZ_JQRF01000103.1_cds_WP_017214676.1_2909	28.852	305	329
WP_002733534.1	lcl|NZ_JQRF01000041.1_cds_WP_017215245.1_1310	28.623	276	329
WP_002733534.1	lcl|NZ_JQRF01000103.1_cds_WP_017214670.1_2903	25.746	268	329
WP_002733534.1	lcl|NZ_JQRF01000031.1_cds_WP_017214696.1_1153	28.440	218	329
WP_002733534.1	lcl|NZ_JQRF01000049.1_cds_WP_017214742.1_1604	25.498	251	329
WP_002733534.1	lcl|NZ_JQRF01000005.1_cds_WP_002176597.1_190	28.519	270	329
WP_002733534.1	lcl|NZ_JQRF01000054.1_cds_WP_002179684.1_1820	25.191	262	329
WP_002733534.1	lcl|NZ_JQRF01000014.1_cds_WP_020980533.1_569	27.049	244	329
WP_002733534.1	lcl|NZ_JQRF01000125.1_cds_WP_017214001.1_3311	27.869	244	329
WP_002733627.1	lcl|NZ_JQRF01000103.1_cds_WP_017214674.1_2907	93.633	267	267
WP_002733627.1	lcl|NZ_JQRF01000049.1_cds_WP_002178630.1_1586	28.042	189	267
WP_002733627.1	lcl|NZ_JQRF01000002.1_cds_WP_017215264.1_72	33.071	127	267
WP_002733627.1	lcl|NZ_JQRF01000031.1_cds_WP_017214685.1_1163	23.188	207	267
WP_002733627.1	lcl|NZ_JQRF01000064.1_cds_WP_017213927.1_2006	39.344	61	267
WP_002740779.1	lcl|NZ_JQRF01000103.1_cds_WP_017214675.1_2908	94.706	510	509
WP_002740779.1	lcl|NZ_JQRF01000005.1_cds_WP_017213190.1_116	26.852	324	509
WP_002740779.1	lcl|NZ_JQRF01000005.1_cds_WP_017213191.1_117	31.111	90	509
WP_002740779.1	lcl|NZ_JQRF01000103.1_cds_WP_017214675.1_2908	94.706	510	509
WP_002740779.1	lcl|NZ_JQRF01000005.1_cds_WP_017213190.1_116	26.852	324	509
WP_002740779.1	lcl|NZ_JQRF01000005.1_cds_WP_017213191.1_117	31.111	90	509
WP_002740721.1	lcl|NZ_JQRF01000103.1_cds_WP_017214676.1_2909	95.455	330	330
WP_002740721.1	lcl|NZ_JQRF01000103.1_cds_WP_017214673.1_2906	28.808	302	330
WP_002740721.1	lcl|NZ_JQRF01000049.1_cds_WP_017214755.1_1587	26.648	349	330
WP_002740721.1	lcl|NZ_JQRF01000041.1_cds_WP_002179265.1_1330	25.182	274	330
WP_002740721.1	lcl|NZ_JQRF01000013.1_cds_WP_017215072.1_482	26.562	320	330
WP_002740721.1	lcl|NZ_JQRF01000014.1_cds_WP_020980533.1_569	27.381	252	330
WP_002740721.1	lcl|NZ_JQRF01000038.1_cds_WP_017215166.1_1252	29.719	249	330
WP_002740721.1	lcl|NZ_JQRF01000041.1_cds_WP_017215245.1_1310	25.333	225	330
WP_002740721.1	lcl|NZ_JQRF01000005.1_cds_WP_002176597.1_190	28.387	155	330
WP_002740826.1	lcl|NZ_JQRF01000049.1_cds_WP_017214751.1_1593	35.000	340	366
WP_002740826.1	lcl|NZ_JQRF01000031.1_cds_WP_017214708.1_1142	32.877	365	366
WP_002740826.1	lcl|NZ_JQRF01000002.1_cds_WP_017215259.1_77	28.042	378	366
WP_002740826.1	lcl|NZ_JQRF01000185.1_cds_WP_017214038.1_3782	30.084	359	366
WP_002740826.1	lcl|NZ_JQRF01000031.1_cds_WP_017214700.1_1149	30.495	364	366
WP_002740826.1	lcl|NZ_JQRF01000034.1_cds_WP_017213985.1_1173	33.511	188	366
WP_002740861.1	lcl|NZ_JQRF01000049.1_cds_WP_017214751.1_1593	36.103	349	367
WP_002740861.1	lcl|NZ_JQRF01000031.1_cds_WP_017214700.1_1149	35.503	338	367
WP_002740861.1	lcl|NZ_JQRF01000185.1_cds_WP_017214038.1_3782	30.871	379	367
WP_002740861.1	lcl|NZ_JQRF01000031.1_cds_WP_017214708.1_1142	30.645	372	367
WP_002740861.1	lcl|NZ_JQRF01000002.1_cds_WP_017215259.1_77	30.133	375	367
WP_002740861.1	lcl|NZ_JQRF01000034.1_cds_WP_017213985.1_1173	24.022	358	367
WP_002740729.1	lcl|NZ_JQRF01000103.1_cds_WP_017214677.1_2910	38.122	543	544
WP_002740729.1	lcl|NZ_JQRF01000103.1_cds_WP_017214677.1_2910	38.122	543	544
WP_002740998.1	lcl|NZ_JQRF01000103.1_cds_WP_017214678.1_2911	67.045	264	265
WP_002740998.1	lcl|NZ_JQRF01000037.1_cds_WP_017215630.1_1239	46.091	243	265
WP_032853071.1	lcl|NZ_JQRF01000103.1_cds_WP_020981179.1_2912	90.000	310	310
WP_032853071.1	lcl|NZ_JQRF01000026.1_cds_WP_017214416.1_889	37.500	296	310
WP_032853071.1	lcl|NZ_JQRF01000015.1_cds_WP_020980923.1_597	26.144	306	310
WP_032853071.1	lcl|NZ_JQRF01000017.1_cds_WP_002178404.1_616	23.282	262	310
WP_032853071.1	lcl|NZ_JQRF01000103.1_cds_WP_020981179.1_2912	90.000	310	310
WP_032853071.1	lcl|NZ_JQRF01000026.1_cds_WP_017214416.1_889	37.500	296	310
WP_032853071.1	lcl|NZ_JQRF01000015.1_cds_WP_020980923.1_597	26.144	306	310
WP_032853071.1	lcl|NZ_JQRF01000017.1_cds_WP_002178404.1_616	23.282	262	310
WP_002740848.1	lcl|NZ_JQRF01000031.1_cds_WP_017214681.1_1167	96.212	264	264
WP_032853450.1	lcl|NZ_JQRF01000031.1_cds_WP_017214682.1_1166	83.846	130	130
WP_004777167.1	lcl|NZ_JQRF01000031.1_cds_WP_017214683.1_1165	90.278	144	144
WP_004777167.1	lcl|NZ_JQRF01000031.1_cds_JG22_RS05900_1156	60.417	96	144
WP_004777167.1	lcl|NZ_JQRF01000031.1_cds_JG22_RS05900_1156	87.500	40	144
WP_002740917.1	lcl|NZ_JQRF01000031.1_cds_WP_017214684.1_1164	94.570	221	221
WP_002740917.1	lcl|NZ_JQRF01000031.1_cds_WP_017214691.1_1158	33.333	93	221
WP_002740917.1	lcl|NZ_JQRF01000013.1_cds_WP_020980082.1_509	30.769	78	221
WP_002740917.1	lcl|NZ_JQRF01000123.1_cds_WP_017214427.1_3292	29.358	109	221
WP_002740692.1	lcl|NZ_JQRF01000031.1_cds_WP_201028152.1_1143	26.866	268	283
WP_230456811.1	lcl|NZ_JQRF01000013.1_cds_WP_020980082.1_509	33.333	147	388
WP_230456811.1	lcl|NZ_JQRF01000031.1_cds_WP_020981199.1_1134	27.304	293	388
WP_230456811.1	lcl|NZ_JQRF01000123.1_cds_WP_017214428.1_3293	27.184	206	388
WP_230456811.1	lcl|NZ_JQRF01000031.1_cds_WP_036057915.1_1160	29.286	140	388
WP_230456811.1	lcl|NZ_JQRF01000049.1_cds_WP_017214737.1_1610	31.193	109	388
WP_230456811.1	lcl|NZ_JQRF01000058.1_cds_WP_002177219.1_1905	25.874	143	388
WP_230456811.1	lcl|NZ_JQRF01000165.1_cds_WP_002176249.1_3685	21.387	173	388
WP_002740804.1	lcl|NZ_JQRF01000031.1_cds_WP_017214706.1_1144	42.623	366	411
WP_002740804.1	lcl|NZ_JQRF01000031.1_cds_WP_020981249.1_1155	24.723	271	411
WP_002740724.1	lcl|NZ_JQRF01000035.1_cds_WP_081099775.1_1194	31.939	526	596
WP_002740724.1	lcl|NZ_JQRF01000133.1_cds_WP_020980249.1_3501	35.154	421	596
WP_002740724.1	lcl|NZ_JQRF01000081.1_cds_WP_020980132.1_2439	41.631	233	596
WP_002740724.1	lcl|NZ_JQRF01000031.1_cds_WP_020981137.1_1145	35.193	233	596
WP_002740724.1	lcl|NZ_JQRF01000085.1_cds_WP_017215000.1_2617	32.773	238	596
WP_002740724.1	lcl|NZ_JQRF01000129.1_cds_WP_020980962.1_3367	32.212	208	596
WP_002740724.1	lcl|NZ_JQRF01000160.1_cds_WP_002177150.1_3664	29.289	239	596
WP_002740724.1	lcl|NZ_JQRF01000067.1_cds_WP_002180333.1_2119	30.472	233	596
WP_002740724.1	lcl|NZ_JQRF01000133.1_cds_WP_020980217.1_3475	27.530	247	596
WP_002740724.1	lcl|NZ_JQRF01000005.1_cds_WP_017213193.1_122	26.606	218	596
WP_002740724.1	lcl|NZ_JQRF01000020.1_cds_WP_002176655.1_738	29.741	232	596
WP_002740724.1	lcl|NZ_JQRF01000020.1_cds_WP_002178357.1_757	28.992	238	596
WP_002740724.1	lcl|NZ_JQRF01000020.1_cds_WP_017214854.1_790	27.731	238	596
WP_002740724.1	lcl|NZ_JQRF01000084.1_cds_WP_002178574.1_2522	27.232	224	596
WP_002740724.1	lcl|NZ_JQRF01000074.1_cds_WP_017215581.1_2267	29.327	208	596
WP_002740724.1	lcl|NZ_JQRF01000010.1_cds_WP_002176862.1_329	28.125	224	596
WP_002740724.1	lcl|NZ_JQRF01000087.1_cds_WP_002177096.1_2690	29.218	243	596
WP_002740724.1	lcl|NZ_JQRF01000008.1_cds_WP_002180060.1_272	31.120	241	596
WP_002740724.1	lcl|NZ_JQRF01000087.1_cds_WP_061231600.1_2689	28.761	226	596
WP_002740724.1	lcl|NZ_JQRF01000099.1_cds_WP_017214075.1_2829	26.210	248	596
WP_002740724.1	lcl|NZ_JQRF01000116.1_cds_WP_002245760.1_3172	27.586	174	596
WP_002740724.1	lcl|NZ_JQRF01000084.1_cds_WP_002178721.1_2540	23.041	217	596
