WP_002725873.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240277374.1_2144	93.902	82	106
WP_002733579.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240277376.1_2145	92.357	314	314
WP_002733579.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240277414.1_2172	23.792	269	314
WP_002733579.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240276342.1_817	24.085	328	314
WP_002733579.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240277382.1_2148	27.530	247	314
WP_002733579.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240277515.1_2237	22.759	290	314
WP_002733579.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240278799.1_1090	25.362	276	314
WP_002733579.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240277390.1_2151	23.547	327	314
WP_026054882.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240277378.1_2146	87.397	365	365
WP_002733646.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240277380.1_2147	96.216	185	185
WP_002733646.1	lcl|NZ_JAKNBO010000003.1_cds_WP_240279211.1_466	41.429	140	185
WP_002733534.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240277382.1_2148	93.921	329	329
WP_002733534.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240276342.1_817	31.111	315	329
WP_002733534.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240277515.1_2237	31.045	335	329
WP_002733534.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240278799.1_1090	31.068	309	329
WP_002733534.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240277404.1_2163	28.657	335	329
WP_002733534.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240276444.1_973	29.091	330	329
WP_002733534.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240276492.1_1080	29.231	325	329
WP_002733534.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240277390.1_2151	28.852	305	329
WP_002733534.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240276512.1_1112	28.623	276	329
WP_002733534.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240277376.1_2145	25.746	268	329
WP_002733534.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240277414.1_2172	28.440	218	329
WP_002733534.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240277483.1_2220	25.498	251	329
WP_002733534.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240277685.1_2426	27.899	276	329
WP_002733534.1	lcl|NZ_JAKNBO010000006.1_cds_WP_240279681.1_3725	25.191	262	329
WP_002733534.1	lcl|NZ_JAKNBO010000001.1_cds_WP_020980533.1_3573	27.049	244	329
WP_002733534.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240278388.1_3149	27.869	244	329
WP_002733627.1	lcl|NZ_JAKNBO010000001.1_cds_WP_017214674.1_2149	93.633	267	267
WP_002733627.1	lcl|NZ_JAKNBO010000001.1_cds_WP_002178630.1_2238	28.042	189	267
WP_002733627.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240276530.1_1133	27.320	194	267
WP_002733627.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240278461.1_3235	39.344	61	267
WP_002740779.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240277384.1_2150	94.706	510	509
WP_002740779.1	lcl|NZ_JAKNBO010000001.1_cds_WP_004445115.1_2352	26.852	324	509
WP_002740779.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240277607.1_2353	31.111	90	509
WP_002740779.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240277384.1_2150	94.706	510	509
WP_002740779.1	lcl|NZ_JAKNBO010000001.1_cds_WP_004445115.1_2352	26.852	324	509
WP_002740779.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240277607.1_2353	31.111	90	509
WP_002740721.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240277390.1_2151	95.455	330	330
WP_002740721.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240277382.1_2148	28.477	302	330
WP_002740721.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240277515.1_2237	26.648	349	330
WP_002740721.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240278799.1_1090	25.182	274	330
WP_002740721.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240276342.1_817	26.899	316	330
WP_002740721.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240277404.1_2163	28.372	215	330
WP_002740721.1	lcl|NZ_JAKNBO010000001.1_cds_WP_020980533.1_3573	27.381	252	330
WP_002740721.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240276444.1_973	29.020	255	330
WP_002740721.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240276512.1_1112	24.889	225	330
WP_002740721.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240277685.1_2426	28.387	155	330
WP_002740721.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240277376.1_2145	25.152	330	330
WP_002740826.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240277510.1_2231	35.294	340	366
WP_002740826.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240277434.1_2182	32.877	365	366
WP_002740826.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240276520.1_1128	27.778	378	366
WP_002740826.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240277425.1_2176	31.025	361	366
WP_002740826.1	lcl|NZ_JAKNBO010000001.1_cds_WP_053523307.1_3103	30.641	359	366
WP_002740826.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240278402.1_3167	32.979	188	366
WP_002740861.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240277510.1_2231	36.963	349	367
WP_002740861.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240277425.1_2176	35.799	338	367
WP_002740861.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240277434.1_2182	30.645	372	367
WP_002740861.1	lcl|NZ_JAKNBO010000001.1_cds_WP_053523307.1_3103	30.585	376	367
WP_002740861.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240276520.1_1128	30.133	375	367
WP_002740861.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240278402.1_3167	23.743	358	367
WP_002740729.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240277391.1_2152	37.201	543	544
WP_002740729.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240277391.1_2152	37.201	543	544
WP_002740998.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240277392.1_2153	67.045	264	265
