WP_002725873.1	lcl|NZ_LMXF01000069.1_cds_WP_000340715.1_2458	93.902	82	106
WP_002733579.1	lcl|NZ_LMXF01000069.1_cds_WP_000410273.1_2457	92.994	314	314
WP_002733579.1	lcl|NZ_LMXF01000069.1_cds_WP_000646253.1_2454	27.711	249	314
WP_002733579.1	lcl|NZ_LMXF01000005.1_cds_WP_000744700.1_374	23.171	328	314
WP_002733579.1	lcl|NZ_LMXF01000002.1_cds_WP_001033107.1_174	22.180	266	314
WP_002733579.1	lcl|NZ_LMXF01000002.1_cds_WP_000723090.1_123	23.875	289	314
WP_002733579.1	lcl|NZ_LMXF01000069.1_cds_WP_001067558.1_2451	24.540	326	314
WP_026054882.1	lcl|NZ_LMXF01000069.1_cds_WP_000604524.1_2456	85.479	365	365
WP_002733646.1	lcl|NZ_LMXF01000069.1_cds_WP_000884060.1_2455	95.676	185	185
WP_002733646.1	lcl|NZ_LMXF01000109.1_cds_WP_000351733.1_3055	40.714	140	185
WP_002733534.1	lcl|NZ_LMXF01000069.1_cds_WP_000646253.1_2454	98.176	329	329
WP_002733534.1	lcl|NZ_LMXF01000005.1_cds_WP_000744700.1_374	32.063	315	329
WP_002733534.1	lcl|NZ_LMXF01000002.1_cds_WP_000723090.1_123	30.746	335	329
WP_002733534.1	lcl|NZ_LMXF01000014.1_cds_WP_001984071.1_834	31.803	305	329
WP_002733534.1	lcl|NZ_LMXF01000069.1_cds_WP_000699346.1_2440	30.060	336	329
WP_002733534.1	lcl|NZ_LMXF01000001.1_cds_WP_000649924.1_85	30.183	328	329
WP_002733534.1	lcl|NZ_LMXF01000135.1_cds_WP_000709511.1_3304	28.923	325	329
WP_002733534.1	lcl|NZ_LMXF01000069.1_cds_WP_001067558.1_2451	29.316	307	329
WP_002733534.1	lcl|NZ_LMXF01000014.1_cds_WP_000688696.1_814	29.682	283	329
WP_002733534.1	lcl|NZ_LMXF01000002.1_cds_WP_000475901.1_139	27.007	274	329
WP_002733534.1	lcl|NZ_LMXF01000069.1_cds_WP_000410273.1_2457	25.078	319	329
WP_002733534.1	lcl|NZ_LMXF01000034.1_cds_WP_001074783.1_1579	28.679	265	329
WP_002733534.1	lcl|NZ_LMXF01000002.1_cds_WP_001033107.1_174	26.367	311	329
WP_002733534.1	lcl|NZ_LMXF01000010.1_cds_WP_001003562.1_655	26.378	254	329
WP_002733627.1	lcl|NZ_LMXF01000069.1_cds_WP_000774261.1_2453	93.258	267	267
WP_002733627.1	lcl|NZ_LMXF01000002.1_cds_WP_000842258.1_122	28.042	189	267
WP_002733627.1	lcl|NZ_LMXF01000103.1_cds_WP_000667727.1_2979	31.818	110	267
WP_002733627.1	lcl|NZ_LMXF01000012.1_cds_WP_000805357.1_714	27.660	188	267
WP_002740779.1	lcl|NZ_LMXF01000069.1_cds_WP_000612798.1_2452	97.250	509	509
WP_002740779.1	lcl|NZ_LMXF01000003.1_cds_WP_000291586.1_276	26.852	324	509
WP_002740779.1	lcl|NZ_LMXF01000003.1_cds_WP_000364507.1_275	31.111	90	509
WP_002740779.1	lcl|NZ_LMXF01000069.1_cds_WP_000612798.1_2452	97.250	509	509
WP_002740779.1	lcl|NZ_LMXF01000003.1_cds_WP_000291586.1_276	26.852	324	509
WP_002740779.1	lcl|NZ_LMXF01000003.1_cds_WP_000364507.1_275	31.111	90	509
WP_002740721.1	lcl|NZ_LMXF01000069.1_cds_WP_001067558.1_2451	95.455	330	330
WP_002740721.1	lcl|NZ_LMXF01000069.1_cds_WP_000646253.1_2454	28.664	307	330
WP_002740721.1	lcl|NZ_LMXF01000014.1_cds_WP_001984071.1_834	24.265	272	330
WP_002740721.1	lcl|NZ_LMXF01000005.1_cds_WP_000744700.1_374	26.582	316	330
WP_002740721.1	lcl|NZ_LMXF01000002.1_cds_WP_000723090.1_123	24.625	333	330
WP_002740721.1	lcl|NZ_LMXF01000010.1_cds_WP_001003562.1_655	27.490	251	330
WP_002740721.1	lcl|NZ_LMXF01000069.1_cds_WP_000699346.1_2440	27.907	215	330
WP_002740721.1	lcl|NZ_LMXF01000001.1_cds_WP_000649924.1_85	29.249	253	330
WP_002740721.1	lcl|NZ_LMXF01000014.1_cds_WP_000688696.1_814	25.571	219	330
WP_002740826.1	lcl|NZ_LMXF01000195.1_cds_WP_001281953.1_3678	28.232	379	366
WP_002740826.1	lcl|NZ_LMXF01000002.1_cds_WP_000172653.1_164	31.300	377	366
WP_002740826.1	lcl|NZ_LMXF01000002.1_cds_WP_000331752.1_170	32.123	358	366
WP_002740826.1	lcl|NZ_LMXF01000095.1_cds_WP_000538749.1_2871	30.084	359	366
WP_002740826.1	lcl|NZ_LMXF01000052.1_cds_WP_001982414.1_2072	31.579	190	366
WP_002740826.1	lcl|NZ_LMXF01000002.1_cds_LA702_RS00660_129	29.565	115	366
WP_002740861.1	lcl|NZ_LMXF01000002.1_cds_WP_000172653.1_164	31.856	361	367
WP_002740861.1	lcl|NZ_LMXF01000095.1_cds_WP_000538749.1_2871	31.383	376	367
WP_002740861.1	lcl|NZ_LMXF01000002.1_cds_WP_000331752.1_170	34.393	346	367
WP_002740861.1	lcl|NZ_LMXF01000195.1_cds_WP_001281953.1_3678	30.159	378	367
WP_002740861.1	lcl|NZ_LMXF01000002.1_cds_LA702_RS00660_129	33.784	148	367
WP_002740861.1	lcl|NZ_LMXF01000052.1_cds_WP_001982414.1_2072	24.581	358	367
WP_002740729.1	lcl|NZ_LMXF01000069.1_cds_WP_000776640.1_2450	38.278	546	544
WP_002740729.1	lcl|NZ_LMXF01000069.1_cds_WP_000776640.1_2450	38.278	546	544
WP_002740998.1	lcl|NZ_LMXF01000069.1_cds_WP_000424609.1_2449	67.045	264	265
WP_002740998.1	lcl|NZ_LMXF01000026.1_cds_WP_001002663.1_1272	46.091	243	265
WP_032853071.1	lcl|NZ_LMXF01000069.1_cds_WP_002074065.1_2448	88.710	310	310
