WP_002725873.1	lcl|NZ_AHPY01000281.1_cds_WP_000340713.1_295	92.683	82	106
WP_002733579.1	lcl|NZ_AHPY01000281.1_cds_WP_000412665.1_296	91.083	314	314
WP_002733579.1	lcl|NZ_AHPY01000281.1_cds_WP_000699347.1_300	22.442	303	314
WP_002733579.1	lcl|NZ_AHPY01000085.1_cds_WP_000744700.1_2770	23.171	328	314
WP_002733579.1	lcl|NZ_AHPY01000281.1_cds_WP_000723077.1_309	21.377	276	314
WP_002733579.1	lcl|NZ_AHPY01000080.1_cds_WP_000723094.1_2877	24.221	289	314
WP_002733646.1	lcl|NZ_AHPY01000148.1_cds_WP_000351733.1_1875	40.714	140	185
WP_002733534.1	lcl|NZ_AHPY01000281.1_cds_WP_000699347.1_300	31.014	345	329
WP_002733534.1	lcl|NZ_AHPY01000085.1_cds_WP_000744700.1_2770	32.063	315	329
WP_002733534.1	lcl|NZ_AHPY01000080.1_cds_WP_000723094.1_2877	31.045	335	329
WP_002733534.1	lcl|NZ_AHPY01000281.1_cds_WP_000723077.1_309	31.457	302	329
WP_002733534.1	lcl|NZ_AHPY01000064.1_cds_WP_001984071.1_3391	31.803	305	329
WP_002733534.1	lcl|NZ_AHPY01000065.1_cds_WP_000649923.1_3264	30.183	328	329
WP_002733534.1	lcl|NZ_AHPY01000200.1_cds_WP_000709511.1_848	28.923	325	329
WP_002733534.1	lcl|NZ_AHPY01000064.1_cds_WP_000688695.1_3371	29.682	283	329
WP_002733534.1	lcl|NZ_AHPY01000281.1_cds_WP_000412665.1_296	26.022	269	329
WP_002733534.1	lcl|NZ_AHPY01000281.1_cds_WP_000377753.1_342	25.141	354	329
WP_002733534.1	lcl|NZ_AHPY01000096.1_cds_WP_001074783.1_2472	28.679	265	329
WP_002733534.1	lcl|NZ_AHPY01000281.1_cds_WP_000048849.1_319	25.714	245	329
WP_002733534.1	lcl|NZ_AHPY01000173.1_cds_WP_001003558.1_1305	26.772	254	329
WP_002733627.1	lcl|NZ_AHPY01000281.1_cds_WP_000432841.1_314	30.472	233	267
WP_002733627.1	lcl|NZ_AHPY01000080.1_cds_WP_000842260.1_2878	27.895	190	267
WP_002733627.1	lcl|NZ_AHPY01000281.1_cds_WP_000869621.1_341	22.311	251	267
WP_002733627.1	lcl|NZ_AHPY01000144.1_cds_WP_000667727.1_1966	31.818	110	267
WP_002733627.1	lcl|NZ_AHPY01000058.1_cds_WP_000805359.1_3513	27.660	188	267
WP_002740779.1	lcl|NZ_AHPY01000096.1_cds_WP_000291586.1_2544	26.852	324	509
WP_002740779.1	lcl|NZ_AHPY01000096.1_cds_WP_000364507.1_2543	31.111	90	509
WP_002740779.1	lcl|NZ_AHPY01000096.1_cds_WP_000291586.1_2544	26.852	324	509
WP_002740779.1	lcl|NZ_AHPY01000096.1_cds_WP_000364507.1_2543	31.111	90	509
WP_002740721.1	lcl|NZ_AHPY01000281.1_cds_WP_000723077.1_309	25.362	276	330
WP_002740721.1	lcl|NZ_AHPY01000064.1_cds_WP_001984071.1_3391	24.265	272	330
WP_002740721.1	lcl|NZ_AHPY01000085.1_cds_WP_000744700.1_2770	26.582	316	330
WP_002740721.1	lcl|NZ_AHPY01000080.1_cds_WP_000723094.1_2877	24.324	333	330
WP_002740721.1	lcl|NZ_AHPY01000173.1_cds_WP_001003558.1_1305	27.888	251	330
WP_002740721.1	lcl|NZ_AHPY01000281.1_cds_WP_000699347.1_300	24.609	256	330
WP_002740721.1	lcl|NZ_AHPY01000281.1_cds_WP_000048849.1_319	30.233	129	330
WP_002740721.1	lcl|NZ_AHPY01000065.1_cds_WP_000649923.1_3264	29.249	253	330
WP_002740721.1	lcl|NZ_AHPY01000064.1_cds_WP_000688695.1_3371	25.571	219	330
WP_002740721.1	lcl|NZ_AHPY01000281.1_cds_WP_000697617.1_344	24.803	254	330
WP_002740826.1	lcl|NZ_AHPY01000080.1_cds_WP_000575187.1_2871	35.244	349	366
WP_002740826.1	lcl|NZ_AHPY01000281.1_cds_WP_000738262.1_323	32.898	383	366
WP_002740826.1	lcl|NZ_AHPY01000306.1_cds_WP_001281957.1_26	27.704	379	366
WP_002740826.1	lcl|NZ_AHPY01000281.1_cds_WP_001154829.1_322	27.778	342	366
WP_002740826.1	lcl|NZ_AHPY01000171.1_cds_WP_000538758.1_1346	30.084	359	366
WP_002740826.1	lcl|NZ_AHPY01000281.1_cds_WP_001054317.1_310	28.662	314	366
WP_002740826.1	lcl|NZ_AHPY01000030.1_cds_WP_001982414.1_3693	31.579	190	366
WP_002740861.1	lcl|NZ_AHPY01000080.1_cds_WP_000575187.1_2871	35.989	364	367
WP_002740861.1	lcl|NZ_AHPY01000171.1_cds_WP_000538758.1_1346	31.383	376	367
WP_002740861.1	lcl|NZ_AHPY01000281.1_cds_WP_000738262.1_323	32.861	353	367
WP_002740861.1	lcl|NZ_AHPY01000281.1_cds_WP_001154829.1_322	31.778	343	367
WP_002740861.1	lcl|NZ_AHPY01000306.1_cds_WP_001281957.1_26	29.894	378	367
WP_002740861.1	lcl|NZ_AHPY01000281.1_cds_WP_001054317.1_310	27.139	339	367
WP_002740861.1	lcl|NZ_AHPY01000030.1_cds_WP_001982414.1_3693	24.581	358	367
WP_002740998.1	lcl|NZ_AHPY01000181.1_cds_WP_001002663.1_1172	46.091	243	265
WP_032853071.1	lcl|NZ_AHPY01000079.1_cds_WP_000501205.1_2921	36.513	304	310
WP_032853071.1	lcl|NZ_AHPY01000075.1_cds_WP_001183723.1_3041	26.471	306	310
WP_032853071.1	lcl|NZ_AHPY01000145.1_cds_WP_000279894.1_1947	23.282	262	310
WP_032853071.1	lcl|NZ_AHPY01000079.1_cds_WP_000501205.1_2921	36.513	304	310
WP_032853071.1	lcl|NZ_AHPY01000075.1_cds_WP_001183723.1_3041	26.471	306	310
WP_032853071.1	lcl|NZ_AHPY01000145.1_cds_WP_000279894.1_1947	23.282	262	310
WP_002740917.1	lcl|NZ_AHPY01000085.1_cds_WP_001082178.1_2798	29.487	78	221
WP_002740917.1	lcl|NZ_AHPY01000186.1_cds_WP_001069832.1_1070	28.440	109	221
WP_002740917.1	lcl|NZ_AHPY01000281.1_cds_WP_000862006.1_349	32.143	112	221
WP_230456811.1	lcl|NZ_AHPY01000085.1_cds_WP_001082178.1_2798	30.588	170	388
WP_230456811.1	lcl|NZ_AHPY01000186.1_cds_WP_000347683.1_1069	32.168	143	388
WP_230456811.1	lcl|NZ_AHPY01000281.1_cds_WP_002102767.1_326	27.778	180	388
WP_230456811.1	lcl|NZ_AHPY01000183.1_cds_WP_000402846.1_1109	27.211	147	388
WP_230456811.1	lcl|NZ_AHPY01000281.1_cds_WP_000615098.1_306	30.702	114	388
WP_230456811.1	lcl|NZ_AHPY01000153.1_cds_WP_000283289.1_1779	22.353	170	388
WP_230456811.1	lcl|NZ_AHPY01000281.1_cds_WP_000862006.1_349	34.524	84	388
WP_002740724.1	lcl|NZ_AHPY01000291.1_cds_WP_000172203.1_176	31.299	508	596
WP_002740724.1	lcl|NZ_AHPY01000209.1_cds_WP_000667645.1_741	35.154	421	596
WP_002740724.1	lcl|NZ_AHPY01000065.1_cds_WP_000828456.1_3333	41.202	233	596
WP_002740724.1	lcl|NZ_AHPY01000281.1_cds_WP_000361605.1_299	34.293	382	596
WP_002740724.1	lcl|NZ_AHPY01000199.1_cds_WP_001052498.1_869	32.773	238	596
WP_002740724.1	lcl|NZ_AHPY01000241.1_cds_WP_000510774.1_472	30.472	233	596
WP_002740724.1	lcl|NZ_AHPY01000293.1_cds_WP_001161018.1_147	28.270	237	596
WP_002740724.1	lcl|NZ_AHPY01000116.1_cds_WP_000536757.1_2167	32.536	209	596
WP_002740724.1	lcl|NZ_AHPY01000291.1_cds_WP_000942282.1_162	27.935	247	596
WP_002740724.1	lcl|NZ_AHPY01000096.1_cds_WP_000047473.1_2538	27.103	214	596
WP_002740724.1	lcl|NZ_AHPY01000177.1_cds_WP_000666552.1_1268	30.172	232	596
WP_002740724.1	lcl|NZ_AHPY01000148.1_cds_WP_001089498.1_1876	28.033	239	596
WP_002740724.1	lcl|NZ_AHPY01000158.1_cds_WP_000433117.1_1645	27.731	238	596
WP_002740724.1	lcl|NZ_AHPY01000070.1_cds_WP_000619174.1_3139	30.290	241	596
WP_002740724.1	lcl|NZ_AHPY01000111.1_cds_WP_000603361.1_2234	26.786	224	596
WP_002740724.1	lcl|NZ_AHPY01000289.1_cds_WP_000598571.1_193	28.125	224	596
WP_002740724.1	lcl|NZ_AHPY01000056.1_cds_WP_001288326.1_3575	31.250	240	596
WP_002740724.1	lcl|NZ_AHPY01000086.1_cds_WP_001982953.1_2704	27.805	205	596
WP_002740724.1	lcl|NZ_AHPY01000070.1_cds_WP_000218838.1_3140	28.829	222	596
WP_002740724.1	lcl|NZ_AHPY01000111.1_cds_WP_000054169.1_2215	25.116	215	596
WP_002740724.1	lcl|NZ_AHPY01000069.1_cds_WP_000184522.1_3146	28.426	197	596
WP_002740724.1	lcl|NZ_AHPY01000256.1_cds_WP_001141160.1_424	27.778	234	596
WP_002740724.1	lcl|NZ_AHPY01000286.1_cds_WP_000590876.1_244	28.372	215	596
WP_002740724.1	lcl|NZ_AHPY01000168.1_cds_WP_001049205.1_1421	25.000	224	596
WP_002740724.1	lcl|NZ_AHPY01000163.1_cds_WP_000136057.1_1537	24.664	223	596
WP_002740724.1	lcl|NZ_AHPY01000251.1_cds_WP_000651456.1_444	22.857	245	596
WP_002740724.1	lcl|NZ_AHPY01000221.1_cds_WP_000052667.1_616	25.854	205	596
WP_002740724.1	lcl|NZ_AHPY01000291.1_cds_WP_000172203.1_176	31.299	508	596
WP_002740724.1	lcl|NZ_AHPY01000209.1_cds_WP_000667645.1_741	35.154	421	596
WP_002740724.1	lcl|NZ_AHPY01000065.1_cds_WP_000828456.1_3333	41.202	233	596
WP_002740724.1	lcl|NZ_AHPY01000281.1_cds_WP_000361605.1_299	34.293	382	596
WP_002740724.1	lcl|NZ_AHPY01000199.1_cds_WP_001052498.1_869	32.773	238	596
WP_002740724.1	lcl|NZ_AHPY01000241.1_cds_WP_000510774.1_472	30.472	233	596
WP_002740724.1	lcl|NZ_AHPY01000293.1_cds_WP_001161018.1_147	28.270	237	596
WP_002740724.1	lcl|NZ_AHPY01000116.1_cds_WP_000536757.1_2167	32.536	209	596
WP_002740724.1	lcl|NZ_AHPY01000291.1_cds_WP_000942282.1_162	27.935	247	596
WP_002740724.1	lcl|NZ_AHPY01000096.1_cds_WP_000047473.1_2538	27.103	214	596
WP_002740724.1	lcl|NZ_AHPY01000177.1_cds_WP_000666552.1_1268	30.172	232	596
WP_002740724.1	lcl|NZ_AHPY01000148.1_cds_WP_001089498.1_1876	28.033	239	596
WP_002740724.1	lcl|NZ_AHPY01000158.1_cds_WP_000433117.1_1645	27.731	238	596
