WP_002725873.1	lcl|NZ_AHPZ01000029.1_cds_WP_004753574.1_2910	91.463	82	106
WP_002733579.1	lcl|NZ_AHPZ01000029.1_cds_WP_004761722.1_2909	92.675	314	314
WP_002733579.1	lcl|NZ_AHPZ01000029.1_cds_WP_004755430.1_2906	27.309	249	314
WP_002733579.1	lcl|NZ_AHPZ01000017.1_cds_WP_004753565.1_3346	23.171	328	314
WP_002733579.1	lcl|NZ_AHPZ01000096.1_cds_WP_004755262.1_1754	22.776	281	314
WP_002733579.1	lcl|NZ_AHPZ01000029.1_cds_WP_004755319.1_2903	25.152	330	314
WP_026054882.1	lcl|NZ_AHPZ01000029.1_cds_WP_004777161.1_2908	86.575	365	365
WP_002733646.1	lcl|NZ_AHPZ01000029.1_cds_WP_004753627.1_2907	97.297	185	185
WP_002733646.1	lcl|NZ_AHPZ01000086.1_cds_WP_004752075.1_2002	41.429	140	185
WP_002733534.1	lcl|NZ_AHPZ01000029.1_cds_WP_004755430.1_2906	97.872	329	329
WP_002733534.1	lcl|NZ_AHPZ01000017.1_cds_WP_004753565.1_3346	31.429	315	329
WP_002733534.1	lcl|NZ_AHPZ01000096.1_cds_WP_004755262.1_1754	30.746	335	329
WP_002733534.1	lcl|NZ_AHPZ01000002.1_cds_WP_004751543.1_3501	31.818	308	329
WP_002733534.1	lcl|NZ_AHPZ01000179.1_cds_WP_004755135.1_427	30.816	331	329
WP_002733534.1	lcl|NZ_AHPZ01000002.1_cds_WP_004751412.1_3491	29.231	325	329
WP_002733534.1	lcl|NZ_AHPZ01000049.1_cds_WP_004754991.1_2439	29.818	275	329
WP_002733534.1	lcl|NZ_AHPZ01000029.1_cds_WP_004755319.1_2903	29.316	307	329
WP_002733534.1	lcl|NZ_AHPZ01000029.1_cds_WP_004761722.1_2909	26.493	268	329
WP_002733534.1	lcl|NZ_AHPZ01000096.1_cds_WP_002733698.1_1771	26.277	274	329
WP_002733534.1	lcl|NZ_AHPZ01000043.1_cds_WP_004755140.1_2534	26.230	244	329
WP_002733534.1	lcl|NZ_AHPZ01000135.1_cds_WP_004751780.1_943	28.302	265	329
WP_002733534.1	lcl|NZ_AHPZ01000109.1_cds_WP_004750263.1_1429	25.573	262	329
WP_002733534.1	lcl|NZ_AHPZ01000098.1_cds_WP_004755281.1_1706	27.572	243	329
WP_002733627.1	lcl|NZ_AHPZ01000029.1_cds_WP_004754505.1_2905	96.629	267	267
WP_002733627.1	lcl|NZ_AHPZ01000096.1_cds_WP_004754191.1_1753	27.513	189	267
WP_002733627.1	lcl|NZ_AHPZ01000018.1_cds_WP_004760150.1_3314	33.929	112	267
WP_002733627.1	lcl|NZ_AHPZ01000033.1_cds_WP_004758210.1_2798	27.660	188	267
WP_002740779.1	lcl|NZ_AHPZ01000029.1_cds_WP_004777106.1_2904	99.411	509	509
WP_002740779.1	lcl|NZ_AHPZ01000084.1_cds_WP_004751764.1_2039	25.758	330	509
WP_002740779.1	lcl|NZ_AHPZ01000084.1_cds_WP_004752264.1_2040	31.111	90	509
WP_002740779.1	lcl|NZ_AHPZ01000029.1_cds_WP_004777106.1_2904	99.411	509	509
