WP_002725873.1	lcl|NZ_AFMI01000094.1_cds_WP_000340715.1_2139	93.902	82	106
WP_002733579.1	lcl|NZ_AFMI01000094.1_cds_WP_000410273.1_2140	92.994	314	314
WP_002733579.1	lcl|NZ_AFMI01000094.1_cds_WP_000093099.1_2160	58.730	63	314
WP_002733579.1	lcl|NZ_AFMI01000094.1_cds_WP_000646250.1_2143	27.711	249	314
WP_002733579.1	lcl|NZ_AFMI01000034.1_cds_WP_000744700.1_3130	23.171	328	314
WP_002733579.1	lcl|NZ_AFMI01000094.1_cds_WP_000600889.1_2169	22.909	275	314
WP_002733579.1	lcl|NZ_AFMI01000094.1_cds_WP_000723090.1_2222	23.875	289	314
WP_002733579.1	lcl|NZ_AFMI01000094.1_cds_WP_001067557.1_2146	24.540	326	314
WP_026054882.1	lcl|NZ_AFMI01000094.1_cds_WP_000604524.1_2141	85.479	365	365
WP_002733646.1	lcl|NZ_AFMI01000094.1_cds_WP_000884059.1_2142	95.676	185	185
WP_002733646.1	lcl|NZ_AFMI01000032.1_cds_WP_000351733.1_3237	40.714	140	185
WP_002733534.1	lcl|NZ_AFMI01000094.1_cds_WP_000646250.1_2143	97.872	329	329
WP_002733534.1	lcl|NZ_AFMI01000034.1_cds_WP_000744700.1_3130	32.063	315	329
WP_002733534.1	lcl|NZ_AFMI01000094.1_cds_WP_000723090.1_2222	30.746	335	329
WP_002733534.1	lcl|NZ_AFMI01000094.1_cds_WP_000600889.1_2169	31.677	322	329
WP_002733534.1	lcl|NZ_AFMI01000108.1_cds_WP_001984071.1_1851	31.803	305	329
WP_002733534.1	lcl|NZ_AFMI01000276.1_cds_WP_000649925.1_209	30.183	328	329
WP_002733534.1	lcl|NZ_AFMI01000114.1_cds_WP_000709511.1_1753	28.923	325	329
WP_002733534.1	lcl|NZ_AFMI01000094.1_cds_WP_000601375.1_2196	24.727	275	329
WP_002733534.1	lcl|NZ_AFMI01000094.1_cds_WP_001067557.1_2146	28.990	307	329
WP_002733534.1	lcl|NZ_AFMI01000108.1_cds_WP_000688695.1_1830	29.682	283	329
WP_002733534.1	lcl|NZ_AFMI01000094.1_cds_WP_000475904.1_2205	27.007	274	329
WP_002733534.1	lcl|NZ_AFMI01000094.1_cds_WP_000410273.1_2140	25.078	319	329
WP_002733534.1	lcl|NZ_AFMI01000124.1_cds_WP_001074785.1_1564	29.434	265	329
WP_002733534.1	lcl|NZ_AFMI01000097.1_cds_WP_001003555.1_2050	26.772	254	329
WP_002733534.1	lcl|NZ_AFMI01000094.1_cds_WP_000487322.1_2194	26.852	324	329
WP_002733627.1	lcl|NZ_AFMI01000094.1_cds_WP_000774262.1_2144	92.884	267	267
WP_002733627.1	lcl|NZ_AFMI01000094.1_cds_WP_000859505.1_2193	28.155	206	267
WP_002733627.1	lcl|NZ_AFMI01000094.1_cds_WP_000800438.1_2174	28.492	179	267
WP_002733627.1	lcl|NZ_AFMI01000094.1_cds_WP_000842260.1_2223	27.895	190	267
WP_002733627.1	lcl|NZ_AFMI01000040.1_cds_WP_000667727.1_2871	31.818	110	267
WP_002733627.1	lcl|NZ_AFMI01000274.1_cds_WP_000805357.1_262	27.660	188	267
WP_002740779.1	lcl|NZ_AFMI01000094.1_cds_WP_000612797.1_2145	96.071	509	509
WP_002740779.1	lcl|NZ_AFMI01000264.1_cds_WP_000291591.1_533	26.852	324	509
WP_002740779.1	lcl|NZ_AFMI01000264.1_cds_WP_000364507.1_532	31.111	90	509
WP_002740779.1	lcl|NZ_AFMI01000094.1_cds_WP_000612797.1_2145	96.071	509	509
WP_002740779.1	lcl|NZ_AFMI01000264.1_cds_WP_000291591.1_533	26.852	324	509
WP_002740779.1	lcl|NZ_AFMI01000264.1_cds_WP_000364507.1_532	31.111	90	509
WP_002740721.1	lcl|NZ_AFMI01000094.1_cds_WP_001067557.1_2146	95.455	330	330
WP_002740721.1	lcl|NZ_AFMI01000094.1_cds_WP_000646250.1_2143	28.664	307	330
WP_002740721.1	lcl|NZ_AFMI01000094.1_cds_WP_000600889.1_2169	27.068	266	330
WP_002740721.1	lcl|NZ_AFMI01000108.1_cds_WP_001984071.1_1851	24.265	272	330
WP_002740721.1	lcl|NZ_AFMI01000034.1_cds_WP_000744700.1_3130	26.582	316	330
WP_002740721.1	lcl|NZ_AFMI01000094.1_cds_WP_000723090.1_2222	24.625	333	330
WP_002740721.1	lcl|NZ_AFMI01000097.1_cds_WP_001003555.1_2050	27.888	251	330
WP_002740721.1	lcl|NZ_AFMI01000276.1_cds_WP_000649925.1_209	29.249	253	330
WP_002740721.1	lcl|NZ_AFMI01000108.1_cds_WP_000688695.1_1830	25.571	219	330
WP_002740721.1	lcl|NZ_AFMI01000094.1_cds_WP_000487322.1_2194	27.208	283	330
WP_002740721.1	lcl|NZ_AFMI01000094.1_cds_WP_000601375.1_2196	26.374	273	330
WP_002740826.1	lcl|NZ_AFMI01000094.1_cds_WP_001198107.1_2147	95.628	366	366
WP_002740826.1	lcl|NZ_AFMI01000094.1_cds_WP_000608295.1_2148	40.000	365	366
WP_002740826.1	lcl|NZ_AFMI01000094.1_cds_WP_000575178.1_2216	34.262	359	366
WP_002740826.1	lcl|NZ_AFMI01000217.1_cds_WP_001281953.1_678	28.232	379	366
WP_002740826.1	lcl|NZ_AFMI01000094.1_cds_WP_000346036.1_2177	28.090	356	366
WP_002740826.1	lcl|NZ_AFMI01000094.1_cds_WP_000582222.1_2158	32.113	355	366
WP_002740826.1	lcl|NZ_AFMI01000111.1_cds_WP_000538752.1_1800	30.084	359	366
WP_002740826.1	lcl|NZ_AFMI01000094.1_cds_WP_000947844.1_2170	26.957	345	366
WP_002740826.1	lcl|NZ_AFMI01000051.1_cds_WP_001982414.1_2674	31.579	190	366
WP_002740861.1	lcl|NZ_AFMI01000094.1_cds_WP_000608295.1_2148	95.368	367	367
WP_002740861.1	lcl|NZ_AFMI01000094.1_cds_WP_001198107.1_2147	39.452	365	367
WP_002740861.1	lcl|NZ_AFMI01000094.1_cds_WP_000575178.1_2216	36.314	369	367
WP_002740861.1	lcl|NZ_AFMI01000111.1_cds_WP_000538752.1_1800	31.383	376	367
WP_002740861.1	lcl|NZ_AFMI01000094.1_cds_WP_000582222.1_2158	36.000	325	367
WP_002740861.1	lcl|NZ_AFMI01000217.1_cds_WP_001281953.1_678	30.159	378	367
WP_002740861.1	lcl|NZ_AFMI01000094.1_cds_WP_000346036.1_2177	24.665	373	367
WP_002740861.1	lcl|NZ_AFMI01000094.1_cds_WP_000947844.1_2170	26.404	356	367
WP_002740861.1	lcl|NZ_AFMI01000051.1_cds_WP_001982414.1_2674	24.581	358	367
WP_002740729.1	lcl|NZ_AFMI01000094.1_cds_WP_000689743.1_2149	91.912	544	544
WP_002740729.1	lcl|NZ_AFMI01000094.1_cds_WP_000689743.1_2149	91.912	544	544
WP_002740998.1	lcl|NZ_AFMI01000094.1_cds_WP_000342713.1_2150	94.340	265	265
WP_002740998.1	lcl|NZ_AFMI01000287.1_cds_WP_001002663.1_47	46.091	243	265
WP_032853071.1	lcl|NZ_AFMI01000094.1_cds_WP_001246618.1_2151	92.258	310	310
WP_032853071.1	lcl|NZ_AFMI01000278.1_cds_WP_000501205.1_167	36.513	304	310
WP_032853071.1	lcl|NZ_AFMI01000022.1_cds_WP_001183723.1_3441	26.471	306	310
WP_032853071.1	lcl|NZ_AFMI01000265.1_cds_WP_000279894.1_474	23.282	262	310
WP_032853071.1	lcl|NZ_AFMI01000094.1_cds_WP_001246618.1_2151	92.258	310	310
WP_032853071.1	lcl|NZ_AFMI01000278.1_cds_WP_000501205.1_167	36.513	304	310
WP_032853071.1	lcl|NZ_AFMI01000022.1_cds_WP_001183723.1_3441	26.471	306	310
WP_032853071.1	lcl|NZ_AFMI01000265.1_cds_WP_000279894.1_474	23.282	262	310
WP_002740848.1	lcl|NZ_AFMI01000094.1_cds_WP_000479982.1_2152	93.182	264	264
WP_032853450.1	lcl|NZ_AFMI01000094.1_cds_WP_000715958.1_2153	95.349	129	130
WP_004777167.1	lcl|NZ_AFMI01000094.1_cds_WP_001088866.1_2154	97.222	144	144
WP_002740917.1	lcl|NZ_AFMI01000094.1_cds_WP_000517242.1_2155	95.475	221	221
WP_002740917.1	lcl|NZ_AFMI01000113.1_cds_WP_001082180.1_1781	29.487	78	221
WP_002740917.1	lcl|NZ_AFMI01000094.1_cds_WP_001206409.1_2165	30.097	103	221
WP_002740917.1	lcl|NZ_AFMI01000107.1_cds_WP_001069834.1_1860	28.440	109	221
WP_002740692.1	lcl|NZ_AFMI01000094.1_cds_WP_000601375.1_2196	27.152	151	283
WP_230456811.1	lcl|NZ_AFMI01000113.1_cds_WP_001082180.1_1781	30.588	170	388
WP_230456811.1	lcl|NZ_AFMI01000107.1_cds_WP_000347681.1_1861	32.168	143	388
WP_230456811.1	lcl|NZ_AFMI01000094.1_cds_WP_002082140.1_2181	34.746	118	388
WP_230456811.1	lcl|NZ_AFMI01000094.1_cds_WP_001206409.1_2165	30.201	149	388
WP_230456811.1	lcl|NZ_AFMI01000162.1_cds_WP_000402845.1_1067	27.891	147	388
WP_230456811.1	lcl|NZ_AFMI01000279.1_cds_WP_000283287.1_146	22.353	170	388
WP_230456811.1	lcl|NZ_AFMI01000094.1_cds_WP_000661932.1_2190	22.277	202	388
WP_002740804.1	lcl|NZ_AFMI01000094.1_cds_WP_001106774.1_2162	44.022	368	411
WP_002740724.1	lcl|NZ_AFMI01000094.1_cds_WP_000834715.1_2163	65.017	586	596
WP_002740724.1	lcl|NZ_AFMI01000122.1_cds_WP_000172202.1_1609	31.102	508	596
WP_002740724.1	lcl|NZ_AFMI01000135.1_cds_WP_000667646.1_1364	35.154	421	596
WP_002740724.1	lcl|NZ_AFMI01000005.1_cds_WP_000828455.1_3631	41.202	233	596
WP_002740724.1	lcl|NZ_AFMI01000262.1_cds_WP_001052498.1_626	32.773	238	596
WP_002740724.1	lcl|NZ_AFMI01000096.1_cds_WP_000536762.1_2072	32.536	209	596
WP_002740724.1	lcl|NZ_AFMI01000037.1_cds_WP_001161019.1_3013	28.270	237	596
WP_002740724.1	lcl|NZ_AFMI01000088.1_cds_WP_000510777.1_2228	30.472	233	596
WP_002740724.1	lcl|NZ_AFMI01000106.1_cds_WP_000942282.1_1875	27.935	247	596
WP_002740724.1	lcl|NZ_AFMI01000264.1_cds_WP_000047473.1_527	27.103	214	596
WP_002740724.1	lcl|NZ_AFMI01000133.1_cds_WP_000666552.1_1404	30.172	232	596
WP_002740724.1	lcl|NZ_AFMI01000032.1_cds_WP_000433117.1_3206	27.731	238	596
WP_002740724.1	lcl|NZ_AFMI01000032.1_cds_WP_001089500.1_3238	28.033	239	596
WP_002740724.1	lcl|NZ_AFMI01000099.1_cds_WP_000603361.1_2023	26.786	224	596
WP_002740724.1	lcl|NZ_AFMI01000064.1_cds_WP_000619175.1_2490	29.876	241	596
WP_002740724.1	lcl|NZ_AFMI01000027.1_cds_WP_000598571.1_3329	28.125	224	596
WP_002740724.1	lcl|NZ_AFMI01000039.1_cds_WP_001288326.1_2909	31.250	240	596
WP_002740724.1	lcl|NZ_AFMI01000270.1_cds_WP_001982953.1_347	27.805	205	596
WP_002740724.1	lcl|NZ_AFMI01000064.1_cds_WP_000218838.1_2491	28.829	222	596
WP_002740724.1	lcl|NZ_AFMI01000099.1_cds_WP_000054169.1_2007	25.116	215	596
WP_002740724.1	lcl|NZ_AFMI01000116.1_cds_WP_000184524.1_1688	26.512	215	596
WP_002740724.1	lcl|NZ_AFMI01000056.1_cds_WP_001141158.1_2628	26.829	246	596
WP_002740724.1	lcl|NZ_AFMI01000105.1_cds_WP_001049205.1_1901	25.000	224	596
WP_002740724.1	lcl|NZ_AFMI01000100.1_cds_WP_000136057.1_1997	24.664	223	596
WP_002740724.1	lcl|NZ_AFMI01000173.1_cds_WP_000590867.1_952	27.907	215	596
WP_002740724.1	lcl|NZ_AFMI01000047.1_cds_WP_000675807.1_2729	23.643	258	596
WP_002740724.1	lcl|NZ_AFMI01000145.1_cds_WP_000052667.1_1221	25.854	205	596
WP_002740724.1	lcl|NZ_AFMI01000094.1_cds_WP_000834715.1_2163	65.017	586	596
WP_002740724.1	lcl|NZ_AFMI01000122.1_cds_WP_000172202.1_1609	31.102	508	596
WP_002740724.1	lcl|NZ_AFMI01000135.1_cds_WP_000667646.1_1364	35.154	421	596
WP_002740724.1	lcl|NZ_AFMI01000005.1_cds_WP_000828455.1_3631	41.202	233	596
WP_002740724.1	lcl|NZ_AFMI01000262.1_cds_WP_001052498.1_626	32.773	238	596
WP_002740724.1	lcl|NZ_AFMI01000096.1_cds_WP_000536762.1_2072	32.536	209	596
WP_002740724.1	lcl|NZ_AFMI01000037.1_cds_WP_001161019.1_3013	28.270	237	596
WP_002740724.1	lcl|NZ_AFMI01000088.1_cds_WP_000510777.1_2228	30.472	233	596
WP_002740724.1	lcl|NZ_AFMI01000106.1_cds_WP_000942282.1_1875	27.935	247	596
WP_002740724.1	lcl|NZ_AFMI01000264.1_cds_WP_000047473.1_527	27.103	214	596
WP_002740724.1	lcl|NZ_AFMI01000133.1_cds_WP_000666552.1_1404	30.172	232	596
WP_002740724.1	lcl|NZ_AFMI01000032.1_cds_WP_000433117.1_3206	27.731	238	596
WP_002740724.1	lcl|NZ_AFMI01000032.1_cds_WP_001089500.1_3238	28.033	239	596
WP_002740724.1	lcl|NZ_AFMI01000099.1_cds_WP_000603361.1_2023	26.786	224	596
WP_002740724.1	lcl|NZ_AFMI01000064.1_cds_WP_000619175.1_2490	29.876	241	596
WP_002740724.1	lcl|NZ_AFMI01000027.1_cds_WP_000598571.1_3329	28.125	224	596
WP_002740724.1	lcl|NZ_AFMI01000039.1_cds_WP_001288326.1_2909	31.250	240	596
WP_002740724.1	lcl|NZ_AFMI01000270.1_cds_WP_001982953.1_347	27.805	205	596
WP_002740724.1	lcl|NZ_AFMI01000064.1_cds_WP_000218838.1_2491	28.829	222	596
WP_002740724.1	lcl|NZ_AFMI01000099.1_cds_WP_000054169.1_2007	25.116	215	596
WP_002740724.1	lcl|NZ_AFMI01000116.1_cds_WP_000184524.1_1688	26.512	215	596
WP_002740724.1	lcl|NZ_AFMI01000056.1_cds_WP_001141158.1_2628	26.829	246	596
WP_002740724.1	lcl|NZ_AFMI01000105.1_cds_WP_001049205.1_1901	25.000	224	596
WP_002740724.1	lcl|NZ_AFMI01000100.1_cds_WP_000136057.1_1997	24.664	223	596
WP_002740724.1	lcl|NZ_AFMI01000173.1_cds_WP_000590867.1_952	27.907	215	596
WP_002740724.1	lcl|NZ_AFMI01000047.1_cds_WP_000675807.1_2729	23.643	258	596
WP_002740724.1	lcl|NZ_AFMI01000145.1_cds_WP_000052667.1_1221	25.854	205	596
WP_002740977.1	lcl|NZ_AFMI01000094.1_cds_WP_001015422.1_2157	34.146	410	409
WP_002740977.1	lcl|NZ_AFMI01000113.1_cds_WP_001082180.1_1781	24.691	162	409
WP_002740977.1	lcl|NZ_AFMI01000107.1_cds_WP_000347681.1_1861	22.297	148	409
WP_002733737.1	lcl|NZ_AFMI01000094.1_cds_WP_000575178.1_2216	37.989	358	363
WP_002733737.1	lcl|NZ_AFMI01000094.1_cds_WP_000608295.1_2148	39.833	359	363
WP_002733737.1	lcl|NZ_AFMI01000094.1_cds_WP_001198107.1_2147	33.616	354	363
WP_002733737.1	lcl|NZ_AFMI01000111.1_cds_WP_000538752.1_1800	34.030	335	363
WP_002733737.1	lcl|NZ_AFMI01000217.1_cds_WP_001281953.1_678	27.882	373	363
WP_002733737.1	lcl|NZ_AFMI01000094.1_cds_WP_000346036.1_2177	27.273	374	363
WP_002733737.1	lcl|NZ_AFMI01000094.1_cds_WP_000582222.1_2158	31.894	301	363
WP_002733737.1	lcl|NZ_AFMI01000094.1_cds_WP_000947844.1_2170	25.246	305	363
