WP_002725873.1	lcl|NZ_AHME02000036.1_cds_WP_000340715.1_1723	93.902	82	106
WP_002733579.1	lcl|NZ_AHME02000036.1_cds_WP_000712242.1_1722	92.675	314	314
WP_002733579.1	lcl|NZ_AHME02000061.1_cds_WP_000744700.1_573	23.171	328	314
WP_002733579.1	lcl|NZ_AHME02000036.1_cds_WP_000646251.1_1719	27.309	249	314
WP_002733579.1	lcl|NZ_AHME02000036.1_cds_WP_000600890.1_1689	22.909	275	314
WP_002733579.1	lcl|NZ_AHME02000036.1_cds_WP_000723092.1_1638	23.875	289	314
WP_002733579.1	lcl|NZ_AHME02000036.1_cds_WP_001067557.1_1716	24.540	326	314
WP_002733579.1	lcl|NZ_AHME02000036.1_cds_WP_000025485.1_1695	21.981	323	314
WP_026054882.1	lcl|NZ_AHME02000036.1_cds_WP_000604524.1_1721	85.479	365	365
WP_002733646.1	lcl|NZ_AHME02000036.1_cds_WP_000884059.1_1720	95.676	185	185
WP_002733646.1	lcl|NZ_AHME02000031.1_cds_WP_000351733.1_2448	40.714	140	185
WP_002733534.1	lcl|NZ_AHME02000036.1_cds_WP_000646251.1_1719	98.480	329	329
WP_002733534.1	lcl|NZ_AHME02000061.1_cds_WP_000744700.1_573	32.063	315	329
WP_002733534.1	lcl|NZ_AHME02000036.1_cds_WP_000723092.1_1638	30.746	335	329
WP_002733534.1	lcl|NZ_AHME02000036.1_cds_WP_000600890.1_1689	31.677	322	329
WP_002733534.1	lcl|NZ_AHME02000047.1_cds_WP_001984071.1_1140	31.803	305	329
WP_002733534.1	lcl|NZ_AHME02000061.1_cds_WP_000649925.1_414	30.183	328	329
WP_002733534.1	lcl|NZ_AHME02000024.1_cds_WP_000709511.1_2939	28.923	325	329
WP_002733534.1	lcl|NZ_AHME02000036.1_cds_WP_000601375.1_1663	24.727	275	329
WP_002733534.1	lcl|NZ_AHME02000036.1_cds_WP_001067557.1_1716	28.990	307	329
WP_002733534.1	lcl|NZ_AHME02000047.1_cds_WP_000688694.1_1160	29.682	283	329
WP_002733534.1	lcl|NZ_AHME02000036.1_cds_WP_000025485.1_1695	25.237	317	329
WP_002733534.1	lcl|NZ_AHME02000036.1_cds_WP_002079020.1_1693	29.259	270	329
WP_002733534.1	lcl|NZ_AHME02000036.1_cds_WP_000475904.1_1655	27.007	274	329
WP_002733534.1	lcl|NZ_AHME02000036.1_cds_WP_000712242.1_1722	25.078	319	329
WP_002733534.1	lcl|NZ_AHME02000031.1_cds_WP_001074784.1_2240	29.434	265	329
WP_002733534.1	lcl|NZ_AHME02000061.1_cds_WP_001003556.1_701	26.772	254	329
WP_002733534.1	lcl|NZ_AHME02000036.1_cds_WP_000487322.1_1665	26.852	324	329
WP_002733627.1	lcl|NZ_AHME02000036.1_cds_WP_000774260.1_1718	93.258	267	267
WP_002733627.1	lcl|NZ_AHME02000036.1_cds_WP_000859505.1_1666	28.155	206	267
WP_002733627.1	lcl|NZ_AHME02000036.1_cds_WP_000800438.1_1684	28.492	179	267
WP_002733627.1	lcl|NZ_AHME02000036.1_cds_WP_000842260.1_1637	27.895	190	267
WP_002733627.1	lcl|NZ_AHME02000047.1_cds_WP_000667727.1_1182	31.818	110	267
WP_002733627.1	lcl|NZ_AHME02000034.1_cds_WP_000805357.1_2049	27.660	188	267
WP_002740779.1	lcl|NZ_AHME02000036.1_cds_WP_000612792.1_1717	95.874	509	509
WP_002740779.1	lcl|NZ_AHME02000026.1_cds_WP_000291586.1_2564	26.852	324	509
WP_002740779.1	lcl|NZ_AHME02000026.1_cds_WP_000364507.1_2565	31.111	90	509
WP_002740779.1	lcl|NZ_AHME02000036.1_cds_WP_000612792.1_1717	95.874	509	509
WP_002740779.1	lcl|NZ_AHME02000026.1_cds_WP_000291586.1_2564	26.852	324	509
WP_002740779.1	lcl|NZ_AHME02000026.1_cds_WP_000364507.1_2565	31.111	90	509
WP_002740721.1	lcl|NZ_AHME02000036.1_cds_WP_001067557.1_1716	95.455	330	330
WP_002740721.1	lcl|NZ_AHME02000036.1_cds_WP_002079020.1_1693	27.869	305	330
WP_002740721.1	lcl|NZ_AHME02000036.1_cds_WP_000646251.1_1719	28.990	307	330
WP_002740721.1	lcl|NZ_AHME02000036.1_cds_WP_000600890.1_1689	27.068	266	330
WP_002740721.1	lcl|NZ_AHME02000047.1_cds_WP_001984071.1_1140	24.265	272	330
WP_002740721.1	lcl|NZ_AHME02000061.1_cds_WP_000744700.1_573	26.582	316	330
WP_002740721.1	lcl|NZ_AHME02000036.1_cds_WP_000723092.1_1638	24.625	333	330
WP_002740721.1	lcl|NZ_AHME02000036.1_cds_WP_000025485.1_1695	28.959	221	330
WP_002740721.1	lcl|NZ_AHME02000061.1_cds_WP_001003556.1_701	27.888	251	330
WP_002740721.1	lcl|NZ_AHME02000061.1_cds_WP_000649925.1_414	29.249	253	330
WP_002740721.1	lcl|NZ_AHME02000047.1_cds_WP_000688694.1_1160	25.571	219	330
WP_002740721.1	lcl|NZ_AHME02000036.1_cds_WP_000487322.1_1665	27.208	283	330
WP_002740721.1	lcl|NZ_AHME02000036.1_cds_WP_000601375.1_1663	26.374	273	330
WP_002740826.1	lcl|NZ_AHME02000036.1_cds_WP_001198107.1_1715	95.628	366	366
WP_002740826.1	lcl|NZ_AHME02000036.1_cds_WP_000608287.1_1714	39.726	365	366
WP_002740826.1	lcl|NZ_AHME02000036.1_cds_WP_000575178.1_1644	34.262	359	366
WP_002740826.1	lcl|NZ_AHME02000036.1_cds_WP_000575398.1_1699	33.898	354	366
WP_002740826.1	lcl|NZ_AHME02000047.1_cds_WP_001281953.1_1176	28.232	379	366
WP_002740826.1	lcl|NZ_AHME02000036.1_cds_WP_000346036.1_1681	28.090	356	366
WP_002740826.1	lcl|NZ_AHME02000017.1_cds_WP_000538752.1_3390	30.084	359	366
WP_002740826.1	lcl|NZ_AHME02000036.1_cds_WP_000947842.1_1688	26.957	345	366
WP_002740826.1	lcl|NZ_AHME02000054.1_cds_WP_001982414.1_947	31.579	190	366
WP_002740861.1	lcl|NZ_AHME02000036.1_cds_WP_000608287.1_1714	95.368	367	367
WP_002740861.1	lcl|NZ_AHME02000036.1_cds_WP_001198107.1_1715	39.452	365	367
WP_002740861.1	lcl|NZ_AHME02000036.1_cds_WP_000575398.1_1699	40.169	356	367
WP_002740861.1	lcl|NZ_AHME02000036.1_cds_WP_000575178.1_1644	36.314	369	367
WP_002740861.1	lcl|NZ_AHME02000017.1_cds_WP_000538752.1_3390	31.383	376	367
WP_002740861.1	lcl|NZ_AHME02000047.1_cds_WP_001281953.1_1176	30.159	378	367
WP_002740861.1	lcl|NZ_AHME02000036.1_cds_WP_000346036.1_1681	24.665	373	367
WP_002740861.1	lcl|NZ_AHME02000036.1_cds_WP_000947842.1_1688	26.404	356	367
WP_002740861.1	lcl|NZ_AHME02000054.1_cds_WP_001982414.1_947	24.581	358	367
WP_002740729.1	lcl|NZ_AHME02000036.1_cds_WP_000689746.1_1713	91.728	544	544
WP_002740729.1	lcl|NZ_AHME02000036.1_cds_WP_000689746.1_1713	91.728	544	544
