WP_002725873.1	lcl|NZ_JQPE01000036.1_cds_WP_000340715.1_1237	93.902	82	106
WP_002733579.1	lcl|NZ_JQPE01000036.1_cds_WP_000410273.1_1238	92.994	314	314
WP_002733579.1	lcl|NZ_JQPE01000036.1_cds_WP_000093099.1_1258	58.730	63	314
WP_002733579.1	lcl|NZ_JQPE01000036.1_cds_WP_000646250.1_1241	27.711	249	314
WP_002733579.1	lcl|NZ_JQPE01000088.1_cds_WP_000744700.1_2793	23.171	328	314
WP_002733579.1	lcl|NZ_JQPE01000036.1_cds_WP_000600889.1_1267	22.909	275	314
WP_002733579.1	lcl|NZ_JQPE01000036.1_cds_WP_000723090.1_1320	23.875	289	314
WP_002733579.1	lcl|NZ_JQPE01000036.1_cds_WP_001067557.1_1244	24.540	326	314
WP_026054882.1	lcl|NZ_JQPE01000036.1_cds_WP_000604524.1_1239	85.479	365	365
WP_002733646.1	lcl|NZ_JQPE01000036.1_cds_WP_000884059.1_1240	95.676	185	185
WP_002733646.1	lcl|NZ_JQPE01000011.1_cds_WP_000351733.1_292	40.714	140	185
WP_002733534.1	lcl|NZ_JQPE01000036.1_cds_WP_000646250.1_1241	97.872	329	329
WP_002733534.1	lcl|NZ_JQPE01000088.1_cds_WP_000744700.1_2793	32.063	315	329
WP_002733534.1	lcl|NZ_JQPE01000036.1_cds_WP_000723090.1_1320	30.746	335	329
WP_002733534.1	lcl|NZ_JQPE01000036.1_cds_WP_000600889.1_1267	31.677	322	329
WP_002733534.1	lcl|NZ_JQPE01000080.1_cds_WP_001984071.1_2581	31.803	305	329
WP_002733534.1	lcl|NZ_JQPE01000060.1_cds_WP_000649925.1_2106	30.183	328	329
WP_002733534.1	lcl|NZ_JQPE01000118.1_cds_WP_000709511.1_3194	28.923	325	329
WP_002733534.1	lcl|NZ_JQPE01000036.1_cds_WP_000601375.1_1294	24.727	275	329
WP_002733534.1	lcl|NZ_JQPE01000036.1_cds_WP_001067557.1_1244	28.990	307	329
WP_002733534.1	lcl|NZ_JQPE01000080.1_cds_WP_000688695.1_2560	29.682	283	329
WP_002733534.1	lcl|NZ_JQPE01000036.1_cds_WP_000475904.1_1303	27.007	274	329
WP_002733534.1	lcl|NZ_JQPE01000036.1_cds_WP_000410273.1_1238	25.078	319	329
WP_002733534.1	lcl|NZ_JQPE01000051.1_cds_WP_001074785.1_1809	29.434	265	329
WP_002733534.1	lcl|NZ_JQPE01000012.1_cds_WP_001003555.1_413	26.772	254	329
WP_002733534.1	lcl|NZ_JQPE01000036.1_cds_WP_000487322.1_1292	26.852	324	329
WP_002733627.1	lcl|NZ_JQPE01000036.1_cds_WP_000774262.1_1242	92.884	267	267
WP_002733627.1	lcl|NZ_JQPE01000036.1_cds_WP_000859505.1_1291	28.155	206	267
WP_002733627.1	lcl|NZ_JQPE01000036.1_cds_WP_000800438.1_1272	28.492	179	267
WP_002733627.1	lcl|NZ_JQPE01000036.1_cds_WP_000842260.1_1321	27.895	190	267
WP_002733627.1	lcl|NZ_JQPE01000109.1_cds_WP_000667727.1_3083	31.818	110	267
WP_002733627.1	lcl|NZ_JQPE01000087.1_cds_WP_000805357.1_2715	27.660	188	267
WP_002740779.1	lcl|NZ_JQPE01000036.1_cds_WP_061232530.1_1243	96.071	509	509
WP_002740779.1	lcl|NZ_JQPE01000045.1_cds_WP_061232556.1_1713	26.852	324	509
WP_002740779.1	lcl|NZ_JQPE01000045.1_cds_WP_000364507.1_1712	31.111	90	509
WP_002740779.1	lcl|NZ_JQPE01000036.1_cds_WP_061232530.1_1243	96.071	509	509
WP_002740779.1	lcl|NZ_JQPE01000045.1_cds_WP_061232556.1_1713	26.852	324	509
WP_002740779.1	lcl|NZ_JQPE01000045.1_cds_WP_000364507.1_1712	31.111	90	509
WP_002740721.1	lcl|NZ_JQPE01000036.1_cds_WP_001067557.1_1244	95.455	330	330
WP_002740721.1	lcl|NZ_JQPE01000036.1_cds_WP_000646250.1_1241	28.664	307	330
WP_002740721.1	lcl|NZ_JQPE01000036.1_cds_WP_000600889.1_1267	27.068	266	330
WP_002740721.1	lcl|NZ_JQPE01000080.1_cds_WP_001984071.1_2581	24.265	272	330
WP_002740721.1	lcl|NZ_JQPE01000088.1_cds_WP_000744700.1_2793	26.582	316	330
WP_002740721.1	lcl|NZ_JQPE01000036.1_cds_WP_000723090.1_1320	24.625	333	330
WP_002740721.1	lcl|NZ_JQPE01000012.1_cds_WP_001003555.1_413	27.888	251	330
WP_002740721.1	lcl|NZ_JQPE01000060.1_cds_WP_000649925.1_2106	29.249	253	330
WP_002740721.1	lcl|NZ_JQPE01000080.1_cds_WP_000688695.1_2560	25.571	219	330
WP_002740721.1	lcl|NZ_JQPE01000036.1_cds_WP_000487322.1_1292	27.208	283	330
WP_002740721.1	lcl|NZ_JQPE01000036.1_cds_WP_000601375.1_1294	26.374	273	330
WP_002740826.1	lcl|NZ_JQPE01000036.1_cds_WP_001198107.1_1245	95.628	366	366
WP_002740826.1	lcl|NZ_JQPE01000036.1_cds_WP_000608295.1_1246	40.000	365	366
WP_002740826.1	lcl|NZ_JQPE01000036.1_cds_WP_000575178.1_1314	34.262	359	366
WP_002740826.1	lcl|NZ_JQPE01000132.1_cds_WP_001281953.1_3362	28.232	379	366
WP_002740826.1	lcl|NZ_JQPE01000036.1_cds_WP_000346036.1_1275	28.090	356	366
WP_002740826.1	lcl|NZ_JQPE01000036.1_cds_WP_000582222.1_1256	32.113	355	366
WP_002740826.1	lcl|NZ_JQPE01000069.1_cds_WP_000538752.1_2265	30.084	359	366
WP_002740826.1	lcl|NZ_JQPE01000036.1_cds_WP_000947844.1_1268	26.957	345	366
WP_002740826.1	lcl|NZ_JQPE01000057.1_cds_WP_001982414.1_2006	31.579	190	366
WP_002740861.1	lcl|NZ_JQPE01000036.1_cds_WP_000608295.1_1246	95.368	367	367
WP_002740861.1	lcl|NZ_JQPE01000036.1_cds_WP_001198107.1_1245	39.452	365	367
WP_002740861.1	lcl|NZ_JQPE01000036.1_cds_WP_000575178.1_1314	36.314	369	367
WP_002740861.1	lcl|NZ_JQPE01000069.1_cds_WP_000538752.1_2265	31.383	376	367
WP_002740861.1	lcl|NZ_JQPE01000036.1_cds_WP_000582222.1_1256	36.000	325	367
WP_002740861.1	lcl|NZ_JQPE01000132.1_cds_WP_001281953.1_3362	30.159	378	367
WP_002740861.1	lcl|NZ_JQPE01000036.1_cds_WP_000346036.1_1275	24.665	373	367
WP_002740861.1	lcl|NZ_JQPE01000036.1_cds_WP_000947844.1_1268	26.404	356	367
WP_002740861.1	lcl|NZ_JQPE01000057.1_cds_WP_001982414.1_2006	24.581	358	367
WP_002740729.1	lcl|NZ_JQPE01000036.1_cds_WP_000689743.1_1247	91.912	544	544
WP_002740729.1	lcl|NZ_JQPE01000036.1_cds_WP_000689743.1_1247	91.912	544	544
WP_002740998.1	lcl|NZ_JQPE01000036.1_cds_WP_000342713.1_1248	94.340	265	265
WP_002740998.1	lcl|NZ_JQPE01000023.1_cds_WP_001002663.1_812	46.091	243	265
WP_032853071.1	lcl|NZ_JQPE01000036.1_cds_WP_001246618.1_1249	92.258	310	310
WP_032853071.1	lcl|NZ_JQPE01000065.1_cds_WP_000501205.1_2207	36.513	304	310
WP_032853071.1	lcl|NZ_JQPE01000085.1_cds_WP_001183723.1_2695	26.471	306	310
WP_032853071.1	lcl|NZ_JQPE01000027.1_cds_WP_000279894.1_952	23.282	262	310
WP_032853071.1	lcl|NZ_JQPE01000036.1_cds_WP_001246618.1_1249	92.258	310	310
WP_032853071.1	lcl|NZ_JQPE01000065.1_cds_WP_000501205.1_2207	36.513	304	310
WP_032853071.1	lcl|NZ_JQPE01000085.1_cds_WP_001183723.1_2695	26.471	306	310
WP_032853071.1	lcl|NZ_JQPE01000027.1_cds_WP_000279894.1_952	23.282	262	310
WP_002740848.1	lcl|NZ_JQPE01000036.1_cds_WP_000479982.1_1250	93.182	264	264
WP_032853450.1	lcl|NZ_JQPE01000036.1_cds_WP_000715958.1_1251	95.349	129	130
WP_004777167.1	lcl|NZ_JQPE01000036.1_cds_WP_001088866.1_1252	97.222	144	144
WP_002740917.1	lcl|NZ_JQPE01000036.1_cds_WP_000517242.1_1253	95.475	221	221
WP_002740917.1	lcl|NZ_JQPE01000088.1_cds_WP_001082180.1_2822	29.487	78	221
WP_002740917.1	lcl|NZ_JQPE01000036.1_cds_WP_001206409.1_1263	30.097	103	221
WP_002740917.1	lcl|NZ_JQPE01000114.1_cds_WP_001069834.1_3149	28.440	109	221
WP_002740692.1	lcl|NZ_JQPE01000036.1_cds_WP_000601375.1_1294	27.152	151	283
WP_230456811.1	lcl|NZ_JQPE01000088.1_cds_WP_001082180.1_2822	30.588	170	388
WP_230456811.1	lcl|NZ_JQPE01000114.1_cds_WP_000347682.1_3150	32.168	143	388
WP_230456811.1	lcl|NZ_JQPE01000036.1_cds_WP_002082140.1_1279	34.746	118	388
WP_230456811.1	lcl|NZ_JQPE01000036.1_cds_WP_001206409.1_1263	30.201	149	388
WP_230456811.1	lcl|NZ_JQPE01000094.1_cds_WP_000402845.1_2875	27.891	147	388
WP_230456811.1	lcl|NZ_JQPE01000010.1_cds_WP_000283287.1_254	22.353	170	388
WP_230456811.1	lcl|NZ_JQPE01000036.1_cds_WP_000661932.1_1288	22.277	202	388
WP_002740804.1	lcl|NZ_JQPE01000036.1_cds_WP_001106774.1_1260	44.022	368	411
WP_002740724.1	lcl|NZ_JQPE01000036.1_cds_WP_000834715.1_1261	65.017	586	596
WP_002740724.1	lcl|NZ_JQPE01000117.1_cds_WP_000172203.1_3177	31.299	508	596
