WP_002725873.1	NZ_JADDWR010000021.1	100.000	106	106	50620	1.73e-41	141
WP_002733646.1	NZ_JADDWR010000001.1	36.364	154	185	143482	3.20e-23	93.2
WP_002733534.1	NZ_JADDWR010000059.1	31.153	321	329	23058	1.27e-39	145
WP_002733534.1	NZ_JADDWR010000059.1	28.834	326	329	23058	1.22e-27	110
WP_002733534.1	NZ_JADDWR010000059.1	25.632	277	329	23058	3.61e-09	55.1
WP_002733627.1	NZ_JADDWR010000059.1	26.957	230	267	23058	6.75e-18	80.5
WP_002740721.1	NZ_JADDWR010000071.1	25.641	273	330	16732	3.60e-18	82.8
WP_002740826.1	NZ_JADDWR010000060.1	34.844	353	366	22601	2.86e-59	204
WP_002740861.1	NZ_JADDWR010000060.1	36.585	369	367	22601	5.82e-72	241
WP_002740998.1	NZ_JADDWR010000087.1	46.091	243	265	11155	1.07e-64	215
WP_032853071.1	NZ_JADDWR010000168.1	99.301	143	310	430	3.13e-103	295
WP_002740917.1	NZ_JADDWR010000021.1	33.654	104	221	50620	2.04e-05	42.0
WP_002740692.1	NZ_JADDWR010000197.1	100.000	47	283	349	4.65e-28	101
WP_230456811.1	NZ_JADDWR010000197.1	98.529	68	388	349	1.70e-44	147
WP_002740724.1	NZ_JADDWR010000062.1	36.388	371	596	20393	1.65e-60	215
WP_002733611.1	NZ_JADDWR010000060.1	40.000	180	176	22601	3.60e-38	135
WP_016749081.1	NZ_JADDWR010000020.1	28.487	337	313	52209	1.92e-19	86.3
WP_002738232.1	NZ_JADDWR010000060.1	33.621	116	134	22601	2.14e-19	80.1
WP_002744551.1	NZ_JADDWR010000071.1	29.787	188	311	16732	2.15e-11	62.0
WP_002733638.1	NZ_JADDWR010000240.1	100.000	99	330	300	5.87e-55	172
WP_002733599.1	NZ_JADDWR010000172.1	100.000	123	381	419	4.39e-85	252
WP_002740722.1	NZ_JADDWR010000021.1	36.607	336	344	50620	3.87e-62	211
WP_002740722.1	NZ_JADDWR010000021.1	37.729	273	344	50620	9.73e-53	184
WP_002740926.1	NZ_JADDWR010000059.1	31.667	240	351	23058	1.87e-31	122
WP_002740726.1	NZ_JADDWR010000021.1	33.432	338	753	50620	7.52e-40	156
WP_002740726.1	NZ_JADDWR010000021.1	30.919	359	753	50620	1.55e-38	152
WP_002740808.1	NZ_JADDWR010000009.1	29.688	128	229	76897	2.63e-07	47.8
WP_139363593.1	NZ_JADDWR010000149.1	62.201	209	269	676	1.58e-78	234
WP_139363593.1	NZ_JADDWR010000149.1	54.902	51	269	676	9.15e-07	45.8
WP_002740041.1	NZ_JADDWR010000031.1	25.431	232	281	38962	1.52e-12	64.7
WP_002740242.1	NZ_JADDWR010000021.1	23.154	596	582	50620	3.41e-29	120
WP_002740235.1	NZ_JADDWR010000021.1	24.908	273	372	50620	4.29e-10	58.5
WP_002733600.1	NZ_JADDWR010000021.1	35.686	255	255	50620	2.52e-43	154
WP_002733600.1	NZ_JADDWR010000021.1	29.412	119	255	50620	3.18e-09	54.3
WP_002733600.1	NZ_JADDWR010000021.1	24.000	125	255	50620	3.13e-05	42.0
WP_002733582.1	NZ_JADDWR010000006.1	36.310	168	243	98959	6.20e-28	108
WP_002738295.1	NZ_JADDWR010000059.1	27.273	231	257	23058	5.18e-17	77.4
WP_002733757.1	NZ_JADDWR010000020.1	27.114	343	363	52209	3.49e-25	104
WP_002733546.1	NZ_JADDWR010000059.1	22.449	294	317	23058	1.07e-11	62.8
WP_002733546.1	NZ_JADDWR010000059.1	25.979	281	317	23058	8.11e-11	60.1
WP_002733546.1	NZ_JADDWR010000059.1	28.571	161	317	23058	4.00e-05	42.4
WP_002733661.1	NZ_JADDWR010000059.1	33.942	274	298	23058	2.33e-30	117
WP_002733553.1	NZ_JADDWR010000078.1	33.019	106	376	14739	3.89e-11	62.0
WP_002733572.1	NZ_JADDWR010000059.1	26.295	251	368	23058	7.28e-05	42.0
WP_002721301.1	NZ_JADDWR010000059.1	58.445	373	376	23058	3.34e-151	469
WP_002721297.1	NZ_JADDWR010000059.1	61.578	393	395	23058	2.44e-164	508
WP_002733636.1	NZ_JADDWR010000059.1	74.347	421	421	23058	0.0	656
WP_002740298.1	NZ_JADDWR010000060.1	97.098	448	449	22601	0.0	837
WP_050547976.1	NZ_JADDWR010000060.1	97.959	294	295	22601	0.0	584
WP_002727923.1	NZ_JADDWR010000060.1	100.000	143	143	22601	2.46e-93	291
WP_002740294.1	NZ_JADDWR010000060.1	98.623	363	363	22601	0.0	735
WP_002727913.1	NZ_JADDWR010000060.1	99.170	241	265	22601	2.67e-159	487
WP_002727913.1	NZ_JADDWR010000060.1	26.141	241	265	22601	1.77e-11	61.2
WP_002742128.1	NZ_JADDWR010000060.1	99.644	281	281	22601	0.0	574
WP_002742128.1	NZ_JADDWR010000060.1	28.704	216	281	22601	1.03e-15	74.3
WP_002742128.1	NZ_JADDWR010000060.1	28.279	244	281	22601	1.08e-11	62.4
WP_002740063.1	NZ_JADDWR010000060.1	97.386	306	306	22601	0.0	603
