WP_002725873.1	NZ_AFMB02000163.1	93.902	82	106	130157	3.74e-40	138
WP_026054882.1	NZ_AFMB02000163.1	85.479	365	365	130157	0.0	607
WP_002733646.1	NZ_AFMB02000163.1	95.676	185	185	130157	2.71e-119	369
WP_002733534.1	NZ_AFMB02000163.1	98.480	329	329	130157	0.0	672
WP_002733534.1	NZ_AFMB02000163.1	28.990	307	329	130157	5.73e-18	82.4
WP_002733534.1	NZ_AFMB02000163.1	25.078	319	329	130157	3.30e-12	65.1
WP_002733534.1	NZ_AFMB02000163.1	25.000	172	329	130157	2.31e-04	40.4
WP_002733627.1	NZ_AFMB02000163.1	93.258	267	267	130157	2.90e-170	519
WP_002740721.1	NZ_AFMB02000163.1	95.455	330	330	130157	0.0	656
WP_002740721.1	NZ_AFMB02000163.1	28.990	307	330	130157	2.20e-18	84.0
WP_002740826.1	NZ_AFMB02000163.1	95.628	366	366	130157	0.0	732
WP_002740826.1	NZ_AFMB02000163.1	39.726	365	366	130157	2.68e-86	282
WP_002740826.1	NZ_AFMB02000163.1	31.675	382	366	130157	9.13e-42	154
WP_002740861.1	NZ_AFMB02000163.1	95.095	367	367	130157	0.0	738
WP_002740861.1	NZ_AFMB02000163.1	39.452	365	367	130157	2.40e-86	283
WP_002740861.1	NZ_AFMB02000163.1	31.967	366	367	130157	4.37e-51	181
WP_002740729.1	NZ_AFMB02000163.1	91.728	544	544	130157	0.0	1039
WP_002740998.1	NZ_AFMB02000163.1	94.340	265	265	130157	9.69e-162	494
WP_032853071.1	NZ_AFMB02000163.1	93.871	310	310	130157	0.0	613
WP_002740848.1	NZ_AFMB02000163.1	93.103	261	264	130157	8.33e-167	508
WP_002740917.1	NZ_AFMB02000163.1	95.475	221	221	130157	3.84e-143	439
WP_002740692.1	NZ_AFMB02000163.1	26.552	290	283	130157	3.61e-23	96.7
WP_230456811.1	NZ_AFMB02000094.1	30.588	170	388	227283	7.91e-16	77.0
WP_002740695.1	NZ_AFMB02000163.1	78.167	371	371	130157	0.0	622
WP_002740804.1	NZ_AFMB02000163.1	28.075	374	411	130157	5.28e-38	144
WP_002740724.1	NZ_AFMB02000088.1	31.299	508	596	40959	1.17e-59	213
WP_002740724.1	NZ_AFMB02000088.1	27.935	247	596	40959	1.83e-14	74.3
WP_002733611.1	NZ_AFMB02000117.1	40.556	180	176	7581	1.41e-37	134
WP_016749081.1	NZ_AFMB02000094.1	28.221	326	313	227283	7.60e-18	81.6
WP_016749081.1	NZ_AFMB02000094.1	25.000	320	313	227283	1.92e-12	65.5
WP_002738232.1	NZ_AFMB02000204.1	30.081	123	134	17726	4.47e-18	76.6
WP_002744551.1	NZ_AFMB02000163.1	28.889	270	311	130157	1.08e-13	69.3
WP_002733548.1	NZ_AFMB02000013.1	23.457	486	485	33624	1.21e-07	52.0
WP_002733638.1	NZ_AFMB02000094.1	29.341	334	330	227283	4.51e-32	124
WP_002733638.1	NZ_AFMB02000094.1	23.853	327	330	227283	3.23e-11	62.0
WP_002733599.1	NZ_AFMB02000137.1	29.412	391	381	4968	8.23e-42	154
WP_002740722.1	NZ_AFMB02000163.1	32.239	335	344	130157	4.44e-51	180
WP_002740722.1	NZ_AFMB02000163.1	28.485	330	344	130157	6.09e-20	88.6
WP_002740926.1	NZ_AFMB02000163.1	25.610	246	351	130157	1.62e-10	60.1
WP_002740726.1	NZ_AFMB02000163.1	34.043	329	753	130157	4.55e-42	163
WP_002740726.1	NZ_AFMB02000163.1	25.797	345	753	130157	6.59e-12	66.6
WP_002740808.1	NZ_AFMB02000187.1	29.688	128	229	41995	2.17e-08	51.6
WP_139363593.1	NZ_AFMB02000199.1	85.106	141	269	5471	2.14e-73	241
WP_139363593.1	NZ_AFMB02000199.1	81.818	22	269	5471	3.26e-05	42.4
WP_002740041.1	NZ_AFMB02000091.1	27.273	231	281	19013	5.33e-14	69.3
WP_002740235.1	NZ_AFMB02000043.1	24.645	211	372	63803	8.25e-08	51.6
WP_002733600.1	NZ_AFMB02000116.1	40.994	161	255	1133	1.50e-34	125
WP_002733582.1	NZ_AFMB02000217.1	36.310	168	243	26179	1.36e-27	108
WP_002738295.1	NZ_AFMB02000163.1	24.701	251	257	130157	1.31e-12	64.7
WP_002733757.1	NZ_AFMB02000094.1	28.125	288	363	227283	9.32e-24	100
WP_002733757.1	NZ_AFMB02000094.1	27.488	211	363	227283	1.60e-07	50.8
WP_002733546.1	NZ_AFMB02000163.1	25.185	270	317	130157	1.47e-20	90.1
WP_002733546.1	NZ_AFMB02000163.1	27.160	162	317	130157	1.32e-06	47.4
WP_002733546.1	NZ_AFMB02000163.1	25.275	273	317	130157	2.82e-06	46.2
WP_002733661.1	NZ_AFMB02000087.1	29.126	206	298	48143	3.61e-19	85.5
WP_002733553.1	NZ_AFMB02000204.1	92.287	376	376	17726	0.0	728
WP_002733572.1	NZ_AFMB02000204.1	90.710	366	368	17726	0.0	692
WP_002721301.1	NZ_AFMB02000204.1	96.011	376	376	17726	0.0	751
WP_002721297.1	NZ_AFMB02000204.1	92.911	395	395	17726	0.0	753
WP_002733636.1	NZ_AFMB02000204.1	95.487	421	421	17726	0.0	833
WP_002733711.1	NZ_AFMB02000204.1	81.884	414	414	17726	1.85e-176	543
WP_002740298.1	NZ_AFMB02000204.1	89.485	447	449	17726	0.0	790
WP_050547976.1	NZ_AFMB02000204.1	73.288	292	295	17726	7.35e-146	450
WP_002727923.1	NZ_AFMB02000204.1	89.130	138	143	17726	3.39e-84	266
WP_002740294.1	NZ_AFMB02000204.1	86.501	363	363	17726	0.0	667
WP_002727913.1	NZ_AFMB02000204.1	39.035	228	265	17726	1.56e-46	164
WP_002742128.1	NZ_AFMB02000117.1	67.897	271	281	7581	1.10e-130	406
WP_002742128.1	NZ_AFMB02000117.1	26.636	214	281	7581	1.87e-13	67.8
WP_002740063.1	NZ_AFMB02000117.1	86.928	306	306	7581	0.0	556
WP_002740024.1	NZ_AFMB02000117.1	93.155	336	349	7581	0.0	667
WP_002727921.1	NZ_AFMB02000117.1	95.578	294	294	7581	0.0	574
WP_002727925.1	NZ_AFMB02000069.1	85.802	324	324	5840	0.0	598
WP_002727925.1	NZ_AFMB02000069.1	25.543	184	324	5840	2.68e-10	58.9
