WP_002725873.1	357628	100.000	106	106	50461	1.71e-41	141
WP_002733646.1	357623	36.364	154	185	142380	3.16e-23	93.2
WP_002733534.1	357482	31.153	321	329	22393	1.25e-39	145
WP_002733534.1	357482	28.834	326	329	22393	1.20e-27	110
WP_002733534.1	357482	25.632	277	329	22393	3.56e-09	55.1
WP_002733627.1	357482	26.957	230	267	22393	6.66e-18	80.5
WP_002740721.1	357715	25.641	273	330	16406	3.55e-18	82.8
WP_002740826.1	357704	34.844	353	366	21427	2.81e-59	204
WP_002740861.1	357704	36.585	369	367	21427	5.73e-72	241
WP_002740998.1	357640	46.091	243	265	11011	1.05e-64	215
WP_032853071.1	357548	38.158	304	310	15228	1.82e-69	231
WP_002740917.1	357628	33.654	104	221	50461	2.02e-05	42.0
WP_002740692.1	357482	28.667	150	283	22393	3.22e-04	39.3
WP_230456811.1	357682	32.432	148	388	48701	3.01e-16	77.8
WP_002740724.1	357607	36.388	371	596	20220	1.63e-60	215
WP_002733611.1	357704	40.000	180	176	21427	3.55e-38	135
WP_016749081.1	357714	28.487	337	313	52052	1.89e-19	86.3
WP_002738232.1	357704	33.621	116	134	21427	2.11e-19	80.1
WP_002744551.1	357715	29.787	188	311	16406	2.12e-11	62.0
WP_002733638.1	357682	29.305	331	330	48701	2.41e-29	115
WP_002733599.1	357674	30.691	391	381	16646	4.21e-43	157
WP_002740722.1	357628	36.607	336	344	50461	3.81e-62	211
WP_002740722.1	357628	37.729	273	344	50461	9.60e-53	184
WP_002740926.1	357482	31.667	240	351	22393	1.84e-31	122
WP_002740726.1	357628	33.432	338	753	50461	7.42e-40	156
WP_002740726.1	357628	30.919	359	753	50461	1.53e-38	152
WP_002740808.1	357619	29.688	128	229	60577	2.59e-07	47.8
WP_139363593.1	357649	95.122	41	269	126	3.34e-22	84.0
WP_002740041.1	357486	25.431	232	281	38816	1.50e-12	64.7
WP_002740242.1	357628	23.154	596	582	50461	3.36e-29	120
WP_002740235.1	357628	24.908	273	372	50461	4.23e-10	58.5
WP_002733600.1	357628	35.686	255	255	50461	2.49e-43	154
WP_002733600.1	357628	29.412	119	255	50461	3.14e-09	54.3
WP_002733600.1	357628	24.000	125	255	50461	3.09e-05	42.0
WP_002733582.1	357596	36.310	168	243	111668	6.12e-28	108
WP_002738295.1	357482	27.273	231	257	22393	5.10e-17	77.4
WP_002733757.1	357714	27.114	343	363	52052	3.44e-25	104
WP_002733546.1	357482	22.449	294	317	22393	1.06e-11	62.8
WP_002733546.1	357482	25.979	281	317	22393	8.00e-11	60.1
WP_002733546.1	357482	28.571	161	317	22393	3.95e-05	42.4
WP_002733661.1	357482	33.942	274	298	22393	2.29e-30	117
WP_002733553.1	357600	33.019	106	376	14595	3.84e-11	62.0
WP_002733572.1	357482	26.295	251	368	22393	7.18e-05	42.0
WP_002721301.1	357482	58.445	373	376	22393	3.29e-151	469
WP_002721297.1	357482	61.578	393	395	22393	2.41e-164	508
WP_002733636.1	357482	74.347	421	421	22393	0.0	656
WP_002740298.1	357704	97.098	448	449	21427	0.0	837
WP_050547976.1	357704	97.959	294	295	21427	0.0	584
WP_002727923.1	357704	100.000	143	143	21427	2.43e-93	291
WP_002740294.1	357704	98.623	363	363	21427	0.0	735
WP_002727913.1	357704	99.170	241	265	21427	2.63e-159	487
WP_002727913.1	357704	26.141	241	265	21427	1.75e-11	61.2
WP_002742128.1	357704	99.644	281	281	21427	0.0	574
WP_002742128.1	357704	28.704	216	281	21427	1.01e-15	74.3
WP_002742128.1	357704	28.279	244	281	21427	1.06e-11	62.4
WP_002740063.1	357704	97.386	306	306	21427	0.0	603
WP_002740024.1	357704	98.810	336	349	21427	0.0	691
WP_002727921.1	357704	98.639	294	294	21427	0.0	589
WP_002727925.1	357704	98.148	324	324	21427	0.0	663
WP_002727925.1	357704	27.536	207	324	21427	2.61e-09	55.5
WP_002733618.1	357704	98.350	303	303	21427	0.0	611
WP_002727927.1	357704	98.227	282	282	21427	0.0	568
WP_002727927.1	357704	28.205	195	282	21427	5.61e-10	57.0
