WP_002725873.1	NZ_CP048830.1	93.902	82	106	4279936	3.70e-40	138
WP_026054882.1	NZ_CP048830.1	85.479	365	365	4279936	0.0	607
WP_002733646.1	NZ_CP048830.1	95.676	185	185	4279936	2.69e-119	369
WP_002733646.1	NZ_CP048830.1	40.714	140	185	4279936	3.39e-25	99.0
WP_002733534.1	NZ_CP048830.1	97.872	329	329	4279936	0.0	669
WP_002733534.1	NZ_CP048830.1	32.063	315	329	4279936	1.04e-39	146
WP_002733534.1	NZ_CP048830.1	30.746	335	329	4279936	6.18e-37	138
WP_002733534.1	NZ_CP048830.1	31.677	322	329	4279936	1.55e-36	137
WP_002733534.1	NZ_CP048830.1	31.494	308	329	4279936	1.11e-33	129
WP_002733534.1	NZ_CP048830.1	30.183	328	329	4279936	9.06e-27	108
WP_002733534.1	NZ_CP048830.1	28.829	333	329	4279936	7.51e-22	94.0
WP_002733534.1	NZ_CP048830.1	24.727	275	329	4279936	2.66e-18	83.6
WP_002733534.1	NZ_CP048830.1	28.990	307	329	4279936	5.70e-18	82.4
WP_002733534.1	NZ_CP048830.1	29.682	283	329	4279936	8.31e-18	82.0
WP_002733534.1	NZ_CP048830.1	27.007	274	329	4279936	2.20e-13	68.6
WP_002733534.1	NZ_CP048830.1	25.078	319	329	4279936	3.28e-12	65.1
WP_002733534.1	NZ_CP048830.1	29.434	265	329	4279936	1.30e-09	57.0
WP_002733534.1	NZ_CP048830.1	26.772	254	329	4279936	1.18e-07	50.8
WP_002733534.1	NZ_CP048830.1	26.852	324	329	4279936	1.35e-06	47.4
WP_002733627.1	NZ_CP048830.1	92.884	267	267	4279936	1.68e-169	516
WP_002733627.1	NZ_CP048830.1	27.885	208	267	4279936	6.43e-14	68.9
WP_002733627.1	NZ_CP048830.1	28.492	179	267	4279936	2.35e-13	67.4
WP_002733627.1	NZ_CP048830.1	27.895	190	267	4279936	1.13e-10	59.3
WP_002733627.1	NZ_CP048830.1	30.702	114	267	4279936	2.46e-09	55.1
WP_002733627.1	NZ_CP048830.1	27.128	188	267	4279936	8.30e-06	44.3
WP_002740721.1	NZ_CP048830.1	95.455	330	330	4279936	0.0	656
WP_002740721.1	NZ_CP048830.1	28.664	307	330	4279936	4.32e-18	82.8
WP_002740721.1	NZ_CP048830.1	27.037	270	330	4279936	6.97e-17	79.3
WP_002740721.1	NZ_CP048830.1	24.088	274	330	4279936	3.60e-15	73.9
WP_002740721.1	NZ_CP048830.1	26.582	316	330	4279936	1.74e-13	68.9
WP_002740721.1	NZ_CP048830.1	23.881	335	330	4279936	7.80e-13	67.0
WP_002740721.1	NZ_CP048830.1	27.888	251	330	4279936	5.84e-12	64.3
WP_002740721.1	NZ_CP048830.1	28.846	260	330	4279936	1.92e-08	53.1
WP_002740721.1	NZ_CP048830.1	25.571	219	330	4279936	1.25e-07	50.8
WP_002740721.1	NZ_CP048830.1	27.208	283	330	4279936	2.52e-04	40.0
WP_002740721.1	NZ_CP048830.1	25.000	276	330	4279936	9.00e-04	38.5
WP_002740826.1	NZ_CP048830.1	95.628	366	366	4279936	0.0	732
WP_002740826.1	NZ_CP048830.1	40.000	365	366	4279936	4.63e-87	285
WP_002740826.1	NZ_CP048830.1	34.262	359	366	4279936	6.88e-60	206
WP_002740826.1	NZ_CP048830.1	28.232	379	366	4279936	2.97e-42	155
WP_002740826.1	NZ_CP048830.1	28.090	356	366	4279936	6.79e-40	148
WP_002740826.1	NZ_CP048830.1	32.113	355	366	4279936	5.61e-37	139
WP_002740826.1	NZ_CP048830.1	30.084	359	366	4279936	1.18e-34	132
WP_002740826.1	NZ_CP048830.1	26.957	345	366	4279936	4.19e-26	107
WP_002740826.1	NZ_CP048830.1	31.579	190	366	4279936	5.02e-14	71.2
WP_002740861.1	NZ_CP048830.1	95.368	367	367	4279936	0.0	737
WP_002740861.1	NZ_CP048830.1	39.452	365	367	4279936	2.39e-86	283
WP_002740861.1	NZ_CP048830.1	36.314	369	367	4279936	1.30e-70	237
WP_002740861.1	NZ_CP048830.1	31.383	376	367	4279936	8.20e-45	162
WP_002740861.1	NZ_CP048830.1	36.000	325	367	4279936	2.02e-44	161
