WP_004753574.1	lcl|NZ_JQRV01000044.1_cds_WP_002725873.1_1508	89.535	86	106
WP_004766657.1	lcl|NZ_JQRV01000044.1_cds_WP_002725867.1_1507	92.581	310	314
WP_004766657.1	lcl|NZ_JQRV01000095.1_cds_WP_002722638.1_2753	24.534	322	314
WP_004766657.1	lcl|NZ_JQRV01000044.1_cds_WP_002725843.1_1455	22.789	294	314
WP_004766657.1	lcl|NZ_JQRV01000011.1_cds_WP_002727919.1_603	23.592	284	314
WP_004766657.1	lcl|NZ_JQRV01000044.1_cds_WP_002725944.1_1453	20.192	312	314
WP_004766657.1	lcl|NZ_JQRV01000002.1_cds_WP_002729504.1_126	21.387	173	314
WP_004766657.1	lcl|NZ_JQRV01000155.1_cds_WP_002728309.1_3352	27.094	203	314
WP_000884059.1	lcl|NZ_JQRV01000003.1_cds_WP_002721790.1_204	36.301	146	185
WP_000884059.1	lcl|NZ_JQRV01000044.1_cds_WP_002759930.1_1476	33.898	177	185
WP_000646251.1	lcl|NZ_JQRV01000044.1_cds_WP_002725843.1_1455	30.530	321	329
WP_000646251.1	lcl|NZ_JQRV01000011.1_cds_WP_002727919.1_603	30.746	335	329
WP_000646251.1	lcl|NZ_JQRV01000095.1_cds_WP_002722638.1_2753	29.841	315	329
WP_000646251.1	lcl|NZ_JQRV01000155.1_cds_WP_002728309.1_3352	31.190	311	329
WP_000646251.1	lcl|NZ_JQRV01000002.1_cds_WP_002729504.1_126	27.273	341	329
WP_000646251.1	lcl|NZ_JQRV01000044.1_cds_WP_002725944.1_1453	28.387	310	329
WP_000646251.1	lcl|NZ_JQRV01000044.1_cds_WP_061209374.1_1461	26.621	293	329
WP_000646251.1	lcl|NZ_JQRV01000082.1_cds_WP_016757558.1_2430	29.712	313	329
WP_000646251.1	lcl|NZ_JQRV01000034.1_cds_WP_002728316.1_1210	28.182	330	329
WP_000646251.1	lcl|NZ_JQRV01000049.1_cds_WP_002732331.1_1719	25.959	339	329
WP_000646251.1	lcl|NZ_JQRV01000044.1_cds_WP_002725867.1_1507	27.309	249	329
WP_000646251.1	lcl|NZ_JQRV01000122.1_cds_WP_061209587.1_3113	26.277	274	329
WP_000646251.1	lcl|NZ_JQRV01000080.1_cds_WP_002728462.1_2376	26.592	267	329
WP_000646251.1	lcl|NZ_JQRV01000131.1_cds_WP_002721725.1_3200	25.223	337	329
