WP_004753574.1	lcl|NZ_JADDVV010000005.1_cds_WP_002725873.1_2737	89.535	86	106
WP_004766657.1	lcl|NZ_JADDVV010000005.1_cds_WP_002733579.1_2736	92.357	314	314
WP_004766657.1	lcl|NZ_JADDVV010000016.1_cds_WP_002722638.1_526	24.534	322	314
WP_004766657.1	lcl|NZ_JADDVV010000005.1_cds_WP_002733534.1_2733	25.651	269	314
WP_004766657.1	lcl|NZ_JADDVV010000005.1_cds_WP_002740024.1_2642	23.592	284	314
WP_004766657.1	lcl|NZ_JADDVV010000029.1_cds_WP_002743770.1_1344	21.387	173	314
WP_004766657.1	lcl|NZ_JADDVV010000006.1_cds_WP_002728309.1_3001	27.094	203	314
WP_262052077.1	lcl|NZ_JADDVV010000005.1_cds_WP_026054882.1_2735	85.753	365	365
WP_000884059.1	lcl|NZ_JADDVV010000005.1_cds_WP_002733646.1_2734	95.676	185	185
WP_000884059.1	lcl|NZ_JADDVV010000003.1_cds_WP_002721790.1_1999	36.301	146	185
WP_000646251.1	lcl|NZ_JADDVV010000005.1_cds_WP_002733534.1_2733	98.480	329	329
WP_000646251.1	lcl|NZ_JADDVV010000005.1_cds_WP_002740024.1_2642	31.343	335	329
WP_000646251.1	lcl|NZ_JADDVV010000016.1_cds_WP_002722638.1_526	29.841	315	329
WP_000646251.1	lcl|NZ_JADDVV010000006.1_cds_WP_002728309.1_3001	31.190	311	329
WP_000646251.1	lcl|NZ_JADDVV010000029.1_cds_WP_002743770.1_1344	27.273	341	329
WP_000646251.1	lcl|NZ_JADDVV010000005.1_cds_WP_002733638.1_2696	27.586	348	329
WP_000646251.1	lcl|NZ_JADDVV010000006.1_cds_WP_002728316.1_2998	28.182	330	329
WP_000646251.1	lcl|NZ_JADDVV010000078.1_cds_WP_002741146.1_3087	29.167	312	329
WP_000646251.1	lcl|NZ_JADDVV010000005.1_cds_WP_002733546.1_2667	25.373	268	329
WP_000646251.1	lcl|NZ_JADDVV010000005.1_cds_WP_002740721.1_2730	28.990	307	329
WP_000646251.1	lcl|NZ_JADDVV010000007.1_cds_WP_002732331.1_3182	25.959	339	329
WP_000646251.1	lcl|NZ_JADDVV010000005.1_cds_WP_002744551.1_2702	28.889	270	329
WP_000646251.1	lcl|NZ_JADDVV010000005.1_cds_WP_002733579.1_2736	27.309	249	329
WP_000646251.1	lcl|NZ_JADDVV010000005.1_cds_WP_002733698.1_2659	26.642	274	329
WP_000646251.1	lcl|NZ_JADDVV010000005.1_cds_WP_016749081.1_2704	23.659	317	329
WP_000646251.1	lcl|NZ_JADDVV010000061.1_cds_WP_002740236.1_2763	26.592	267	329
WP_000646251.1	lcl|NZ_JADDVV010000004.1_cds_WP_002721725.1_2397	25.223	337	329
WP_000646251.1	lcl|NZ_JADDVV010000004.1_cds_WP_002739935.1_2309	27.711	249	329
WP_000646251.1	lcl|NZ_JADDVV010000005.1_cds_WP_002733757.1_2669	31.034	174	329
WP_000774262.1	lcl|NZ_JADDVV010000005.1_cds_WP_002733627.1_2732	92.884	267	267
WP_000774262.1	lcl|NZ_JADDVV010000005.1_cds_WP_002738295.1_2670	24.701	251	267
WP_000774262.1	lcl|NZ_JADDVV010000005.1_cds_WP_002740926.1_2691	25.541	231	267
WP_000774262.1	lcl|NZ_JADDVV010000005.1_cds_WP_002727921.1_2641	26.455	189	267
WP_000774262.1	lcl|NZ_JADDVV010000023.1_cds_WP_002729040.1_1071	33.636	110	267
WP_000774262.1	lcl|NZ_JADDVV010000029.1_cds_WP_002729513.1_1343	26.455	189	267
WP_000774262.1	lcl|NZ_JADDVV010000002.1_cds_WP_002766579.1_1482	26.344	186	267
WP_000602734.1	lcl|NZ_JADDVV010000005.1_cds_WP_002740779.1_2731	96.660	509	509
WP_000602734.1	lcl|NZ_JADDVV010000010.1_cds_WP_002728536.1_72	27.103	321	509
WP_000602734.1	lcl|NZ_JADDVV010000010.1_cds_WP_002728534.1_71	31.111	90	509
WP_000602734.1	lcl|NZ_JADDVV010000005.1_cds_WP_002740779.1_2731	96.660	509	509
WP_000602734.1	lcl|NZ_JADDVV010000010.1_cds_WP_002728536.1_72	27.103	321	509
WP_000602734.1	lcl|NZ_JADDVV010000010.1_cds_WP_002728534.1_71	31.111	90	509
WP_004766696.1	lcl|NZ_JADDVV010000005.1_cds_WP_002740721.1_2730	94.848	330	330
WP_004766696.1	lcl|NZ_JADDVV010000006.1_cds_WP_002728309.1_3001	26.740	273	330
WP_004766696.1	lcl|NZ_JADDVV010000005.1_cds_WP_002733534.1_2733	29.316	307	330
WP_004766696.1	lcl|NZ_JADDVV010000005.1_cds_WP_016749081.1_2704	30.317	221	330
WP_004766696.1	lcl|NZ_JADDVV010000005.1_cds_WP_002740024.1_2642	26.498	317	330
WP_004766696.1	lcl|NZ_JADDVV010000016.1_cds_WP_002722638.1_526	27.425	299	330
WP_004766696.1	lcl|NZ_JADDVV010000007.1_cds_WP_002732331.1_3182	27.193	228	330
WP_004766696.1	lcl|NZ_JADDVV010000004.1_cds_WP_002721725.1_2397	24.898	245	330
WP_004766696.1	lcl|NZ_JADDVV010000078.1_cds_WP_002741146.1_3087	26.498	317	330
WP_004766696.1	lcl|NZ_JADDVV010000005.1_cds_WP_002733546.1_2667	25.461	271	330
WP_004766696.1	lcl|NZ_JADDVV010000005.1_cds_WP_002733638.1_2696	25.965	285	330
WP_004766696.1	lcl|NZ_JADDVV010000005.1_cds_WP_002733579.1_2736	25.153	326	330
WP_004766696.1	lcl|NZ_JADDVV010000029.1_cds_WP_002743770.1_1344	24.648	142	330
WP_004766696.1	lcl|NZ_JADDVV010000038.1_cds_WP_002739707.1_1813	25.781	128	330
WP_004766696.1	lcl|NZ_JADDVV010000061.1_cds_WP_002740236.1_2763	26.337	243	330
WP_004766691.1	lcl|NZ_JADDVV010000005.1_cds_WP_002740826.1_2729	95.902	366	366
WP_004766691.1	lcl|NZ_JADDVV010000005.1_cds_WP_002740861.1_2728	39.726	365	366
WP_004766691.1	lcl|NZ_JADDVV010000005.1_cds_WP_002733737.1_2708	33.898	354	366
WP_004766691.1	lcl|NZ_JADDVV010000005.1_cds_WP_002740294.1_2648	32.861	353	366
WP_004766691.1	lcl|NZ_JADDVV010000023.1_cds_WP_002728994.1_1065	28.042	378	366
WP_004766691.1	lcl|NZ_JADDVV010000006.1_cds_WP_002738884.1_2954	30.194	361	366
WP_004766691.1	lcl|NZ_JADDVV010000005.1_cds_WP_002733599.1_2695	25.770	357	366
WP_004766691.1	lcl|NZ_JADDVV010000007.1_cds_WP_002724641.1_3181	30.270	185	366
WP_004766642.1	lcl|NZ_JADDVV010000005.1_cds_WP_002740861.1_2728	98.093	367	367
WP_004766642.1	lcl|NZ_JADDVV010000005.1_cds_WP_002740826.1_2729	39.452	365	367
WP_004766642.1	lcl|NZ_JADDVV010000005.1_cds_WP_002733737.1_2708	40.111	359	367
WP_004766642.1	lcl|NZ_JADDVV010000005.1_cds_WP_002740294.1_2648	35.694	353	367
