WP_004753574.1	lcl|NZ_RQFR01000017.1_cds_WP_135594790.1_532	64.865	74	106
WP_004766657.1	lcl|NZ_RQFR01000017.1_cds_WP_135681885.1_533	82.258	310	314
WP_004766657.1	lcl|NZ_RQFR01000009.1_cds_WP_100725791.1_1082	23.765	324	314
WP_004766657.1	lcl|NZ_RQFR01000017.1_cds_WP_135638522.1_585	22.615	283	314
WP_004766657.1	lcl|NZ_RQFR01000017.1_cds_WP_135638554.1_605	26.203	187	314
WP_004766657.1	lcl|NZ_RQFR01000017.1_cds_WP_135681901.1_587	21.262	301	314
WP_004766657.1	lcl|NZ_RQFR01000022.1_cds_WP_100715920.1_1898	22.543	173	314
WP_000884059.1	lcl|NZ_RQFR01000017.1_cds_WP_135594725.1_565	31.606	193	185
WP_000884059.1	lcl|NZ_RQFR01000051.1_cds_WP_135682709.1_2663	31.783	129	185
WP_000646251.1	lcl|NZ_RQFR01000017.1_cds_WP_135638522.1_585	31.894	301	329
WP_000646251.1	lcl|NZ_RQFR01000017.1_cds_WP_135681901.1_587	30.820	305	329
WP_000646251.1	lcl|NZ_RQFR01000009.1_cds_WP_100725791.1_1082	30.255	314	329
WP_000646251.1	lcl|NZ_RQFR01000037.1_cds_WP_135682364.1_288	31.046	306	329
WP_000646251.1	lcl|NZ_RQFR01000022.1_cds_WP_100715920.1_1898	29.326	341	329
WP_000646251.1	lcl|NZ_RQFR01000017.1_cds_WP_135638554.1_605	27.492	331	329
WP_000646251.1	lcl|NZ_RQFR01000009.1_cds_WP_135681566.1_1109	30.063	316	329
WP_000646251.1	lcl|NZ_RQFR01000014.1_cds_WP_100725525.1_1434	27.950	322	329
WP_000646251.1	lcl|NZ_RQFR01000017.1_cds_WP_135681885.1_533	28.302	318	329
WP_000646251.1	lcl|NZ_RQFR01000014.1_cds_WP_100725564.1_1487	27.888	251	329
WP_000646251.1	lcl|NZ_RQFR01000017.1_cds_WP_135681897.1_578	22.097	267	329
WP_000646251.1	lcl|NZ_RQFR01000017.1_cds_WP_135594706.1_575	34.194	155	329
WP_000646251.1	lcl|NZ_RQFR01000017.1_cds_WP_135594683.1_589	26.154	260	329
WP_000646251.1	lcl|NZ_RQFR01000014.1_cds_WP_135681750.1_1479	24.275	276	329
WP_000646251.1	lcl|NZ_RQFR01000022.1_cds_WP_207762726.1_1909	24.595	309	329
WP_000646251.1	lcl|NZ_RQFR01000009.1_cds_WP_135681508.1_1030	28.514	249	329
WP_000646251.1	lcl|NZ_RQFR01000017.1_cds_WP_135681920.1_622	24.364	275	329
WP_000646251.1	lcl|NZ_RQFR01000048.1_cds_WP_135682593.1_742	26.257	179	329
WP_000774262.1	lcl|NZ_RQFR01000017.1_cds_WP_135594689.1_586	27.350	234	267
WP_000774262.1	lcl|NZ_RQFR01000017.1_cds_WP_135681896.1_577	27.885	208	267
WP_000774262.1	lcl|NZ_RQFR01000017.1_cds_WP_135681926.1_683	23.755	261	267
WP_000774262.1	lcl|NZ_RQFR01000037.1_cds_WP_135594434.1_398	27.011	174	267
WP_000774262.1	lcl|NZ_RQFR01000017.1_cds_WP_135604079.1_606	25.888	197	267
