WP_004753574.1	lcl|NZ_JAIZBI010000002.1_cds_WP_135746496.1_2356	61.538	78	106
WP_004766657.1	lcl|NZ_JAIZBI010000002.1_cds_WP_135746495.1_2357	81.290	310	314
WP_004766657.1	lcl|NZ_JAIZBI010000139.1_cds_WP_238755201.1_295	61.667	240	314
WP_004766657.1	lcl|NZ_JAIZBI010000001.1_cds_WP_135745407.1_1716	24.233	326	314
WP_004766657.1	lcl|NZ_JAIZBI010000001.1_cds_WP_135745382.1_1689	26.923	312	314
WP_004766657.1	lcl|NZ_JAIZBI010000144.1_cds_WP_238755205.1_300	27.982	218	314
WP_004766657.1	lcl|NZ_JAIZBI010000005.1_cds_WP_135743732.1_3573	21.965	173	314
WP_004766657.1	lcl|NZ_JAIZBI010000002.1_cds_WP_238753201.1_2423	23.889	180	314
WP_262052077.1	lcl|NZ_JAIZBI010000002.1_cds_WP_238753116.1_2359	52.486	362	365
WP_000884059.1	lcl|NZ_JAIZBI010000004.1_cds_WP_135744205.1_3249	32.857	140	185
WP_000646251.1	lcl|NZ_JAIZBI010000001.1_cds_WP_135745407.1_1716	31.210	314	329
WP_000646251.1	lcl|NZ_JAIZBI010000002.1_cds_WP_238753201.1_2423	27.586	348	329
WP_000646251.1	lcl|NZ_JAIZBI010000001.1_cds_WP_135744912.1_1102	30.195	308	329
WP_000646251.1	lcl|NZ_JAIZBI010000002.1_cds_WP_338127456.1_2401	30.323	310	329
WP_000646251.1	lcl|NZ_JAIZBI010000005.1_cds_WP_135743732.1_3573	29.032	341	329
WP_000646251.1	lcl|NZ_JAIZBI010000144.1_cds_WP_238755205.1_300	29.958	237	329
WP_000646251.1	lcl|NZ_JAIZBI010000001.1_cds_WP_135745382.1_1689	27.476	313	329
WP_000646251.1	lcl|NZ_JAIZBI010000001.1_cds_WP_135745055.1_1277	28.173	323	329
WP_000646251.1	lcl|NZ_JAIZBI010000002.1_cds_WP_238753159.1_2389	27.306	271	329
WP_000646251.1	lcl|NZ_JAIZBI010000002.1_cds_WP_238753148.1_2377	25.478	314	329
WP_000646251.1	lcl|NZ_JAIZBI010000002.1_cds_WP_135746495.1_2357	26.019	319	329
WP_000646251.1	lcl|NZ_JAIZBI010000001.1_cds_WP_238734906.1_1344	29.249	253	329
WP_000646251.1	lcl|NZ_JAIZBI010000002.1_cds_WP_238753183.1_2408	26.506	249	329
WP_000646251.1	lcl|NZ_JAIZBI010000385.1_cds_WP_238755472.1_2705	36.893	103	329
WP_000646251.1	lcl|NZ_JAIZBI010000001.1_cds_WP_135745455.1_1770	29.200	250	329
WP_000646251.1	lcl|NZ_JAIZBI010000001.1_cds_WP_238752882.1_2052	27.222	180	329
WP_000646251.1	lcl|NZ_JAIZBI010000139.1_cds_WP_238755201.1_295	24.312	218	329
WP_000646251.1	lcl|NZ_JAIZBI010000002.1_cds_WP_238753226.1_2445	25.000	268	329
WP_000646251.1	lcl|NZ_JAIZBI010000002.1_cds_WP_135746455.1_2398	31.646	158	329
