WP_004753574.1	lcl|NZ_JASUZS010000008.1_cds_WP_002733653.1_3118	88.372	86	106
WP_004766657.1	lcl|NZ_JASUZS010000008.1_cds_WP_002733579.1_3119	92.357	314	314
WP_004766657.1	lcl|NZ_JASUZS010000001.1_cds_WP_002722638.1_268	24.534	322	314
WP_004766657.1	lcl|NZ_JASUZS010000008.1_cds_WP_002733534.1_3122	25.651	269	314
WP_004766657.1	lcl|NZ_JASUZS010000008.1_cds_WP_002727919.1_3214	23.592	284	314
WP_004766657.1	lcl|NZ_JASUZS010000005.1_cds_WP_002729504.1_2655	21.387	173	314
WP_004766657.1	lcl|NZ_JASUZS010000003.1_cds_WP_002728309.1_2088	27.094	203	314
WP_262052077.1	lcl|NZ_JASUZS010000008.1_cds_WP_026054882.1_3120	85.753	365	365
WP_000884059.1	lcl|NZ_JASUZS010000008.1_cds_WP_002733646.1_3121	95.676	185	185
WP_000884059.1	lcl|NZ_JASUZS010000006.1_cds_WP_002721790.1_2858	36.301	146	185
WP_000646251.1	lcl|NZ_JASUZS010000008.1_cds_WP_002733534.1_3122	98.480	329	329
WP_000646251.1	lcl|NZ_JASUZS010000008.1_cds_WP_002727919.1_3214	30.746	335	329
WP_000646251.1	lcl|NZ_JASUZS010000001.1_cds_WP_002722638.1_268	29.841	315	329
WP_000646251.1	lcl|NZ_JASUZS010000003.1_cds_WP_002728309.1_2088	31.190	311	329
WP_000646251.1	lcl|NZ_JASUZS010000005.1_cds_WP_002729504.1_2655	27.273	341	329
WP_000646251.1	lcl|NZ_JASUZS010000008.1_cds_WP_002733638.1_3154	27.586	348	329
WP_000646251.1	lcl|NZ_JASUZS010000003.1_cds_WP_002735602.1_2085	28.182	330	329
WP_000646251.1	lcl|NZ_JASUZS010000001.1_cds_WP_002732362.1_142	29.167	312	329
WP_000646251.1	lcl|NZ_JASUZS010000008.1_cds_WP_002733546.1_3189	25.373	268	329
WP_000646251.1	lcl|NZ_JASUZS010000008.1_cds_WP_016749079.1_3125	28.990	307	329
WP_000646251.1	lcl|NZ_JASUZS010000001.1_cds_WP_002732331.1_53	25.959	339	329
WP_000646251.1	lcl|NZ_JASUZS010000008.1_cds_WP_002744551.1_3148	28.889	270	329
WP_000646251.1	lcl|NZ_JASUZS010000008.1_cds_WP_002733579.1_3119	27.309	249	329
