WP_004753574.1	lcl|NZ_JPUC01000062.1_cds_WP_002725873.1_1198	89.535	86	106
WP_004766657.1	lcl|NZ_JPUC01000062.1_cds_WP_002733579.1_1199	92.357	314	314
WP_004766657.1	lcl|NZ_JPUC01000004.1_cds_WP_002722638.1_102	24.534	322	314
WP_004766657.1	lcl|NZ_JPUC01000062.1_cds_WP_002733534.1_1202	25.651	269	314
WP_004766657.1	lcl|NZ_JPUC01000064.1_cds_WP_002740024.1_1342	23.592	284	314
WP_004766657.1	lcl|NZ_JPUC01000024.1_cds_WP_002743770.1_723	21.387	173	314
WP_004766657.1	lcl|NZ_JPUC01000150.1_cds_WP_002728309.1_2762	27.094	203	314
WP_262052077.1	lcl|NZ_JPUC01000062.1_cds_WP_026054882.1_1200	85.753	365	365
WP_000884059.1	lcl|NZ_JPUC01000062.1_cds_WP_002733646.1_1201	95.676	185	185
WP_000884059.1	lcl|NZ_JPUC01000091.1_cds_WP_002721790.1_1854	36.301	146	185
WP_000646251.1	lcl|NZ_JPUC01000062.1_cds_WP_002733534.1_1202	98.480	329	329
WP_000646251.1	lcl|NZ_JPUC01000064.1_cds_WP_002740024.1_1342	31.343	335	329
WP_000646251.1	lcl|NZ_JPUC01000004.1_cds_WP_002722638.1_102	29.841	315	329
WP_000646251.1	lcl|NZ_JPUC01000150.1_cds_WP_002728309.1_2762	31.190	311	329
WP_000646251.1	lcl|NZ_JPUC01000024.1_cds_WP_002743770.1_723	27.273	341	329
WP_000646251.1	lcl|NZ_JPUC01000062.1_cds_WP_002733638.1_1239	27.586	348	329
WP_000646251.1	lcl|NZ_JPUC01000150.1_cds_WP_002728316.1_2765	28.182	330	329
WP_000646251.1	lcl|NZ_JPUC01000159.1_cds_WP_002741146.1_3055	29.167	312	329
WP_000646251.1	lcl|NZ_JPUC01000064.1_cds_WP_002733546.1_1317	25.373	268	329
WP_000646251.1	lcl|NZ_JPUC01000062.1_cds_WP_002740721.1_1205	28.990	307	329
WP_000646251.1	lcl|NZ_JPUC01000156.1_cds_WP_002732331.1_2917	25.959	339	329
WP_000646251.1	lcl|NZ_JPUC01000062.1_cds_WP_002744551.1_1233	28.889	270	329
WP_000646251.1	lcl|NZ_JPUC01000062.1_cds_WP_002733579.1_1199	27.309	249	329
WP_000646251.1	lcl|NZ_JPUC01000064.1_cds_WP_002733698.1_1325	26.642	274	329
WP_000646251.1	lcl|NZ_JPUC01000062.1_cds_WP_016749081.1_1231	23.659	317	329
WP_000646251.1	lcl|NZ_JPUC01000075.1_cds_WP_002740236.1_1557	26.592	267	329
WP_000646251.1	lcl|NZ_JPUC01000005.1_cds_WP_002721725.1_147	25.223	337	329
WP_000646251.1	lcl|NZ_JPUC01000008.1_cds_WP_002739935.1_187	27.711	249	329
WP_000646251.1	lcl|NZ_JPUC01000064.1_cds_WP_002733757.1_1315	31.034	174	329
WP_000774262.1	lcl|NZ_JPUC01000062.1_cds_WP_002733627.1_1203	92.884	267	267
WP_000774262.1	lcl|NZ_JPUC01000064.1_cds_WP_002738295.1_1314	24.701	251	267
WP_000774262.1	lcl|NZ_JPUC01000062.1_cds_WP_002740926.1_1244	25.541	231	267
WP_000774262.1	lcl|NZ_JPUC01000064.1_cds_WP_002727921.1_1343	26.455	189	267
WP_000774262.1	lcl|NZ_JPUC01000135.1_cds_WP_002729040.1_2571	33.636	110	267
WP_000774262.1	lcl|NZ_JPUC01000024.1_cds_WP_002729513.1_724	26.455	189	267
WP_000774262.1	lcl|NZ_JPUC01000021.1_cds_WP_002766579.1_551	26.344	186	267
WP_000602734.1	lcl|NZ_JPUC01000062.1_cds_WP_002740779.1_1204	96.660	509	509
WP_000602734.1	lcl|NZ_JPUC01000086.1_cds_WP_002728536.1_1706	27.103	321	509
WP_000602734.1	lcl|NZ_JPUC01000086.1_cds_WP_002728534.1_1705	31.111	90	509
WP_000602734.1	lcl|NZ_JPUC01000062.1_cds_WP_002740779.1_1204	96.660	509	509
WP_000602734.1	lcl|NZ_JPUC01000086.1_cds_WP_002728536.1_1706	27.103	321	509
WP_000602734.1	lcl|NZ_JPUC01000086.1_cds_WP_002728534.1_1705	31.111	90	509
WP_004766696.1	lcl|NZ_JPUC01000062.1_cds_WP_002740721.1_1205	94.848	330	330
WP_004766696.1	lcl|NZ_JPUC01000150.1_cds_WP_002728309.1_2762	26.740	273	330
WP_004766696.1	lcl|NZ_JPUC01000062.1_cds_WP_002733534.1_1202	29.316	307	330
WP_004766696.1	lcl|NZ_JPUC01000062.1_cds_WP_016749081.1_1231	30.317	221	330
WP_004766696.1	lcl|NZ_JPUC01000064.1_cds_WP_002740024.1_1342	26.498	317	330
WP_004766696.1	lcl|NZ_JPUC01000004.1_cds_WP_002722638.1_102	27.425	299	330
WP_004766696.1	lcl|NZ_JPUC01000156.1_cds_WP_002732331.1_2917	27.193	228	330
WP_004766696.1	lcl|NZ_JPUC01000005.1_cds_WP_002721725.1_147	24.898	245	330
WP_004766696.1	lcl|NZ_JPUC01000159.1_cds_WP_002741146.1_3055	26.498	317	330
WP_004766696.1	lcl|NZ_JPUC01000064.1_cds_WP_002733546.1_1317	25.461	271	330
WP_004766696.1	lcl|NZ_JPUC01000062.1_cds_WP_002733638.1_1239	25.965	285	330
