WP_004753574.1	342284	94.186	86	106
WP_004766657.1	342284	93.631	314	314
WP_004766657.1	342284	24.759	311	314
WP_004766657.1	342284	23.208	293	314
WP_004766657.1	342284	22.222	333	314
WP_004766657.1	342284	21.014	276	314
WP_004766657.1	342394	25.538	325	314
WP_000884059.1	342338	40.000	140	185
WP_000646251.1	342284	33.036	336	329
WP_000646251.1	342284	31.304	345	329
WP_000646251.1	342284	31.343	335	329
WP_000646251.1	342284	30.769	299	329
WP_000646251.1	342284	26.119	268	329
WP_000646251.1	342284	24.069	349	329
WP_000646251.1	342284	25.306	245	329
WP_000646251.1	342394	31.111	315	329
WP_000646251.1	342248	31.068	309	329
WP_000646251.1	342248	30.154	325	329
WP_000646251.1	342248	26.765	340	329
WP_000646251.1	342336	29.091	330	329
WP_000646251.1	342381	28.519	270	329
WP_000646251.1	342326	25.191	262	329
WP_000646251.1	342325	24.650	357	329
WP_000646251.1	342316	28.279	244	329
WP_000774262.1	342284	30.252	238	267
WP_000774262.1	342284	26.455	189	267
WP_000774262.1	342284	21.905	210	267
WP_000774262.1	342377	29.255	188	267
WP_000774262.1	342400	37.209	86	267
WP_000602734.1	342373	28.221	326	509
WP_000602734.1	342373	29.060	117	509
WP_000602734.1	342373	28.221	326	509
WP_000602734.1	342373	29.060	117	509
WP_004766696.1	342284	28.458	253	330
WP_004766696.1	342284	24.164	269	330
WP_004766696.1	342284	25.575	348	330
WP_004766696.1	342284	25.000	256	330
WP_004766696.1	342284	29.688	128	330
WP_004766696.1	342284	25.084	299	330
WP_004766696.1	342248	26.374	273	330
WP_004766696.1	342248	24.889	225	330
WP_004766696.1	342394	27.899	276	330
WP_004766696.1	342336	28.627	255	330
WP_004766696.1	342325	27.160	243	330
WP_004766696.1	342381	28.387	155	330
WP_004766691.1	342284	37.195	328	366
WP_004766691.1	342284	36.212	359	366
WP_004766691.1	342284	34.097	349	366
WP_004766691.1	342284	33.159	383	366
WP_004766691.1	342284	28.492	358	366
WP_004766691.1	342284	26.287	369	366
WP_004766691.1	342248	27.778	378	366
WP_004766691.1	342229	29.805	359	366
WP_004766691.1	342242	32.447	188	366
WP_004766642.1	342284	38.187	364	367
WP_004766642.1	342284	37.326	359	367
