WP_004753574.1	lcl|NZ_JADDWX010000021.1_cds_WP_002725873.1_921	89.535	86	106
WP_004766657.1	lcl|NZ_JADDWX010000021.1_cds_WP_011669917.1_922	92.258	310	314
WP_004766657.1	lcl|NZ_JADDWX010000067.1_cds_WP_011671202.1_2609	24.224	322	314
WP_004766657.1	lcl|NZ_JADDWX010000024.1_cds_WP_011669955.1_1068	23.050	282	314
WP_004766657.1	lcl|NZ_JADDWX010000024.1_cds_WP_011669957.1_1066	24.551	167	314
WP_004766657.1	lcl|NZ_JADDWX010000024.1_cds_WP_011669973.1_1042	23.239	284	314
WP_004766657.1	lcl|NZ_JADDWX010000091.1_cds_WP_011670813.1_3137	21.387	173	314
WP_004766657.1	lcl|NZ_JADDWX010000071.1_cds_WP_011670961.1_2771	27.094	203	314
WP_000884059.1	lcl|NZ_JADDWX010000001.1_cds_WP_002750963.1_796	36.301	146	185
WP_000884059.1	lcl|NZ_JADDWX010000021.1_cds_WP_011669938.1_953	33.898	177	185
WP_000646251.1	lcl|NZ_JADDWX010000024.1_cds_WP_011669955.1_1068	30.841	321	329
WP_000646251.1	lcl|NZ_JADDWX010000024.1_cds_WP_011669973.1_1042	31.642	335	329
WP_000646251.1	lcl|NZ_JADDWX010000067.1_cds_WP_011671202.1_2609	30.476	315	329
WP_000646251.1	lcl|NZ_JADDWX010000071.1_cds_WP_011670961.1_2771	31.511	311	329
WP_000646251.1	lcl|NZ_JADDWX010000024.1_cds_WP_011669957.1_1066	28.852	305	329
WP_000646251.1	lcl|NZ_JADDWX010000091.1_cds_WP_011670813.1_3137	27.273	341	329
WP_000646251.1	lcl|NZ_JADDWX010000020.1_cds_WP_011671143.1_877	30.032	313	329
WP_000646251.1	lcl|NZ_JADDWX010000071.1_cds_WP_002754065.1_2768	28.182	330	329
WP_000646251.1	lcl|NZ_JADDWX010000003.1_cds_WP_011671074.1_1765	24.852	338	329
WP_000646251.1	lcl|NZ_JADDWX010000021.1_cds_WP_011669917.1_922	27.711	249	329
WP_000646251.1	lcl|NZ_JADDWX010000012.1_cds_WP_017859386.1_245	26.592	267	329
WP_000646251.1	lcl|NZ_JADDWX010000024.1_cds_WP_011669959.1_1064	25.993	277	329
WP_000646251.1	lcl|NZ_JADDWX010000055.1_cds_WP_011669202.1_2298	24.629	337	329
WP_000774262.1	lcl|NZ_JADDWX010000024.1_cds_WP_011669956.1_1067	27.391	230	267
WP_000774262.1	lcl|NZ_JADDWX010000024.1_cds_WP_011669974.1_1041	26.455	189	267
WP_000774262.1	lcl|NZ_JADDWX010000032.1_cds_WP_011670832.1_1468	33.636	110	267
WP_000774262.1	lcl|NZ_JADDWX010000091.1_cds_WP_011670812.1_3136	26.984	189	267
WP_000774262.1	lcl|NZ_JADDWX010000085.1_cds_WP_002766579.1_3016	26.344	186	267
WP_000602734.1	lcl|NZ_JADDWX010000016.1_cds_WP_011670269.1_534	27.103	321	509
WP_000602734.1	lcl|NZ_JADDWX010000016.1_cds_WP_002751286.1_533	31.111	90	509
WP_000602734.1	lcl|NZ_JADDWX010000016.1_cds_WP_011670269.1_534	27.103	321	509
WP_000602734.1	lcl|NZ_JADDWX010000016.1_cds_WP_002751286.1_533	31.111	90	509
WP_004766696.1	lcl|NZ_JADDWX010000071.1_cds_WP_011670961.1_2771	27.106	273	330
WP_004766696.1	lcl|NZ_JADDWX010000024.1_cds_WP_011669955.1_1068	24.000	275	330
WP_004766696.1	lcl|NZ_JADDWX010000067.1_cds_WP_011671202.1_2609	27.798	277	330
WP_004766696.1	lcl|NZ_JADDWX010000024.1_cds_WP_011669973.1_1042	26.498	317	330
WP_004766696.1	lcl|NZ_JADDWX010000020.1_cds_WP_011671143.1_877	27.044	318	330
WP_004766696.1	lcl|NZ_JADDWX010000003.1_cds_WP_011671074.1_1765	26.457	223	330
WP_004766696.1	lcl|NZ_JADDWX010000055.1_cds_WP_011669202.1_2298	24.898	245	330
WP_004766696.1	lcl|NZ_JADDWX010000091.1_cds_WP_011670813.1_3137	25.352	142	330
WP_004766696.1	lcl|NZ_JADDWX010000021.1_cds_WP_011669917.1_922	24.316	329	330
WP_004766696.1	lcl|NZ_JADDWX010000012.1_cds_WP_017859386.1_245	26.337	243	330
WP_004766696.1	lcl|NZ_JADDWX010000017.1_cds_WP_011671364.1_576	25.781	128	330
WP_004766691.1	lcl|NZ_JADDWX010000024.1_cds_WP_011669968.1_1048	33.428	353	366
WP_004766691.1	lcl|NZ_JADDWX010000070.1_cds_WP_002753028.1_2754	28.042	378	366
WP_004766691.1	lcl|NZ_JADDWX010000021.1_cds_WP_011669926.1_932	40.359	223	366
WP_004766691.1	lcl|NZ_JADDWX010000021.1_cds_WP_011669932.1_947	30.769	390	366
WP_004766691.1	lcl|NZ_JADDWX010000021.1_cds_WP_011669923.1_929	37.864	206	366
WP_004766691.1	lcl|NZ_JADDWX010000006.1_cds_WP_002753888.1_2730	29.248	359	366
WP_004766691.1	lcl|NZ_JADDWX010000003.1_cds_WP_002750680.1_1766	30.270	185	366
WP_004766642.1	lcl|NZ_JADDWX010000024.1_cds_WP_011669968.1_1048	36.043	369	367
WP_004766642.1	lcl|NZ_JADDWX010000006.1_cds_WP_002753888.1_2730	34.037	379	367
WP_004766642.1	lcl|NZ_JADDWX010000021.1_cds_WP_011669932.1_947	31.720	372	367
WP_004766642.1	lcl|NZ_JADDWX010000070.1_cds_WP_002753028.1_2754	30.319	376	367
WP_004766642.1	lcl|NZ_JADDWX010000021.1_cds_WP_011669926.1_932	33.219	292	367
WP_004766642.1	lcl|NZ_JADDWX010000021.1_cds_WP_011669923.1_929	27.874	348	367
WP_004766642.1	lcl|NZ_JADDWX010000003.1_cds_WP_002750680.1_1766	25.000	352	367
WP_002740998.1	lcl|NZ_JADDWX010000087.1_cds_WP_011669455.1_3040	46.091	243	265
WP_016761674.1	lcl|NZ_JADDWX010000076.1_cds_WP_011670400.1_2844	38.487	304	310
WP_016761674.1	lcl|NZ_JADDWX010000042.1_cds_WP_011669757.1_1894	27.241	290	310
WP_016761674.1	lcl|NZ_JADDWX010000001.1_cds_WP_011670034.1_847	24.887	221	310
WP_016761674.1	lcl|NZ_JADDWX010000076.1_cds_WP_011670400.1_2844	38.487	304	310
WP_016761674.1	lcl|NZ_JADDWX010000042.1_cds_WP_011669757.1_1894	27.241	290	310
WP_016761674.1	lcl|NZ_JADDWX010000001.1_cds_WP_011670034.1_847	24.887	221	310
WP_001088861.1	lcl|NZ_JADDWX010000064.1_cds_WP_026054147.1_2565	39.683	63	144
WP_000517243.1	lcl|NZ_JADDWX010000021.1_cds_WP_004779550.1_938	33.333	111	221
WP_000517243.1	lcl|NZ_JADDWX010000044.1_cds_WP_011671228.1_1944	26.923	78	221
WP_000517243.1	lcl|NZ_JADDWX010000031.1_cds_WP_011669877.1_1453	28.037	107	221
WP_000611591.1	lcl|NZ_JADDWX010000044.1_cds_IQA51_RS11500_1950	32.353	102	175
WP_004766685.1	lcl|NZ_JADDWX010000092.1_cds_WP_011669711.1_3146	25.339	221	406
WP_004766685.1	lcl|NZ_JADDWX010000031.1_cds_WP_011669876.1_1452	21.774	248	406
WP_000980525.1	lcl|NZ_JADDWX010000021.1_cds_WP_011669930.1_942	27.823	248	241
