WP_004753574.1	lcl|NZ_JADDWE010000005.1_cds_WP_002725873.1_2713	89.535	86	106
WP_004766657.1	lcl|NZ_JADDWE010000005.1_cds_WP_002733579.1_2712	92.357	314	314
WP_004766657.1	lcl|NZ_JADDWE010000017.1_cds_WP_002722638.1_566	24.534	322	314
WP_004766657.1	lcl|NZ_JADDWE010000005.1_cds_WP_002733534.1_2709	25.651	269	314
WP_004766657.1	lcl|NZ_JADDWE010000005.1_cds_WP_002740024.1_2618	23.592	284	314
WP_004766657.1	lcl|NZ_JADDWE010000028.1_cds_WP_002743770.1_1320	21.387	173	314
WP_004766657.1	lcl|NZ_JADDWE010000006.1_cds_WP_002728309.1_2886	27.094	203	314
WP_262052077.1	lcl|NZ_JADDWE010000005.1_cds_WP_026054882.1_2711	85.753	365	365
WP_000884059.1	lcl|NZ_JADDWE010000005.1_cds_WP_002733646.1_2710	95.676	185	185
WP_000884059.1	lcl|NZ_JADDWE010000002.1_cds_WP_002721790.1_1520	36.301	146	185
WP_000646251.1	lcl|NZ_JADDWE010000005.1_cds_WP_002733534.1_2709	98.480	329	329
WP_000646251.1	lcl|NZ_JADDWE010000005.1_cds_WP_002740024.1_2618	31.343	335	329
WP_000646251.1	lcl|NZ_JADDWE010000017.1_cds_WP_002722638.1_566	29.841	315	329
WP_000646251.1	lcl|NZ_JADDWE010000006.1_cds_WP_002728309.1_2886	31.190	311	329
WP_000646251.1	lcl|NZ_JADDWE010000028.1_cds_WP_002743770.1_1320	27.273	341	329
WP_000646251.1	lcl|NZ_JADDWE010000005.1_cds_WP_002733638.1_2672	27.586	348	329
WP_000646251.1	lcl|NZ_JADDWE010000006.1_cds_WP_002728316.1_2889	28.182	330	329
WP_000646251.1	lcl|NZ_JADDWE010000080.1_cds_WP_002741146.1_3196	29.167	312	329
WP_000646251.1	lcl|NZ_JADDWE010000005.1_cds_WP_002733546.1_2643	25.373	268	329
