WP_004753574.1	lcl|NZ_AOGV02000016.1_cds_WP_000340715.1_2773	94.186	86	106
WP_004766657.1	lcl|NZ_AOGV02000016.1_cds_WP_000410273.1_2772	96.497	314	314
WP_004766657.1	lcl|NZ_AOGV02000016.1_cds_WP_000093099.1_2752	46.988	83	314
WP_004766657.1	lcl|NZ_AOGV02000026.1_cds_WP_000744700.1_1790	25.076	331	314
WP_004766657.1	lcl|NZ_AOGV02000016.1_cds_WP_000646250.1_2769	26.022	269	314
WP_004766657.1	lcl|NZ_AOGV02000016.1_cds_WP_000723090.1_2690	23.024	291	314
WP_004766657.1	lcl|NZ_AOGV02000016.1_cds_WP_000600889.1_2743	23.118	186	314
WP_262052077.1	lcl|NZ_AOGV02000016.1_cds_WP_000604524.1_2771	97.534	365	365
WP_000884059.1	lcl|NZ_AOGV02000016.1_cds_WP_000884059.1_2770	100.000	185	185
WP_000884059.1	lcl|NZ_AOGV02000011.1_cds_WP_000351733.1_3037	40.000	140	185
WP_000646251.1	lcl|NZ_AOGV02000016.1_cds_WP_000646250.1_2769	99.392	329	329
WP_000646251.1	lcl|NZ_AOGV02000026.1_cds_WP_000744700.1_1790	32.063	315	329
WP_000646251.1	lcl|NZ_AOGV02000016.1_cds_WP_000723090.1_2690	31.045	335	329
WP_000646251.1	lcl|NZ_AOGV02000016.1_cds_WP_000600889.1_2743	31.677	322	329
WP_000646251.1	lcl|NZ_AOGV02000022.1_cds_WP_001984071.1_2381	31.803	305	329
WP_000646251.1	lcl|NZ_AOGV02000021.1_cds_WP_000649925.1_2448	30.183	328	329
WP_000646251.1	lcl|NZ_AOGV02000025.1_cds_WP_000709511.1_2017	29.730	333	329
WP_000646251.1	lcl|NZ_AOGV02000016.1_cds_WP_000601375.1_2716	24.415	299	329
WP_000646251.1	lcl|NZ_AOGV02000016.1_cds_WP_001067557.1_2766	28.990	307	329
WP_000646251.1	lcl|NZ_AOGV02000022.1_cds_WP_000688695.1_2361	29.329	283	329
WP_000646251.1	lcl|NZ_AOGV02000016.1_cds_WP_000475904.1_2707	27.372	274	329
WP_000646251.1	lcl|NZ_AOGV02000016.1_cds_WP_000410273.1_2772	25.705	319	329
WP_000646251.1	lcl|NZ_AOGV02000011.1_cds_WP_001074785.1_3242	29.434	265	329
WP_000646251.1	lcl|NZ_AOGV02000034.1_cds_WP_001003555.1_1124	25.148	338	329
WP_000646251.1	lcl|NZ_AOGV02000016.1_cds_WP_000487322.1_2718	27.077	325	329
WP_000774262.1	lcl|NZ_AOGV02000016.1_cds_WP_000774262.1_2768	99.625	267	267
WP_000774262.1	lcl|NZ_AOGV02000016.1_cds_WP_000859505.1_2719	26.639	244	267
