WP_004753574.1	lcl|NZ_AHPX01000291.1_cds_WP_000340713.1_59	98.837	86	106
WP_004766657.1	lcl|NZ_AHPX01000291.1_cds_WP_000412665.1_60	96.474	312	314
WP_004766657.1	lcl|NZ_AHPX01000291.1_cds_WP_000699347.1_64	24.759	311	314
WP_004766657.1	lcl|NZ_AHPX01000139.1_cds_WP_000744700.1_1752	25.076	331	314
WP_004766657.1	lcl|NZ_AHPX01000049.1_cds_WP_000723094.1_3433	23.368	291	314
WP_004766657.1	lcl|NZ_AHPX01000291.1_cds_WP_000723077.1_73	20.652	276	314
WP_000884059.1	lcl|NZ_AHPX01000176.1_cds_WP_000351733.1_1154	40.000	140	185
WP_000646251.1	lcl|NZ_AHPX01000291.1_cds_WP_000699347.1_64	31.304	345	329
WP_000646251.1	lcl|NZ_AHPX01000139.1_cds_WP_000744700.1_1752	32.063	315	329
WP_000646251.1	lcl|NZ_AHPX01000049.1_cds_WP_000723094.1_3433	31.343	335	329
WP_000646251.1	lcl|NZ_AHPX01000291.1_cds_WP_000723077.1_73	31.457	302	329
WP_000646251.1	lcl|NZ_AHPX01000052.1_cds_WP_001984071.1_3282	31.803	305	329
WP_000646251.1	lcl|NZ_AHPX01000048.1_cds_WP_000649923.1_3474	30.183	328	329
WP_000646251.1	lcl|NZ_AHPX01000169.1_cds_WP_000709511.1_1242	29.730	333	329
WP_000646251.1	lcl|NZ_AHPX01000052.1_cds_WP_000688695.1_3302	29.329	283	329
WP_000646251.1	lcl|NZ_AHPX01000291.1_cds_WP_000412665.1_60	26.394	269	329
WP_000646251.1	lcl|NZ_AHPX01000291.1_cds_WP_000377753.1_106	25.141	354	329
WP_000646251.1	lcl|NZ_AHPX01000135.1_cds_WP_001074783.1_1845	28.679	265	329
WP_000646251.1	lcl|NZ_AHPX01000087.1_cds_WP_001003558.1_2443	25.150	334	329
WP_000646251.1	lcl|NZ_AHPX01000291.1_cds_WP_000048849.1_83	25.306	245	329
WP_000774262.1	lcl|NZ_AHPX01000291.1_cds_WP_000432841.1_78	30.252	238	267
WP_000774262.1	lcl|NZ_AHPX01000049.1_cds_WP_000842260.1_3434	26.316	190	267
WP_000774262.1	lcl|NZ_AHPX01000291.1_cds_WP_000869621.1_105	22.358	246	267
WP_000774262.1	lcl|NZ_AHPX01000140.1_cds_WP_000667727.1_1723	31.818	110	267
